,CLRN2 (645104)
ACH-000004,-0.155688748337
ACH-000007,-0.0023128340995700004
ACH-000009,-0.05642067518680001
ACH-000011,-0.20059843412
ACH-000012,-0.0656491476847
ACH-000013,0.0506307030948
ACH-000014,-0.08066382084589999
ACH-000015,-0.142261109826
ACH-000017,0.0033932708237899996
ACH-000018,-0.188018612167
ACH-000019,-0.09229668648710002
ACH-000021,0.0653152988178
ACH-000022,-0.28750413952799997
ACH-000025,0.043947253619300006
ACH-000028,-0.038808583651099994
ACH-000030,-0.088816587138
ACH-000035,0.0270591802867
ACH-000036,-0.143294665176
ACH-000037,-0.172041247504
ACH-000039,-0.0988056506732
ACH-000040,-0.06599414151050001
ACH-000041,-0.313811033844
ACH-000042,-0.00191696430101
ACH-000045,0.09343886524039999
ACH-000047,-0.205452632211
ACH-000052,-0.0286744687562
ACH-000053,-0.0966551193587
ACH-000054,-0.0300797582091
ACH-000055,-0.113778660096
ACH-000060,-0.138577486028
ACH-000067,-0.180289651961
ACH-000070,-0.0950506351633
ACH-000075,0.021641008540500002
ACH-000078,-0.118261385023
ACH-000082,-0.139154268912
ACH-000085,-0.153661031177
ACH-000086,-0.295466486347
ACH-000087,-0.303932389818
ACH-000092,-0.029072726662400003
ACH-000095,-0.21057178276299998
ACH-000097,0.0299572208632
ACH-000098,0.112535700645
ACH-000099,-0.172053816118
ACH-000108,-0.0195795262343
ACH-000113,-0.122143768653
ACH-000115,-0.0115557184573
ACH-000116,-0.057200005718800004
ACH-000118,-0.24735891022599998
ACH-000120,-0.056369616316
ACH-000123,-0.0987742483826
ACH-000127,-0.100740246679
ACH-000128,-0.0288036821202
ACH-000132,-0.16512150793
ACH-000133,-0.175887395641
ACH-000137,-0.246538721557
ACH-000138,-0.12127217882099998
ACH-000142,0.0603659193166
ACH-000143,-0.009146004502139999
ACH-000146,0.0287052146724
ACH-000148,-0.176035346565
ACH-000150,-0.21257863827799997
ACH-000152,-0.15178386568399999
ACH-000153,-0.0456880106248
ACH-000159,0.0511047272309
ACH-000160,-0.116885039294
ACH-000163,-0.100117320797
ACH-000167,-0.0340692489231
ACH-000168,-0.101519450252
ACH-000169,-0.23010831981199997
ACH-000178,0.0310867982107
ACH-000182,-0.11776950063
ACH-000183,-0.048589708924799996
ACH-000188,-0.0210077682741
ACH-000189,-0.393421699279
ACH-000190,-0.052850055885
ACH-000198,-0.034664708667800005
ACH-000204,-0.299540898234
ACH-000206,0.0392062292137
ACH-000207,0.33151191727400003
ACH-000211,-0.0801112703063
ACH-000215,-0.191263855133
ACH-000221,-0.0479049017084
ACH-000222,-0.134940703991
ACH-000223,-0.161791374202
ACH-000226,-0.00656800432148
ACH-000227,-0.055866570280099996
ACH-000228,-0.120973337647
ACH-000231,-0.09888261779210002
ACH-000232,0.0005420916226100001
ACH-000233,-0.0197133389653
ACH-000234,0.133113404396
ACH-000235,0.0224164532906
ACH-000237,-0.12269550076300001
ACH-000238,-0.1861607715
ACH-000243,-0.118656890487
ACH-000244,-0.13437680066299998
ACH-000246,-0.11470492990900001
ACH-000248,-0.20947128533300002
ACH-000250,-0.117141267081
ACH-000251,-0.08573208317770001
ACH-000253,-0.116896511767
ACH-000255,-0.013957536741500002
ACH-000256,0.0103158970915
ACH-000257,-0.266856820737
ACH-000258,0.14613130882
ACH-000259,-0.041539226921599996
ACH-000260,-0.134296509748
ACH-000261,-0.104432969865
ACH-000262,-0.166854179008
ACH-000263,-0.07674755560430001
ACH-000264,-0.100864651615
ACH-000265,-0.0930303595755
ACH-000266,-0.06609281851290001
ACH-000272,-0.0641321325306
ACH-000273,-0.139507487869
ACH-000274,-0.13641810204500002
ACH-000277,-0.319074840737
ACH-000278,-0.00855433047623
ACH-000279,-0.170011028954
ACH-000280,-0.123188864794
ACH-000281,-0.176596925608
ACH-000288,-0.0829232800817
ACH-000291,-0.008715216076989999
ACH-000293,-0.12433081988700001
ACH-000294,0.120461610703
ACH-000295,-0.10856747420900001
ACH-000296,0.211919516274
ACH-000302,-0.115374421426
ACH-000304,0.09453605030279999
ACH-000307,0.0789504362412
