,UBXN2B (137886)
ACH-000004,0.0451950184803
ACH-000007,0.013371398555299998
ACH-000009,0.0343289143065
ACH-000011,0.130395128887
ACH-000012,-0.015264644780700002
ACH-000013,-0.0639506219164
ACH-000014,0.19845939460200002
ACH-000015,0.0907281820397
ACH-000017,0.14936648106
ACH-000018,-0.314615010172
ACH-000019,0.339419244353
ACH-000021,0.017487310472
ACH-000022,-0.0762634577727
ACH-000025,-0.150964131946
ACH-000028,0.0813371442188
ACH-000030,-0.035189980985500004
ACH-000035,-0.15255415607699999
ACH-000036,0.035457984241900005
ACH-000037,0.12152666156
ACH-000039,0.0939527562016
ACH-000040,0.10603842518500001
ACH-000041,-0.0214770842962
ACH-000042,-0.0673530344803
ACH-000045,0.0397970905115
ACH-000047,0.058304489092
ACH-000052,-0.0167827199363
ACH-000053,-0.137309709557
ACH-000054,-0.212089908825
ACH-000055,0.17368128195399998
ACH-000060,-0.00770787426213
ACH-000067,-0.024945895849799997
ACH-000070,-0.421740537429
ACH-000075,-0.012045437188500001
ACH-000078,0.0816984563178
ACH-000082,0.08385192360110001
ACH-000085,0.174835168827
ACH-000086,0.134787118581
ACH-000087,-0.060676121918599994
ACH-000092,-0.134039580173
ACH-000095,0.105059314569
ACH-000097,-0.038474275157800004
ACH-000098,-0.0598129619563
ACH-000099,0.0460558689551
ACH-000108,0.08111228365119999
ACH-000113,-0.131531197654
ACH-000115,-0.202216918524
ACH-000116,0.00708320406589
ACH-000118,-0.055062339243999996
ACH-000120,-0.0870701362387
ACH-000123,0.0466585428606
ACH-000127,-0.054495934401699996
ACH-000128,-0.0134314807305
ACH-000132,0.0698111456627
ACH-000133,0.009911778128049999
ACH-000137,-0.40412595108599997
ACH-000138,-0.000193833726417
ACH-000142,0.054280402596800004
ACH-000143,-0.017985278443499998
ACH-000146,0.036431728067800005
ACH-000148,-0.06378768627840001
ACH-000150,0.0275461269306
ACH-000152,-0.0031801283354200003
ACH-000153,-0.189772184179
ACH-000159,-0.0844000772965
ACH-000160,-0.102027305875
ACH-000163,-0.064328316427
ACH-000167,-0.152009599559
ACH-000168,-0.0971849316014
ACH-000169,-0.0260490216898
ACH-000178,0.0472584626843
ACH-000182,-0.0552861358067
ACH-000183,-0.12990482101
ACH-000188,-0.0039052021579599997
ACH-000189,0.0159304220568
ACH-000190,-0.0929249285506
