,RNPS1 (10921)
ACH-000004,-1.12769519547
ACH-000007,-1.2702147883700001
ACH-000009,-1.0827898199700001
ACH-000011,-1.22800120223
ACH-000012,-0.903770181929
ACH-000013,-0.891090285719
ACH-000014,-1.12762629882
ACH-000015,-1.31307019456
ACH-000017,-0.98869486831
ACH-000018,-0.8824760973739999
ACH-000019,-0.7643098411499999
ACH-000021,-1.1152100391500002
ACH-000022,-0.916636895039
ACH-000025,-1.0844988187
ACH-000028,-1.1320220002099999
ACH-000030,-1.02073608438
ACH-000035,-0.7078253493559999
ACH-000036,-0.920140820896
ACH-000037,-1.37021313347
ACH-000039,-0.814496893708
ACH-000040,-0.8259572085100001
ACH-000041,-0.735548827464
ACH-000042,-1.0533115371500001
ACH-000045,-1.12496717948
ACH-000047,-0.822121501735
ACH-000052,-1.12843266673
ACH-000053,-0.510831330623
ACH-000054,-0.735611959489
ACH-000055,-0.9803665375220001
ACH-000060,-1.30255496338
ACH-000067,-0.9428408263249999
ACH-000070,-1.30157143205
ACH-000075,-1.30894958549
ACH-000078,-1.14030847115
ACH-000082,-1.29968217151
ACH-000085,-1.1134626332200002
ACH-000086,-0.910790145106
ACH-000087,-0.9799432775210001
ACH-000092,-0.590848329595
ACH-000095,-0.9869098108700001
ACH-000097,-0.87500489556
ACH-000098,-0.622385321153
ACH-000099,-1.1767150988500001
ACH-000108,-0.97914591177
ACH-000113,-1.3218868344299999
ACH-000115,-1.60570056195
ACH-000116,-0.9765447025030001
ACH-000118,-0.92481820779
ACH-000120,-1.1403485865
ACH-000123,-1.07336246058
ACH-000127,-1.08691790705
ACH-000128,-1.28545157458
ACH-000132,-1.1832886895399999
ACH-000133,-1.23883653488
ACH-000137,-1.02327758756
ACH-000138,-1.06781919133
ACH-000142,-1.1485823722700002
ACH-000143,-1.06494317973
ACH-000146,-0.758394160793
ACH-000148,-0.9560342862469999
ACH-000150,-1.30200459603
ACH-000152,-0.816898385103
ACH-000153,-0.742190705889
ACH-000159,-1.0898860552399998
ACH-000160,-0.830451674068
ACH-000163,-0.972097645333
ACH-000167,-0.7987337469210001
ACH-000168,-0.9049800193459999
ACH-000169,-0.949630925988
ACH-000178,-1.09390745341
ACH-000182,-1.16622158322
ACH-000183,-0.893139526845
ACH-000188,-0.903316244186
ACH-000189,-0.6534209778660001
ACH-000190,-0.705995114364
ACH-000198,-1.0940350125700002
ACH-000204,-0.783388237289
ACH-000206,-1.1439733299500001
ACH-000207,-0.9625325019679999
ACH-000211,-0.9277443067200001
ACH-000215,-1.16771712408
ACH-000221,-1.15877963803
ACH-000222,-0.941565500164
ACH-000223,-1.2586379964899999
ACH-000226,-0.933790661572
ACH-000227,-1.05873486032
ACH-000228,-0.827080692661
ACH-000231,-0.979258398298
ACH-000232,-1.02555669925
ACH-000233,-1.26275948892
ACH-000234,-0.9803333563700001
ACH-000235,-0.865489908045
ACH-000237,-1.41315217595
ACH-000238,-0.6382049356580001
ACH-000243,-1.0677673564399999
ACH-000244,-1.19779340204
ACH-000246,-0.84667539972
ACH-000248,-1.1798418947799998
ACH-000250,-0.912783676211
ACH-000251,-0.679103341639
ACH-000253,-0.898743852343
