,OCM (654231)
ACH-000004,0.158688649854
ACH-000007,0.09207278349260001
ACH-000009,0.262941417934
ACH-000011,0.12131646475999999
ACH-000012,0.334050279998
ACH-000013,0.22734153641
ACH-000014,0.326023155781
ACH-000015,0.363559972696
ACH-000017,0.222134901539
ACH-000018,0.105167184801
ACH-000019,0.163629276968
ACH-000021,0.39462199343599996
ACH-000022,0.206047772619
ACH-000025,0.21608152238000003
ACH-000028,0.274541191653
ACH-000030,0.297899928384
ACH-000035,0.289728873667
ACH-000036,0.0373664431251
ACH-000037,0.282760672729
ACH-000039,0.196483449043
ACH-000040,0.353810611668
ACH-000041,0.32458570660700004
ACH-000042,0.190064834439
ACH-000045,0.370782200692
ACH-000047,0.250631190989
ACH-000052,-0.00159325292958
ACH-000053,0.375029381166
ACH-000054,0.243401862474
ACH-000055,0.293679098631
ACH-000060,0.299171892196
ACH-000067,0.328675614103
ACH-000070,0.159690885616
ACH-000075,0.334635743656
ACH-000078,0.428972628844
ACH-000082,0.28586624880999995
ACH-000085,0.125688338249
ACH-000086,0.39201529200499996
ACH-000087,0.511510754636
ACH-000092,0.22086903586399997
ACH-000095,0.23916214840799999
ACH-000097,0.38072638673299997
ACH-000098,0.319070270724
ACH-000099,0.246274145781
ACH-000108,0.30562936776599997
ACH-000113,0.312948193095
ACH-000115,0.397571655654
ACH-000116,0.314434567442
ACH-000118,0.349279641077
ACH-000120,0.36497902889
ACH-000123,0.401210363508
ACH-000127,0.313320076837
ACH-000128,0.112694594037
ACH-000132,0.331911838161
ACH-000133,0.375481305956
ACH-000137,0.142146838682
ACH-000138,0.451570819
ACH-000142,0.21641762382399998
ACH-000143,0.359306448803
ACH-000146,0.350028473997
ACH-000148,0.316189812014
ACH-000150,0.527489839355
ACH-000152,0.272332891049
ACH-000153,0.5290507603819999
ACH-000159,0.325479249958
ACH-000160,0.190834399334
ACH-000163,-0.0082846195461
ACH-000167,0.299870462708
ACH-000168,0.0779088121636
ACH-000169,0.30874338071400004
ACH-000178,0.244447662883
ACH-000182,0.349890501207
ACH-000183,0.246751633401
ACH-000188,0.344525530985
ACH-000189,0.12304157570299999
ACH-000190,0.291327351219
ACH-000198,0.25923961209699997
ACH-000204,0.42499470736999995
ACH-000206,0.131313962742
ACH-000207,0.28745974355500004
ACH-000211,0.266072782648
ACH-000215,0.317027782305
ACH-000221,0.220805101463
ACH-000222,0.15438667693
ACH-000223,0.37719741805
ACH-000226,0.252895050874
ACH-000227,0.39982481663099995
ACH-000228,0.192259179551
ACH-000231,0.233229134013
ACH-000232,0.229565042684
ACH-000233,0.340139146641
ACH-000234,0.324033221782
ACH-000235,0.28104010856999995
ACH-000237,0.19967147477299999
ACH-000238,0.17533720801
ACH-000243,0.348163958124
ACH-000244,0.198765281906
ACH-000246,0.21017580804699998
ACH-000248,0.34185247528800006
ACH-000250,0.230362203783
ACH-000251,-0.0112565825798
ACH-000253,0.249265983321
ACH-000255,0.374793588993
ACH-000256,0.269487145359
ACH-000257,0.530544601205
ACH-000258,0.6269679795040001
ACH-000259,0.266607338817
ACH-000260,0.249290392059
ACH-000261,0.42862199412199997
ACH-000262,0.250120476989
ACH-000263,0.325051341615
ACH-000264,0.277684715554
ACH-000265,0.440822260902
ACH-000266,0.221550933466
ACH-000272,0.317634404218
ACH-000273,0.176056320726
ACH-000274,-0.17227136282299998
ACH-000277,0.412654387946
ACH-000278,0.329417329403
ACH-000279,0.220115689007
ACH-000280,0.307682403482
ACH-000281,-0.0469603429782
ACH-000288,0.190927197561
ACH-000291,0.40493280450400004
ACH-000293,0.266573182094
ACH-000294,0.293519111808
ACH-000295,0.107785246277
ACH-000296,0.26884804164000004
ACH-000302,0.17840378592300002
ACH-000304,0.569852000317
ACH-000307,0.226857041009
ACH-000308,0.35367198144
ACH-000310,0.261378088037
ACH-000311,0.192166085759
ACH-000312,0.30291408313900003
ACH-000315,0.18544617070799999
ACH-000316,0.389272007874
ACH-000317,0.391713338201
ACH-000318,0.399287951597
ACH-000319,0.36555740767399997
ACH-000320,0.44203568701000007
ACH-000322,0.213660475997
ACH-000323,0.23679615298099999
ACH-000324,0.271766817078
ACH-000329,0.348282006669
ACH-000330,0.35179888370800005
ACH-000331,0.375802417354
ACH-000332,0.27196033848400003
ACH-000334,0.41140824468099996
ACH-000335,0.517328124375
ACH-000336,0.18967785199499998
ACH-000337,0.353766723103
ACH-000339,0.284979622589
ACH-000341,0.475744576571
ACH-000348,0.35798465420500003
ACH-000350,0.311621134238
ACH-000352,0.37209164603399997
ACH-000356,0.361977913898
ACH-000361,0.355670538459
ACH-000362,0.361674015106
ACH-000363,0.229618763719
ACH-000364,0.228173064051
ACH-000365,0.31302813479200003
ACH-000366,0.296679893125
ACH-000368,0.181702347894
ACH-000374,0.370191425041
ACH-000375,0.320960397112
ACH-000376,0.237414837015
ACH-000381,0.25469687945
ACH-000383,0.127203863545
ACH-000387,0.344312877001
ACH-000389,0.04254199325230001
ACH-000390,0.399019513011
ACH-000393,0.274769638973
ACH-000395,0.17391091294
ACH-000397,0.22954291217199999
ACH-000401,0.180365204379
ACH-000402,0.438461721501
ACH-000403,0.112347607148
ACH-000404,0.37529304853600004
ACH-000406,0.236088005361
ACH-000407,0.299930949501
ACH-000408,0.160757079342
ACH-000410,0.147594958583
ACH-000411,0.341030416679
ACH-000414,0.366990730869
ACH-000415,0.13133915848
ACH-000416,0.160087931844
ACH-000420,0.155725554989
ACH-000421,0.302399658754
ACH-000424,0.430570543149
ACH-000425,0.38758392468099995
ACH-000426,0.262470235423
ACH-000427,0.161407741297
ACH-000433,0.34004843423500003
ACH-000436,0.056283811650199994
ACH-000444,0.210981332649
ACH-000445,0.21856044837400002
ACH-000448,0.272261577213
ACH-000450,0.318012539471
