,OMP (4975)
ACH-000004,0.290790561501
ACH-000007,0.252671700978
ACH-000009,0.148907704932
ACH-000011,0.485693944376
ACH-000012,0.20262273123100003
ACH-000013,0.230865898277
ACH-000014,0.354138669452
ACH-000015,0.298980904535
ACH-000017,0.192791648481
ACH-000018,0.30369215131
ACH-000019,0.0252761238988
ACH-000021,0.284521266402
ACH-000022,0.122952229648
ACH-000025,0.285027601448
ACH-000028,0.0928457799196
ACH-000030,0.0624253357952
ACH-000035,0.302186618466
ACH-000036,0.09167158511610002
ACH-000037,0.018964960915000002
ACH-000039,-0.00992074773158
ACH-000040,0.150718477351
ACH-000041,0.151967575541
ACH-000042,0.11980385570699999
ACH-000045,0.259245842295
ACH-000047,0.22022559345800002
ACH-000052,0.138645694438
ACH-000053,0.112830818223
ACH-000054,0.32477462654899997
ACH-000055,0.123462185844
ACH-000060,0.22028677574900002
ACH-000067,0.236580936881
ACH-000070,0.326668570837
ACH-000075,0.362097466539
ACH-000078,0.299144980959
ACH-000082,0.145717958226
ACH-000085,0.0380396795741
ACH-000086,0.14790441435
ACH-000087,0.36172422749300004
ACH-000092,0.234330551198
ACH-000095,0.182800174854
ACH-000097,0.140686443218
ACH-000098,0.278430909498
ACH-000099,0.143091933826
ACH-000108,0.241700644102
ACH-000113,0.260000261225
ACH-000115,0.013340349690100001
ACH-000116,0.164272177027
ACH-000118,0.0782386466213
ACH-000120,0.180669059776
ACH-000123,0.18717104224800002
ACH-000127,0.134857795375
ACH-000128,0.348116092073
ACH-000132,0.19405061885299998
ACH-000133,0.16299708482
ACH-000137,0.233412174651
ACH-000138,0.203651282107
ACH-000142,0.030994791946
ACH-000143,-0.0160567381305
ACH-000146,0.21314389652
ACH-000148,0.23435220791499997
ACH-000150,0.290653923786
ACH-000152,0.21191883719000001
ACH-000153,0.160775970821
ACH-000159,0.303025238212
ACH-000160,0.124365510895
ACH-000163,0.381896412278
ACH-000167,0.311206555136
ACH-000168,0.177598563528
ACH-000169,0.32072548863
ACH-000178,0.125725830064
ACH-000182,0.151832949355
ACH-000183,0.242818419694
ACH-000188,0.0456408103115
ACH-000189,0.123231063463
ACH-000190,0.32638311802
ACH-000198,0.125692857503
ACH-000204,0.31274162563
ACH-000206,0.012931485116
ACH-000207,-0.393470469975
ACH-000211,0.25855624341600003
ACH-000215,0.17448061230599998
ACH-000221,0.271241730809
ACH-000222,0.186993548407
ACH-000223,0.26053329206799997
ACH-000226,0.21783689783100002
ACH-000227,0.291479165802
ACH-000228,0.026058143651999998
ACH-000231,0.136989487971
ACH-000232,0.16868444741799998
ACH-000233,0.152035892503
ACH-000234,0.37000448683700005
ACH-000235,0.17956600121599997
ACH-000237,-0.00108701907246
ACH-000238,0.15689581088500001
ACH-000243,0.320209250978
ACH-000244,0.328080643233
ACH-000246,0.258541582447
ACH-000248,0.155355432322
ACH-000250,0.18587170372
ACH-000251,0.450576989804
ACH-000253,0.160012562834
ACH-000255,0.29613359347
ACH-000256,0.0408861077138
ACH-000257,0.161697270812
ACH-000258,0.316869232242
ACH-000259,0.09585785670010001
ACH-000260,0.23213435119800002
ACH-000261,0.227020989663
ACH-000262,0.37943152366099997
ACH-000263,-0.0884191431539
ACH-000264,0.139447659246
ACH-000265,0.23761871434999998
ACH-000266,0.227044363233
ACH-000272,0.36556307046
ACH-000273,0.170996937104
ACH-000274,-0.237874904575
ACH-000277,0.30408837743
ACH-000278,-0.0418436754722
ACH-000279,0.14595653777
ACH-000280,0.29866675511999996
ACH-000281,0.00348467417571
ACH-000288,0.136611182584
ACH-000291,0.216340876521
ACH-000293,0.34298349364799996
ACH-000294,0.13810548007999998
ACH-000295,0.190761193708
ACH-000296,0.141324326878
ACH-000302,0.227395519311
ACH-000304,0.156429414255
ACH-000307,0.230150481391
ACH-000308,0.150944238139
ACH-000310,0.340170406047
ACH-000311,0.21184347392900002
ACH-000312,0.0819028961724
ACH-000315,0.0648064027009
ACH-000316,0.340147107566
ACH-000317,0.340270068556
ACH-000318,0.100147746412
ACH-000319,0.185449810146
ACH-000320,0.22932290817099998
ACH-000322,0.306564558758
ACH-000323,0.0949930399881
ACH-000324,0.313221585263
ACH-000329,0.35121373019900004
ACH-000330,0.18266544052099998
ACH-000331,0.141613825646
ACH-000332,0.12056851846200001
ACH-000334,0.192254157638
ACH-000335,0.137316559968
ACH-000336,0.359847427271
ACH-000337,-0.0065231843244899996
ACH-000339,0.16176889168199998
ACH-000341,0.358812588482
ACH-000348,0.16611380136499998
ACH-000350,0.259534330229
ACH-000352,0.273218121519
ACH-000356,-0.155508381498
ACH-000361,0.24503589445500001
ACH-000362,0.239682335903
ACH-000363,0.0836088260441
ACH-000364,0.20482365594000002
ACH-000365,0.11479842983500001
ACH-000366,0.10031763613500001
ACH-000368,0.134681814989
ACH-000374,-0.0233709618558
ACH-000375,0.14301227999399999
ACH-000376,0.17530594370299998
ACH-000381,0.0738667356093
ACH-000383,0.196230954453
ACH-000387,0.256925641943
ACH-000389,0.335019343573
ACH-000390,0.145095177893
ACH-000393,0.26204598650600003
ACH-000395,0.0357297818053
ACH-000397,0.21026099230999998
ACH-000401,0.0838549493372
ACH-000402,0.33245464476500003
ACH-000403,0.120850893692
ACH-000404,0.134608304822
ACH-000406,0.142591552075
ACH-000407,0.0824803186628
ACH-000408,0.272113822247
ACH-000410,0.106895837712
ACH-000411,0.228286743494
ACH-000414,0.33569148667099996
ACH-000415,0.08791981691410002
ACH-000416,0.126826523265
ACH-000420,0.133954195649
ACH-000421,0.217380762445
ACH-000424,-0.0124532000079
ACH-000425,0.245499142685
ACH-000426,0.27324918192200004
ACH-000427,0.45237005460900004
ACH-000433,-0.05300463277919999
ACH-000436,0.117413967061
ACH-000444,0.12022775420399999
ACH-000445,0.25374638878899997
ACH-000448,0.286479975816
ACH-000450,0.209992371584
ACH-000452,0.19583028141800002
ACH-000454,0.17011667323600002
ACH-000458,0.1265578249
ACH-000459,0.0768715358879
