,AREG (374)
ACH-000004,0.191111042424
ACH-000007,0.320292011997
ACH-000009,0.323520157411
ACH-000011,0.167310355147
ACH-000012,0.20598120076499998
ACH-000013,0.17237200437300002
ACH-000014,0.153415859491
ACH-000015,0.132881290085
ACH-000017,0.315753175898
ACH-000018,0.155414630745
ACH-000019,0.23764813266600002
ACH-000021,0.180560830785
ACH-000022,0.292093389088
ACH-000025,0.164033068837
ACH-000028,0.19928685949
ACH-000030,0.14454804831700002
ACH-000035,0.241816592566
ACH-000036,0.227350670328
ACH-000037,0.05157651295250001
ACH-000039,0.204718677579
ACH-000040,0.030481579072099998
ACH-000041,-0.16358820353
ACH-000042,0.32205294335900003
ACH-000045,0.0548136534502
ACH-000047,0.30546950763
ACH-000052,-0.033210595630099995
ACH-000053,0.307662346326
ACH-000054,0.229950028019
ACH-000055,0.212011228728
ACH-000060,0.112153739922
ACH-000067,0.329396482484
ACH-000070,0.40816752116099997
ACH-000075,0.350865439109
ACH-000078,0.312512722533
ACH-000082,0.18658459298900001
ACH-000085,0.0257075982043
ACH-000086,0.0281425675378
ACH-000087,0.38355188525899997
ACH-000092,0.11684507659299999
ACH-000095,0.37943075836999995
ACH-000097,0.08904628547689998
ACH-000098,0.233672314731
ACH-000099,0.385271084512
ACH-000108,0.22619667004900001
ACH-000113,0.287594880497
ACH-000115,0.33017400448199996
ACH-000116,0.195637530226
ACH-000118,0.26283777128400004
ACH-000120,0.020209768433
ACH-000123,0.292596995393
ACH-000127,0.146087152095
ACH-000128,0.067317373712
ACH-000132,0.353042710933
ACH-000133,0.271164407505
ACH-000137,0.28299612446899997
ACH-000138,0.252227557027
ACH-000142,0.347251962128
ACH-000143,0.20780151215999998
ACH-000146,0.162953247213
ACH-000148,0.20057518057799997
ACH-000150,0.19587376431899997
ACH-000152,0.0247829588162
ACH-000153,0.44069480329099997
ACH-000159,-0.022090809089200004
ACH-000160,0.0134251229315
ACH-000163,0.0825849578438
ACH-000167,0.592337328355
ACH-000168,0.186033557478
ACH-000169,0.213842293637
ACH-000178,0.311468826627
ACH-000182,0.203856535988
ACH-000183,0.132780452651
ACH-000188,0.19909846462
ACH-000189,-0.22306516340399998
ACH-000190,0.11835468864
ACH-000198,0.25630393445099997
ACH-000204,0.24249801758
ACH-000206,0.144660181691
ACH-000207,0.37695764302
ACH-000211,0.012654948143799999
ACH-000215,0.19643089445099998
ACH-000221,0.118360420782
ACH-000222,0.490482375484
ACH-000223,0.252670517378
ACH-000226,0.107302152631
ACH-000227,0.260997588522
ACH-000228,0.246623645755
ACH-000231,0.183897342516
ACH-000232,0.29739317678000005
ACH-000233,0.24164981683800002
ACH-000234,0.0567640867756
ACH-000235,0.335175577263
ACH-000237,0.342727501298
ACH-000238,0.193386748977
ACH-000243,0.10072500767
ACH-000244,-0.107089555347
ACH-000246,0.17715661225999998
ACH-000248,0.401140556982
ACH-000250,0.057394248968500004
ACH-000251,0.059130937106900004
ACH-000253,0.222381618961
ACH-000255,0.17506885410999998
ACH-000256,0.371761938297
ACH-000257,0.186746045213
ACH-000258,0.416350761459
ACH-000259,0.240404187729
ACH-000260,0.139991341678
ACH-000261,0.138604108074
ACH-000262,0.07575132236710001
ACH-000263,-0.0461043341595
ACH-000264,0.141679232294
ACH-000265,0.0567783164929
ACH-000266,0.243696154186
ACH-000272,0.21516354280799999
ACH-000273,0.152150389862
ACH-000274,0.253661985619
ACH-000277,0.280374947844
ACH-000278,0.256337903852
ACH-000279,0.0438953835515
ACH-000280,0.2451828972
ACH-000281,0.578535350111
ACH-000288,0.194275168571
ACH-000291,0.189918228326
ACH-000293,0.347778518925
ACH-000294,0.240211331103
ACH-000295,0.0558019765941
ACH-000296,0.230641217974
ACH-000302,0.22911494607900001
ACH-000304,0.7861660974079999
ACH-000307,0.17818937558400003
ACH-000308,0.167842732736
ACH-000310,0.43085196756300004
ACH-000311,0.25858700928100004
ACH-000312,0.19035045781800003
ACH-000315,0.251027416831
ACH-000316,0.15149918548
ACH-000317,0.309983207516
ACH-000318,0.0988667932278
ACH-000319,0.009786264484219999
ACH-000320,0.220253736392
ACH-000322,0.443531691339
ACH-000323,0.14774454417000002
ACH-000324,0.00471537659521
ACH-000329,0.306649394313
ACH-000330,0.415127538468
ACH-000331,0.280377402189
ACH-000332,0.191553483608
ACH-000334,0.547301514244
ACH-000335,0.06750867331619999
ACH-000336,0.236091591972
ACH-000337,-0.161279799954
ACH-000339,0.302008864002
ACH-000341,0.151636851117
ACH-000348,0.178941425066
ACH-000350,0.291109259964
ACH-000352,-0.06945083861489999
ACH-000356,0.219777779646
ACH-000361,0.349294227235
ACH-000362,0.33393608734
ACH-000363,0.125100406675
ACH-000364,0.151713712751
ACH-000365,0.282057031248
ACH-000366,0.147528826439
ACH-000368,0.522492870827
ACH-000374,0.141687784392
ACH-000375,0.202150671393
ACH-000376,0.20039642430100002
ACH-000381,0.172592012545
ACH-000383,0.23524641862799997
ACH-000387,0.154696833818
ACH-000389,-0.0326534868773
ACH-000390,0.111419360562
ACH-000393,0.25797478178100003
ACH-000395,0.070048663231
ACH-000397,0.0960494615017
ACH-000401,0.0110826879467
ACH-000402,-0.0904048778318
ACH-000403,0.197149435765
ACH-000404,0.310671469419
ACH-000406,0.292846950231
ACH-000407,0.29751669035399997
ACH-000408,0.11025608979
ACH-000410,0.28059337626499997
ACH-000411,0.22264930527
ACH-000414,0.185188500064
ACH-000415,-0.0201317068344
ACH-000416,0.131114359218
ACH-000420,0.168584257034
ACH-000421,0.277749772508
ACH-000424,0.19451946557799998
ACH-000425,8.49452029017e-05
ACH-000426,0.226523771509
ACH-000427,0.17546687397
ACH-000433,0.020630525972799997
ACH-000436,0.369209483177
ACH-000444,0.21860221644000002
ACH-000445,0.251502598992
ACH-000448,0.267512705128
ACH-000450,0.687119531707
ACH-000452,0.152217309662
ACH-000454,-0.27852819493299996
ACH-000458,0.0839122593169
ACH-000459,0.26528913851
ACH-000460,0.197074115163
ACH-000461,0.228098130571
ACH-000463,0.0535408696565
ACH-000464,0.074350115881
ACH-000466,0.0198497874495
ACH-000467,0.23730567889100002
ACH-000468,0.136501439178
ACH-000469,0.234308670957
ACH-000470,0.260944272272
ACH-000471,0.05150297103299999
ACH-000472,0.278990718702
ACH-000473,0.187432070014
ACH-000475,0.19201498170000003
ACH-000476,0.351741294252
ACH-000477,0.641731726853
ACH-000480,0.313946589241
ACH-000481,0.07217061131460001
ACH-000483,0.255454382575
ACH-000484,0.579170708279
ACH-000485,0.0668093032861
ACH-000486,0.117549390659
ACH-000487,0.294329520841
ACH-000488,0.0602846077928
ACH-000490,0.13680077339299998
