,CRYZL1 (9946)
ACH-000004,-0.00697026104682
ACH-000007,0.0806665056796
ACH-000009,-0.07253461666069999
ACH-000011,0.201482797644
ACH-000012,-0.0447780882338
ACH-000013,0.128768098969
ACH-000014,0.11401264049399999
ACH-000015,0.051033457701699994
ACH-000017,0.05327586513569999
ACH-000018,0.279730720171
ACH-000019,0.167067280119
ACH-000021,0.22065185483600003
ACH-000022,-0.0094791027744
ACH-000025,0.0971224579709
ACH-000028,0.050971439537699996
ACH-000030,-0.0193823069722
ACH-000035,0.0419298561391
ACH-000036,-0.00972662947997
ACH-000037,0.028451405985500004
ACH-000039,0.0940606203551
ACH-000040,-0.0048211516085
ACH-000041,0.293549475249
ACH-000042,0.149408933592
ACH-000045,-0.041726625034800006
ACH-000047,0.154101069466
ACH-000052,0.165047543948
ACH-000053,0.054087964374
ACH-000054,0.0390603351935
ACH-000055,-0.0859301838678
ACH-000060,0.0643391487075
ACH-000067,0.066469404127
ACH-000070,-0.157184855239
ACH-000075,0.376267171243
ACH-000078,0.0351124574089
ACH-000082,0.055084973271399995
ACH-000085,0.14401204971599998
ACH-000086,0.0688676350461
ACH-000087,0.213030946356
ACH-000092,0.0816985355357
ACH-000095,0.00364607372655
ACH-000097,0.04229138108680001
ACH-000098,-0.140759837356
ACH-000099,0.12875126273600002
ACH-000108,-0.0402946135125
ACH-000113,0.011020547767299998
ACH-000115,-0.0851671763998
ACH-000116,-0.119973367004
ACH-000118,0.144399909732
ACH-000120,-0.135245147045
ACH-000123,0.051473701405999994
ACH-000127,0.00514255830472
ACH-000128,0.110435556056
ACH-000132,-0.061986247900800005
ACH-000133,0.0594727168942
ACH-000137,0.197305583175
ACH-000138,0.10754121068299999
ACH-000142,0.163234572978
ACH-000143,0.114404814939
ACH-000146,0.0295576423662
ACH-000148,-0.049948922584899996
ACH-000150,-0.059348516140900004
ACH-000152,0.23496672675000002
ACH-000153,0.262263348565
ACH-000159,0.0731623492721
ACH-000160,0.04886159378769999
ACH-000163,-0.0376554030993
ACH-000167,0.0132522737595
ACH-000168,-0.144157116139
ACH-000169,0.161542452641
ACH-000178,-0.0840111020493
ACH-000182,0.0702845452937
ACH-000183,0.129094681022
ACH-000188,-0.192297618878
ACH-000189,0.260313278793
ACH-000190,-0.0407659000891
ACH-000198,0.0788468201692
ACH-000204,-0.116504764272
ACH-000206,-0.00990374772356
ACH-000207,0.31837465468000004
ACH-000211,0.181116243004
ACH-000215,-0.10335332261800001
ACH-000221,-0.0353880314875
ACH-000222,-0.015595634457200002
ACH-000223,-0.0170173914911
ACH-000226,0.208274608136
