,CDYL (9425)
ACH-000521,-0.286747439087
ACH-000522,-0.476823616153
ACH-000524,-0.624518256618
ACH-000527,-0.43618569794900003
ACH-000528,-0.14562772810900002
ACH-000537,-0.06729195360719999
ACH-000541,-0.203094426502
ACH-000542,-0.239596100599
ACH-000544,-0.39092656372
ACH-000545,-0.37668932365
ACH-000547,-0.45510979414700004
ACH-000548,-0.17588625897
ACH-000549,-0.6124885796639999
ACH-000550,-0.183878711563
ACH-000552,-0.126970439899
ACH-000556,-0.137787820698
ACH-000557,-0.451949456479
ACH-000570,-0.443353513668
ACH-000571,-0.202026696679
ACH-000573,-0.170798615513
ACH-000576,-0.325187915852
ACH-000580,-0.224418494945
ACH-000584,-0.403291207725
ACH-000585,-0.6510089653310001
ACH-000588,-0.338090940032
ACH-000589,-0.27609415340599996
ACH-000591,-0.285456624451
ACH-000593,-0.132094014704
ACH-000600,-0.37043541234899996
ACH-000601,-0.241481424602
ACH-000604,-0.25167435011100003
ACH-000605,-0.43412543827399996
ACH-000606,-0.258718006533
ACH-000608,-0.362790135104
ACH-000614,-0.239995404968
ACH-000616,-0.00642679138701
ACH-000618,-6.29557057796e-05
ACH-000619,-0.494929576729
ACH-000620,-0.567920719798
ACH-000621,-0.427735599137
ACH-000622,-0.36295150906999996
ACH-000623,-0.556336176706
ACH-000624,-0.307924157408
ACH-000627,-0.15286484785499999
ACH-000630,-0.505301159314
ACH-000632,-0.350601636122
ACH-000633,-0.551590911573
ACH-000637,-0.388692594555
ACH-000638,-0.303211028064
ACH-000646,-0.429272162557
ACH-000647,-0.370404661667
ACH-000648,-0.0799564935291
ACH-000649,-0.26668997661
ACH-000651,-0.259949050221
ACH-000652,-0.023004331605
ACH-000653,-0.426126642693
ACH-000657,-0.311657366561
ACH-000658,-0.292476527386
ACH-000661,-0.213269576547
ACH-000662,-0.262928177931
ACH-000663,-0.243296471602
ACH-000665,-0.41357866713299996
ACH-000671,0.0452651560947
ACH-000673,-0.337976498947
ACH-000676,-0.290264271724
ACH-000677,-0.23040586782400002
ACH-000681,-0.193177616336
ACH-000682,-0.5001087973139999
ACH-000683,-0.41839324173799997
ACH-000684,-0.299066439723
ACH-000688,-0.470705880001
ACH-000693,-0.261025253947
ACH-000694,-0.180542029168
ACH-000695,-0.738030238704
ACH-000696,-0.44932713634300003
ACH-000697,-0.5929816442170001
ACH-000699,-0.136861627004
ACH-000701,-0.22911772338300002
ACH-000706,-0.214320360002
ACH-000711,-0.296901853271
ACH-000713,-0.237875042697
ACH-000714,-0.168194478737
ACH-000718,-0.320434971429
ACH-000720,-0.446054814826
ACH-000721,-0.302628374482
ACH-000724,-0.396925156014
ACH-000725,-0.17395933874800001
ACH-000732,-0.446848145648
ACH-000734,-0.16573544577500002
ACH-000735,-0.10641301602499999
ACH-000736,-0.0942763501007
ACH-000738,-0.297226416032
ACH-000746,-0.211257437151
ACH-000747,-0.17212927245200002
ACH-000748,-0.325288851704
ACH-000753,-0.141392265036
ACH-000756,-0.148834954119
ACH-000757,-0.35503340522
ACH-000758,-0.388621548838
ACH-000760,-0.24126338672800002
ACH-000763,-0.519811354882
ACH-000764,-0.24714882107299999
ACH-000765,-0.21161407548099997
ACH-000766,-0.269019572506
ACH-000767,-0.33854083400799995
ACH-000768,-0.334282255304
ACH-000769,-0.293973623623
ACH-000770,-0.43024076896200003
ACH-000771,-0.0881675136206
ACH-000773,-0.11487039903799999
ACH-000776,-0.455279999472
ACH-000777,-0.252612159424
ACH-000778,-0.248143645214
ACH-000781,-0.22761530266399999
ACH-000782,-0.043103264396099995
ACH-000783,-0.395107902235
ACH-000784,-0.22259366635699998
ACH-000785,-0.312139400826
ACH-000787,-0.361758845879
ACH-000788,-0.33382860598700004
ACH-000791,-0.36728857079099997
ACH-000792,-0.344995051668
ACH-000794,-0.30537656579
ACH-000796,-0.3090776983
ACH-000799,-0.507217987138
ACH-000800,-0.46545683901
ACH-000802,-0.177070386335
ACH-000804,0.292899877632
ACH-000805,-0.46238666905500003
ACH-000809,-0.244173002892
ACH-000810,-0.41912405747500003
ACH-000811,-0.177984916852
ACH-000817,-0.72721196132
ACH-000819,-0.381014670123
ACH-000820,-0.0809670596835
ACH-000821,-0.8641317429090001
ACH-000822,-0.382263557166
ACH-000823,-0.012968280852299998
ACH-000824,-0.394336319273
ACH-000827,-0.293380869114
ACH-000829,-0.20088759179000001
ACH-000831,-0.17942071649900002
ACH-000832,-0.133439969491
ACH-000833,-0.0118308783099
ACH-000834,-0.21743858401399999
ACH-000835,-0.315993282325
ACH-000836,0.214856115129
ACH-000837,0.052323028475099995
ACH-000838,-0.314698381538
ACH-000839,-0.128571505163
ACH-000840,-0.21038789103100003
ACH-000841,-0.170482376307
ACH-000843,-0.484095826738
ACH-000846,-0.43041115963699994
ACH-000847,-0.372979134187
ACH-000848,-0.192982885572
ACH-000849,-0.562980473426
ACH-000851,-0.05087771816330001
ACH-000855,-0.32006643817200003
ACH-000856,0.0430423614194
ACH-000858,-0.47851233745800004
ACH-000859,0.166354187523
ACH-000861,-0.0747041489082
ACH-000862,-0.0494110582253
ACH-000865,-0.363187288494
ACH-000866,-0.189394353664
ACH-000867,-0.40883230323299996
ACH-000869,-0.422595395405
ACH-000872,-0.131696221984
ACH-000873,-0.548841953115
ACH-000876,-0.353441438279
ACH-000878,-0.370538352289
ACH-000880,-0.228215424602
ACH-000881,-0.442492007462
ACH-000882,-0.10689365774000001
ACH-000884,-0.275940102054
ACH-000885,-0.164829097566
ACH-000887,-0.275123236291
ACH-000888,-0.596338114242
ACH-000889,-0.537066187665
ACH-000890,-0.327140588462
ACH-000896,-0.244599593898
ACH-000898,-0.434153233746
ACH-000900,0.036626505908400005
ACH-000901,-0.163756438494
ACH-000905,-0.36306511538
ACH-000906,-0.298794416308
ACH-000907,-0.358421370715
ACH-000910,-0.590227669158
ACH-000911,-0.411764277645
ACH-000912,-0.3676232187
ACH-000913,-0.313172292663
ACH-000915,-0.58284241508
ACH-000916,0.205738579393
ACH-000917,-0.380987796936
ACH-000921,-0.41388720925300004
ACH-000924,-0.206950282966
ACH-000926,-0.453702918535
ACH-000928,-0.271176292539
ACH-000929,-0.370467014545
ACH-000932,-0.296111649315
ACH-000935,-0.389239457851
ACH-000936,-0.0624595521693
ACH-000937,-0.501646311347
ACH-000938,-0.34312416106399996
ACH-000939,0.267147992218
ACH-000941,-0.206982594581
ACH-000943,-0.024596121242999997
ACH-000946,-0.210065439879
ACH-000947,-0.22423298250100002
ACH-000948,-0.240224721358
ACH-000950,-0.370548015285
ACH-000953,-0.299466750219
ACH-000957,-0.228030028503
ACH-000958,-0.278020629295
ACH-000960,-0.323902333666
ACH-000963,-0.13319846872000002
ACH-000968,-0.64158933144
ACH-000969,-0.059315659936699995
ACH-000973,-0.300487194995
ACH-000974,-0.278408799093
ACH-000975,-0.20473279298799998
ACH-000976,-0.25398873796
ACH-000978,-0.547874581976
ACH-000980,-0.18343324375999998
ACH-000984,-0.257382068869
ACH-000986,-0.162441415745
ACH-000988,-0.337129828685
ACH-000993,-0.271023229751
ACH-000994,-0.323466860322
ACH-000996,-0.033310309233
ACH-001001,-0.42630095273199997
ACH-001020,0.039152565067199996
ACH-001028,-0.503856515219
ACH-001031,-0.432163867918
ACH-001038,-0.332961260612
ACH-001048,-0.351786785255
ACH-001050,-0.45328227236900004
ACH-001053,-0.43156431419200003
ACH-001054,-0.388539711834
ACH-001061,-0.228912614323
ACH-001067,-0.398031925657
ACH-001075,-0.5153068047380001
ACH-001096,-0.692974753355
ACH-001128,0.611681985893
ACH-001134,-0.318069900606
ACH-001151,-0.331808722896
ACH-001163,-0.158105306065
ACH-001164,-0.455331980381
ACH-001173,-0.398427807078
ACH-001183,-0.486411309846
ACH-001184,-0.41288868842299997
ACH-001190,-0.374776296321
ACH-001192,-0.570561874529
ACH-001193,-0.38254020928099997
ACH-001196,-0.193504210626
ACH-001197,-0.257502234283
ACH-001205,-0.493333630536
ACH-001211,-0.216418187487
ACH-001212,-0.757319707445
ACH-001228,-0.302107513724
ACH-001232,-0.130272356909
ACH-001239,-0.610759741393
ACH-001274,-0.298419091353
ACH-001275,-0.545588891366
ACH-001277,-0.12691229223
ACH-001278,-0.33676733348899995
ACH-001280,-0.38139201454599997
ACH-001283,-0.31305996394200003
ACH-001289,-0.452388944256
ACH-001295,-0.39170557554200003
ACH-001300,-0.432877906348
ACH-001301,-0.48616024202200003
ACH-001302,-0.233413922401
ACH-001303,-0.0424982754775
ACH-001306,-0.196476531645
ACH-001318,-0.342382951246
ACH-001322,-0.21367505749899998
ACH-001328,-0.276523000836
ACH-001332,-0.07985599321980001
ACH-001333,-0.20420470720400002
ACH-001336,-0.237120500988
ACH-001340,-0.43632477338200004
ACH-001346,-0.27281622569200004
ACH-001353,-0.0233790050874
ACH-001354,-0.432172314361
ACH-001367,-0.13941243741599998
ACH-001368,-0.5122783657769999
ACH-001374,-0.625620674743
ACH-001375,-0.204792211225
ACH-001377,-0.197352341928
ACH-001380,-0.138809844366
ACH-001391,-0.5654225035830001
ACH-001407,-0.127693434262
ACH-001408,-0.47118053284199996
ACH-001413,-0.253270138396
ACH-001430,-0.657551879088
ACH-001431,-0.567282976525
ACH-001450,-0.310556888818
ACH-001496,-0.17875478523
ACH-001500,-0.10856938091299999
ACH-001521,-0.23280832211199998
ACH-001523,-0.515001598885
ACH-001532,-0.35676828264300003
ACH-001536,-0.381369414242
ACH-001550,-0.113160354233
ACH-001552,-0.547010127853
ACH-001554,-0.24397390596500002
ACH-001645,-0.46105344212800004
ACH-001654,-0.455363893983
ACH-001715,-0.365431483365
ACH-001735,-0.27878538247699997
ACH-001736,-0.0965690646934
ACH-001737,-0.10956725587300001
ACH-001740,-0.315005697282
ACH-001745,-0.117217898706
ACH-001750,-0.280506818105
ACH-001765,-0.5785905172
ACH-001956,-0.09641627258850001
ACH-001957,-0.412872944147
