,SARAF (51669)
ACH-000004,0.367837918313
ACH-000007,0.12501751387
ACH-000009,0.186293775636
ACH-000011,0.19693548439
ACH-000012,0.10432600671499999
ACH-000013,0.16326231682
ACH-000014,0.0645232274721
ACH-000015,0.135200893058
ACH-000017,0.17506943199799999
ACH-000018,0.41466032623000004
ACH-000019,-0.0988710529063
ACH-000021,0.103472722718
ACH-000022,0.160204878508
ACH-000025,-0.0642388644374
ACH-000028,0.026999535668
ACH-000030,0.17491013477000003
ACH-000035,-0.0348163536905
ACH-000036,-0.0835756399526
ACH-000037,-0.00687499792904
ACH-000039,0.196790697406
ACH-000040,0.144671242845
ACH-000041,-0.0660788276002
ACH-000042,0.0946452736354
ACH-000045,0.277563957601
ACH-000047,0.06382432112150001
ACH-000052,0.0634951428286
ACH-000053,0.0009640264488119999
ACH-000054,0.22083332847800002
ACH-000055,0.125341259417
ACH-000060,0.12107254151499999
ACH-000067,0.0549206120901
ACH-000070,0.153472724383
ACH-000075,-0.103996143954
ACH-000078,-0.20519309825999998
ACH-000082,0.014824264446199999
ACH-000085,0.219381810391
ACH-000086,0.12094157972899999
ACH-000087,0.0011049892770400001
ACH-000092,0.07647687317210002
ACH-000095,0.283635072352
ACH-000097,0.035424996502999996
ACH-000098,0.218407243835
ACH-000099,-0.0185088710263
ACH-000108,0.11777780710100001
ACH-000113,0.0131072884372
ACH-000115,0.171312213732
ACH-000116,0.07478165203710001
ACH-000118,0.118826411494
ACH-000120,0.0043289545114
ACH-000123,-0.0849569261023
ACH-000127,0.113179224442
ACH-000128,0.159898423295
ACH-000132,0.08695730110819999
ACH-000133,0.11488773357999998
ACH-000137,0.00384728526765
ACH-000138,0.0815939766529
ACH-000142,0.08832211149329999
ACH-000143,0.10223474766000001
ACH-000146,-0.0225767545054
ACH-000148,0.11356694543099999
ACH-000150,0.307792898571
ACH-000152,0.0618957844376
ACH-000153,0.266016841628
ACH-000159,0.0182852101193
ACH-000160,0.0341870500096
ACH-000163,0.18601735312399997
ACH-000167,0.406353044796
ACH-000168,-0.0563142209291
ACH-000169,0.0696887168679
ACH-000178,-0.13716539673
ACH-000182,0.0363651484519
ACH-000183,0.193413613164
ACH-000188,0.120456976425
ACH-000189,0.18703506093400002
ACH-000190,0.386544484512
ACH-000198,0.11881993619100001
ACH-000204,0.09624753848169999
ACH-000206,0.0484007807436
ACH-000207,0.0630710910065
ACH-000211,0.017783095766900004
ACH-000215,0.107566484419
ACH-000221,0.239648323695
ACH-000222,0.017795470004799998
ACH-000223,0.0774407955267
ACH-000226,0.19034726685699999
ACH-000227,0.0544232696136
ACH-000228,0.0550674112534
ACH-000231,0.122104046216
ACH-000232,0.0661202749023
ACH-000233,0.06700505272419999
ACH-000234,0.02553244192
ACH-000235,0.0461568673197
ACH-000237,-0.0698298750964
ACH-000238,0.273370959458
ACH-000243,-0.0309115463707
ACH-000244,0.147134506853
