,DDIT3 (1649)
ACH-000004,0.114384884923
ACH-000007,-0.165629023941
ACH-000009,-0.229979836607
ACH-000011,-0.20979181874800001
ACH-000012,-0.0785450574417
ACH-000013,-0.130143580827
ACH-000014,-0.1531169749
ACH-000015,-0.253123319856
ACH-000017,-0.253828934825
ACH-000018,-0.130500578153
ACH-000019,-0.07559472087249999
ACH-000021,-0.305296509257
ACH-000022,-0.051217541947800004
ACH-000025,-0.264371083494
ACH-000028,-0.36938200280100003
ACH-000030,-0.152958685694
ACH-000035,-0.445106375535
ACH-000036,-0.0707309778812
ACH-000037,-0.507076454722
ACH-000039,-0.177414783912
ACH-000040,-0.300768801182
ACH-000041,-0.548418759741
ACH-000042,-0.170817050818
ACH-000045,-0.24060397899099997
ACH-000047,-0.181824175326
ACH-000052,-0.550301927582
ACH-000053,-0.10973763305600001
ACH-000054,-0.0915824343884
ACH-000055,0.20304031312800003
ACH-000060,-0.181262177212
ACH-000067,-0.238047666244
ACH-000070,-0.020521589632
ACH-000075,-0.149985701341
ACH-000078,-0.191476393599
ACH-000082,-0.302443582579
ACH-000085,-0.251144717428
ACH-000086,-0.36950208432
ACH-000087,-0.45143749066399996
ACH-000092,-0.269817030398
ACH-000095,-0.165854722017
ACH-000097,-0.360919073763
ACH-000098,-0.130976378947
ACH-000099,-0.19673579678599998
ACH-000108,-0.025198924689599996
ACH-000113,-0.11685038660800001
ACH-000115,0.0724905496563
ACH-000116,-0.0758832217143
ACH-000118,-0.34264375449900003
ACH-000120,-0.07319418108060001
ACH-000123,-0.28106508784
ACH-000127,0.0180544751605
ACH-000128,-0.111352371685
ACH-000132,0.026385786611799997
ACH-000133,-0.323644631437
ACH-000137,-0.46461852042900004
ACH-000138,-0.300107495707
ACH-000142,-0.199289602304
ACH-000143,-0.26011721957600004
ACH-000146,-0.28497576772
ACH-000148,-0.275626147753
ACH-000150,-0.40350095421300003
ACH-000152,-0.32820305662
ACH-000153,-0.131084068684
ACH-000159,-0.156563089062
ACH-000160,-0.21156054068500002
ACH-000163,-0.43521188994300003
ACH-000167,0.036072922213800006
ACH-000168,0.0084382299547
ACH-000169,-0.130332579343
ACH-000178,-0.09510676843699999
ACH-000182,-0.0991005751131
ACH-000183,-0.0361326076334
ACH-000188,-0.251789292365
ACH-000189,-0.6534919704
ACH-000190,-0.120465956695
ACH-000198,-0.106781774964
ACH-000204,-0.19091409116
ACH-000206,-0.164057878565
ACH-000207,-0.302355416628
ACH-000211,-0.145572791319
ACH-000215,-0.146685239023
ACH-000221,-0.0962554011978
ACH-000222,-0.09089018441050001
ACH-000223,-0.383761163214
ACH-000226,-0.29487334408000004
ACH-000227,-0.323655629211
ACH-000228,-0.265425554428
ACH-000231,-0.22139032539200001
ACH-000232,-0.0982409593537
ACH-000233,-0.225325910296
ACH-000234,-0.37748583441699995
ACH-000235,-0.27643136833799997
ACH-000237,-0.124442560425
ACH-000238,-0.13236416725199998
ACH-000243,-0.150285963045
ACH-000244,-0.0441442836964
ACH-000246,-0.209310206045
ACH-000248,-0.06927454254580001
ACH-000250,-0.08044916532869999
ACH-000251,-0.338614905797
ACH-000253,-0.0448868678317
ACH-000255,-0.23452943257199999
ACH-000256,-0.24553502337299998
ACH-000257,0.154641182403
ACH-000258,-0.037391319099199995
ACH-000259,-0.179269787023
ACH-000260,-0.108836408798
ACH-000261,-0.236834114453
ACH-000262,0.159711525332
ACH-000263,-0.158926870055
ACH-000264,-0.213014493822
ACH-000265,-0.157352788137
ACH-000266,-0.250517665737
ACH-000272,0.149654204223
ACH-000273,-0.077186519236
ACH-000274,-0.26539785349399997
ACH-000277,0.0110019560484
ACH-000278,-0.372798693269
ACH-000279,-0.17887373684
ACH-000280,-0.0866656360743
ACH-000281,-0.302568553819
ACH-000288,-0.32323617649799996
ACH-000291,-0.24037157405600001
ACH-000293,-0.151263902824
ACH-000294,-0.18634974538
ACH-000295,0.253905767996
ACH-000296,-0.540827464141
ACH-000302,-0.140768274951
ACH-000304,-0.203027067394
ACH-000307,-0.226493584271
ACH-000308,-0.20610735505999997
ACH-000310,-0.117727514329
ACH-000311,-0.36855721251699997
ACH-000312,-0.230342725059
ACH-000315,-0.271669171637
ACH-000316,-0.193606713537
ACH-000317,0.013633879513
ACH-000318,-0.41978698087
ACH-000319,-0.25645008042
ACH-000320,-0.313488562305
ACH-000322,-0.33775031621600005
ACH-000323,-0.0118994185723
ACH-000324,-0.260317338528
ACH-000329,-0.271107510988
ACH-000330,0.066898793768
ACH-000331,-0.36917224666799997
ACH-000332,-0.157231932947
ACH-000334,-0.0757698906174
ACH-000335,-0.221036733893
ACH-000336,-0.183764465156
ACH-000337,-0.14006832283600001
ACH-000339,-0.305934903612
ACH-000341,-0.31218973686
ACH-000348,-0.217473099886
ACH-000350,-0.149215148982
ACH-000352,-0.158503824518
ACH-000356,-0.425589716511
ACH-000361,0.00364699968721
ACH-000362,-0.18672466703600002
ACH-000363,-0.6514848736909999
ACH-000364,-0.245965600726
ACH-000365,-0.181042063131
ACH-000366,-0.093166471339
ACH-000368,-0.439592449069
ACH-000374,-0.278619648158
ACH-000375,-0.38364170942000003
ACH-000376,0.025309486450900004
ACH-000381,-0.151495053453
ACH-000383,-0.07488263813189999
ACH-000387,-0.0520522014305
ACH-000389,0.127935870067
ACH-000390,-0.165390697809
ACH-000393,-0.0617668347006
ACH-000395,-0.41056382659100005
ACH-000397,-0.249192903926
ACH-000401,-0.36750092904700005
ACH-000402,-0.260489063645
ACH-000403,-0.20268965039500003
ACH-000404,-0.249840929432
ACH-000406,-0.15018972635800001
ACH-000407,-0.251087356118
ACH-000408,-0.0658192347505
ACH-000410,-0.27872773807100004
ACH-000411,-0.0853385049575
ACH-000414,-0.512275159699
ACH-000415,-0.136956481815
ACH-000416,-0.18649755953299998
ACH-000420,-0.197251669826
ACH-000421,-0.21000515377700002
ACH-000424,-0.305741655602
ACH-000425,-0.23637113388599998
ACH-000426,-0.670569679281
ACH-000427,-0.0194005489787
ACH-000433,-0.318545807347
ACH-000436,-0.376486435422
ACH-000444,-0.08755161235719999
ACH-000445,-0.45919699753700005
ACH-000448,-0.306725667724
ACH-000450,-0.283265255545
ACH-000452,-0.160339572667
ACH-000454,-0.30559189027899997
ACH-000458,-0.377751193028
ACH-000459,0.08713785595529999
ACH-000460,-0.13883509580999998
ACH-000461,-0.129950428946
ACH-000463,-0.241078118204
ACH-000464,-0.46413303229099995
ACH-000466,-0.055388256755599996
ACH-000467,-0.46158017789899997
ACH-000468,-0.2537886053
ACH-000469,-0.170555620847
ACH-000470,0.0290335466316
ACH-000471,-0.065321333049
ACH-000472,-0.025153196947499998
ACH-000473,-0.13876093331800002
ACH-000475,-0.126107450424
ACH-000476,0.08223475461110001
ACH-000477,-0.28865382471900003
ACH-000480,-0.296310786966
ACH-000481,-0.37638857755599997
ACH-000483,-0.26635308316399997
ACH-000484,0.054488207445400005
ACH-000485,-0.27355346959000004
ACH-000486,-0.397327897935
ACH-000487,-0.0442613290578
ACH-000488,-0.141698792297
ACH-000490,-0.150578921424
ACH-000491,-0.370118867238
ACH-000495,0.17852352161200002
ACH-000496,-0.761871900325
ACH-000499,-0.216800353775
ACH-000500,-0.104827219944
ACH-000502,-0.123593467512
ACH-000503,-0.395561502741
ACH-000505,0.039691483970199996
ACH-000507,-0.140034322198
ACH-000510,-0.00444064199097
ACH-000511,-0.26939314416
ACH-000512,-0.242184479769
