,RUFY2 (55680)
ACH-000004,0.294798721544
ACH-000007,0.044825785114000004
ACH-000009,0.050778796052900005
ACH-000011,-0.06862470318490001
ACH-000012,0.0711012605244
ACH-000013,-0.0505748942814
ACH-000014,0.025451894874299996
ACH-000015,-0.0206717777065
ACH-000017,0.061342772752300004
ACH-000018,-0.0333937270539
ACH-000019,-0.21458629770799997
ACH-000021,0.117285455672
ACH-000022,0.0274101837342
ACH-000025,0.010653671620399999
ACH-000028,0.043261549502
ACH-000030,-0.05633393624869999
ACH-000035,-0.0631551170988
ACH-000036,-0.0590767246148
ACH-000037,-0.0026605358842500004
ACH-000039,-0.0383573724627
ACH-000040,0.00138047627582
ACH-000041,0.08384009155689999
ACH-000042,0.0668687444312
ACH-000045,0.11518968649900001
ACH-000047,0.037662402391199994
ACH-000052,-0.114240344221
ACH-000053,0.032230182010200004
ACH-000054,0.00472858388562
ACH-000055,0.140290329824
ACH-000060,0.0295926933402
ACH-000067,-0.0195480851963
ACH-000070,-0.041173674553499996
ACH-000075,0.017842487855799997
ACH-000078,0.35924995558300005
ACH-000082,-0.0632899794986
ACH-000085,-0.103055585745
ACH-000086,-0.0497211650859
ACH-000087,-0.185069536839
ACH-000092,-0.113952313409
ACH-000095,0.046291707013099995
ACH-000097,0.0806238899077
ACH-000098,0.043817532732300005
ACH-000099,0.04580766679380001
ACH-000108,0.191133463219
ACH-000113,0.0669581688966
ACH-000115,0.10810012857899999
ACH-000116,0.056801938744900006
ACH-000118,0.109339271702
ACH-000120,0.282310410994
ACH-000123,0.0210262161425
ACH-000127,0.0235418611453
ACH-000128,0.0944312649776
ACH-000132,-0.0688495941198
ACH-000133,-0.17539095945900002
ACH-000137,-0.161169888348
ACH-000138,0.198286283417
ACH-000142,0.243410419581
ACH-000143,-0.048269580189199995
ACH-000146,0.19300882387600002
ACH-000148,0.06121783893880001
ACH-000150,0.163560960988
ACH-000152,-0.01920567839
ACH-000153,0.000923728488582
ACH-000159,-0.040824500291199994
ACH-000160,0.0128251240071
ACH-000163,0.15303015772700002
ACH-000167,-0.0191150534364
ACH-000168,0.189959802519
ACH-000169,0.197134867167
ACH-000178,-0.04942644150909999
ACH-000182,-0.13664350553
ACH-000183,0.0626044707981
ACH-000188,0.09932149418780001
ACH-000189,0.111190361131
ACH-000190,-0.0630713542657
ACH-000198,0.009167228127680001
ACH-000204,-0.00645936520612
ACH-000206,0.388824503916
ACH-000207,-0.331511108778
ACH-000211,0.0098263150974
ACH-000215,0.0175806588173
ACH-000221,0.108507264196
ACH-000222,0.359362208941
ACH-000223,-0.04785135899950001
ACH-000226,-0.044493934972
ACH-000227,0.160277534625
ACH-000228,-0.201875563759
ACH-000231,-0.116303553708
ACH-000232,0.055727362811400005
ACH-000233,0.05408893318940001
ACH-000234,0.156259120001
ACH-000235,0.100894564022
ACH-000237,0.0711158125472
ACH-000238,0.08450554684910001
ACH-000243,0.14097215622
ACH-000244,-0.212978648681
ACH-000246,0.0524419077988
ACH-000248,0.029064879978
ACH-000250,0.0402647785024
ACH-000251,0.344945696603
ACH-000253,-0.0485797259613
ACH-000255,-0.183653935564
ACH-000256,0.0197923333053
ACH-000257,-0.15021976493699998
ACH-000258,0.266311751639
ACH-000259,0.0964996562734
ACH-000260,0.050298042499900004
ACH-000261,-0.014262417732899999
ACH-000262,0.20229127036800001
ACH-000263,-0.25711463746
ACH-000264,-0.0570716842686
ACH-000265,0.151688886884
ACH-000266,0.217148006786
ACH-000272,-0.0695619572641
ACH-000273,-0.0109026816347
ACH-000274,0.18459675097300002
ACH-000277,0.0973199738744
ACH-000278,0.224737973335
ACH-000279,0.125567738137
ACH-000280,0.130700888268
ACH-000281,0.310477674621
ACH-000288,-0.048803447450599995
ACH-000291,0.21195038687399997
ACH-000293,-0.0795449731934
ACH-000294,0.365959306785
ACH-000295,0.16382715380899998
ACH-000296,-0.133255150316
ACH-000302,-0.037131020957699996
ACH-000304,-0.09736363976029999
ACH-000307,-0.07392318661
ACH-000308,-0.0119064393469
ACH-000310,0.141763355862
ACH-000311,0.249010970438
ACH-000312,0.0380954293857
ACH-000315,-0.346644755619
ACH-000316,-0.0057720248769899994
ACH-000317,0.30193921550999997
ACH-000318,0.0225633673869
ACH-000319,-0.0466520901226
ACH-000320,0.311143820026
ACH-000322,-0.12086303185000001
ACH-000323,-0.0338467411456
ACH-000324,0.0112468360466
ACH-000329,0.06334543230709999
ACH-000330,0.08116922253669999
ACH-000331,-0.104845489746
ACH-000332,0.129329380952
ACH-000334,0.24032656265000002
ACH-000335,0.0351228295713
ACH-000336,-0.14106248556099998
ACH-000337,-0.058967894897999994
ACH-000339,-0.0213883642222
ACH-000341,0.00854964474663
ACH-000348,-0.020792557947799998
ACH-000350,0.0642480056273
ACH-000352,0.0259549315798
ACH-000356,-0.00794513314004
ACH-000361,-0.137923414878
ACH-000362,0.190339082338
ACH-000363,0.0108756995976
ACH-000364,0.18990176826400001
ACH-000365,0.0105945891408
ACH-000366,0.028975805629599997
ACH-000368,0.09089133675000001
ACH-000374,-0.115001257686
ACH-000375,0.17494394207699998
ACH-000376,-0.150591891559
ACH-000381,0.00023910262618099997
ACH-000383,0.127641718144
ACH-000387,0.198881054766
ACH-000389,0.117645605072
ACH-000390,0.197174025209
ACH-000393,0.0741728806662
ACH-000395,0.0517587837624
ACH-000397,0.0756474076455
ACH-000401,0.230614594195
ACH-000402,-0.120571524494
ACH-000403,-0.0965570678135
ACH-000404,-0.19295941249200002
ACH-000406,0.140400166031
ACH-000407,-0.00365913793329
