,RADIL (55698)
ACH-000463,-0.159861096565
ACH-000464,-0.163696642856
ACH-000466,-0.37560056083000004
ACH-000467,-0.212472251273
ACH-000468,-0.333522208469
ACH-000469,-0.18436746441799998
ACH-000470,-0.34084452939599996
ACH-000471,-0.21955473230099998
ACH-000472,-0.198079697247
ACH-000473,-0.117556033695
ACH-000475,-0.16952521736200002
ACH-000476,-0.231785175475
ACH-000477,-0.08641677172360002
ACH-000480,-0.278714507338
ACH-000481,-0.155753553482
ACH-000483,-0.200595893289
ACH-000484,-0.0984808286668
ACH-000485,-0.409517440593
ACH-000486,-0.21427208755600002
ACH-000487,-0.2394724636
ACH-000488,-0.341961347791
ACH-000490,-0.180159970321
ACH-000491,-0.07503767928619999
ACH-000495,-0.2818757074
ACH-000496,-0.41316883291400003
ACH-000499,-0.16969536580699998
ACH-000500,-0.48597095936000007
ACH-000502,-0.33864485501
ACH-000503,-0.33876595075300003
ACH-000505,-0.203093657662
ACH-000507,-0.311169676804
ACH-000510,-0.144581612288
ACH-000511,-0.37440932263300003
ACH-000512,-0.164386948782
ACH-000516,-0.150711838356
ACH-000517,-0.26915722230300004
ACH-000518,-0.321257247289
ACH-000520,-0.5321499871500001
ACH-000521,-0.28112294168699997
ACH-000522,-0.323183044411
ACH-000524,-0.264429683859
ACH-000527,-0.197174192039
ACH-000528,-0.19417527744399998
ACH-000537,-0.120304357451
ACH-000541,-0.19114524729600002
ACH-000542,-0.156949439084
ACH-000544,-0.30925545485100003
ACH-000545,-0.32010543994
ACH-000547,-0.122911521069
ACH-000548,-0.211888945031
ACH-000549,-0.06973116727630001
ACH-000550,-0.23206261478300003
ACH-000552,-0.28875607753000004
ACH-000556,-0.203432248308
ACH-000557,-0.269434404193
ACH-000570,-0.212551842599
ACH-000571,-0.312372963181
ACH-000573,-0.287219455796
ACH-000576,-0.105784280933
ACH-000580,-0.344755780164
ACH-000584,-0.30566484533599997
ACH-000585,-0.17247848454599998
ACH-000588,-0.055778210969699996
ACH-000589,-0.145280038279
ACH-000591,-0.0706372348261
ACH-000593,-0.29432057180599996
ACH-000600,-0.320623810252
ACH-000601,-0.241458446349
ACH-000604,-0.189759210901
ACH-000605,-0.0626495102017
ACH-000606,-0.23114027223900002
ACH-000608,-0.490069034453
ACH-000614,-0.16682465037900002
ACH-000616,-0.273236840887
ACH-000618,-0.399169808953
ACH-000619,-0.184580101409
ACH-000620,-0.278220179444
ACH-000621,-0.279650927361
ACH-000622,-0.285334100963
ACH-000623,-0.421859603116
ACH-000624,-0.140085141875
ACH-000627,-0.248522258228
ACH-000630,-0.312477834996
ACH-000632,-0.24334320092700001
ACH-000633,-0.296173348509
ACH-000637,-0.181344513981
ACH-000638,-0.175938530802
ACH-000646,-0.10572607246400001
ACH-000647,-0.0721975085422
ACH-000648,-0.27554943434900003
ACH-000649,-0.291269629626
ACH-000651,-0.178622911122
ACH-000652,-0.28677005996800004
ACH-000653,-0.36388724719800003
ACH-000657,-0.27823903782299997
ACH-000658,-0.0382168424703
ACH-000661,-0.251461852279
ACH-000662,-0.563772595041
ACH-000663,-0.300425658714
ACH-000665,-0.044054909403099994
ACH-000671,-0.0690894254169
ACH-000673,-0.33927648926200005
ACH-000676,-0.16213535876
ACH-000677,-0.115741162642
ACH-000681,-0.277947233856
ACH-000682,-0.191809986382
ACH-000683,-0.328267671478
ACH-000684,-0.148163299991
ACH-000688,-0.22638650417199999
ACH-000693,-0.193146694249
ACH-000694,-0.204770353463
ACH-000695,-0.28101534930100003
ACH-000696,-0.263423781625
ACH-000697,-0.34073252068599996
ACH-000699,-0.204871092658
ACH-000701,-0.34534006481299995
ACH-000706,-0.20246550184700002
ACH-000711,-0.184049954997
ACH-000713,-0.41039125936099996
ACH-000714,-0.378660630406
ACH-000718,-0.27468382768800004
ACH-000720,-0.335137855962
ACH-000721,-0.119957481241
ACH-000724,-0.14096138086100002
ACH-000725,-0.0309357414766
ACH-000732,-0.58543474596
ACH-000734,-0.10020572485899999
ACH-000735,-0.32446982407499997
ACH-000736,-0.239202563871
ACH-000738,-0.203197821332
ACH-000746,-0.25928210868900003
ACH-000747,-0.205288622805
ACH-000748,-0.39838607955300004
ACH-000753,-0.186670124571
ACH-000756,-0.29714942572299996
ACH-000757,-0.267003949912
ACH-000758,-0.242022151048
ACH-000760,-0.252782763646
ACH-000763,-0.220276367534
ACH-000764,-0.47823251024700003
ACH-000765,-0.16624173183
ACH-000766,-0.254760900548
ACH-000767,-0.185484396715
ACH-000768,-0.0247282084662
ACH-000769,-0.166852260059
ACH-000770,-0.298423132237
ACH-000771,-0.269102456499
ACH-000773,-0.20251642962000002
ACH-000776,-0.267988799068
ACH-000777,-0.0837701431689
ACH-000778,-0.197664905291
ACH-000781,-0.362676398007
ACH-000782,-0.09913514990250001
ACH-000783,-0.363063087254
ACH-000784,-0.310185220345
ACH-000785,-0.48764361024499997
ACH-000787,-0.195890887968
ACH-000788,-0.214111923682
ACH-000791,-0.23218581262600002
ACH-000792,-0.14019109902000002
ACH-000794,-0.430593938662
ACH-000796,-0.210027750258
ACH-000799,-0.37000694793399996
ACH-000800,-0.397897067878
ACH-000802,-0.167569605866
ACH-000804,-0.332242259546
ACH-000805,-0.24520201128600003
ACH-000809,-0.251145694188
ACH-000810,0.08880858864569999
ACH-000811,-0.29645429998399997
ACH-000817,-0.343567190581
ACH-000819,-0.19877532502
ACH-000820,-0.258771874185
ACH-000821,-0.04733764999580001
ACH-000822,-0.228516765042
ACH-000823,-0.318917692943
ACH-000824,-0.16783705553199998
ACH-000827,-0.353413052548
ACH-000829,-0.018760348596999998
ACH-000831,-0.21808847406999998
ACH-000832,-0.155590342424
ACH-000833,-0.227018596131
ACH-000834,-0.23871031808499998
ACH-000835,-0.19940083989399998
ACH-000836,-0.290193066633
ACH-000837,-0.11055333407
ACH-000838,-0.524046380641
ACH-000839,-0.362086655324
ACH-000840,-0.109074735639
ACH-000841,-0.185318014168
ACH-000843,-0.134107792144
ACH-000846,-0.0978552993285
ACH-000847,-0.210796511655
ACH-000848,-0.18419524732200002
ACH-000849,-0.259258786884
ACH-000851,-0.218444292142
ACH-000855,-0.0729659094872
ACH-000856,-0.19730124785599998
ACH-000858,-0.107529902872
ACH-000859,-0.11158373499299999
ACH-000861,-0.25466033616
ACH-000862,-0.344067856286
ACH-000865,-0.3764477436
ACH-000866,-0.312631106079
ACH-000867,-0.252438414247
ACH-000869,-0.22070580206
ACH-000872,-0.141424286764
ACH-000873,-0.19275666008499998
ACH-000876,-0.26275461510000003
ACH-000878,-0.18063962169300002
ACH-000880,-0.251489057576
ACH-000881,-0.35666041668000004
ACH-000882,-0.37022457288599997
ACH-000884,-0.10401382577299999
ACH-000885,-0.307849335831
ACH-000887,-0.15121827712000002
ACH-000888,-0.262421519293
ACH-000889,-0.243526857101
ACH-000890,-0.319097039815
ACH-000896,-0.34488580580399997
ACH-000898,-0.284004252382
ACH-000900,-0.48003298108000003
ACH-000901,-0.251799066823
ACH-000905,-0.384726429238
ACH-000906,-0.282613060954
ACH-000907,-0.297384434199
ACH-000910,-0.26282192185
ACH-000911,-0.15738927878599998
ACH-000912,-0.203159138702
ACH-000913,-0.31469497956
ACH-000915,-0.0523499904381
ACH-000916,-0.0408877441998
ACH-000917,-0.238608799091
ACH-000921,-0.195489038879
ACH-000924,-0.0747880391424
ACH-000926,-0.379884980848
ACH-000928,-0.21473221438499998
ACH-000929,-0.0226875736408
ACH-000932,-0.146847318264
ACH-000935,-0.37710596053999995
ACH-000936,-0.12452014535
ACH-000937,-0.512142858683
ACH-000938,-0.24505218679699997
ACH-000939,-0.12910458487
ACH-000941,-0.070579744715
ACH-000943,-0.13252893250999997
ACH-000946,-0.203501867181
ACH-000947,-0.290963545737
ACH-000948,-0.369363642578
ACH-000950,-0.0527372198726
ACH-000953,-0.42181531595399996
ACH-000957,-0.09522200822830001
ACH-000958,-0.329435169152
ACH-000960,-0.414642665261
ACH-000963,-0.261772823893
ACH-000968,-0.10784699041
ACH-000969,-0.208572112653
ACH-000973,-0.316429782251
ACH-000974,-0.12362020650399999
ACH-000975,-0.134720664927
ACH-000976,-0.169830074989
ACH-000978,0.19927773444000002
ACH-000980,-0.191168621035
ACH-000984,-0.0803989077477
ACH-000986,-0.0808395584552
ACH-000988,-0.35862559945100003
ACH-000993,-0.100179905433
ACH-000994,-0.0317548422164
ACH-000996,-0.263936694687
ACH-001001,-0.22687753157200002
ACH-001020,-0.121348837229
ACH-001028,-0.27983920559799996
ACH-001031,-0.36719707050800005
ACH-001038,-0.267527370986
ACH-001048,-0.225766605583
ACH-001050,-0.274648082571
ACH-001053,-0.0525511981835
ACH-001054,-0.18874979648200002
ACH-001061,-0.155468974554
ACH-001067,-0.205040639936
ACH-001075,-0.235712157121
ACH-001096,-0.277816491389
ACH-001128,-0.171936539424
ACH-001134,-0.180835414355
ACH-001151,-0.227088248619
ACH-001163,-0.246746339803
ACH-001164,-0.461222982335
ACH-001173,-0.17682771479200002
ACH-001183,-0.47660936157899997
ACH-001184,-0.295137754759
ACH-001190,-0.16840328465799997
ACH-001192,-0.38930037839000003
ACH-001193,-0.12403234859500001
ACH-001196,-0.167330968483
ACH-001197,-0.293802705524
ACH-001205,-0.251896971759
ACH-001211,-0.12215835024800001
ACH-001212,-0.0354089420435
ACH-001228,-0.361739773961
ACH-001232,-0.295848939068
ACH-001239,-0.364603737547
ACH-001274,-0.30682537830400003
ACH-001275,-0.286886681298
ACH-001277,-0.210267632323
ACH-001278,-0.030967576878700002
ACH-001280,-0.543905547866
ACH-001283,-0.309686494441
ACH-001289,-0.468692423527
ACH-001295,-0.311318004469
ACH-001300,-0.33960119265699995
ACH-001301,0.0198527061954
ACH-001302,-0.157054021328
ACH-001303,0.14168703592700002
ACH-001306,-0.315475542122
ACH-001318,-0.305580425705
ACH-001322,-0.194753498806
ACH-001328,-0.115895048733
ACH-001332,-0.54125783225
ACH-001333,-0.326891066947
ACH-001336,-0.147097157644
ACH-001340,-0.30337152917800003
ACH-001346,-0.342231153244
ACH-001353,-0.37403567154
ACH-001354,0.05337668651480001
ACH-001367,-0.181200144595
ACH-001368,-0.287659116604
ACH-001374,-0.189737814875
ACH-001375,-0.112094191018
ACH-001377,-0.243961886396
ACH-001380,-0.20883175088
ACH-001391,-0.42102005501900003
ACH-001407,-0.220806589558
ACH-001408,-0.37083329728500003
ACH-001413,-0.164361580751
ACH-001430,-0.386542686144
ACH-001431,-0.27063716160100004
ACH-001450,-0.373719286936
ACH-001496,-0.105672487153
ACH-001500,-0.228161063799
ACH-001521,-0.0941256839581
ACH-001523,-0.295446704783
ACH-001532,-0.340336356003
ACH-001536,-0.0944644702412
ACH-001550,-0.18410956040800003
ACH-001552,-0.050940151681
ACH-001554,-0.249961107379
ACH-001645,-0.012947938585099999
ACH-001654,-0.336148589885
ACH-001715,-0.291622219356
ACH-001735,-0.175510258346
ACH-001736,-0.31393688748799997
ACH-001737,-0.353046500258
ACH-001740,-0.299341688656
ACH-001745,-0.264448217236
ACH-001750,-0.065842417945
ACH-001765,-0.191582782275
ACH-001956,-0.24765463143199998
ACH-001957,-0.40333434005999996
