,NGDN (25983)
ACH-000004,-0.281328854074
ACH-000007,-0.103660912258
ACH-000009,-0.174615632062
ACH-000011,-0.41299136704499995
ACH-000012,-0.270338987365
ACH-000013,-0.21712563996800002
ACH-000014,-0.014354762901
ACH-000015,-0.12131785738
ACH-000017,-0.3758002189
ACH-000018,-0.65647497611
ACH-000019,-0.413132927069
ACH-000021,-0.0229695319228
ACH-000022,-0.347616205524
ACH-000025,-0.33822376014399996
ACH-000028,-0.209515197243
ACH-000030,-0.35551578015699997
ACH-000035,-0.390958645317
ACH-000036,-0.549920148878
ACH-000037,-0.36136251757
ACH-000039,-0.37172923773199995
ACH-000040,-0.350239565263
ACH-000041,-0.27424506889899997
ACH-000042,-0.012224952571
ACH-000045,-0.376873514763
ACH-000047,-0.629893941435
ACH-000052,-0.396125955093
ACH-000053,-0.298896767906
ACH-000054,-0.21540398769000002
ACH-000055,-0.297229665852
ACH-000060,-0.634653516224
ACH-000067,-0.394525797166
ACH-000070,-0.7502905560269999
ACH-000075,-0.49475764156499996
ACH-000078,-0.048690036552800006
ACH-000082,-0.339527555564
ACH-000085,-0.30904981941599996
ACH-000086,-0.46116231954
ACH-000087,-0.27200432693599996
ACH-000092,-0.455527619924
ACH-000095,-0.245183122458
ACH-000097,-0.475566843854
ACH-000098,-0.434600594645
ACH-000099,-0.130655197245
ACH-000108,-0.261347512352
ACH-000113,-0.149190215787
ACH-000115,-0.35013095881899997
ACH-000116,-0.190509552821
ACH-000118,-0.103853667368
ACH-000120,-0.20310539815499998
ACH-000123,-0.23458672778499998
ACH-000127,-0.8406695289659999
ACH-000128,-0.09872589851389998
ACH-000132,-0.466875608817
ACH-000133,-0.113051117186
ACH-000137,-0.342593568989
ACH-000138,0.010004012895799998
ACH-000142,-0.23345813412900002
ACH-000143,-0.208479445654
ACH-000146,-0.0317837676321
ACH-000148,-0.317775884093
ACH-000150,-0.867788631435
ACH-000152,-0.283313210343
ACH-000153,-0.195180715174
ACH-000159,-0.740800990683
ACH-000160,-0.303667038173
ACH-000163,-0.311761330791
ACH-000167,-0.265327329623
ACH-000168,-0.483225839093
ACH-000169,-0.319795951007
ACH-000178,-0.32010989942699997
ACH-000182,-0.258642088323
ACH-000183,-0.158199806535
ACH-000188,-0.401032330972
ACH-000189,-0.936935793926
ACH-000190,-0.285538255843
ACH-000198,-0.47855478925399997
ACH-000204,-0.30839095129099997
ACH-000206,-0.546443871028
ACH-000207,-0.414894237095
ACH-000211,-0.21042041038400003
ACH-000215,-0.31543312779599997
ACH-000221,-0.05087338015409999
ACH-000222,-0.10248583527699999
ACH-000223,-0.031509184077499995
ACH-000226,-0.523545239553
ACH-000227,-0.38472717649000004
ACH-000228,-0.391013178206
ACH-000231,-0.590119266219
ACH-000232,-0.38519061480300004
ACH-000233,-0.120041209075
ACH-000234,-0.291076371055
ACH-000235,-0.18113978315200002
ACH-000237,-0.0853847608603
ACH-000238,-0.217566945726
ACH-000243,-0.289796567316
ACH-000244,-0.6166082810279999
ACH-000246,-0.691128236898
ACH-000248,-0.390447110393
ACH-000250,-1.07301256377
ACH-000251,-0.182224529689
ACH-000253,-0.169596169023
ACH-000255,-0.522917500693
ACH-000256,-0.272360691422
ACH-000257,-0.46374056804200003
ACH-000258,-0.36075367392700003
ACH-000259,-0.233767940456
ACH-000260,-0.301072417649
ACH-000261,-0.436955508636
ACH-000262,-0.310158833925
ACH-000263,-0.587479331384
ACH-000264,-0.18062547882599997
ACH-000265,-0.22794433568599998
ACH-000266,-0.16914280378899998
ACH-000272,-0.47517348539099996
ACH-000273,-0.268850758101
ACH-000274,-0.324309551887
ACH-000277,-0.28058319125799996
ACH-000278,-0.34318030444700004
ACH-000279,-0.141350053122
ACH-000280,-0.37011410071199996
ACH-000281,-0.242745154836
ACH-000288,-0.41482390638899996
ACH-000291,-0.40001282872
ACH-000293,-0.682452901523
ACH-000294,0.006449151054840001
ACH-000295,-1.0208433004100002
ACH-000296,-0.333545068652
ACH-000302,-0.186097468423
ACH-000304,-0.250468226117
ACH-000307,-0.598180766469
ACH-000308,-0.122447732003
ACH-000310,-0.37245755557800003
ACH-000311,-0.576034621554
ACH-000312,-0.0908828156411
ACH-000315,-0.11165606321900001
ACH-000316,-0.221051066538
ACH-000317,-1.01848186405
ACH-000318,-0.383816374907
ACH-000319,-0.653323567875
ACH-000320,-0.515806595851
ACH-000322,-0.15714517250499999
ACH-000323,-0.246453029358
ACH-000324,-0.299524343815
ACH-000329,-0.161650943249
ACH-000330,-0.39767042575499995
ACH-000331,-0.44279847026
ACH-000332,-0.226273489383
ACH-000334,-0.565382292018
ACH-000335,-0.34918057992
ACH-000336,-0.338447778856
ACH-000337,-0.440839919236
ACH-000339,-0.330342631752
ACH-000341,-0.465148924322
ACH-000348,-0.149205456514
ACH-000350,-0.12332024094
ACH-000352,-0.30861682336999996
ACH-000356,-0.40019605627
ACH-000361,-0.470798201486
ACH-000362,-0.207930977699
ACH-000363,-0.315719737149
ACH-000364,-0.118204911368
ACH-000365,-0.324205856916
ACH-000366,-0.31902010893000005
ACH-000368,-0.261745078537
ACH-000374,-0.14903011311699998
ACH-000375,-0.43241111754699996
ACH-000376,-0.388800266046
ACH-000381,-0.53268663206
ACH-000383,-0.890334459295
ACH-000387,0.008715122887059999
ACH-000389,-0.758138790389
ACH-000390,-0.887483826819
ACH-000393,-0.432817445205
ACH-000395,-0.30076041256999997
ACH-000397,-0.38032699204899995
ACH-000401,-0.18757020014000003
ACH-000402,-0.121987688816
ACH-000403,-0.42741940495700004
ACH-000404,-0.5805609183129999
ACH-000406,-0.0997445471676
ACH-000407,-0.21375039629099998
ACH-000408,-0.303350439672
ACH-000410,-0.0464352912704
ACH-000411,-0.34902918184500004
ACH-000414,-0.167364224224
ACH-000415,-0.818885855179
ACH-000416,-0.310928406593
ACH-000420,-0.454626788539
ACH-000421,-0.280007816708
ACH-000424,-0.5269424104739999
ACH-000425,-0.169732719687
ACH-000426,-0.43599816834399996
ACH-000427,-0.322966115235
ACH-000433,-0.6945827434180001
ACH-000436,-0.44750173588
ACH-000444,-0.224526222322
ACH-000445,-0.793187341446
ACH-000448,-0.34404771050300004
ACH-000450,-0.30583640899
ACH-000452,-0.151180680359
ACH-000454,-0.35523421009800005
ACH-000458,-0.328440318194
ACH-000459,-0.24190543518899998
ACH-000460,-0.249016813986
ACH-000461,-0.35152214399899995
ACH-000463,-0.235493506002
ACH-000464,-0.24705939420200002
ACH-000466,-0.377132069109
ACH-000467,-0.271661421946
ACH-000468,-0.118355892896
ACH-000469,-0.31282595058
ACH-000470,-0.566630642846
ACH-000471,-0.19646806945099998
ACH-000472,-0.300086610495
ACH-000473,-0.170670040186
ACH-000475,-0.52150792426
ACH-000476,-0.470141719503
ACH-000477,-0.238751902233
ACH-000480,-0.129131785736
ACH-000481,-0.407171463133
ACH-000483,-0.0581000863156
ACH-000484,-0.21603160874000002
ACH-000485,-0.39565733218800003
ACH-000486,-0.279949183131
ACH-000487,-0.7975104508840001
ACH-000488,-0.734301207943
ACH-000490,-0.34267387437200003
ACH-000491,-0.339835185706
ACH-000495,-0.9288012549339999
ACH-000496,-0.365699095303
ACH-000499,-0.32506945169
ACH-000500,-0.230225809468
ACH-000502,-0.320330173514
ACH-000503,-0.262995913152
ACH-000505,-0.29370305771899996
ACH-000507,-0.354951634755
ACH-000510,-0.353497335256
ACH-000511,-0.8207926275669999
ACH-000512,-0.5218764585710001
ACH-000516,-0.436056567981
ACH-000517,-0.7855604478939999
ACH-000518,-0.331061732637
ACH-000520,-0.522793156131
ACH-000521,-0.0551037876573
ACH-000522,-0.34206456931900003
ACH-000524,-0.163284457287
ACH-000527,-0.560037739146
ACH-000528,-0.72298684202
ACH-000537,-0.0701247818792
ACH-000541,-0.339496665846
ACH-000542,-0.391546694092
ACH-000544,-0.241745748628
ACH-000545,-0.40446905782399994
ACH-000547,-0.331010063236
ACH-000548,-0.740060528525
ACH-000549,-0.44978718240800003
ACH-000550,-0.305158431592
ACH-000552,-0.304703247768
ACH-000556,-0.49917804889899997
ACH-000557,-0.349223866938
ACH-000570,-0.32365780035999997
ACH-000571,-0.360669816748
ACH-000573,-0.175435730623
ACH-000576,-0.18307663157499998
ACH-000580,-0.177437657521
ACH-000584,-0.214023706541
ACH-000585,-0.0545040691647
ACH-000588,-0.186314607974
ACH-000589,-0.123828660995
ACH-000591,-0.358047732279
ACH-000593,-0.293900065154
ACH-000600,-0.542617293004
ACH-000601,-0.355899648778
ACH-000604,-0.43310369310900004
ACH-000605,-0.36904030905
ACH-000606,-0.304400425367
ACH-000608,-0.419669727052
ACH-000614,-0.154581362962
ACH-000616,-0.341614889032
ACH-000618,-0.31694695498500003
ACH-000619,-0.374308769011
ACH-000620,-0.13289732630599999
ACH-000621,-0.06483994289009999
ACH-000622,-0.366535179479
ACH-000623,-0.7373727922050001
ACH-000624,-0.35276006632
ACH-000627,-0.705955820564
ACH-000630,-0.171717489069
ACH-000632,-0.24522693301600001
ACH-000633,-0.31448985949499997
ACH-000637,-0.141684423335
ACH-000638,-0.131194439338
ACH-000646,-0.339762288519
ACH-000647,-0.26474879251899996
ACH-000648,-1.0223898545799999
ACH-000649,-0.380584632443
ACH-000651,-0.0971672381308
ACH-000652,-0.290842531683
ACH-000653,-0.38212878135300005
ACH-000657,-0.421800431015
