,GYPC (2995)
ACH-000004,0.0756421408228
ACH-000007,-0.054093155378300006
ACH-000009,-0.1570156873
ACH-000011,0.161422966398
ACH-000012,-0.018799045563099998
ACH-000013,-0.087057636928
ACH-000014,-0.0417569084766
ACH-000015,0.026482374531099997
ACH-000017,0.0983681198997
ACH-000018,-0.0253069830615
ACH-000019,-0.271312209344
ACH-000021,0.0368024785835
ACH-000022,0.0027307667466
ACH-000025,0.132245612735
ACH-000028,-0.0375951622347
ACH-000030,-0.0525787686089
ACH-000035,0.0934557634904
ACH-000036,-0.11899857225800001
ACH-000037,-0.18622335231800002
ACH-000039,0.173511018935
ACH-000040,0.0497224855924
ACH-000041,0.0126956368195
ACH-000042,0.112452677472
ACH-000045,0.0077520397439899994
ACH-000047,-0.0465263142054
ACH-000052,-0.193823220951
ACH-000053,0.10736643329600001
ACH-000054,-0.0312608032982
ACH-000055,0.172142200176
ACH-000060,-0.0587499997473
ACH-000067,-0.015814992806899998
ACH-000070,-0.011367139986399998
ACH-000075,-0.0064560149369100005
ACH-000078,-0.0533530272463
ACH-000082,-0.09162283076069999
ACH-000085,0.040379686356800004
ACH-000086,-0.047610567279599995
ACH-000087,-0.172884074168
ACH-000092,-0.121909372963
ACH-000095,0.021232944434500002
ACH-000097,-0.0678792944411
ACH-000098,-0.104283008701
ACH-000099,-0.0111055742927
ACH-000108,0.0457751185355
ACH-000113,-0.0391085478799
ACH-000115,-0.006153336175729999
ACH-000116,0.0325984100051
ACH-000118,-0.020298832287999998
ACH-000120,-0.0369969570321
ACH-000123,0.22595867115200002
ACH-000127,-0.022582885257099998
ACH-000128,0.10222732291200001
ACH-000132,-0.06748317382659999
ACH-000133,-0.0859187816086
ACH-000137,-0.00335602035675
ACH-000138,0.029370074158900004
ACH-000142,0.013306303458100001
ACH-000143,-0.051951445781899995
ACH-000146,-0.021590549234700003
ACH-000148,0.10494158551
ACH-000150,-0.009197657450379999
ACH-000152,-0.14925770082800002
ACH-000153,-0.029932955776299997
ACH-000159,-0.034432268649199994
ACH-000160,-0.135321372804
ACH-000163,-0.047883669869300004
ACH-000167,-0.0685356604254
ACH-000168,-0.044248031372699996
ACH-000169,0.11861235744200001
ACH-000178,0.0220642492577
ACH-000182,0.0031043494224899998
ACH-000183,0.0237680014814
ACH-000188,-0.00921199032959
ACH-000189,0.0744364889684
ACH-000190,-0.141671786204
ACH-000198,-0.0435651792445
ACH-000204,-0.18582352084800002
ACH-000206,-0.105356042893
ACH-000207,-0.122037527676
ACH-000211,0.019630956438799998
ACH-000215,0.0452810402623
ACH-000221,0.012789473135599999
ACH-000222,-0.04393147188680001
ACH-000223,-0.36335084480999996
