,UNC5CL (222643)
ACH-000004,-0.106982070067
ACH-000007,0.16992279854800002
ACH-000009,0.116834409648
ACH-000011,0.16196710476600001
ACH-000012,-0.11961404532600001
ACH-000013,-0.0672889340579
ACH-000014,-0.0591363743095
ACH-000015,-0.0641578474534
ACH-000017,-0.112352187561
ACH-000018,-0.313460187162
ACH-000019,0.0746884085056
ACH-000021,-0.0762856515576
ACH-000022,-0.0582283141019
ACH-000025,-0.132578543998
ACH-000028,-0.129517253169
ACH-000030,-0.11375526524499999
ACH-000035,-0.19701099944400002
ACH-000036,-0.07625371815160001
ACH-000037,-0.109958018664
ACH-000039,-0.018440349178599998
ACH-000040,0.0199736905197
ACH-000041,-0.163501143409
ACH-000042,-0.180714149616
ACH-000045,-0.0129147925232
ACH-000047,-0.09588336100400001
ACH-000052,-0.0360830732089
ACH-000053,-0.0745104895909
ACH-000054,0.0392128536669
ACH-000055,-0.34598173200000004
ACH-000060,-0.0393146366046
ACH-000067,-0.0485872874907
ACH-000070,-0.0597444312879
ACH-000075,0.0658111039856
ACH-000078,-0.141755152437
ACH-000082,-0.169751976872
ACH-000085,0.0523449802711
ACH-000086,0.013625991679200002
ACH-000087,-0.19468067369300002
ACH-000092,0.0173076736533
ACH-000095,-0.012474293271700002
ACH-000097,-0.00849570014453
ACH-000098,-0.163040043067
ACH-000099,-0.023609238013499997
ACH-000108,-0.12280096237400001
ACH-000113,-0.10640469695499999
ACH-000115,-0.11426206337000001
ACH-000116,-0.0406810945148
ACH-000118,-0.11403226794099999
ACH-000120,-0.20539166614799997
ACH-000123,0.012236507374400001
ACH-000127,-0.15866445963300002
ACH-000128,-0.29515127160300003
ACH-000132,-0.07381385626069999
ACH-000133,-0.028196730907999998
ACH-000137,-0.272946487512
ACH-000138,-0.06810344500030001
ACH-000142,-0.07013801912050001
ACH-000143,0.013087782443600001
ACH-000146,-0.13214940287799998
ACH-000148,0.170494736937
ACH-000150,-0.04767821070119999
ACH-000152,-0.07154679068
ACH-000153,-0.283552097527
ACH-000159,0.006528515127260001
ACH-000160,0.0770913134702
ACH-000163,0.0336669392564
ACH-000167,0.215093618514
ACH-000168,-0.09207753650810001
ACH-000169,-0.10440896458799999
ACH-000178,-0.0196637627477
ACH-000182,0.0167251576596
ACH-000183,-0.195681072007
ACH-000188,0.0168507560887
ACH-000189,0.22017365395
ACH-000190,0.030979848695700002
ACH-000198,-0.14254115920399998
ACH-000204,-0.21893864235399998
ACH-000206,-0.374154769348
ACH-000207,-0.220555734169
ACH-000211,-0.0653589476409
ACH-000215,0.00332296055834
ACH-000221,-0.082028067999
ACH-000222,-0.23967814856199998
ACH-000223,-0.04237136808709999
ACH-000226,-0.0322055177273
ACH-000227,-0.0971442043458
ACH-000228,-0.24594647813200002
ACH-000231,-0.106125733313
ACH-000232,-0.052889275476900005
ACH-000233,0.0270046144056
ACH-000234,0.170660236961
ACH-000235,-0.0370724341986
ACH-000237,-0.08869379596429999
ACH-000238,0.00407357231336
ACH-000243,-0.09577958481450001
ACH-000244,-0.09411872958560001
ACH-000246,-0.0706880035909
ACH-000248,-0.33742943256200003
ACH-000250,-0.0207547852879
ACH-000251,0.0118495227067
ACH-000253,-0.154361476595
ACH-000255,-0.167352556475
ACH-000256,0.036200626615300005
ACH-000257,-0.31808797509799996
ACH-000258,-0.115312247531
ACH-000259,-0.09840407952030002
ACH-000260,-0.159681194679
ACH-000261,-0.0801625579274
ACH-000262,-0.07550333991910001
ACH-000263,-0.181701589876
ACH-000264,0.0176459516535
ACH-000265,-0.0628523269487
ACH-000266,-0.0998729988546
ACH-000272,-0.16199014309499998
ACH-000273,-0.176088595482
ACH-000274,0.1395210777
ACH-000277,0.0667871858853
ACH-000278,-0.0103202312266
ACH-000279,-0.149360100183
ACH-000280,-0.0462868992686
ACH-000281,-0.441062649201
ACH-000288,-0.0884825489471
ACH-000291,-0.030281386263
ACH-000293,-0.06853924096359999
ACH-000294,-0.06865200908909999
ACH-000295,-0.195920545572
ACH-000296,-0.0257545010799
ACH-000302,-0.104459326998
ACH-000304,0.27303722767
ACH-000307,-0.0937547785772
ACH-000308,-0.069533032241
ACH-000310,-0.0575329127939
ACH-000311,-0.21805965306699998
ACH-000312,-0.178689404676
ACH-000315,-0.043494130137499996
ACH-000316,-0.0593160407515
ACH-000317,-0.15540964754699998
ACH-000318,0.08053766219589999
ACH-000319,-0.14187077084799998
ACH-000320,-0.227821252456
ACH-000322,-0.0192521763058
ACH-000323,0.0572873400235
ACH-000324,-0.013932031787
ACH-000329,0.0346015585749
ACH-000330,-0.160263034386
ACH-000331,-0.0576266733496
ACH-000332,-0.0734148077199
ACH-000334,0.162412727284
ACH-000335,0.0403182920593
ACH-000336,0.0128787635685
ACH-000337,-0.333848509511
ACH-000339,-0.0452052542337
ACH-000341,-0.24642365138300001
ACH-000348,-0.06076777148490001
ACH-000350,0.0362215884622
ACH-000352,-0.20271372701200002
ACH-000356,-0.10886089638
ACH-000361,-0.287256044777
ACH-000362,-0.157520794859
ACH-000363,-0.0881778092371
ACH-000364,-0.0365862692366
ACH-000365,0.04165962903730001
ACH-000366,-0.07987333924939999
ACH-000368,0.010414345219299998
ACH-000374,-0.383759204004
ACH-000375,0.00110451808689
ACH-000376,-0.07996942882369999
ACH-000381,-0.17810651484099999
ACH-000383,-0.025913966943299997
ACH-000387,-0.148158631678
ACH-000389,-0.0926314363203
ACH-000390,-0.112157424673
ACH-000393,-0.2236479227
ACH-000395,0.052447420418099994
ACH-000397,0.15802900236300002
ACH-000401,0.15107727407299998
ACH-000402,-0.250644391763
ACH-000403,-0.0213605761736
ACH-000404,0.013985077640799998
ACH-000406,-0.155791052117
ACH-000407,-0.0801502740154
ACH-000408,-0.0552969836595
ACH-000410,-0.009090152123350001
ACH-000411,0.156789697315
ACH-000414,-0.178327550855
ACH-000415,-0.033539081386
ACH-000416,-0.0357788799372
ACH-000420,-0.044922696391900004
ACH-000421,-0.0395112334422
ACH-000424,-0.241270404223
ACH-000425,0.11828904538599999
ACH-000426,-0.178054870259
ACH-000427,0.028442608215799997
ACH-000433,0.175230960467
ACH-000436,0.0873302203657
ACH-000444,-0.273696474199
ACH-000445,0.0060880183433
ACH-000448,-0.00621807639615
ACH-000450,0.015000487142600001
ACH-000452,-0.0608855725751
ACH-000454,-0.372264633609
ACH-000458,-0.036353733064800005
ACH-000459,-0.0814189444607
