,KERA (11081)
ACH-000004,0.232202681965
ACH-000007,0.253236376182
ACH-000009,0.102872017799
ACH-000011,0.161298527272
ACH-000012,0.209120799406
ACH-000013,0.23325751381299997
ACH-000014,0.0670477783915
ACH-000015,0.170741542047
ACH-000017,0.28999795579599996
ACH-000018,0.152311176037
ACH-000019,0.17521003627
ACH-000021,0.08446882092189999
ACH-000022,0.245534872621
ACH-000025,0.014863992765799998
ACH-000028,0.161002286285
ACH-000030,0.233616663954
ACH-000035,0.18178245859
ACH-000036,0.268754552546
ACH-000037,0.37826441353600004
ACH-000039,0.272104873267
ACH-000040,0.17046984598700002
ACH-000041,0.140043235144
ACH-000042,0.129059004278
ACH-000045,0.34235672755900004
ACH-000047,0.24329773869899998
ACH-000052,0.309016020061
ACH-000053,0.27909901063299997
ACH-000054,0.142347986783
ACH-000055,0.27321747913100003
ACH-000060,0.36009332796800003
ACH-000067,0.18996224565699998
ACH-000070,0.340940361003
ACH-000075,0.15760690465399999
ACH-000078,0.149368619448
ACH-000082,0.08411739947489999
ACH-000085,-0.00526040591391
ACH-000086,0.275737647842
ACH-000087,0.164635168674
ACH-000092,0.140269652817
ACH-000095,0.18236915355799999
ACH-000097,0.151675886702
ACH-000098,0.257747506681
ACH-000099,0.155384931685
ACH-000108,0.237283054131
ACH-000113,0.21590789374000002
ACH-000115,0.124937398595
ACH-000116,0.20966918614
ACH-000118,0.114700504222
ACH-000120,0.11635966058
ACH-000123,0.174444576115
ACH-000127,0.21068423088100002
ACH-000128,0.16332568538699999
ACH-000132,0.347022270511
ACH-000133,0.03242148304
ACH-000137,0.160046824201
ACH-000138,0.17900194748599998
ACH-000142,0.178663841393
ACH-000143,0.17095609511100002
ACH-000146,0.230773474403
ACH-000148,0.09944887200130001
ACH-000150,0.177510511824
ACH-000152,0.153100749611
ACH-000153,0.40660996140600003
ACH-000159,0.30028086461
ACH-000160,0.211206280627
ACH-000163,0.27177030196199997
ACH-000167,0.183984477757
ACH-000168,0.27364760585299996
ACH-000169,0.149114934842
ACH-000178,0.17686775522999998
ACH-000182,0.11221947833799999
ACH-000183,0.10166185803300001
ACH-000188,0.333231236463
ACH-000189,0.46970572532300003
ACH-000190,0.142519900642
ACH-000198,0.182414247323
ACH-000204,0.339463420449
ACH-000206,0.17204021046100001
ACH-000207,0.30533324264899997
ACH-000211,0.12283486759500001
ACH-000215,0.12249862185699999
ACH-000221,0.262236368773
ACH-000222,0.17416441252300002
ACH-000223,0.21874731292
ACH-000226,0.0768965363037
ACH-000227,0.07897381609019999
ACH-000228,0.18766939628899998
ACH-000231,0.21246026356400002
ACH-000232,0.180985654331
