,CTDSPL2 (51496)
ACH-000004,-0.0473783099909
ACH-000007,-0.511544334057
ACH-000009,-0.541536698159
ACH-000011,-0.331186646293
ACH-000012,-0.634715045125
ACH-000013,0.046665475839
ACH-000014,-0.182800521162
ACH-000015,-0.37588760510700003
ACH-000017,0.214352745618
ACH-000018,0.140234347346
ACH-000019,-0.24996769327799997
ACH-000021,-0.280756876614
ACH-000022,-0.547605768052
ACH-000025,-0.145474854274
ACH-000028,-0.116487204164
ACH-000030,-0.269815089381
ACH-000035,-0.141922554703
ACH-000036,-0.27222799072799997
ACH-000037,-0.119658231542
ACH-000039,-0.324844220275
ACH-000040,0.271258749712
ACH-000041,-0.0570035801
ACH-000042,-0.185009297106
ACH-000045,-0.45031297402
ACH-000047,0.121298555074
ACH-000052,-0.21500451748799998
ACH-000053,-0.677890646543
ACH-000054,0.00902722278533
ACH-000055,-0.0408320988372
ACH-000060,0.129569985293
ACH-000067,-0.109779331229
ACH-000070,-0.265619994029
ACH-000075,-0.010241248216
ACH-000078,-0.431079760012
ACH-000082,-0.045837753994300005
ACH-000085,0.0415515265429
ACH-000086,0.0721697342478
ACH-000087,-0.411402806283
ACH-000092,-0.11824951276699999
ACH-000095,-0.16355218183599998
ACH-000097,-0.09784938362189999
ACH-000098,0.0673034812985
ACH-000099,-0.525964212233
ACH-000108,0.0307500143132
ACH-000113,-0.380270492191
ACH-000115,-0.0680857325734
ACH-000116,-0.153750703287
ACH-000118,0.061387298895800003
ACH-000120,-0.42498356788099995
ACH-000123,-0.577016551554
ACH-000127,-0.09695965561339999
ACH-000128,0.0884013921535
ACH-000132,0.36508071441100004
ACH-000133,-0.143460738847
ACH-000137,-0.272278010906
ACH-000138,-0.186415802124
ACH-000142,-0.265422414324
ACH-000143,-0.124063402029
ACH-000146,-0.273366020052
ACH-000148,-0.246227852612
ACH-000150,0.12405964110300001
ACH-000152,-0.0698586038015
ACH-000153,-0.248229466496
ACH-000159,-0.34505565423900003
ACH-000160,-0.327461992702
ACH-000163,-0.296827125742
ACH-000167,-0.182308997643
ACH-000168,-0.16331148525800002
ACH-000169,-0.314363814409
ACH-000178,-0.22016742154
ACH-000182,-0.21262424762
ACH-000183,-0.31711835651799997
ACH-000188,-0.519724331897
ACH-000189,0.14532082064500002
ACH-000190,-0.671604743259
ACH-000198,-0.37686431574699997
ACH-000204,0.0109270871997
ACH-000206,-0.015265875988100001
ACH-000207,-0.10433712327099999
ACH-000211,-0.00490270608671
ACH-000215,-0.43849435916100005
ACH-000221,-0.185009670836
ACH-000222,-0.442542562707
ACH-000223,-0.193030984716
ACH-000226,-0.183697860805
ACH-000227,-0.265066183118
ACH-000228,-0.44025287869999996
ACH-000231,-0.27514871432599997
ACH-000232,-0.118369110505
ACH-000233,-0.6185280943020001
ACH-000234,-0.310489169554
ACH-000235,0.0362061599151
ACH-000237,-0.761083739984
ACH-000238,-0.633530002884
ACH-000243,-0.327220130251
ACH-000244,-0.284115738614
ACH-000246,-0.351889918995
ACH-000248,-0.08135181754649999
ACH-000250,-0.0404223866498
ACH-000251,-0.504516730814
ACH-000253,-0.586258908741
ACH-000255,-0.303376336086
ACH-000256,-0.52684277869
ACH-000257,-0.272338792416
ACH-000258,-0.26350506577300004
ACH-000259,-0.0857177385046
ACH-000260,-0.402192223187
ACH-000261,-0.08375446146410001
ACH-000262,-0.198000985015
ACH-000263,-0.048907158097400004
ACH-000264,-0.448604208047
ACH-000265,-0.369064566641
ACH-000266,0.309543897415
ACH-000272,-0.0725529895058
ACH-000273,-0.0304127316725
