,SBSPON (157869)
ACH-000004,0.24990362137299998
ACH-000007,0.159228586698
ACH-000009,0.124421688855
ACH-000011,-0.0807161518022
ACH-000012,-0.0289057134912
ACH-000013,0.0839850844952
ACH-000014,-0.0038134606249699997
ACH-000015,-0.0488092563836
ACH-000017,0.0380432860178
ACH-000018,-0.054748098163999996
ACH-000019,0.0699921629273
ACH-000021,0.191795119207
ACH-000022,-0.020019605829900002
ACH-000025,0.0745082100457
ACH-000028,0.210210261333
ACH-000030,0.0137965886448
ACH-000035,-0.0563488648285
ACH-000036,0.137958470864
ACH-000037,0.11446882518200001
ACH-000039,0.19770144136700002
ACH-000040,-0.0906527606184
ACH-000041,-0.0401797112388
ACH-000042,0.0296217514829
ACH-000045,0.0463842511349
ACH-000047,0.184571401913
ACH-000052,0.202201052911
ACH-000053,0.031020892076400002
ACH-000054,0.0160887409913
ACH-000055,-0.162792282684
ACH-000060,-0.175706444707
ACH-000067,0.156709479762
ACH-000070,0.379915226695
ACH-000075,-0.0835292235017
ACH-000078,0.10945514695
ACH-000082,0.0869792444371
ACH-000085,0.12648797490299998
ACH-000086,0.277843632193
ACH-000087,0.12263750501800001
ACH-000092,-0.160879313595
ACH-000095,0.25146309789500004
ACH-000097,0.00464975107747
ACH-000098,0.0169313156078
ACH-000099,0.151695244879
ACH-000108,0.0155805742066
ACH-000113,0.181845918046
ACH-000115,0.051016703110000006
ACH-000116,0.166244488183
ACH-000118,0.0719885959802
ACH-000120,0.230268555653
ACH-000123,0.155962527448
ACH-000127,-0.004057655328719999
ACH-000128,-0.11659591295499999
ACH-000132,-0.00585002070158
ACH-000133,-0.04894221149899999
ACH-000137,0.119510198764
ACH-000138,0.17927668575199998
ACH-000142,0.14303292166200002
ACH-000143,0.0977839384686
ACH-000146,0.23507093985
ACH-000148,0.095573888084
ACH-000150,-0.135549243863
ACH-000152,0.0431951019549
ACH-000153,-0.0508870243987
ACH-000159,0.11433773210899999
ACH-000160,0.0446624615168
ACH-000163,-0.170830810512
ACH-000167,0.268081583981
ACH-000168,0.006153776498850001
ACH-000169,-0.0354456838897
ACH-000178,0.117613399166
ACH-000182,0.24205522483000003
ACH-000183,-0.10464017603800001
ACH-000188,0.144587802034
ACH-000189,0.033770818125400004
ACH-000190,0.047212939138599995
ACH-000198,0.0790720414829
ACH-000204,0.12686848167099998
ACH-000206,-0.0011246841077100001
ACH-000207,-0.109186078688
ACH-000211,0.12971610340999998
ACH-000215,0.172714104289
ACH-000221,-0.048457537981400005
ACH-000222,0.17086243505600002
ACH-000223,0.052596109224500004
ACH-000226,-0.039368077475699995
ACH-000227,0.158073122261
ACH-000228,0.0639062307877
ACH-000231,0.0162953844454
ACH-000232,0.06655389285919999
ACH-000233,0.0674602353462
ACH-000234,0.0734780040004
ACH-000235,0.0484331409968
ACH-000237,0.14903359035900002
ACH-000238,0.101228152282
ACH-000243,0.0318295515783
ACH-000244,0.417934188023
ACH-000246,0.126929827879
ACH-000248,-0.33242330233399997
ACH-000250,0.0236082005692
ACH-000251,0.452284065662
ACH-000253,0.00971882776081
ACH-000255,-0.0880509006673
ACH-000256,-0.108954832526
ACH-000257,0.029488927883799997
ACH-000258,-0.0304815126197
ACH-000259,0.133277135159
ACH-000260,0.178533062872
ACH-000261,0.0936333891814
ACH-000262,-0.0683812268524
ACH-000263,0.0678506298466
ACH-000264,0.021468809388000002
ACH-000265,0.0402001039614
ACH-000266,0.04894407813419999
ACH-000272,0.213739091114
ACH-000273,0.189064211252
ACH-000274,0.025388754254099997
ACH-000277,0.07905037206110001
ACH-000278,0.08671238757660002
ACH-000279,0.100809767601
ACH-000280,-0.0165602142886
ACH-000281,0.211843504718
