,ADSL (158)
ACH-000421,-1.3736084102700001
ACH-000424,-0.6559088194120001
ACH-000425,-1.16522733238
ACH-000426,-1.82111970561
ACH-000427,-0.815918046347
ACH-000433,-0.251882044857
ACH-000436,-1.2351104740799999
ACH-000444,-0.8342776947730001
ACH-000445,-0.9654564689799998
ACH-000448,-1.4930959052200001
ACH-000450,-0.8702396965520001
ACH-000452,-1.00386722409
ACH-000454,-1.7339327035599998
ACH-000458,-1.0866251752
ACH-000459,-1.5097245106600001
ACH-000460,-1.30617158565
ACH-000461,-1.26101287412
ACH-000463,-0.48676656025799997
ACH-000464,-0.849251732978
ACH-000466,-0.785482868027
ACH-000467,-1.38413234741
ACH-000468,-1.34035200109
ACH-000469,-0.588322763223
ACH-000470,-0.866269410195
ACH-000471,-1.4493823104199999
ACH-000472,-0.860551277544
ACH-000473,-0.570321201411
ACH-000475,-1.19954881692
ACH-000476,-0.788859767074
ACH-000477,-1.38716804841
ACH-000480,-0.372399501364
ACH-000481,-0.932119119768
ACH-000483,-0.788390128345
ACH-000484,-0.9021359585250001
ACH-000485,-1.17615648134
ACH-000486,-1.35347914093
ACH-000487,-1.1093792238
ACH-000488,-0.502445272748
ACH-000490,-0.8028365473819999
ACH-000491,-1.08768509063
ACH-000495,-0.824841421672
ACH-000496,-1.46255910254
ACH-000499,-0.9374455867039999
ACH-000500,-1.2834484772299999
ACH-000502,-1.66579297695
ACH-000503,-0.814074432007
ACH-000505,-0.6790264339159999
ACH-000507,-1.1383047370200001
ACH-000510,-1.20988214386
ACH-000511,-0.6964018113889999
ACH-000512,-1.12407724232
ACH-000516,-0.913108060371
ACH-000517,-1.1194361959799999
ACH-000518,-0.7437730887430001
ACH-000520,-0.9380868234020001
ACH-000521,-1.15339812465
ACH-000522,-1.2089180540200002
ACH-000524,-0.68098965831
ACH-000527,-0.871178684428
ACH-000528,-0.650883267114
ACH-000537,-1.33837605381
ACH-000541,-0.9446217028399999
ACH-000542,-0.754924161878
ACH-000544,-1.063048277
ACH-000545,-0.8896359916600001
ACH-000547,-0.46212119080200004
ACH-000548,-1.4708243529700002
ACH-000549,-0.634349974756
ACH-000550,-1.0728346321
ACH-000552,-1.3761083291299998
ACH-000556,-1.40783104714
ACH-000557,-1.81296777692
ACH-000570,-0.630015961973
ACH-000571,-1.24792440519
ACH-000573,-1.4427344816499998
ACH-000576,-1.1810123023
ACH-000580,-0.763207696206
ACH-000584,-1.62574183329
ACH-000585,-0.532061878458
ACH-000588,-1.46881561846
ACH-000589,-0.8430153798510001
ACH-000591,-1.06926523383
ACH-000593,-0.9661287203740001
ACH-000600,-0.253260588174
ACH-000601,-1.44914753307
ACH-000604,-1.6247456959600002
ACH-000605,-1.08127061777
ACH-000606,-0.431012734811
ACH-000608,-1.30526346551
ACH-000614,-1.09137049545
ACH-000616,-0.676703099716
ACH-000618,-1.5514105906600002
ACH-000619,-1.46870070459
ACH-000620,-1.01513244881
ACH-000621,-1.3511658443799999
ACH-000622,-0.6746675541600001
ACH-000623,-0.822866104323
ACH-000624,-1.4622541985
ACH-000627,-0.985959182905
ACH-000630,-0.5791562752780001
ACH-000632,-1.06406968605
ACH-000633,-0.80639558597
ACH-000637,-0.532806407593
ACH-000638,-1.13351728765
ACH-000646,-1.18995777287
ACH-000647,-1.4097258566
ACH-000648,-1.12017172204
ACH-000649,-0.721315065051
ACH-000651,-1.19230250241
ACH-000652,-1.7498758405700001
ACH-000653,-1.4180723312399999
ACH-000657,-0.6258803466749999
ACH-000658,-1.7157946003100002
ACH-000661,-0.928735099104
ACH-000662,-0.899997076144
ACH-000663,-0.7793330655509999
ACH-000665,-1.08786150291
ACH-000671,-0.488577000524
ACH-000673,-0.7581302162800001
ACH-000676,-1.3384839421799999
ACH-000677,-0.798012622476
ACH-000681,-0.989770898805
ACH-000682,-0.793069947859
ACH-000683,-0.574814685163
ACH-000684,-1.24463549474
ACH-000688,-0.7499094927009999
ACH-000693,-1.10275052943
ACH-000694,-0.638817619217
ACH-000695,-0.834401227543
ACH-000696,-0.89186506746
ACH-000697,-0.9434663229889999
ACH-000699,-0.9127046983849999
ACH-000701,-0.713123091088
ACH-000706,-1.30038305487
ACH-000711,-1.3431047672799998
ACH-000713,-1.4801132698800001
ACH-000714,-1.31928874087
ACH-000718,-0.792072044102
ACH-000720,-0.7874855622660001
ACH-000721,-1.52955415854
ACH-000724,-1.0311820954100002
ACH-000725,-1.21123176238
ACH-000732,-0.672294777298
ACH-000734,-1.21598918858
ACH-000735,-1.3042501963600002
ACH-000736,-1.0282910206
ACH-000738,-0.43330008764600003
ACH-000746,-1.30789759703
ACH-000747,-1.47884895462
ACH-000748,-0.550615832511
ACH-000753,-1.79246716955
ACH-000756,-0.407252791452
ACH-000757,-0.936007984566
ACH-000758,-1.28913238161
ACH-000760,-1.5214454495899998
ACH-000763,-1.4975270178
ACH-000764,-1.19226129429
ACH-000765,-1.20122764771
ACH-000766,-1.1179281282
ACH-000767,-0.7540238281730001
ACH-000768,-1.63711772752
ACH-000769,-0.8845687805050001
ACH-000770,-1.29699057985
ACH-000771,-0.382763999631
ACH-000773,-1.32819855596
ACH-000776,-1.37960315853
ACH-000777,-1.33560031546
ACH-000778,-0.6823263819069999
ACH-000781,-1.51505359545
ACH-000782,-0.795165222036
ACH-000783,-1.00570172518
ACH-000784,-0.790222556801
ACH-000785,-1.36741682403
ACH-000787,-1.0689477994
ACH-000788,-1.29010031256
ACH-000791,-1.51163108454
ACH-000792,-0.55188682367
ACH-000794,-1.10099161304
ACH-000796,-1.3577206424500001
ACH-000799,-0.6794153222689999
ACH-000800,-1.5468963204
ACH-000802,-0.6865187052060001
ACH-000804,-1.6026997069
ACH-000805,-0.7915547236830001
ACH-000809,-1.07508390136
ACH-000810,-1.25509366088
ACH-000811,-0.567302329919
ACH-000817,-1.14265440998
ACH-000819,-0.5226442260949999
ACH-000820,-1.55623083723
ACH-000821,-1.76792113409
ACH-000822,-1.18453724414
ACH-000823,-1.5958599295500002
ACH-000824,-0.500852955776
ACH-000827,-0.724750662975
ACH-000829,-0.956662756114
ACH-000831,-1.17487563689
ACH-000832,-1.19051591101
ACH-000833,-1.36923338514
ACH-000834,-0.48030294217
ACH-000835,-1.23572270855
ACH-000836,-1.2503078143700002
ACH-000837,-1.70594423678
ACH-000838,-2.21641920784
ACH-000839,-0.491062379131
ACH-000840,-1.2076498509
ACH-000841,-1.20194169478
ACH-000843,-1.57867514245
ACH-000846,-0.772377646832
ACH-000847,-0.986033288098
ACH-000848,-1.1313552758399998
ACH-000849,-1.5223736871
ACH-000851,-1.2608836507799999
ACH-000855,-0.7881211821490001
ACH-000856,-1.16114708339
ACH-000858,-0.36258523429399997
ACH-000859,-1.5202323396000001
ACH-000861,-0.211395470956
ACH-000862,-0.680653898079
ACH-000865,-0.42512440678999996
ACH-000866,-1.5246560425600002
ACH-000867,-1.5391140191100001
ACH-000869,-1.0255633175799999
ACH-000872,-1.5276004379700001
ACH-000873,-1.4436453344799998
ACH-000876,-0.730509652024
ACH-000878,-1.75668961474
ACH-000880,-1.42078075278
ACH-000881,-0.9255597489499999
ACH-000882,-1.36403128229
ACH-000884,-0.957016323783
ACH-000885,-0.748181566244
ACH-000887,-0.9141295255670001
ACH-000888,-1.42463674403
ACH-000889,-1.6686654081299999
ACH-000890,-1.52157831783
ACH-000896,-1.83241143998
ACH-000898,-1.3886744849200001
ACH-000900,-1.0805016204200002
ACH-000901,-0.465263537947
ACH-000905,-0.658807730189
ACH-000906,-0.9310156768119999
ACH-000907,-0.8922092045290001
ACH-000910,-1.67658376051
ACH-000911,-1.05981816194
ACH-000912,-1.3680962383200002
ACH-000913,-0.940756042967
ACH-000915,-1.01155157152
ACH-000916,-1.01057698576
ACH-000917,-1.46828530778
ACH-000921,-1.3056056793700002
ACH-000924,-1.3950897912600002
ACH-000926,-1.21213212303
ACH-000928,-1.16028627668
ACH-000929,-1.20932414244
ACH-000932,-1.41431547076
ACH-000935,-0.6633239761590001
ACH-000936,-1.5523469851499998
ACH-000937,-1.50542290035
ACH-000938,-1.3629296197
ACH-000939,-0.826705345185
ACH-000941,-1.11699945714
ACH-000943,-1.23722167454
ACH-000946,-1.11183067176
ACH-000947,-1.1548300650499999
ACH-000948,-1.46967690261
ACH-000950,-1.1300093046600002
ACH-000953,-1.7086148318599998
ACH-000957,-1.1585796102500001
ACH-000958,-1.1652216520899998
ACH-000960,-1.55270243616
ACH-000963,-0.593433190512
ACH-000968,-0.9868183907539999
ACH-000969,-1.0023887170899999
ACH-000973,-1.08771304075
ACH-000974,-1.29873327706
ACH-000975,-1.43798550387
ACH-000976,-1.5296492632799998
ACH-000978,-1.3707534516
ACH-000980,-1.01849735737
ACH-000984,-0.40678452128200004
ACH-000986,-1.38419307058
ACH-000988,-1.2014808936
ACH-000993,-0.670162682547
ACH-000994,-1.426211366
ACH-000996,-0.7783408855580001
ACH-001001,-0.318041516389
ACH-001020,-0.8492674675399999
ACH-001028,-0.961515768036
ACH-001031,-0.9849085199519999
ACH-001038,-1.6040549023800001
ACH-001048,-1.5048661446399998
ACH-001050,-0.954521037595
ACH-001053,-1.0251882586299998
ACH-001054,-1.0828414847799999
ACH-001061,-1.11765217264
ACH-001067,-0.675780213143
ACH-001075,-1.3458332487
ACH-001096,-0.8408252866439999
ACH-001128,-1.02331312822
ACH-001134,-1.19085134586
ACH-001151,-1.7455314153400001
ACH-001163,-1.5575731012399998
ACH-001164,-0.39659736094899994
ACH-001173,-0.295562880104
ACH-001183,-0.42004567913
ACH-001184,-1.37710019636
ACH-001190,-1.1613262338700001
ACH-001192,-1.02847509788
ACH-001193,-1.09453161214
ACH-001196,-1.48887907904
ACH-001197,-1.03713440527
ACH-001205,-0.718248762492
ACH-001211,-0.9346938334649999
ACH-001212,-0.844893540687
ACH-001228,-0.7160576136769999
ACH-001232,-0.499706316654
ACH-001239,-0.7386570917749999
ACH-001274,-1.3812182150999999
ACH-001275,-0.9808810159970001
ACH-001277,-0.76252366091
ACH-001278,-0.7430271751109999
ACH-001280,-0.740755116531
ACH-001283,-1.11210992119
ACH-001289,-1.23015540985
ACH-001295,-0.547142338747
ACH-001300,-0.588657306482
ACH-001301,-0.5524827721019999
ACH-001302,-1.0843549186299999
ACH-001303,-0.753762537717
ACH-001306,-0.992805401229
ACH-001318,-0.825337492254
ACH-001322,-0.328527112155
ACH-001328,-0.519646383553
ACH-001332,-0.962905837068
ACH-001333,-1.19143811819
ACH-001336,-0.539857224412
ACH-001340,-0.8662743756799999
ACH-001346,-0.805180500519
ACH-001353,-0.999637752131
ACH-001354,-1.7399143533599999
ACH-001367,-1.19401149995
ACH-001368,-1.27346571036
ACH-001374,-0.38771526027599995
ACH-001375,-0.570793466978
ACH-001377,-0.320225511117
ACH-001380,-0.21296456620499998
ACH-001391,-1.10309713252
ACH-001407,-1.95841962151
ACH-001408,-1.00868900076
ACH-001413,-0.27997887587
ACH-001430,-1.03302466166
ACH-001431,-1.1537284963299999
ACH-001450,-1.46492467371
ACH-001496,-1.51205345012
ACH-001500,-0.859454969983
ACH-001521,-0.930104115757
ACH-001523,-0.624288214026
ACH-001532,-1.05725199088
ACH-001536,-0.778274512985
ACH-001550,-0.790922088777
ACH-001552,-0.513339715889
ACH-001554,-1.18169436928
ACH-001645,-0.48527998734800004
ACH-001654,-0.657099802451
ACH-001715,-0.895860104715
ACH-001735,-1.31738842167
ACH-001736,-1.23816275653
ACH-001737,-1.24911363204
ACH-001740,-1.4321515757799999
ACH-001745,-1.45190153796
ACH-001750,-0.19826626026099997
ACH-001765,-1.5777973482799998
ACH-001956,-1.0682538211900001
ACH-001957,-0.805512023547
