,PROCR (10544)
ACH-000004,-0.17754926645999997
ACH-000007,-0.021397117587599997
ACH-000009,0.129295146694
ACH-000011,-0.00591513732248
ACH-000012,0.0230293587731
ACH-000013,0.0579053323962
ACH-000014,0.0431300156279
ACH-000015,0.11609166181399999
ACH-000017,0.029295327341299998
ACH-000018,0.16408919596899998
ACH-000019,0.012665496892200001
ACH-000021,0.021254275073099998
ACH-000022,0.0708014239991
ACH-000025,0.0522559120364
ACH-000028,0.17132450722800002
ACH-000030,-0.17170572101700002
ACH-000035,-0.174902133213
ACH-000036,-0.18249260185400001
ACH-000037,-0.20170529723900002
ACH-000039,0.158563944506
ACH-000040,-0.09425929926539998
ACH-000041,-0.014303489450999999
ACH-000042,-0.14564677732
ACH-000045,0.208646283336
ACH-000047,-0.183824511822
ACH-000052,0.13465878565199998
ACH-000053,0.0987549061607
ACH-000054,-0.128023390572
ACH-000055,-0.291327797948
ACH-000060,-0.08630607962200001
ACH-000067,0.100036229662
ACH-000070,-0.19691971937
ACH-000075,-0.127802085229
ACH-000078,0.222083978708
ACH-000082,-0.138985920145
ACH-000085,-0.309750743478
ACH-000086,-0.0733079945582
ACH-000087,0.06120605149759999
ACH-000092,-0.06957517595530001
ACH-000095,0.080957856159
ACH-000097,-0.0694804893756
ACH-000098,0.16791112995299998
ACH-000099,-0.048742466847900005
ACH-000108,0.0921695411527
ACH-000113,0.10960513480299999
ACH-000115,-0.463486986607
ACH-000116,-0.210045336586
ACH-000118,0.0183763169219
ACH-000120,0.0738932461367
ACH-000123,0.0807712898305
ACH-000127,0.162136988632
ACH-000128,0.17516334472800002
ACH-000132,0.17540950562899998
ACH-000133,-0.215878945649
ACH-000137,-0.067552233951
ACH-000138,0.0470072566863
ACH-000142,-0.10933230157299999
ACH-000143,-0.37092567645999996
ACH-000146,0.0127912868282
ACH-000148,-0.0315908728961
ACH-000150,-0.11468772933299999
ACH-000152,0.293994597798
ACH-000153,-0.244728269464
ACH-000159,0.128216717385
ACH-000160,0.08848577970680001
ACH-000163,-0.172380808704
ACH-000167,0.27011662301899997
ACH-000168,-0.030708407005500003
ACH-000169,-0.153701514476
ACH-000178,0.169715778546
ACH-000182,-0.204717767458
ACH-000183,-0.20165303442899998
ACH-000188,-0.0146771885567
ACH-000189,-0.345519270551
ACH-000190,-0.11804175470799999
ACH-000198,-0.026681886482199997
ACH-000204,-0.0075251523656
ACH-000206,-0.0896629613519
ACH-000207,-0.196305615371
ACH-000211,-0.112164388047
ACH-000215,0.0824931836046
ACH-000221,0.044571929631699994
ACH-000222,0.121123295691
ACH-000223,0.149788522096
ACH-000226,-0.034080574306400005
ACH-000227,0.11906738270400001
ACH-000228,-0.248341242893
ACH-000231,-0.011120863525600001
ACH-000232,0.108030074115
ACH-000233,0.16944514410300002
ACH-000234,-0.10861335831499999
ACH-000235,-0.0456302167245
ACH-000237,0.12670136658199999
ACH-000238,0.00213129562487
ACH-000243,0.0625625533198
ACH-000244,-0.5405950116489999
ACH-000246,-0.08498614011839999
ACH-000248,-0.0363690409239
ACH-000250,-0.0564962904951
ACH-000251,-0.0950736287273
ACH-000253,-0.264024634287
ACH-000255,-0.28806518117400004
ACH-000256,-0.171161142042
ACH-000257,-0.0693893932958
ACH-000258,-0.542883255665
ACH-000259,-0.0411487137821
ACH-000260,0.0270866636594
ACH-000261,-0.0330875930156
ACH-000262,-0.263327490308
ACH-000263,0.21403258405900003
ACH-000264,-0.145937916628
ACH-000265,0.0293082591359
ACH-000266,0.10662572694599999
ACH-000272,-0.00825380457096
ACH-000273,-0.04464239032240001
ACH-000274,-0.115246455525
ACH-000277,-0.428369258239
ACH-000278,-0.08343927122839999
ACH-000279,0.0538716002515
ACH-000280,0.116779377333
ACH-000281,-0.039675567475099996
ACH-000288,0.020981016760499998
ACH-000291,0.0444615136748
ACH-000293,-0.31945707281
ACH-000294,0.16727475027
ACH-000295,0.126020853673
ACH-000296,-0.104780439018
ACH-000302,-0.111798974661
ACH-000304,-0.17972776603100002
ACH-000307,-0.152979617161
ACH-000308,-0.0276831370063
ACH-000310,0.158809179464
ACH-000311,0.027139743566099998
ACH-000312,0.09687438096930001
ACH-000315,-0.18254901787
ACH-000316,-0.0077203615042099995
ACH-000317,-0.09036049232989998
ACH-000318,-0.0195661824552
ACH-000319,0.20884285826699997
ACH-000320,0.165779703686
ACH-000322,0.0891219099915
ACH-000323,-0.201775731685
ACH-000324,0.029536270386799998
ACH-000329,0.07046386087960001
ACH-000330,0.0577898155205
ACH-000331,-0.20500901107299999
ACH-000332,-0.010407660145700002
ACH-000334,-0.045842325739
ACH-000335,-0.145629450931
ACH-000336,0.073030479097
ACH-000337,0.0407449796015
ACH-000339,0.0291809494264
ACH-000341,-0.13265239228700001
ACH-000348,-0.0794703050145
ACH-000350,-0.249968762174
ACH-000352,0.00920185706456
ACH-000356,-0.40948009860600004
ACH-000361,0.0607956035458
ACH-000362,0.14342956709899998
ACH-000363,-0.08713586725849999
ACH-000364,0.22986537800999998
ACH-000365,0.010938646063600002
ACH-000366,-0.026266829832399998
ACH-000368,-0.187944272083
ACH-000374,0.09369757327950001
ACH-000375,-0.163346265927
ACH-000376,-0.194731426686
ACH-000381,0.0085470217086
ACH-000383,0.029314151242299996
ACH-000387,-0.0128882127114
ACH-000389,-0.0219861778583
ACH-000390,0.170560464569
ACH-000393,0.0488849951887
ACH-000395,-0.25052118978
ACH-000397,-0.238669172647
ACH-000401,-0.20580810102400002
ACH-000402,-0.235450753202
ACH-000403,0.0242209716788
ACH-000404,-0.20047836290399998
ACH-000406,0.017529050980200002
ACH-000407,-0.0895499066202
ACH-000408,0.029398724669999998
ACH-000410,-0.0395333546507
