,TRMT5 (57570)
ACH-000004,-0.8821997278679999
ACH-000007,-0.397772563851
ACH-000009,-0.707436057527
ACH-000011,-1.11321056224
ACH-000012,-0.709012846689
ACH-000013,-0.7531331744390001
ACH-000014,-0.814041572803
ACH-000015,-0.7502362399510001
ACH-000017,-0.44978866192199995
ACH-000018,-0.8400196331199999
ACH-000019,-0.45620224420500005
ACH-000021,-0.555318314457
ACH-000022,-0.684261531478
ACH-000025,-0.670821106634
ACH-000028,-0.623072755232
ACH-000030,-0.8664741769959999
ACH-000035,-0.759981897607
ACH-000036,-0.807398389847
ACH-000037,-0.731154608873
ACH-000039,-0.6421368626430001
ACH-000040,-0.694262184991
ACH-000041,-0.937531384501
ACH-000042,-0.654726319073
ACH-000045,-0.758146854489
ACH-000047,-0.831522312
ACH-000052,-0.815084961865
ACH-000053,-0.6087662777239999
ACH-000054,-0.764465924796
ACH-000055,-0.41362240306500003
ACH-000060,-0.676676924709
ACH-000067,-0.817074965873
ACH-000070,-0.817018527463
ACH-000075,-0.39867945525
ACH-000078,-0.608038795639
ACH-000082,-0.343867047157
ACH-000085,-1.10407101771
ACH-000086,-0.626656782799
ACH-000087,-0.280146789685
ACH-000092,-1.02284639295
ACH-000095,-0.481862509638
ACH-000097,-0.577346994507
ACH-000098,-0.743523014046
ACH-000099,-0.536731379001
ACH-000108,-0.640231902685
ACH-000113,-0.6554798428459999
ACH-000115,-0.361522301254
ACH-000116,-0.726881963984
ACH-000118,-0.621378000322
ACH-000120,-0.660659401391
ACH-000123,-0.801059783411
ACH-000127,-0.71328721656
ACH-000128,-0.62612092159
ACH-000132,-0.823404431513
ACH-000133,-0.880725746455
ACH-000137,-1.03434963152
ACH-000138,-0.629957372875
ACH-000142,-0.920617901389
ACH-000143,-0.847934949363
ACH-000146,-0.438774984153
ACH-000148,-0.675208892546
ACH-000150,-0.792429514215
ACH-000152,-0.65457840425
ACH-000153,-0.988521883735
ACH-000159,-0.922415852741
ACH-000160,-0.73501346013
ACH-000163,-0.536725151308
ACH-000167,-1.13792878479
ACH-000168,-0.8072041708159999
ACH-000169,-0.857688114818
ACH-000178,-0.6435738789450001
ACH-000182,-0.709594292805
ACH-000183,-0.643903169343
ACH-000188,-0.8209674278550001
ACH-000189,-0.643351184035
ACH-000190,-1.00865084042
ACH-000198,-0.631586368579
ACH-000204,-0.482067694702
ACH-000206,-0.563573043275
ACH-000207,-0.700527438454
ACH-000211,-0.60635506287
ACH-000215,-0.907906059164
ACH-000221,-0.670266292944
ACH-000222,-0.43806519893299994
ACH-000223,-0.5238816842390001
ACH-000226,-0.8979611351279999
ACH-000227,-0.783919802862
