,MAL (4118)
ACH-000004,-0.014592490259799999
ACH-000007,0.159474450042
ACH-000009,0.127367707787
ACH-000011,0.0165359862702
ACH-000012,0.19570074603
ACH-000013,0.0544874394484
ACH-000014,0.0651151644117
ACH-000015,-3.8016063643e-06
ACH-000017,0.026744432455700004
ACH-000018,0.0653411798123
ACH-000019,-0.017044632614
ACH-000021,0.0301204148282
ACH-000022,0.014835118052700002
ACH-000025,-0.0072528689509399995
ACH-000028,-0.0638538688086
ACH-000030,0.09191293925899999
ACH-000035,0.0425559543936
ACH-000036,0.08794621836439999
ACH-000037,-0.046925338485
ACH-000039,-0.0325141669457
ACH-000040,0.150851962359
ACH-000041,-0.238431714078
ACH-000042,0.064314446377
ACH-000045,0.210295262539
ACH-000047,0.00026432342845
ACH-000052,0.061487281007199995
ACH-000053,0.0819059388763
ACH-000054,0.188105912586
ACH-000055,0.300316053531
ACH-000060,-0.101112285425
ACH-000067,-0.110445063348
ACH-000070,-0.00223300932999
ACH-000075,0.223709394713
ACH-000078,0.113790977214
ACH-000082,-0.00842019888479
ACH-000085,-0.115012441324
ACH-000086,-0.00799956075443
ACH-000087,-0.0206585431721
ACH-000092,-0.0520771516094
ACH-000095,-0.0098526330477
ACH-000097,-0.00904667602823
ACH-000098,-0.15765896157099998
ACH-000099,0.129897700409
ACH-000108,0.184801388557
ACH-000113,0.17800803897700002
ACH-000115,0.053685352778199996
ACH-000116,0.0156691003813
ACH-000118,0.0783774843185
ACH-000120,0.0158758939156
ACH-000123,-0.0186564716691
ACH-000127,0.118381862189
ACH-000128,-0.102429631504
ACH-000132,0.165980960396
ACH-000133,-0.0516928043286
ACH-000137,-0.18088148031399998
ACH-000138,0.022870474078199997
ACH-000142,0.0849619682364
ACH-000143,0.239322367993
ACH-000146,0.07936431493710001
ACH-000148,-0.032278450872
ACH-000150,-0.060357579742999996
ACH-000152,-0.09029732887900001
ACH-000153,-0.0505425611357
ACH-000159,0.0373563517999
ACH-000160,0.170603244188
ACH-000163,-0.07254783117260001
ACH-000167,-0.07498233288160001
ACH-000168,0.164940714123
ACH-000169,0.0329476739139
ACH-000178,0.068284378264
ACH-000182,-0.131167674007
ACH-000183,0.0504551810338
ACH-000188,0.0731732553353
ACH-000189,-0.168646151043
ACH-000190,0.0748584028777
ACH-000198,0.110498981471
ACH-000204,-0.25343471835000003
