,TCEB1 (6921)
ACH-000004,-0.446194916097
ACH-000007,-0.513501474659
ACH-000009,-0.27935424538000003
ACH-000011,-0.42271683587
ACH-000012,-0.48064768565300003
ACH-000013,-0.46723728173999995
ACH-000014,-0.508343534625
ACH-000015,-0.314074841343
ACH-000017,-0.38310009233099995
ACH-000018,-0.63225772423
ACH-000019,-0.478080443383
ACH-000021,-0.304136449342
ACH-000022,-0.46939903765
ACH-000025,-0.459952763507
ACH-000028,-0.434786414102
ACH-000030,-0.791644011311
ACH-000035,-0.604653272866
ACH-000036,-0.637899862369
ACH-000037,-0.537619653231
ACH-000039,-0.521137231856
ACH-000040,-0.716497226814
ACH-000041,-0.5941511334139999
ACH-000042,-0.465260716583
ACH-000045,-0.560947604207
ACH-000047,-0.5605989413970001
ACH-000052,-0.614043314751
ACH-000053,-0.640815267325
ACH-000054,-0.47373700928999996
ACH-000055,-0.594851067782
ACH-000060,-0.758280325925
ACH-000067,-0.559503985049
ACH-000070,-0.625970258865
ACH-000075,-0.656912511474
ACH-000078,-0.383440954578
ACH-000082,-0.865414753989
ACH-000085,-0.798645479181
ACH-000086,-0.511828952321
ACH-000087,-0.566448981333
ACH-000092,-0.580309064314
ACH-000095,-0.7181115202249999
ACH-000097,-0.556029871673
ACH-000098,-0.362036553933
ACH-000099,-0.5759852795329999
ACH-000108,-0.42994804136799997
ACH-000113,-0.497371784535
ACH-000115,-0.347050238941
ACH-000116,-0.658288999934
ACH-000118,-0.560118547785
ACH-000120,-0.588392837179
ACH-000123,-0.41256943905500004
ACH-000127,-0.48773636218099997
ACH-000128,-0.564414385515
ACH-000132,-0.509446025962
ACH-000133,-0.6915610940119999
ACH-000137,-0.506290072999
ACH-000138,-0.546127844353
ACH-000142,-0.993387257271
ACH-000143,-0.523366934574
ACH-000146,-0.161738701504
ACH-000148,-0.12337664298499999
ACH-000150,-0.691084836613
ACH-000152,-0.582175037178
ACH-000153,-0.40119347564499996
ACH-000159,-0.511016165633
ACH-000160,-0.214054923907
ACH-000163,-0.558262089968
ACH-000167,0.00346474087239
ACH-000168,-0.453469696404
ACH-000169,-0.7463898006569999
ACH-000178,-0.452820505359
ACH-000182,-0.623861045931
ACH-000183,-0.513390206344
ACH-000188,-0.603997782781
ACH-000189,-0.8318361924050001
ACH-000190,-0.535140403533
ACH-000198,-0.656267143658
ACH-000204,-0.102628244037
ACH-000206,-0.7075298275740001
ACH-000207,-0.876170589902
ACH-000211,-0.569336825291
ACH-000215,-0.585213988379
ACH-000221,-0.33749694296800004
ACH-000222,-0.5357164942189999
ACH-000223,-0.588608511963
ACH-000226,-0.568349929141
ACH-000227,-0.47995595453
ACH-000228,-0.675164418175
ACH-000231,-0.728845716065
ACH-000232,-0.69681836999
ACH-000233,-0.592547023405
ACH-000234,-0.7204735388310001
ACH-000235,-0.620793327411
ACH-000237,-0.559804400941
ACH-000238,-0.721266642047
ACH-000243,-0.518224625206
ACH-000244,-0.235048764242
ACH-000246,-0.5363964698520001
ACH-000248,-0.37623226446
ACH-000250,-0.62156983319
ACH-000251,-0.481583696465
ACH-000253,-0.583141872843
ACH-000255,-0.561723062859
ACH-000256,-1.07990593809
ACH-000257,-0.83432366661
ACH-000258,-0.7225741830399999
ACH-000259,-0.48281498068000006
ACH-000260,-0.573322013554
ACH-000261,-0.626997756808
ACH-000262,-0.35404965186
ACH-000263,-0.759038424013
ACH-000264,-0.738523694423
