,LUZP1 (7798)
ACH-000004,-0.187739221252
ACH-000007,0.120248722774
ACH-000009,-0.21763158066100002
ACH-000011,-0.212984829676
ACH-000012,-0.38122483176
ACH-000013,-0.490998304762
ACH-000014,-0.387477375369
ACH-000015,-0.246280949832
ACH-000017,-0.35782436072800006
ACH-000018,-0.356112855246
ACH-000019,-0.21165875168099998
ACH-000021,-0.32152549266999997
ACH-000022,-0.177629608024
ACH-000025,-0.283607271958
ACH-000028,-0.12084953317700001
ACH-000030,-0.161533897774
ACH-000035,-0.437283249832
ACH-000036,-0.186623873078
ACH-000037,-0.35312082243299997
ACH-000039,-0.189222771442
ACH-000040,-0.420085264632
ACH-000041,-0.22568986623000004
ACH-000042,-0.242649440214
ACH-000045,-0.441209435557
ACH-000047,0.008672406915899999
ACH-000052,-0.27434899836
ACH-000053,-0.34744072306699997
ACH-000054,-0.188392757276
ACH-000055,-0.12179560736
ACH-000060,-0.0585915474027
ACH-000067,-0.44878548972099996
ACH-000070,-0.0597661507685
ACH-000075,-0.221345374188
ACH-000078,-0.310622699633
ACH-000082,-0.13638235169500001
ACH-000085,-0.279572389743
ACH-000086,-0.344990670523
ACH-000087,0.0543985931618
ACH-000092,-0.265869897756
ACH-000095,-0.30569798223
ACH-000097,-0.104550750708
ACH-000098,-0.430139480707
ACH-000099,-0.272326882162
ACH-000108,-0.219624188871
ACH-000113,-0.503627371793
ACH-000115,-0.0639793649185
ACH-000116,-0.054026828062300004
ACH-000118,-0.23840146964
ACH-000120,-0.128489725479
ACH-000123,-0.20238305383299998
ACH-000127,-0.22311408016999998
ACH-000128,-0.5043094370719999
ACH-000132,-0.0884104958021
ACH-000133,-0.339908569449
ACH-000137,-0.462266120564
ACH-000138,-0.168272600464
ACH-000142,-0.29833739949
ACH-000143,-0.0328289760475
ACH-000146,-0.36029317871
ACH-000148,-0.360670793863
ACH-000150,-0.421615729619
ACH-000152,-0.413353310049
ACH-000153,-0.0480762768308
ACH-000159,-0.13587460183
ACH-000160,-0.27423690751999996
ACH-000163,-0.143452486745
ACH-000167,-0.411361512473
ACH-000168,-0.32779972389600004
ACH-000169,-0.220676633499
ACH-000178,-0.0899369403365
ACH-000182,0.0110791545511
ACH-000183,-0.461478732998
ACH-000188,-0.197483706123
ACH-000189,0.170254418789
ACH-000190,-0.116060947644
ACH-000198,-0.578003917939
ACH-000204,-0.49505369493699997
ACH-000206,-0.141395152108
ACH-000207,-0.004715130990229999
ACH-000211,-0.0300337594938
ACH-000215,-0.375808555324
ACH-000221,-0.251976838627
ACH-000222,-0.29661049540199996
ACH-000223,-0.31897398505999996
ACH-000226,-0.15270234860999998
ACH-000227,-0.22124301146699998
ACH-000228,-0.33985714757799995
ACH-000231,-0.228363176145
ACH-000232,-0.23599698472199998
ACH-000233,-0.27554469052499997
ACH-000234,-0.286917034177
ACH-000235,-0.18074140734900002
ACH-000237,-0.423539636891
ACH-000238,-0.191327829201
ACH-000243,0.0369024826914
ACH-000244,-0.17151931139899998
ACH-000246,-0.18730447046
ACH-000248,-0.15558328747400002
ACH-000250,-0.201051611764
ACH-000251,-0.20193384532900002
ACH-000253,-0.295923636014
ACH-000255,-0.15119059605000001
ACH-000256,-0.32357742421
ACH-000257,-0.28649289375799997
ACH-000258,-0.43514059473800004
ACH-000259,-0.190192236111
ACH-000260,-0.194496293725
ACH-000261,-0.27715312805799996
ACH-000262,-0.5627930338970001
ACH-000263,-0.335339093641
ACH-000264,-0.302154932364
ACH-000265,-0.451177066752
ACH-000266,-0.0638063178762
ACH-000272,-0.29321191765099996
ACH-000273,-0.374660828317
ACH-000274,-0.278653182575
ACH-000277,-0.55305649751
ACH-000278,-0.10039994146400001
ACH-000279,-0.38763275601499997
ACH-000280,0.0082540302675
ACH-000281,-0.257856400236
ACH-000288,-0.245796965053
ACH-000291,-0.215879533342
ACH-000293,-0.260661223048
ACH-000294,-0.156664957183
ACH-000295,-0.40417346622199996
ACH-000296,-0.11970469653799999
ACH-000302,-0.287835332645
ACH-000304,-0.516875293374
ACH-000307,-0.289376218577
ACH-000308,-0.194936700394
ACH-000310,0.025411208514200003
ACH-000311,-0.24825433614999998
ACH-000312,-0.446153966737
ACH-000315,-0.39025565075999996
ACH-000316,-0.363296755149
ACH-000317,-0.121485620776
ACH-000318,-0.16106171708699998
ACH-000319,-0.30406372835
ACH-000320,-0.639660551235
ACH-000322,-0.15273023474300002
ACH-000323,-0.209547247931
ACH-000324,-0.363426180791
ACH-000329,-0.211802495766
ACH-000330,-0.00396594124399
ACH-000331,-0.188262807876
ACH-000332,-0.17323502266899998
ACH-000334,-0.09978770331430001
ACH-000335,-0.15124910887499998
ACH-000336,-0.209297072211
ACH-000337,-0.323365791239
ACH-000339,-0.028782785844900002
ACH-000341,-0.369730075542
ACH-000348,-0.267956001763
ACH-000350,-0.37729509936800004
ACH-000352,-0.368990803986
ACH-000356,-0.477752233587
ACH-000361,-0.31084746510600003
ACH-000362,-0.38540425049500004
ACH-000363,-0.35103503704800004
ACH-000364,-0.48981829263800003
ACH-000365,-0.254559544188
ACH-000366,-0.329231886085
ACH-000368,-0.447743125395
ACH-000374,-0.176259938904
ACH-000375,-0.174389403918
ACH-000376,-0.554877630925
ACH-000381,0.0556858634359
ACH-000383,-0.251403613925
ACH-000387,-0.15944219185900002
ACH-000389,-0.170124769318
ACH-000390,-0.338532063041
ACH-000393,-0.49988069163800003
ACH-000395,-0.330960804211
ACH-000397,0.0163310603147
ACH-000401,-0.242294404548
ACH-000402,-0.160600721984
ACH-000403,-0.203202475469
ACH-000404,-0.17516807460099998
ACH-000406,-0.328662574662
ACH-000407,-0.19888586581300002
ACH-000408,-0.047723696431
ACH-000410,-0.104417907985
ACH-000411,-0.223692376725
ACH-000414,-0.207579827311
ACH-000415,-0.271877412449
ACH-000416,-0.231544415205
ACH-000420,-0.36400765319899997
ACH-000421,-0.264370790924
ACH-000424,-0.402097258816
ACH-000425,-0.22461822269200002
ACH-000426,-0.249359045464
ACH-000427,-0.23808234458099997
ACH-000433,-0.19856647555999998
ACH-000436,-0.296535142723
ACH-000444,-0.212807429085
ACH-000445,-0.10783571144099999
ACH-000448,-0.302438199024
ACH-000450,-0.0820104181618
ACH-000452,-0.224547298035
ACH-000454,-0.221904363144
ACH-000458,-0.209055774597
ACH-000459,-0.229183725096
