,SIRPD (128646)
ACH-000004,0.052488597623199997
ACH-000007,0.234913058799
ACH-000009,0.203299166721
ACH-000011,0.12492216155
ACH-000012,-0.0555924561206
ACH-000013,0.14373660884199999
ACH-000014,0.320271899492
ACH-000015,0.248880326337
ACH-000017,0.140193323517
ACH-000018,0.33596348047200003
ACH-000019,0.495098405496
ACH-000021,0.332867777915
ACH-000022,0.38479083725100005
ACH-000025,0.305415475811
ACH-000028,0.128854784681
ACH-000030,0.161804673178
ACH-000035,0.34482725112499996
ACH-000036,0.17590569556400001
ACH-000037,0.40980823272600003
ACH-000039,0.34752073949900003
ACH-000040,0.16899055050099998
ACH-000041,0.401316894807
ACH-000042,0.286298213135
ACH-000045,0.16657592880799998
ACH-000047,0.0332994304434
ACH-000052,0.161442168504
ACH-000053,0.0421137018026
ACH-000054,0.170449384861
ACH-000055,0.20960741961800003
ACH-000060,0.289160272218
ACH-000067,0.204099756523
ACH-000070,0.184656570718
ACH-000075,0.332651652247
ACH-000078,0.294944897409
ACH-000082,0.276180181872
ACH-000085,0.22379402783799998
ACH-000086,0.270229417782
ACH-000087,0.32888473051999995
ACH-000092,0.405057944032
ACH-000095,0.196871207732
ACH-000097,0.213832208543
ACH-000098,0.304202081462
ACH-000099,0.18317501317
ACH-000108,0.31262783023400004
ACH-000113,0.102276669076
ACH-000115,0.291070257853
ACH-000116,0.35995240578800003
ACH-000118,0.255483033939
ACH-000120,0.313893329419
ACH-000123,0.192627797575
ACH-000127,0.33701732121399997
ACH-000128,0.41168331281
ACH-000132,0.09841821829880001
ACH-000133,0.21895791874899997
ACH-000137,0.126545672169
ACH-000138,0.261830378168
ACH-000142,0.174034933897
ACH-000143,0.32432886969700003
ACH-000146,0.168270012132
ACH-000148,0.303340660346
ACH-000150,0.306004200579
ACH-000152,0.262201749855
ACH-000153,0.12850226438200002
ACH-000159,0.220925143647
ACH-000160,0.265309492045
ACH-000163,0.17887648330699998
ACH-000167,-0.146736351227
ACH-000168,0.379276592842
ACH-000169,0.187249263805
ACH-000178,0.210837691015
ACH-000182,0.188073737114
ACH-000183,0.0923058138088
ACH-000188,0.239140540874
ACH-000189,-0.14450556140999998
ACH-000190,0.157693828249
ACH-000198,0.257286231192
ACH-000204,0.164373000823
ACH-000206,0.251766998312
ACH-000207,0.125612062837
ACH-000211,0.14976021238099999
ACH-000215,0.212782293423
ACH-000221,0.29046390314599996
ACH-000222,0.366240160672
ACH-000223,0.23825904902199999
ACH-000226,0.147486130446
ACH-000227,0.108082493013
ACH-000228,0.32591869357500003
ACH-000231,0.170141651138
ACH-000232,0.320469777992
ACH-000233,0.205639059185
ACH-000234,0.34809560872199996
ACH-000235,0.278526841876
ACH-000237,0.18702113396499997
ACH-000238,0.203560780273
ACH-000243,0.26315667934799997
ACH-000244,0.32698448686000003
ACH-000246,0.07734229398589999
ACH-000248,0.203573625805
ACH-000250,0.21821890999899998
ACH-000251,0.020129697410099998
ACH-000253,0.128791095108
ACH-000255,0.22256556490499999
ACH-000256,0.381427133644
ACH-000257,0.213928993487
ACH-000258,0.283539579965
ACH-000259,0.268538813154
ACH-000260,0.157808097292
ACH-000261,0.216495838948
ACH-000262,0.146185455681
ACH-000263,0.14683620736199998
ACH-000264,0.15279525109099998
ACH-000265,0.41571211079000003
ACH-000266,0.274004872534
ACH-000272,0.280292175244
ACH-000273,0.19892573698199997
ACH-000274,0.22422561333500002
ACH-000277,0.155256388372
ACH-000278,0.272228041733
ACH-000279,0.211439553498
ACH-000280,0.284254959303
ACH-000281,0.161595736248
ACH-000288,0.287312473372
ACH-000291,0.195164257293
ACH-000293,0.159438151384
ACH-000294,0.07780692238510001
ACH-000295,0.357992973798
ACH-000296,0.362551890561
ACH-000302,0.20341651346700002
ACH-000304,0.164455785237
ACH-000307,0.291654005955
ACH-000308,0.282965863922
ACH-000310,0.035471495470300006
ACH-000311,0.44555270962399995
ACH-000312,0.37554807041199995
ACH-000315,0.405567983451
ACH-000316,0.03366838615
ACH-000317,0.011929895117899998
ACH-000318,0.34029943514600003
ACH-000319,0.21104444661600003
ACH-000320,0.458643472122
ACH-000322,0.142741715641
ACH-000323,0.125148402576
ACH-000324,0.23076233410500002
ACH-000329,0.051707456662999994
ACH-000330,0.47405834203999997
ACH-000331,0.244948372548
ACH-000332,0.206983708575
ACH-000334,0.3784106352
ACH-000335,0.551601942515
ACH-000336,0.226580582649
ACH-000337,0.432094348009
ACH-000339,0.24073226095
ACH-000341,0.270073043502
ACH-000348,0.28844660252500004
ACH-000350,-0.022501050432700002
ACH-000352,0.255383592
ACH-000356,0.241227514252
ACH-000361,0.134659114788
ACH-000362,0.31175835985
ACH-000363,0.09957048538039999
ACH-000364,0.30831659028499997
ACH-000365,0.20657330895599998
ACH-000366,0.23210799105399998
ACH-000368,0.11952267693299999
ACH-000374,0.414875992582
ACH-000375,0.30773765891
ACH-000376,0.204709180904
