,FEN1 (2237)
ACH-000403,-0.942934926029
ACH-000404,-0.9113899434999999
ACH-000406,-1.1210133935100002
ACH-000407,-1.2538868227600002
ACH-000408,-1.28708837163
ACH-000410,-1.54522171621
ACH-000411,-1.2870305575799998
ACH-000414,-0.993272498527
ACH-000415,-1.5045630676
ACH-000416,-0.638065595401
ACH-000420,-0.606277959354
ACH-000421,-0.9031673909379999
ACH-000424,-1.39604234234
ACH-000425,-1.2479044684
ACH-000426,-0.504466534747
ACH-000427,-0.850507025747
ACH-000433,-1.14990302341
ACH-000436,-0.77271012835
ACH-000444,-1.0794844211399999
ACH-000445,-0.44056973895
ACH-000448,-0.892936792412
ACH-000450,-1.3054728222
ACH-000452,-1.2175472031299999
ACH-000454,-0.621950818078
ACH-000458,-1.29904352792
ACH-000459,-1.6255359117200001
ACH-000460,-0.598832433972
ACH-000461,-1.15995655141
ACH-000463,-0.957330813575
ACH-000464,-1.0940515405600002
ACH-000466,-1.16354622048
ACH-000467,-1.3028173186799998
ACH-000468,-1.23231414681
ACH-000469,-1.4986994411
ACH-000470,-1.6173274962000002
ACH-000471,-0.5035397581509999
ACH-000472,-0.34969512363099997
ACH-000473,-0.6625957142719999
ACH-000475,-0.432493674481
ACH-000476,-0.33434998040999997
ACH-000477,-1.14559367559
ACH-000480,-1.26533279528
ACH-000481,-1.29404617089
ACH-000483,-1.13182719854
ACH-000484,-1.1519083821
ACH-000485,-1.01001912406
ACH-000486,-1.34871878692
ACH-000487,-0.8107678868000001
ACH-000488,-1.12475698515
ACH-000490,-1.0419403247299999
ACH-000491,-0.994123780365
ACH-000495,-1.02690100014
ACH-000496,-1.6525800903299999
ACH-000499,-1.55860584595
ACH-000500,-1.0242416394299998
ACH-000502,-1.44793287717
ACH-000503,-1.45255529084
ACH-000505,-0.8653708951029999
ACH-000507,-1.23196540903
ACH-000510,-1.22403224816
ACH-000511,-1.3153850279500001
ACH-000512,-1.4081572874000001
ACH-000516,-1.67432340498
ACH-000517,-1.39720463935
ACH-000518,-1.1560228821
ACH-000520,-1.31283380726
ACH-000521,-1.0112844193000001
ACH-000522,-1.52680077308
ACH-000524,-0.7645638336139999
ACH-000527,-1.42034760613
ACH-000528,-0.6115535623780001
ACH-000537,-0.526987184211
ACH-000541,-0.744586016624
ACH-000542,-1.47426610105
ACH-000544,-1.42879357079
ACH-000545,-1.4928765371500001
ACH-000547,-0.996654472738
ACH-000548,-1.21733771419
ACH-000549,-1.25718696078
ACH-000550,-0.8139660953100001
ACH-000552,-1.0153460331
ACH-000556,-0.6910615956399999
ACH-000557,-0.539009057237
ACH-000570,-1.3705560727200001
ACH-000571,-0.665698941896
ACH-000573,-1.28682710791
ACH-000576,-0.8574087862459999
ACH-000580,-0.723176978254
ACH-000584,-1.64365101238
ACH-000585,-0.44261738160499997
ACH-000588,-1.30181707559
ACH-000589,-1.00660618328
ACH-000591,-1.40503895558
ACH-000593,-0.8069458836300001
ACH-000600,-1.68704870445
ACH-000601,-0.738202709454
ACH-000604,-1.10877974899
ACH-000605,-0.7348968108689999
ACH-000606,-1.32220897896
ACH-000608,-0.787275174796
ACH-000614,-1.07793257184
ACH-000616,-0.895040164912
ACH-000618,-1.11065786744
ACH-000619,-1.00250625207
ACH-000620,-0.672976073289
ACH-000621,-2.02795777953
ACH-000622,-0.764577668883
ACH-000623,-1.73038573693
ACH-000624,-1.10685300579
ACH-000627,-1.6128154214500001
ACH-000630,-1.0382523668
ACH-000632,-1.6809627471899997
ACH-000633,-0.8309464629719999
ACH-000637,-1.2605682998799999
ACH-000638,-1.32157633169
ACH-000646,-0.7433137179960001
ACH-000647,-0.854797045545
ACH-000648,-1.0205787565
ACH-000649,-1.5442104370700003
ACH-000651,-0.981359594832
ACH-000652,-1.4101705322100002
ACH-000653,-1.2578918953
ACH-000657,-1.0093882053
ACH-000658,-1.2097361071
ACH-000661,-1.24087434058
ACH-000662,-1.3800043312099999
ACH-000663,-0.966928163417
ACH-000665,-1.28177476175
ACH-000671,-0.78351961518
ACH-000673,-1.46375886034
ACH-000676,-1.43187000398
ACH-000677,-0.6954340731199999
ACH-000681,-1.32336881672
ACH-000682,-1.4069417287200001
ACH-000683,-0.8009010690649999
ACH-000684,-1.6026022874099999
ACH-000688,-1.05374864047
ACH-000693,-0.981893943688
ACH-000694,-1.51722021093
ACH-000695,-0.827137276392
ACH-000696,-0.921825998818
ACH-000697,-1.1836227340799998
ACH-000699,-1.70527636077
ACH-000701,-1.0977537888700002
ACH-000706,-0.717463873139
ACH-000711,-1.32685276305
ACH-000713,-1.15022247899
ACH-000714,-1.0095480159399999
ACH-000718,-1.3777838740700001
ACH-000720,-1.2473831494499998
ACH-000721,-1.0684778777700001
ACH-000724,-0.733477386606
ACH-000725,-1.1663333377
ACH-000732,-1.3546140607700001
ACH-000734,-0.935772966831
ACH-000735,-0.8933502151
ACH-000736,-1.2878349662000002
ACH-000738,-1.2980100614799999
ACH-000746,-0.7125147953129999
ACH-000747,-0.5771483656840001
ACH-000748,-1.5512465962600002
ACH-000753,-1.2280347565799998
ACH-000756,-1.4057822673
ACH-000757,-1.0139012416700002
ACH-000758,-0.73686523003
ACH-000760,-0.46401498633500005
ACH-000763,-0.747228920469
ACH-000764,-1.31986772534
ACH-000765,-1.0515128144900001
ACH-000766,-0.7690408493880001
ACH-000767,-1.58145046309
ACH-000768,-1.25995810309
ACH-000769,-1.16125148799
ACH-000770,-1.27183211619
ACH-000771,-0.515224542587
ACH-000773,-1.4484605536300001
ACH-000776,-1.21864707968
ACH-000777,-1.07376547138
ACH-000778,-0.87431048396
ACH-000781,-1.2240371969600001
ACH-000782,-1.12214837061
ACH-000783,-1.13290336676
ACH-000784,-1.12240044244
ACH-000785,-0.803109937767
ACH-000787,-1.15698214941
ACH-000788,-1.1662297444399998
ACH-000791,-0.761325838623
ACH-000792,-0.808532945107
ACH-000794,-1.04815861458
ACH-000796,-1.5186920106
ACH-000799,-0.9437830549099999
ACH-000800,-0.826323985011
ACH-000802,-1.1241985893700002
ACH-000804,-1.12886214644
ACH-000805,-1.01376154004
ACH-000809,-1.4664930915
ACH-000810,-1.47328202042
ACH-000811,-1.6702254822
ACH-000817,-0.8112369592280001
ACH-000819,-1.2744808538099999
ACH-000820,-1.3155726283700002
ACH-000821,-0.6805837229739999
ACH-000822,-1.03963830707
ACH-000823,-1.50674536736
ACH-000824,-0.721005307621
ACH-000827,-1.3158381158399999
ACH-000829,-0.9066313501100001
ACH-000831,-1.1320078344600002
ACH-000832,-1.13100630066
ACH-000833,-1.25934871775
ACH-000834,-1.2368361905299998
ACH-000835,-1.3213260787899999
ACH-000836,-1.47041835412
ACH-000837,-1.14373678978
ACH-000838,-1.16492776808
ACH-000839,-1.07857191314
ACH-000840,-1.0583322895899998
ACH-000841,-1.45490913754
ACH-000843,-0.8372919459899999
ACH-000846,-0.8287952528460001
ACH-000847,-1.05036806795
ACH-000848,-0.714679681998
ACH-000849,-1.47377103657
ACH-000851,-1.40302012786
ACH-000855,-0.9533656200339999
ACH-000856,-1.33392001379
ACH-000858,-0.747127101351
ACH-000859,-1.64831008279
ACH-000861,-1.39924740152
ACH-000862,-1.02674033484
ACH-000865,-0.598950744705
ACH-000866,-1.31603914037
ACH-000867,-0.419407916305
ACH-000869,-0.705524996183
ACH-000872,-1.52681162774
ACH-000873,-1.26560411404
ACH-000876,-0.914789112086
ACH-000878,-1.25295654782
ACH-000880,-1.03007509859
ACH-000881,-1.13038300169
ACH-000882,-0.728259668732
ACH-000884,-1.0244172977700001
ACH-000885,-0.8573790043680001
ACH-000887,-0.767042633742
ACH-000888,-1.3437637442800001
ACH-000889,-1.05992940196
ACH-000890,-1.56770066609
ACH-000896,-1.6750912735699999
ACH-000898,-0.9860534202719999
ACH-000900,-1.2102764472499998
ACH-000901,-1.32742645561
ACH-000905,-1.37736316464
ACH-000906,-1.2826678791700001
ACH-000907,-0.88463963279
ACH-000910,-0.909171134904
ACH-000911,-1.04028579076
ACH-000912,-1.27912106405
ACH-000913,-1.54709796782
ACH-000915,-0.5058862052
ACH-000916,-1.31673372835
ACH-000917,-0.777151673512
ACH-000921,-1.2719146428700001
ACH-000924,-0.9103413385789999
ACH-000926,-1.21590625316
ACH-000928,-0.8737314750190001
ACH-000929,-0.9042157575220001
ACH-000932,-0.639849835573
ACH-000935,-1.3709275309600002
ACH-000936,-1.05697234804
ACH-000937,-1.53908088229
ACH-000938,-1.13964184666
ACH-000939,-1.2818606752700001
ACH-000941,-0.809658856593
ACH-000943,-0.992267334442
ACH-000946,-1.3271773820000001
ACH-000947,-1.2620241289799998
ACH-000948,-1.2682951688700002
ACH-000950,-1.27138270652
ACH-000953,-1.97100394208
ACH-000957,-1.25174331566
ACH-000958,-1.0687086949200002
ACH-000960,-1.30339914989
ACH-000963,-1.07638857684
ACH-000968,-0.8938151071179999
ACH-000969,-1.13010480572
ACH-000973,-1.43522259032
ACH-000974,-0.8171079478059999
ACH-000975,-1.07308186495
ACH-000976,-1.13693021104
ACH-000978,-1.4114713383200002
ACH-000980,-1.53819085204
ACH-000984,-0.994722134585
ACH-000986,-1.40638288876
ACH-000988,-0.834722290486
ACH-000993,-1.10637654287
ACH-000994,-0.754461725472
ACH-000996,-1.24632716099
ACH-001001,-0.775973770372
ACH-001020,-1.39711317629
ACH-001028,-1.06281576244
ACH-001031,-1.1937249362200002
ACH-001038,-1.6704003887399999
ACH-001048,-1.54715307088
ACH-001050,-0.669118118191
ACH-001053,-1.0731259765899999
ACH-001054,-1.3635099836200002
ACH-001061,-0.49867033862300003
ACH-001067,-1.29112550055
ACH-001075,-1.32556647618
ACH-001096,-1.08756271956
ACH-001128,-1.37169699525
ACH-001134,-0.999559120766
ACH-001151,-0.74992140255
ACH-001163,-1.6478621850400001
ACH-001164,-1.2550314874500001
ACH-001173,-1.21073700768
ACH-001183,-1.0023380634799999
ACH-001184,-1.20003370714
ACH-001190,-0.902730345012
ACH-001192,-1.49297499868
ACH-001193,-1.4822608935600001
ACH-001196,-1.2633646062100001
ACH-001197,-1.34111441908
ACH-001205,-1.0212136371
ACH-001211,-0.928778169135
ACH-001212,-0.963171929447
ACH-001228,-0.8064564124770001
ACH-001232,-0.943623575845
ACH-001239,-0.860986380397
ACH-001274,-1.46409041871
ACH-001275,-1.13312180144
ACH-001277,-0.972894209382
ACH-001278,-0.905527953434
ACH-001280,-1.1176693716500001
ACH-001283,-1.34124105379
ACH-001289,-1.14058847308
ACH-001295,-1.2746415656299999
ACH-001300,-1.13493193782
ACH-001301,-1.04832213926
ACH-001302,-0.795615719735
ACH-001303,-0.951163738002
ACH-001306,-1.3115786121600002
ACH-001318,-0.9593953134819999
ACH-001322,-1.09188082177
ACH-001328,-1.2701792058399999
ACH-001332,-1.13416930876
ACH-001333,-1.09844341641
ACH-001336,-1.41851663506
ACH-001340,-0.654110685114
ACH-001346,-1.42061649381
ACH-001353,-1.32890816299
ACH-001354,-1.17224861109
ACH-001367,-1.02059452488
ACH-001368,-0.8381211038259999
ACH-001374,-1.39424416012
ACH-001375,-0.607964295488
ACH-001377,-0.966633589902
ACH-001380,-0.5091863560109999
ACH-001391,-1.16964081121
ACH-001407,-1.63013463528
ACH-001408,-1.5169533763
ACH-001413,-1.3192700383
ACH-001430,-1.31074108439
ACH-001431,-1.31395143076
ACH-001450,-1.39627454149
ACH-001496,-1.08981987425
ACH-001500,-1.26549808415
ACH-001521,-0.901702710332
ACH-001523,-0.851435395393
ACH-001532,-0.9587585104109999
ACH-001536,-1.01956595806
ACH-001550,-1.80517811037
ACH-001552,-0.855605945265
ACH-001554,-0.7182450504189999
ACH-001645,-0.899765949852
ACH-001654,-0.694855243952
ACH-001715,-1.3463690685299998
ACH-001735,-1.2888143187899999
ACH-001736,-1.38960311122
ACH-001737,-1.30833586986
ACH-001740,-1.0862366658700002
ACH-001745,-1.0250037331
ACH-001750,-1.3199272360799998
ACH-001765,-1.10732613064
ACH-001956,-1.25641677449
ACH-001957,-1.4224067228100001
