,MREG (55686)
ACH-000004,-0.0628986687779
ACH-000007,-0.238271675054
ACH-000009,-0.18776342119800002
ACH-000011,0.0691257618024
ACH-000012,0.0301336857161
ACH-000013,-0.18884112890299998
ACH-000014,0.0281309455634
ACH-000015,-0.0133077157745
ACH-000017,-0.021834412104599996
ACH-000018,-0.048188812918
ACH-000019,0.296036015192
ACH-000021,0.12762776539100001
ACH-000022,-0.0256158423584
ACH-000025,0.026396292113900002
ACH-000028,0.12500698927200002
ACH-000030,-0.12857071122000002
ACH-000035,0.013734809675200002
ACH-000036,-0.24146662316599998
ACH-000037,-0.14991321570900001
ACH-000039,0.17803596304299998
ACH-000040,0.09884874568539999
ACH-000041,-0.143846950497
ACH-000042,0.07252571175739998
ACH-000045,0.14167009282
ACH-000047,-0.10703566447999999
ACH-000052,-0.292465731598
ACH-000053,0.137220762291
ACH-000054,-0.0258306707688
ACH-000055,0.142355377003
ACH-000060,0.1848990043
ACH-000067,-0.0946905376928
ACH-000070,-0.105016047788
ACH-000075,-0.20899635962699997
ACH-000078,-0.117831093584
ACH-000082,-0.139392979356
ACH-000085,-0.11109715844799999
ACH-000086,0.0333696403479
ACH-000087,0.0422722361651
ACH-000092,-0.034446574084
ACH-000095,0.119265961757
ACH-000097,-0.0013285008568
ACH-000098,-0.0238124101376
ACH-000099,0.167995793948
ACH-000108,0.0278055486963
ACH-000113,0.014888740863
ACH-000115,0.0438927988616
ACH-000116,0.0334545389194
ACH-000118,0.0470253736047
ACH-000120,-0.104855723188
ACH-000123,0.116097651978
ACH-000127,0.0273013687846
ACH-000128,0.0137484704751
ACH-000132,0.180290224885
ACH-000133,-0.277373963768
ACH-000137,0.119211668583
ACH-000138,0.0564607478637
ACH-000142,0.14843649540200002
ACH-000143,0.0362519506035
ACH-000146,0.0859897910038
ACH-000148,-0.0226813907139
ACH-000150,0.17400528710000002
ACH-000152,-0.09503743244719999
ACH-000153,-0.217572957531
ACH-000159,0.035983610990400004
ACH-000160,0.105361062214
ACH-000163,0.0734443444358
ACH-000167,-0.150132164948
ACH-000168,0.13053373841
ACH-000169,-0.050591015250199996
ACH-000178,-0.07740879368369999
ACH-000182,-0.00209809329397
ACH-000183,-0.280877891759
ACH-000188,0.040910027573
ACH-000189,-0.138374838868
ACH-000190,0.00834496363007
ACH-000198,0.06867717162340001
ACH-000204,-0.135646093021
ACH-000206,0.048718923350800004
ACH-000207,0.257415822576
ACH-000211,-0.028902507798
ACH-000215,0.00090340472702
ACH-000221,0.0787715665701
ACH-000222,0.12160906626800001
ACH-000223,-0.09923209171229999
ACH-000226,-0.118018901238
ACH-000227,-0.0621246842732
ACH-000228,0.192724751006
ACH-000231,-0.139957268912
ACH-000232,0.109489809745
ACH-000233,0.0952516375817
ACH-000234,-0.0444633344219
ACH-000235,0.05519878501640001
ACH-000237,0.04347883501659999
ACH-000238,-0.028914519802799996
ACH-000243,0.125483286618
ACH-000244,-0.10765905371500001
ACH-000246,0.11004037146199999
ACH-000248,-0.100970049351
ACH-000250,-0.00624521458403
ACH-000251,0.034936023082300004
ACH-000253,-0.059501127785900006
ACH-000255,0.0212858141736
ACH-000256,0.030818910829
ACH-000257,-0.167152260316
ACH-000258,0.0313475018036
ACH-000259,0.0130251664185
ACH-000260,0.00846950557148
ACH-000261,0.014586486387
ACH-000262,0.260236679026
ACH-000263,-0.236225570851
ACH-000264,0.11921869024800001
ACH-000265,0.08918373263630001
ACH-000266,-0.021440138097999998
ACH-000272,-0.0835304855127
ACH-000273,-0.185963458429
ACH-000274,0.00645772287537
ACH-000277,0.154959329147
ACH-000278,-0.0486221027276
