,BLVRB (645)
ACH-000004,0.194287253277
ACH-000007,0.251822868352
ACH-000009,0.20084686458099998
ACH-000011,0.037344696839400005
ACH-000012,0.027011329478700004
ACH-000013,-0.20436088381200002
ACH-000014,0.267125654881
ACH-000015,-0.088487687687
ACH-000017,0.0738146344367
ACH-000018,-0.0603064129858
ACH-000019,0.042896301152
ACH-000021,0.0576652285855
ACH-000022,-0.07301283959810001
ACH-000025,0.19041465387200002
ACH-000028,0.0961503266371
ACH-000030,-0.0439390875203
ACH-000035,0.00539083334867
ACH-000036,0.0945678871927
ACH-000037,0.0613305552011
ACH-000039,-0.19916268356199998
ACH-000040,0.029337710815499997
ACH-000041,0.0723673224335
ACH-000042,0.0239354419414
ACH-000045,-0.06551743221180001
ACH-000047,-0.12413189636399999
ACH-000052,0.43524820585199997
ACH-000053,0.0748179628637
ACH-000054,0.015933461439
ACH-000055,0.193236959528
ACH-000060,0.08081878049880001
ACH-000067,0.26466879898400003
ACH-000070,0.300538696644
ACH-000075,0.00892489514518
ACH-000078,0.170517620008
ACH-000082,0.127010959952
ACH-000085,-0.031493354942099996
ACH-000086,-0.0055559721851099995
ACH-000087,0.316675526162
ACH-000092,0.0182953096563
ACH-000095,0.0869641643333
ACH-000097,-0.0647295988265
ACH-000098,-0.059865102146699996
ACH-000099,0.111800952322
ACH-000108,-0.042007929207499996
ACH-000113,0.206513560352
ACH-000115,-0.019705915989
ACH-000116,0.183833209382
ACH-000118,0.015612849661000001
ACH-000120,0.05553522053590001
ACH-000123,-0.0500733238476
ACH-000127,0.16932547996800001
ACH-000128,0.0634306308389
ACH-000132,0.0667448301004
ACH-000133,-0.0187583510823
ACH-000137,0.05729658834980001
ACH-000138,0.018816949154
ACH-000142,-0.0520807726179
ACH-000143,0.20442015202199998
ACH-000146,-0.0139023676125
ACH-000148,0.195359082328
ACH-000150,0.0950305188575
ACH-000152,0.118441908223
ACH-000153,0.176002628157
ACH-000159,0.025412185521400003
ACH-000160,-0.164409975862
ACH-000163,0.0964020135654
ACH-000167,-0.123657776991
ACH-000168,0.00167158283237
ACH-000169,0.055595462482
ACH-000178,0.131235121853
ACH-000182,0.126535162043
ACH-000183,-0.185672752605
ACH-000188,0.0854938973034
ACH-000189,0.480344868895
ACH-000190,-0.17481737866
ACH-000198,0.025847710958099998
ACH-000204,-0.151148140654
ACH-000206,0.045749534458499996
ACH-000207,-0.0448943770709
ACH-000211,0.124158930368
ACH-000215,0.0232354241598
ACH-000221,0.12560572383500002
ACH-000222,0.125757610067
ACH-000223,0.18443187524799998
ACH-000226,0.154402780174
ACH-000227,0.23276396010699998
ACH-000228,0.10325994588500001
ACH-000231,0.279670492233
ACH-000232,0.119969813929
ACH-000233,0.134825608243
ACH-000234,0.129840184489
ACH-000235,-0.019183141012799998
ACH-000237,0.1306210436
ACH-000238,0.09676604297150002
ACH-000243,-0.0010654637384500002
ACH-000244,0.08659932114330002
ACH-000246,0.135975552437
ACH-000248,0.129674189573
ACH-000250,0.0847838526758
ACH-000251,-0.04565694815619999
ACH-000253,0.192739950667
ACH-000255,-0.030744144125099997
ACH-000256,0.357586279481
ACH-000257,0.273319426243
ACH-000258,0.140604031445
ACH-000259,0.0834597853548
ACH-000260,0.04888961185269999
ACH-000261,0.09470451583259999
ACH-000262,0.040473949024699994
ACH-000263,0.00102169721992
ACH-000264,0.0574041287467
ACH-000265,0.060891914793
ACH-000266,-0.0360122020567
ACH-000272,0.16959619661699998
ACH-000273,0.196402587667
ACH-000274,0.118038720696
ACH-000277,0.161839644397
ACH-000278,0.153114636453
ACH-000279,0.185028427342
ACH-000280,-0.0578633556518
ACH-000281,0.0247041299009
ACH-000288,0.109436537982
ACH-000291,-0.031238440058300003
ACH-000293,0.0432740905846
ACH-000294,0.221887635631
ACH-000295,0.313436779439
ACH-000296,0.133745020809
ACH-000302,-0.0323359226643
ACH-000304,-0.0319867850136
ACH-000307,0.191718214639
ACH-000308,-0.0787779409467
ACH-000310,0.0466354605236
ACH-000311,0.19503816553599998
ACH-000312,0.01674640246
ACH-000315,0.23025811184599998
