,LIPF (8513)
ACH-000004,0.0461726934121
ACH-000007,-0.0223693097548
ACH-000009,0.0073850491772100004
ACH-000011,0.0182797593817
ACH-000012,0.0440873890818
ACH-000013,0.12330800009500001
ACH-000014,0.27367570224800003
ACH-000015,-0.009410607600700002
ACH-000017,0.0297939598625
ACH-000018,0.115735397019
ACH-000019,0.198006800319
ACH-000021,0.0335469266201
ACH-000022,0.04444625356219999
ACH-000025,-0.0397478673515
ACH-000028,0.0707395043232
ACH-000030,0.0165505770598
ACH-000035,0.124635162288
ACH-000036,0.07582832655260001
ACH-000037,-0.12697791794399998
ACH-000039,0.228647898864
ACH-000040,0.13529440062
ACH-000041,-0.047273207282999996
ACH-000042,0.0346701101314
ACH-000045,0.186306588918
ACH-000047,-0.19226288121399998
ACH-000052,0.242985880466
ACH-000053,0.0450861425545
ACH-000054,-0.0134700258107
ACH-000055,0.0159972071797
ACH-000060,0.00247669995271
ACH-000067,-0.146650415815
ACH-000070,0.09193560715
ACH-000075,0.20861266319400001
ACH-000078,-0.16148881185900002
ACH-000082,0.0325538716657
ACH-000085,0.07622442556549999
ACH-000086,-0.0824738642174
ACH-000087,-0.0587612322848
ACH-000092,0.08614216493789999
ACH-000095,-0.0828909376332
ACH-000097,0.0294414300031
ACH-000098,-0.14394335581599998
ACH-000099,-0.15879564220200001
ACH-000108,0.0147439240106
ACH-000113,0.0733812046194
ACH-000115,-0.050798101707499994
ACH-000116,0.028287277381799997
ACH-000118,0.0873026161417
ACH-000120,0.124458462247
ACH-000123,0.0641096232131
ACH-000127,-0.151261712602
ACH-000128,0.169783189696
ACH-000132,-0.0195156512149
ACH-000133,-0.031049004485400003
ACH-000137,0.100685192852
ACH-000138,0.168352814072
ACH-000142,0.155288095327
ACH-000143,0.035731176837300004
ACH-000146,0.0155482055611
ACH-000148,-0.0415729815549
ACH-000150,0.0741496665811
ACH-000152,-0.111188349534
ACH-000153,0.476497345234
ACH-000159,0.10788351099400001
ACH-000160,-0.148416831124
ACH-000163,0.0734346355521
ACH-000167,-0.038092691567699996
ACH-000168,0.056398678543800006
ACH-000169,0.059639183783599996
ACH-000178,0.0022131990151
ACH-000182,-0.00686092018407
ACH-000183,0.035965447794
ACH-000188,0.116087481318
ACH-000189,0.189581163241
ACH-000190,-0.00477528850398
ACH-000198,0.030378408377200003
ACH-000204,0.05795835746119999
ACH-000206,0.0293295490418
ACH-000207,-0.00652974531774
ACH-000211,0.00365717567305
ACH-000215,0.07502576128619999
ACH-000221,0.299913203624
ACH-000222,0.22441210165699998
ACH-000223,-0.0919511596503
ACH-000226,-0.0587238431761
ACH-000227,-0.302662467609
ACH-000228,-0.101258074461
ACH-000231,-0.0343475038743
ACH-000232,0.039172835488
ACH-000233,0.0959565470652
ACH-000234,0.06653457145769999
ACH-000235,0.116703823005
ACH-000237,0.0804607078735
ACH-000238,0.058827709291199994
ACH-000243,0.08830432941
ACH-000244,0.0975904683516
ACH-000246,0.0859818740405
ACH-000248,0.0430183499074
ACH-000250,0.0656945282436
ACH-000251,0.0163373766673
ACH-000253,-0.0502203568635
ACH-000255,0.0140882963054
ACH-000256,-0.00654792058945
ACH-000257,-0.09171578633239999
ACH-000258,-0.07515578594589999
ACH-000259,0.0143031541189
ACH-000260,-0.0633200728304
ACH-000261,-0.00176736947564
ACH-000262,-0.00567339429856
ACH-000263,-0.177713741281
ACH-000264,0.0950228060516
ACH-000265,-0.0246376054026
ACH-000266,0.0800620167027
ACH-000272,0.16715814499099999
ACH-000273,-0.0160560912617
ACH-000274,0.0404006984754
ACH-000277,-0.0958833857934
ACH-000278,0.12752845612
ACH-000279,-0.0035634336682499996
ACH-000280,0.226653918471
ACH-000281,-0.113674627313
ACH-000288,-0.0692455798586
ACH-000291,-0.021346879062799997
ACH-000293,-0.2382503084
ACH-000294,-0.101504069768
ACH-000295,-0.19346644335700003
ACH-000296,0.121255922774
ACH-000302,-0.021693253657100002
ACH-000304,0.222605317048
ACH-000307,-0.0084426545774
ACH-000308,0.0500089090493
ACH-000310,-0.0810092458715
ACH-000311,0.143998408686
ACH-000312,0.08089184206319999
ACH-000315,-0.07012515500010001
ACH-000316,-0.13861115481300001
ACH-000317,0.0919656812595
ACH-000318,-0.011000716556799999
ACH-000319,-0.048986601228099995
ACH-000320,0.250200457413
ACH-000322,-0.025766729904999997
ACH-000323,-0.25081860972
ACH-000324,-0.057686089544699996
ACH-000329,-0.13743567188300002
ACH-000330,-0.08746137708589999
ACH-000331,-0.200996276113
ACH-000332,0.006860884944590001
ACH-000334,0.0440674658252
ACH-000335,0.0318970834227
ACH-000336,0.147746155287
ACH-000337,-0.41327662875200005
ACH-000339,0.09353853972339998
ACH-000341,0.04938909352609999
ACH-000348,-0.0519122161412
ACH-000350,-0.149945338012
ACH-000352,0.0171405570915
ACH-000356,-0.0188918375326
ACH-000361,-0.202926478121
