,HCK (3055)
ACH-000004,-0.264700626607
ACH-000007,0.006020796905810001
ACH-000009,-0.136394163875
ACH-000011,0.039623609842500004
ACH-000012,0.209338041659
ACH-000013,0.023427380125700004
ACH-000014,-0.0189596725462
ACH-000015,0.0341799828757
ACH-000017,0.15091198409700002
ACH-000018,0.105702142345
ACH-000019,0.243217763166
ACH-000021,0.0017745432861199998
ACH-000022,-0.017963197533599998
ACH-000025,0.008117400192810001
ACH-000028,-0.0383810362789
ACH-000030,-0.0876786517283
ACH-000035,0.0599799173164
ACH-000036,-0.0141664827316
ACH-000037,0.33066635402399996
ACH-000039,0.0235547079556
ACH-000040,0.055264259772500005
ACH-000041,0.224746992003
ACH-000042,-0.20064461911400003
ACH-000045,-0.0807018102498
ACH-000047,-0.0880083939371
ACH-000052,0.0361044602204
ACH-000053,0.05108235118369999
ACH-000054,0.0644318311751
ACH-000055,0.274379426222
ACH-000060,-0.11656545750399999
ACH-000067,-0.0279484536691
ACH-000070,-0.11088753133300001
ACH-000075,-0.10421509150800001
ACH-000078,0.159828630591
ACH-000082,0.136590218849
ACH-000085,-0.06629118735259999
ACH-000086,-0.0195821206944
ACH-000087,-0.0102257837086
ACH-000092,-0.07751812333489999
ACH-000095,0.0342836250377
ACH-000097,0.0822616927538
ACH-000098,0.0125130414947
ACH-000099,0.053275836300999996
ACH-000108,-0.249943613689
ACH-000113,0.0757652014181
ACH-000115,0.07586817982800001
ACH-000116,-0.034686752599
ACH-000118,-0.029261694547799998
ACH-000120,-0.022271369968599998
ACH-000123,-0.095237204267
ACH-000127,0.09926455870850001
ACH-000128,0.17558144016899999
ACH-000132,0.16333899919199998
ACH-000133,-0.142023690255
ACH-000137,-0.0462434262469
ACH-000138,0.0577197337076
ACH-000142,-0.12771835127599998
ACH-000143,0.113551400789
ACH-000146,0.0196875027463
ACH-000148,-0.0291680110607
ACH-000150,0.0587870735672
ACH-000152,-0.0703580860085
ACH-000153,0.130233102897
ACH-000159,0.133293611863
ACH-000160,0.004442340141109999
ACH-000163,-0.09273469667020001
ACH-000167,0.10315510377
ACH-000168,0.13805356504799998
ACH-000169,-0.0222537345268
ACH-000178,0.0682660844621
ACH-000182,-0.0942730344122
ACH-000183,-0.0018473973483
ACH-000188,-0.0510291245223
ACH-000189,-0.15581959951899998
ACH-000190,-0.0859104453508
ACH-000198,-0.095146630161
ACH-000204,0.0450129584664
ACH-000206,0.0315164182988
ACH-000207,0.0033253685563100002
ACH-000211,-0.00984114460271
ACH-000215,-0.0673554878445
ACH-000221,0.09475034068560001
ACH-000222,-0.06715786394039999
ACH-000223,0.0027608736085399997
ACH-000226,0.0428349249627
ACH-000227,-0.242368046929
ACH-000228,0.0186227913262
ACH-000231,-0.16354929966499998
ACH-000232,-0.0870665036338
ACH-000233,0.274190823074
ACH-000234,-0.260661010175
ACH-000235,-0.0448141335288
ACH-000237,0.0400724495417
ACH-000238,-0.0740323999868
ACH-000243,-0.062683597866
ACH-000244,0.100291060756
ACH-000246,-0.07180603952560001
ACH-000248,0.054866295655300004
ACH-000250,0.0461548089081
ACH-000251,0.022545390558799998
ACH-000253,-0.006630833583
ACH-000255,-0.21867966589
ACH-000256,-0.031596812051
ACH-000257,-0.18857206261300002
ACH-000258,0.123545690411
ACH-000259,-0.0090058246395
ACH-000260,-0.09190331176439999
ACH-000261,-0.035004549815699997
ACH-000262,-0.0132300923871
ACH-000263,0.104565334113
ACH-000264,-0.133431572116
ACH-000265,0.028908913595599998
ACH-000266,0.000673119461803
ACH-000272,-0.085896081962
ACH-000273,-0.0759222110636
ACH-000274,0.0010518007475700001
ACH-000277,-0.301780692152
ACH-000278,0.0418742839529
ACH-000279,0.09490179509860001
ACH-000280,0.0389970086334
ACH-000281,0.025181583217099998
ACH-000288,0.106317974299
ACH-000291,-0.040778809479
ACH-000293,0.114221548968
ACH-000294,-0.045471080407699996
ACH-000295,0.041277834191
ACH-000296,0.0790217744647
ACH-000302,0.07719664867499999
ACH-000304,-0.009482722039760002
ACH-000307,0.06958553819050001
ACH-000308,-0.0173321651989
ACH-000310,0.172301471598
ACH-000311,0.0232280871122
ACH-000312,0.049852144348099994
ACH-000315,-0.0895932966744
ACH-000316,0.189746690167
ACH-000317,-0.106984493354
ACH-000318,0.136800015246
ACH-000319,0.16394005508
ACH-000320,-0.0281487363874
ACH-000322,0.0131312646704
ACH-000323,0.173969233213
ACH-000324,-0.049738561737900006
ACH-000329,-0.0323696903386
ACH-000330,-0.140827808765
ACH-000331,-0.05007889018540001
ACH-000332,0.0235478419974
ACH-000334,0.0721724305123
ACH-000335,0.0397967190141
ACH-000336,0.21269380976900001
ACH-000337,0.041592485340400005
ACH-000339,0.19014144007300002
ACH-000341,0.0643852130322
ACH-000348,-0.058838412034999996
ACH-000350,0.10645479266699999
ACH-000352,0.00318899363042
ACH-000356,-0.232693421358
ACH-000361,0.0495233866451
ACH-000362,0.0465795757884
ACH-000363,-0.028965875328900003
ACH-000364,0.20964390721099999
ACH-000365,-0.130080797644
ACH-000366,-0.0832255064106
ACH-000368,-0.00590148798021
ACH-000374,-0.126791543911
ACH-000375,-0.0639909405037
ACH-000376,-0.20184255661800002
ACH-000381,-0.0412515981599
ACH-000383,0.0759446238993
ACH-000387,0.00355395284714
ACH-000389,0.051638874232000004
ACH-000390,0.227520467605
ACH-000393,0.243835023255
ACH-000395,0.321916486306
ACH-000397,0.052903116201599994
ACH-000401,-0.152636219132
ACH-000402,0.1884831813
ACH-000403,-0.208031466603
ACH-000404,-0.045918439209599995
ACH-000406,0.0531206039097
ACH-000407,-0.136541204503
ACH-000408,-0.0296666240185
ACH-000410,0.03695834705730001
ACH-000411,-0.035779419322
ACH-000414,-0.0675943534551
ACH-000415,-0.038295258707800005
ACH-000416,0.10335055521099999
ACH-000420,-0.07046109866219999
ACH-000421,-0.06232940304219999
ACH-000424,0.00952945946553
