,MARS2 (92935)
ACH-000215,-1.29010740455
ACH-000221,-1.8569257998
ACH-000222,-1.1734957212600001
ACH-000223,-1.03702472232
ACH-000226,-1.1197554035600001
ACH-000227,-0.97881409575
ACH-000228,-0.842234185443
ACH-000231,-1.47266242261
ACH-000232,-1.3130341043
ACH-000233,-1.32796698978
ACH-000234,-0.925341756609
ACH-000235,-0.991787164648
ACH-000237,-0.663399103508
ACH-000238,-1.18428667568
ACH-000243,-0.871349454559
ACH-000244,-0.993104898277
ACH-000246,-1.40514795325
ACH-000248,-1.3655769655899999
ACH-000250,-0.61109499239
ACH-000251,-1.51284434868
ACH-000253,-0.73676553484
ACH-000255,-1.15981932498
ACH-000256,-1.04006650795
ACH-000257,-1.0975413972499999
ACH-000258,-1.06065789204
ACH-000259,-1.27799133616
ACH-000260,-0.962087724454
ACH-000261,-1.06330645968
ACH-000262,-0.9109459337929999
ACH-000263,-1.27544969408
ACH-000264,-0.939690525394
ACH-000265,-1.4585189154
ACH-000266,-0.888873540906
ACH-000272,-0.918589365411
ACH-000273,-1.37856364396
ACH-000274,-1.00882024839
ACH-000277,-1.29342502971
ACH-000278,-0.741311142292
ACH-000279,-1.7719346889099998
ACH-000280,-1.2293893887799998
ACH-000281,-1.4234891985799998
ACH-000288,-1.74412893262
ACH-000291,-1.04285076181
ACH-000293,-1.19558440122
ACH-000294,-1.69736499611
ACH-000295,-1.20026776592
ACH-000296,-1.0243791656799999
ACH-000302,-1.2554128744700002
ACH-000304,-1.7825791043099999
ACH-000307,-1.1284244423
ACH-000308,-1.1081434308700002
ACH-000310,-1.24502443366
ACH-000311,-1.04156127625
ACH-000312,-1.48659235477
ACH-000315,-1.0920284664700002
ACH-000316,-0.970996635729
ACH-000317,-2.1774880421900003
ACH-000318,-1.20093653167
ACH-000319,-0.901303170535
ACH-000320,-1.4402168923299998
ACH-000322,-1.2096510670799998
ACH-000323,-1.2309684648299999
ACH-000324,-1.1848423296200001
ACH-000329,-1.5384189937000001
ACH-000330,-1.15182472723
ACH-000331,-1.00256774432
ACH-000332,-0.648247229763
ACH-000334,-0.9168100222669999
ACH-000335,-1.5485062991999998
ACH-000336,-1.45967810628
ACH-000337,-1.01190396804
ACH-000339,-1.39357668907
ACH-000341,-1.11978702404
ACH-000348,-1.0129747560200002
ACH-000350,-1.3210520050799999
ACH-000352,-0.9564191222130001
ACH-000356,-1.2007989846
ACH-000361,-1.06396040828
ACH-000362,-1.00108524506
ACH-000363,-1.1312757576299999
ACH-000364,-1.22470862113
ACH-000365,-1.4997535041799999
ACH-000366,-0.9556340285989999
ACH-000368,-1.0467391473899998
ACH-000374,-1.5242576608200002
ACH-000375,-1.09698358252
ACH-000376,-1.3868725258399999
ACH-000381,-1.3133775460600001
ACH-000383,-1.00777603479
ACH-000387,-1.20233730271
ACH-000389,-0.806058298111
ACH-000390,-1.05710942865
ACH-000393,-0.954248350275
ACH-000395,-0.850060508144
ACH-000397,-0.693629316062
ACH-000401,-1.1380689483
ACH-000402,-1.12629895646
ACH-000403,-0.922844171133
ACH-000404,-1.81154162908
ACH-000406,-1.4722703170500002
ACH-000407,-1.05212733978
ACH-000408,-1.73024502075
ACH-000410,-1.1496313647
ACH-000411,-0.869128046849
ACH-000414,-1.319715698
ACH-000415,-1.1374845596799998
ACH-000416,-0.580330131383
ACH-000420,-0.958252089823
ACH-000421,-0.9408338991419999
ACH-000424,-1.52582086889
ACH-000425,-1.03531410018
ACH-000426,-1.14962106034
ACH-000427,-1.14902282995
ACH-000433,-0.801072097035
ACH-000436,-0.8058488279449999
ACH-000444,-1.3061251326799999
ACH-000445,-0.946814994403
ACH-000448,-0.911762296118
ACH-000450,-1.37327922715
ACH-000452,-0.972969874924
ACH-000454,-2.06722225698
ACH-000458,-1.6520580615
ACH-000459,-2.7236190847099997
ACH-000460,-0.99327752935
ACH-000461,-1.6609193615399998
ACH-000463,-0.989922222338
ACH-000464,-0.85731362203
ACH-000466,-0.9033255107350001
ACH-000467,-1.5193097058899998
ACH-000468,-1.2182330516
ACH-000469,-1.4536189771099999
ACH-000470,-0.9417447340389999
ACH-000471,-0.72820606935
ACH-000472,-1.2288618895899999
ACH-000473,-1.42101737249
ACH-000475,-1.24575141474
ACH-000476,-1.35293430986
ACH-000477,-1.1426849860400001
ACH-000480,-1.4847995772100002
ACH-000481,-0.915287867702
ACH-000483,-1.3296056212799998
ACH-000484,-1.23486497306
ACH-000485,-0.854296299143
ACH-000486,-1.03866469457
ACH-000487,-1.43314145903
ACH-000488,-1.4133345156200001
ACH-000490,-1.13569871443
ACH-000491,-1.32096639884
ACH-000495,-0.793940898625
ACH-000496,-0.978156109912
ACH-000499,-1.7108455655099999
ACH-000500,-1.9501276849400002
ACH-000502,-0.949855178742
ACH-000503,-1.9035847999700002
ACH-000505,-0.737836049006
ACH-000507,-1.26705028121
ACH-000510,-1.27797441711
ACH-000511,-1.0419499941700001
ACH-000512,-1.7605664583900003
ACH-000516,-1.02565844685
ACH-000517,-0.83145880001
ACH-000518,-1.4310805066699999
ACH-000520,-0.529326026948
ACH-000521,-1.36782116667
ACH-000522,-1.31908339704
ACH-000524,-0.672941571083
ACH-000527,-0.9678073010930001
ACH-000528,-1.4112176926
ACH-000537,-1.23471370885
ACH-000541,-1.0518570487899999
ACH-000542,-0.9790547191069999
ACH-000544,-1.58636917734
ACH-000545,-1.54782057773
ACH-000547,-1.50773242063
ACH-000548,-1.3434036727
ACH-000549,-1.48512841023
ACH-000550,-1.32700410185
ACH-000552,-1.5259493301299998
ACH-000556,-1.28532006354
ACH-000557,-0.8759480843
ACH-000570,-1.0277607385
ACH-000571,-1.2600083603899999
ACH-000573,-1.18656269971
ACH-000576,-0.6964895930410001
ACH-000580,-0.9973574124179999
ACH-000584,-1.1361811096799999
ACH-000585,-0.9664873402770001
ACH-000588,-1.6711443815399998
ACH-000589,-1.63897654884
ACH-000591,-1.81955236123
ACH-000593,-1.4375494706299998
ACH-000600,-1.0971456147399998
ACH-000601,-1.27648011926
ACH-000604,-1.8450638335299998
ACH-000605,-1.10518734379
ACH-000606,-1.5590538204100002
ACH-000608,-0.8102779973049999
ACH-000614,-1.86320035194
ACH-000616,-1.41621324264
ACH-000618,-1.74221455749
ACH-000619,-1.3238631828299998
ACH-000620,-1.32005720629
ACH-000621,-1.09325489687
ACH-000622,-0.9509764021780001
ACH-000623,-1.10716080722
ACH-000624,-0.8413389021719999
ACH-000627,-1.26263035922
ACH-000630,-1.6255481653100001
ACH-000632,-1.1082796317899999
ACH-000633,-1.79203701862
ACH-000637,-1.22223383468
ACH-000638,-1.38048052885
ACH-000646,-1.06809189871
ACH-000647,-1.30121695115
ACH-000648,-1.36492778914
ACH-000649,-1.40010448058
ACH-000651,-1.7612488737099998
ACH-000652,-1.37494476042
ACH-000653,-1.24634542699
ACH-000657,-1.25192625442
ACH-000658,-0.9789044079829999
ACH-000661,-1.39324342711
ACH-000662,-1.5881829631
ACH-000663,-1.25990352064
ACH-000665,-0.878289956991
ACH-000671,-1.76568020309
ACH-000673,-0.6857761629539999
ACH-000676,-1.5515601168700002
ACH-000677,-2.3021513302
ACH-000681,-1.11723447628
ACH-000682,-1.29265401198
ACH-000683,-1.2399030123600001
ACH-000684,-1.2973748945499999
ACH-000688,-1.01311613817
ACH-000693,-1.47672034927
ACH-000694,-1.64437908331
ACH-000695,-1.078223732
ACH-000696,-1.25322593442
ACH-000697,-1.00945504956
ACH-000699,-1.4046156328600001
ACH-000701,-1.1818583548700001
ACH-000706,-1.6374000781400002
ACH-000711,-1.11741180397
ACH-000713,-1.28459398255
ACH-000714,-0.561396760834
ACH-000718,-1.0804785894600002
ACH-000720,-1.6057099216100001
ACH-000721,-1.4591805756
ACH-000724,-0.7507179685330001
ACH-000725,-1.43572223401
ACH-000732,-1.7409214330200002
ACH-000734,-1.5033337549599999
ACH-000735,-1.28382808911
ACH-000736,-1.2215659849299998
ACH-000738,-1.59172497505
ACH-000746,-1.7157218528100002
ACH-000747,-1.6971197845500001
ACH-000748,-0.6438393111890001
ACH-000753,-1.69336905454
ACH-000756,-1.0198604854200002
ACH-000757,-1.25278834014
ACH-000758,-1.4949024921899998
ACH-000760,-1.4108692789100001
ACH-000763,-1.6735015946899998
ACH-000764,-1.11362689479
ACH-000765,-1.4714334142399998
ACH-000766,-1.1118834716700001
ACH-000767,-1.09348340112
ACH-000768,-1.56473659091
ACH-000769,-1.17809596465
ACH-000770,-1.2428453002200002
ACH-000771,-1.39717175467
ACH-000773,-0.927666294676
ACH-000776,-1.35173096867
ACH-000777,-1.23835779443
ACH-000778,-1.24069968282
ACH-000781,-1.23361560934
ACH-000782,-1.0865135711799998
ACH-000783,-0.6997026483740001
ACH-000784,-1.6274525190200002
ACH-000785,-1.09502117719
ACH-000787,-1.40807009103
ACH-000788,-0.729225265152
ACH-000791,-1.0864774664399999
ACH-000792,-0.81259535215
ACH-000794,-1.13403932527
ACH-000796,-1.22903571491
ACH-000799,-1.0711530812799999
ACH-000800,-1.61409727564
ACH-000802,-1.43245413808
ACH-000804,-1.63468341723
ACH-000805,-0.83125498588
ACH-000809,-1.16426644556
ACH-000810,-0.839491919007
ACH-000811,-0.781299366346
ACH-000817,-1.23796351871
ACH-000819,-1.32293400067
ACH-000820,-1.53963806666
ACH-000821,-1.3608075835299998
ACH-000822,-0.9573811966150001
ACH-000823,-1.3093219472700002
ACH-000824,-0.7157576495110001
ACH-000827,-0.674178979191
ACH-000829,-1.00756684235
ACH-000831,-1.5007841322600002
ACH-000832,-1.37947115182
ACH-000833,-1.3944240901700002
ACH-000834,-1.4780258820200003
ACH-000835,-1.3914329241499999
ACH-000836,-1.48027586639
ACH-000837,-1.72156458242
ACH-000838,-0.8920892511700002
ACH-000839,-0.758078834686
ACH-000840,-0.9976645007160001
ACH-000841,-0.990383438638
ACH-000843,-1.7385565810199999
ACH-000846,-1.40550981049
ACH-000847,-1.19475829132
ACH-000848,-1.44044420887
ACH-000849,-1.48512061775
ACH-000851,-1.58750044364
ACH-000855,-1.87396371134
ACH-000856,-1.35290092359
ACH-000858,-1.4223700273299997
ACH-000859,-1.21425854407
ACH-000861,-1.45778768342
ACH-000862,-1.5468472336899999
ACH-000865,-1.69661172539
ACH-000866,-1.25562013802
ACH-000867,-0.860881041987
ACH-000869,-1.27815550297
ACH-000872,-1.1382682205299999
ACH-000873,-1.7733480102599999
ACH-000876,-2.00085245037
ACH-000878,-1.30832216534
ACH-000880,-1.24853991529
ACH-000881,-1.4178986822400002
ACH-000882,-1.5328747847100002
ACH-000884,-1.10471767845
ACH-000885,-1.34961055556
ACH-000887,-1.0470277125
ACH-000888,-1.1086218050299999
ACH-000889,-1.75887074943
ACH-000890,-1.21407086185
ACH-000896,-1.55376594789
ACH-000898,-1.00809684542
ACH-000900,-1.05085329616
ACH-000901,-1.1451459487200002
ACH-000905,-1.10859685164
ACH-000906,-1.3179988652099999
ACH-000907,-1.22339123027
ACH-000910,-2.10399559313
ACH-000911,-1.0548580017799998
ACH-000912,-0.821556748345
ACH-000913,-1.5920281008500001
ACH-000915,-1.64226474605
ACH-000916,-0.49656104806999996
ACH-000917,-1.2664941291
ACH-000921,-1.29075132923
ACH-000924,-1.2340850251
ACH-000926,-1.0384301024
ACH-000928,-1.52504153544
ACH-000929,-0.994714256135
ACH-000932,-1.1765719589899999
ACH-000935,-1.17419429611
ACH-000936,-1.68120119042
ACH-000937,-1.6266690599200002
ACH-000938,-1.40677697604
ACH-000939,-1.78709446468
ACH-000941,-1.06838766282
ACH-000943,-1.6047695712
ACH-000946,-1.05125617084
ACH-000947,-1.64794965942
ACH-000948,-1.3559922498399999
ACH-000950,-1.52083259416
ACH-000953,-0.9239145987999999
ACH-000957,-1.15091034806
ACH-000958,-0.711671920093
ACH-000960,-1.05017154779
ACH-000963,-0.9941157045739999
ACH-000968,-1.68588055942
ACH-000969,-1.54235002514
ACH-000973,-1.56183042637
ACH-000974,-1.26585239779
ACH-000975,-1.7861843582299999
ACH-000976,-1.06839246155
ACH-000978,-1.335633792
ACH-000980,-1.28420214409
ACH-000984,-0.8296418638099999
ACH-000986,-1.3649022019100001
ACH-000988,-0.758285044109
ACH-000993,-0.567878788924
ACH-000994,-2.05475261316
ACH-000996,-0.68631327169
ACH-001001,-1.5732823294799998
ACH-001020,-0.9889187231540001
ACH-001028,-1.39596948
ACH-001031,-1.3351616364799999
ACH-001038,-1.46848068695
ACH-001048,-1.20666619513
ACH-001050,-0.52270964882
ACH-001053,-1.05110125103
ACH-001054,-1.07747183183
ACH-001061,-1.39265033893
ACH-001067,-0.8497803209389999
ACH-001075,-1.06425660778
ACH-001096,-1.3430539564200001
ACH-001128,-1.2418981672799998
ACH-001134,-0.993983831794
ACH-001151,-0.8420564426870001
ACH-001163,-1.52395896245
ACH-001164,-1.28525712503
ACH-001173,-1.46333739466
ACH-001183,-1.46648225755
ACH-001184,-1.2690781377299998
ACH-001190,-0.9859427966969999
ACH-001192,-1.09523649145
ACH-001193,-1.30059807659
ACH-001196,-1.15855287409
ACH-001197,-1.13926109343
ACH-001205,-0.911912969084
ACH-001211,-0.807969508969
ACH-001212,-0.843041444469
ACH-001228,-1.18743444454
ACH-001232,-1.6875469820200002
ACH-001239,-1.37786621649
ACH-001274,-1.18104857395
ACH-001275,-1.5970437578299999
ACH-001277,-1.26030666314
ACH-001278,-1.70653367865
ACH-001280,-1.31743932481
ACH-001283,-1.35615410107
ACH-001289,-1.0075724846
ACH-001295,-0.43799366182800004
ACH-001300,-1.23756142448
ACH-001301,-0.851776704154
ACH-001302,-0.9237526229709999
ACH-001303,-1.00661650579
ACH-001306,-0.962283908658
ACH-001318,-1.6778554999200002
ACH-001322,-1.2275457153799998
ACH-001328,-1.42464521736
ACH-001332,-1.8167133030900002
ACH-001333,-1.69168440079
ACH-001336,-1.40647392118
ACH-001340,-0.941886644384
ACH-001346,-1.46601421759
ACH-001353,-0.7365044635469999
ACH-001354,-1.7829263185900002
ACH-001367,-1.1146334547799999
ACH-001368,-1.1696152739
ACH-001374,-0.5229034904500001
ACH-001375,-0.583744584637
ACH-001377,-1.11578463045
ACH-001380,-1.36055299442
ACH-001391,-0.912440167867
ACH-001407,-1.75676442058
ACH-001408,-1.6563485806
ACH-001413,-0.879819284798
ACH-001430,-1.1638567213
ACH-001431,-1.07110518942
ACH-001450,-1.46925475937
ACH-001496,-1.3980281784600002
ACH-001500,-1.49319380812
ACH-001521,-1.09406570986
ACH-001523,-1.8783817657900002
ACH-001532,-1.15289297985
ACH-001536,-0.870895666597
ACH-001550,-1.4249460426499998
ACH-001552,-0.7764847635690001
ACH-001554,-1.3004075464700002
ACH-001645,-0.9863665356820001
ACH-001654,-1.07471338809
ACH-001715,-0.7582563275570001
ACH-001735,-0.816734797518
ACH-001736,-1.1925960474500001
ACH-001737,-0.606627972487
ACH-001740,-1.0201025750900001
ACH-001745,-0.8232397709620001
ACH-001750,-0.9797922729690001
ACH-001765,-1.16880422082
ACH-001956,-0.562908367752
ACH-001957,-0.760715795962
