,SELM (140606)
ACH-000004,-0.137313305552
ACH-000007,-0.021406788772999997
ACH-000009,-0.19056008620099998
ACH-000011,-0.0700903265148
ACH-000012,-0.0885228813507
ACH-000013,-0.16254578340999998
ACH-000014,-0.374056029189
ACH-000015,-0.127338319979
ACH-000017,-0.334627137869
ACH-000018,-0.17274927739
ACH-000019,-0.15933163573200002
ACH-000021,-0.08251462157650001
ACH-000022,-0.180649857445
ACH-000025,-0.161339719537
ACH-000028,-0.0987531765525
ACH-000030,-0.259450398543
ACH-000035,-0.11243383943
ACH-000036,-0.12377425834400001
ACH-000037,-0.06824742896739999
ACH-000039,-0.271087545863
ACH-000040,-0.139786624827
ACH-000041,0.00532832992241
ACH-000042,-0.175317682097
ACH-000045,-0.181306017122
ACH-000047,-0.07644809147460001
ACH-000052,-0.0259152141469
ACH-000053,-0.231594619012
ACH-000054,0.0603659856006
ACH-000055,-0.00204230161051
ACH-000060,-0.24422477733399997
ACH-000067,-0.118324602137
ACH-000070,0.12444622783399999
ACH-000075,-0.228923442407
ACH-000078,-0.173982422047
ACH-000082,-0.0029925055738400006
ACH-000085,0.0682739647053
ACH-000086,-0.0222588443412
ACH-000087,-0.064442362293
ACH-000092,-0.317492953529
ACH-000095,-0.0882953585013
ACH-000097,-0.142901693101
ACH-000098,-0.127003373655
ACH-000099,-0.23602611522300002
ACH-000108,-0.146147046013
ACH-000113,-0.204313938087
ACH-000115,-0.010679069862899999
ACH-000116,-0.0489021126007
ACH-000118,0.0328935132626
ACH-000120,-0.0940161178294
ACH-000123,-0.0874678267634
ACH-000127,-0.0839188220428
ACH-000128,-0.046316581354
ACH-000132,-0.179690605216
ACH-000133,-0.16478748134
ACH-000137,-0.0751342149134
ACH-000138,0.155760490354
ACH-000142,-0.041135623591199995
ACH-000143,-0.379558108512
ACH-000146,-0.21165990534
ACH-000148,0.013081365827799998
ACH-000150,-0.0480978539152
ACH-000152,-0.14294227621
ACH-000153,0.0817332685838
ACH-000159,0.00630490034354
ACH-000160,-0.07362731619110001
ACH-000163,-0.08737055276969999
ACH-000167,-0.29638734306
ACH-000168,-0.335477120712
ACH-000169,-0.17148443651700002
ACH-000178,-0.138613470031
ACH-000182,-0.126714984991
ACH-000183,-0.213313823885
ACH-000188,-0.0523934145512
ACH-000189,-0.09731925056719999
ACH-000190,-0.0658116258105
ACH-000198,-0.21584968739799998
ACH-000204,-0.0589982270267
ACH-000206,0.146996128446
ACH-000207,-0.362628154778
ACH-000211,-0.16621738630799998
ACH-000215,-0.200919693348
ACH-000221,-0.28271254115899996
ACH-000222,0.0625383370789
ACH-000223,-0.08237433885039999
ACH-000226,-0.17870989960499997
ACH-000227,-0.223779027718
ACH-000228,-0.024445422731599997
ACH-000231,-0.059683839327099995
ACH-000232,-0.123008449414
