,FMOD (2331)
ACH-000004,0.263942130198
ACH-000007,0.013533912790700002
ACH-000009,-0.0802672640973
ACH-000011,0.297783065048
ACH-000012,0.175118207176
ACH-000013,0.0285758528664
ACH-000014,-0.0890427756237
ACH-000015,0.0158196608627
ACH-000017,-0.025317509958200004
ACH-000018,0.332627542
ACH-000019,-0.21703369039200002
ACH-000021,-0.0198339053198
ACH-000022,0.20996730619800003
ACH-000025,0.0244802390699
ACH-000028,0.12385386762499999
ACH-000030,0.172367020562
ACH-000035,-0.009060566023999999
ACH-000036,0.10813979595699999
ACH-000037,-0.16080656563100001
ACH-000039,0.20646573600499998
ACH-000040,-0.0337471397899
ACH-000041,-0.0801023263652
ACH-000042,0.0505220775326
ACH-000045,-0.0409615722987
ACH-000047,0.23100399953899997
ACH-000052,-0.160521320972
ACH-000053,0.142366396672
ACH-000054,0.11984871153400001
ACH-000055,-0.023640667639099996
ACH-000060,-0.0324338336084
ACH-000067,0.160070919259
ACH-000070,-0.0832095125889
ACH-000075,0.126348144976
ACH-000078,0.162866986012
ACH-000082,-0.0359049599624
ACH-000085,0.0887711859097
ACH-000086,-0.011760847815399999
ACH-000087,0.185035158127
ACH-000092,-0.0596309085854
ACH-000095,0.055394397022900006
ACH-000097,0.0543919457979
ACH-000098,-0.0791947872235
ACH-000099,0.0247894309009
ACH-000108,0.0256303028424
ACH-000113,0.00821570062009
ACH-000115,0.04703494379380001
ACH-000116,0.132168198205
ACH-000118,0.188841963974
ACH-000120,-0.004308173863949999
ACH-000123,0.124864111967
ACH-000127,0.08152872823030001
ACH-000128,0.020432840600599998
ACH-000132,0.0152380551189
ACH-000133,0.102443627076
ACH-000137,0.0949153770654
ACH-000138,0.25253404484299996
ACH-000142,-0.11137518540500001
ACH-000143,-0.10031805984200001
ACH-000146,0.09366418109279999
ACH-000148,-0.0185572063375
ACH-000150,0.0578135014099
ACH-000152,0.154496101714
ACH-000153,-0.0641070843415
ACH-000159,-0.00563415257056
ACH-000160,0.22030943115600002
ACH-000163,0.167894304919
ACH-000167,0.163064624178
ACH-000168,0.09784113477369999
ACH-000169,0.09628197974330001
ACH-000178,0.0899667548835
ACH-000182,0.035953420156
ACH-000183,-0.0768522225884
ACH-000188,0.117921092097
ACH-000189,-0.171780489471
ACH-000190,0.06236031322369999
ACH-000198,-0.00778767187222
ACH-000204,-0.217634795296
ACH-000206,0.113503105309
ACH-000207,0.201042041146
ACH-000211,0.08675706372929999
ACH-000215,0.022195700138699998
ACH-000221,0.168466808721
ACH-000222,0.0516176616404
ACH-000223,0.12448866809499999
ACH-000226,0.0421179005123
ACH-000227,-0.305133798005
ACH-000228,0.0136960433761
ACH-000231,0.0850780339636
ACH-000232,0.0232954728284
ACH-000233,0.0791179873502
ACH-000234,0.049308152135699994
