,NFKBIE (4794)
ACH-000319,-0.306829729432
ACH-000320,-0.385566153457
ACH-000322,-0.531994324372
ACH-000323,-0.5595008825
ACH-000324,-0.46170975504600004
ACH-000329,-0.406151890614
ACH-000330,-0.530118720091
ACH-000331,-0.6295299487470001
ACH-000332,-0.659326325079
ACH-000334,-0.581431972627
ACH-000335,-0.563224008974
ACH-000336,-0.115198463002
ACH-000337,-0.715802828767
ACH-000339,-0.46440060016400003
ACH-000341,-0.69430278573
ACH-000348,-0.582988529609
ACH-000350,-0.25391759887299997
ACH-000352,-0.451404566279
ACH-000356,-0.74171235846
ACH-000361,-0.151911064304
ACH-000362,-0.508714092098
ACH-000363,-0.391485204168
ACH-000364,-0.4360931916
ACH-000365,-0.372813235367
ACH-000366,-0.5092627294150001
ACH-000368,-0.37056703663199997
ACH-000374,-0.615638570373
ACH-000375,-0.64692769753
ACH-000376,-0.622325343298
ACH-000381,-0.348764383603
ACH-000383,-0.587420977666
ACH-000387,-0.644873816676
ACH-000389,-0.421823663645
ACH-000390,-0.428651730675
ACH-000393,-0.575240244396
ACH-000395,-0.42072400351800004
ACH-000397,-0.697978631856
ACH-000401,0.207252893599
ACH-000402,0.324461849513
ACH-000403,-0.44067495635
ACH-000404,-0.615864819286
ACH-000406,-0.32170581084600003
ACH-000407,-0.492743857497
ACH-000408,-0.405498349712
ACH-000410,-0.628427507107
ACH-000411,-0.40719328418399997
ACH-000414,-0.502791441818
ACH-000415,-0.355150287021
ACH-000416,-0.416279476995
ACH-000420,-0.43596876683200003
ACH-000421,-0.391167155699
ACH-000424,-0.11723095092599999
ACH-000425,-0.546477129173
ACH-000426,0.154768395708
ACH-000427,-0.7501532444429999
ACH-000433,-0.13668159535
ACH-000436,-0.441331285373
ACH-000444,-0.44678598847499995
ACH-000445,-0.6813051136980001
ACH-000448,-0.5867441244789999
ACH-000450,-0.465910583566
ACH-000452,-0.533050322328
ACH-000454,-0.715006382692
ACH-000458,-0.594115203121
ACH-000459,-0.40264235987400004
ACH-000460,-0.503359035643
ACH-000461,-0.6823832678309999
ACH-000463,-0.576419435904
ACH-000464,-0.49906683172300004
ACH-000466,-0.42283742385300005
ACH-000467,-0.407865751704
ACH-000468,-0.320392520178
ACH-000469,-0.495256460532
ACH-000470,-0.524724491048
ACH-000471,-0.62048002373
ACH-000472,-0.49581105604500003
ACH-000473,-0.36263190900700004
ACH-000475,-0.41031736488000004
ACH-000476,-0.275249295274
ACH-000477,-0.476255598243
ACH-000480,-0.22720514214499998
ACH-000481,-0.442927249784
ACH-000483,-0.280761269842
ACH-000484,-0.702490122688
ACH-000485,-0.597661639618
ACH-000486,-0.607338473062
ACH-000487,-0.518643452831
ACH-000488,-0.48999659902500003
ACH-000490,-0.532290337649
ACH-000491,-0.777300745405
ACH-000495,-0.273214581566
ACH-000496,-0.433842401531
ACH-000499,-0.40732337198299995
ACH-000500,-0.705625749804
ACH-000502,-0.477412280135
ACH-000503,-0.464084420983
ACH-000505,-0.693641520403
ACH-000507,-0.438026770715
ACH-000510,-0.558464468354
ACH-000511,-0.620366154405
ACH-000512,-0.668109013725
ACH-000516,-0.35638277496799997
ACH-000517,-0.569354305638
ACH-000518,-0.593758002836
ACH-000520,-0.6584271313710001
ACH-000521,-0.599209310899
ACH-000522,-0.45784967624899997
ACH-000524,-0.616660831207
ACH-000527,-0.567490801387
ACH-000528,-0.642709067843
ACH-000537,-0.6735900206669999
ACH-000541,-0.8403691986669999
ACH-000542,-0.340811245418
ACH-000544,-0.479199057697
ACH-000545,-0.629727609881
ACH-000547,-0.893850780607
ACH-000548,-0.6823073875069999
ACH-000549,-0.41499755493600005
ACH-000550,-0.663168567785
ACH-000552,-0.460455717103
ACH-000556,-0.454936459488
ACH-000557,-0.299799567323
ACH-000570,-0.611226903088
ACH-000571,-0.425590784406
ACH-000573,-0.378393345207
ACH-000576,-1.05820787833
ACH-000580,-0.928029153671
ACH-000584,-0.375732479309
ACH-000585,-0.589043473603
ACH-000588,-0.332287209142
ACH-000589,-0.535486184075
ACH-000591,-0.588760587931
ACH-000593,-0.281064145832
ACH-000600,-0.513963006806
ACH-000601,-0.493813644396
ACH-000604,-0.8981508334649999
ACH-000605,-0.45679041534599996
ACH-000606,-0.659829139188
ACH-000608,-0.385394291236
ACH-000614,-0.64249393139
ACH-000616,-0.405333808417
ACH-000618,-0.48374751842299996
ACH-000619,-0.688295528065
ACH-000620,-0.39792699133299997
ACH-000621,-0.6373165619250001
ACH-000622,-0.43060216705300003
ACH-000623,-0.520069164964
ACH-000624,-0.465106076452
ACH-000627,-0.504697124145
ACH-000630,-0.49481061083899996
ACH-000632,-0.343652151127
ACH-000633,-0.5614814051120001
ACH-000637,-0.466753134557
ACH-000638,-0.675921453679
ACH-000646,-0.571498985159
ACH-000647,-0.59934785203
ACH-000648,-0.439934761033
ACH-000649,-0.383851926438
ACH-000651,-0.426662386175
ACH-000652,-0.747926552949
ACH-000653,-0.493740350775
ACH-000657,-0.6781746697300001
ACH-000658,-1.2503041321600001
ACH-000661,-0.24076261034000002
ACH-000662,0.0349742253504
ACH-000663,-0.118014072532
ACH-000665,-0.5720677942979999
ACH-000671,-0.445048455419
ACH-000673,-0.53956908796
ACH-000676,-0.441847430095
ACH-000677,-0.5727568561509999
ACH-000681,-0.545412598121
ACH-000682,-0.45781497431699997
ACH-000683,-0.48579307658299997
ACH-000684,-0.392181463247
ACH-000688,-0.607970697418
ACH-000693,-0.355151637064
ACH-000694,-0.34574646509199997
ACH-000695,-0.6936419848659999
ACH-000696,-0.580460539681
ACH-000697,-0.445726826977
ACH-000699,-0.645532897674
ACH-000701,-0.252771706875
ACH-000706,-0.36568472977899996
ACH-000711,-0.640749275607
ACH-000713,-0.748654565711
ACH-000714,-0.0993879953645
ACH-000718,-0.6747841435100002
ACH-000720,-0.5538045963530001
ACH-000721,-0.616967565471
ACH-000724,-0.719106447569
ACH-000725,-0.37774497803499996
ACH-000732,-0.521074897519
ACH-000734,-0.49583537328500005
ACH-000735,-0.5391142133619999
ACH-000736,-0.515428143577
ACH-000738,-0.613445701048
ACH-000746,-0.512722281674
ACH-000747,-0.516413299285
ACH-000748,-0.33828837797600003
ACH-000753,-0.414283312116
ACH-000756,-0.539722642595
ACH-000757,-0.526235564048
ACH-000758,-0.702976530283
ACH-000760,-0.598597287935
ACH-000763,-0.35495271533600004
ACH-000764,-0.685997525226
ACH-000765,-0.444321002513
ACH-000766,-0.417357533394
ACH-000767,-0.497889178245
ACH-000768,-0.7344464739990001
ACH-000769,-0.346454919466
ACH-000770,-0.607340905841
ACH-000771,-0.715781233716
ACH-000773,-0.7361696476790001
ACH-000776,-0.28699365130300003
ACH-000777,-0.578861964793
ACH-000778,-0.483031442106
ACH-000781,-0.473245818798
ACH-000782,-0.5235038682
ACH-000783,-0.65018492703
ACH-000784,-0.471645690691
ACH-000785,-0.7090190499150001
ACH-000787,-0.343351389763
ACH-000788,-0.420332387364
ACH-000791,-0.607816534326
ACH-000792,-0.424580540925
ACH-000794,-0.44958221647600005
ACH-000796,-0.489052218275
ACH-000799,-0.290246122349
ACH-000800,-0.501995003975
ACH-000802,-0.648321882472
ACH-000804,-0.588870276265
ACH-000805,-0.422121622724
ACH-000809,-0.641902416708
ACH-000810,-0.624500982276
ACH-000811,-0.591168671377
ACH-000817,-0.0020947004017999996
ACH-000819,-0.5451161402
ACH-000820,-0.375823121557
ACH-000821,-0.6924719676919999
ACH-000822,-0.6341874027750001
ACH-000823,-0.356416032092
ACH-000824,-0.43700279170199996
ACH-000827,-0.421562078025
ACH-000829,-0.42332147823700006
ACH-000831,-0.39787278698899997
ACH-000832,-0.597634309881
ACH-000833,-0.601469425638
ACH-000834,-0.422449451717
ACH-000835,-0.441194518181
ACH-000836,-0.52534677778
ACH-000837,-0.5878735003050001
ACH-000838,0.0698353971428
ACH-000839,-0.945772851065
ACH-000840,-0.47889643529799997
ACH-000841,-0.386521279019
ACH-000843,-0.545287252144
ACH-000846,-0.571186906235
ACH-000847,-0.193341992832
ACH-000848,-0.44049441785899995
ACH-000849,-0.341545073133
ACH-000851,-0.660931963007
ACH-000855,-0.516365418291
ACH-000856,-0.39485331733900003
ACH-000858,-0.407343543499
ACH-000859,-0.27368478339200003
ACH-000861,-0.40693695629199994
ACH-000862,-0.650173061084
ACH-000865,-0.47849691475100004
ACH-000866,-0.33671145922799994
ACH-000867,-0.46828778494900003
ACH-000869,-0.304164815251
ACH-000872,-0.530940346023
ACH-000873,-0.272475055982
ACH-000876,-0.616394001856
ACH-000878,-0.542999232212
ACH-000880,-0.343316182487
ACH-000881,-0.401194495124
ACH-000882,-0.66882837216
ACH-000884,-0.5771000138050001
ACH-000885,-0.480778490166
ACH-000887,-0.556453226462
ACH-000888,-0.47182383534100003
ACH-000889,-0.286767564806
ACH-000890,-0.44848262016400003
ACH-000896,-0.380146095087
ACH-000898,-0.439868925995
ACH-000900,-0.573541973499
ACH-000901,-0.49105256367100003
ACH-000905,-0.6139463855430001
ACH-000906,-0.519636825184
ACH-000907,-0.47654103937
ACH-000910,-0.524640918111
ACH-000911,-0.653079171448
ACH-000912,-0.5734881748439999
ACH-000913,-0.579152617852
ACH-000915,-0.494291649542
ACH-000916,-0.050627408518
ACH-000917,-0.19736619282600001
ACH-000921,-0.580418221347
ACH-000924,-0.461764689545
ACH-000926,-0.538066956879
ACH-000928,-0.722794287247
ACH-000929,-0.5329047808340001
ACH-000932,-0.459485427092
ACH-000935,-0.386379493738
ACH-000936,-0.385355480033
ACH-000937,-0.65680470683
ACH-000938,-0.62351700368
ACH-000939,-0.658282228432
ACH-000941,-0.7495227400900001
ACH-000943,-0.400285070419
ACH-000946,-0.562826313974
ACH-000947,-0.49389747992399996
ACH-000948,-0.275715564214
ACH-000950,-0.626155153112
ACH-000953,-0.633097171312
ACH-000957,-0.447972283622
ACH-000958,-0.344700603387
ACH-000960,-0.692699222059
ACH-000963,-0.5166565446010001
ACH-000968,-0.314057909986
ACH-000969,-0.31566926093000003
ACH-000973,-0.358045312151
ACH-000974,-0.554002598353
ACH-000975,-0.519615968682
ACH-000976,-0.7029183244830001
ACH-000978,-0.354984353694
ACH-000980,-0.39740569130000003
ACH-000984,-0.625440821627
ACH-000986,-0.699584958035
ACH-000988,-0.506520816886
ACH-000993,-0.802994696436
ACH-000994,-0.8614985287639999
ACH-000996,-0.922030862368
ACH-001001,-0.403995434833
ACH-001020,-0.706070983055
ACH-001028,-0.559587278495
ACH-001031,-0.5249112999660001
ACH-001038,-0.5229466886399999
ACH-001048,-0.669224210109
ACH-001050,-0.522832717475
ACH-001053,-0.646341381668
ACH-001054,-0.638406685237
ACH-001061,-0.42420194226400004
ACH-001067,-0.642902529629
ACH-001075,-0.186904488801
ACH-001096,-0.39474464883500004
ACH-001128,-0.616599840782
ACH-001134,-0.464622856948
ACH-001151,-0.46506084974899997
ACH-001163,-0.568184361647
ACH-001164,-0.217213780257
ACH-001173,-0.549986982325
ACH-001183,-0.57610586837
ACH-001184,-0.545441930896
ACH-001190,-0.645412371352
ACH-001192,-0.509838401525
ACH-001193,-1.13636434389
ACH-001196,-0.560509417721
ACH-001197,-0.34628034429399995
ACH-001205,-0.621137860261
ACH-001211,-0.312789513385
ACH-001212,-0.696253796763
ACH-001228,-0.607720061866
ACH-001232,-0.546122572564
ACH-001239,-0.46252573585900003
ACH-001274,-0.499492555478
ACH-001275,-0.41762879029100003
ACH-001277,-0.7672716738850001
ACH-001278,-0.546856444151
ACH-001280,-0.299022723992
ACH-001283,-0.674983813255
ACH-001289,-0.401280599265
ACH-001295,-0.6362793246289999
ACH-001300,-0.583652454919
ACH-001301,-0.166457603392
ACH-001302,-0.29345286317499997
ACH-001303,-0.8408869301890001
ACH-001306,-0.339099415336
ACH-001318,-0.5404656813759999
ACH-001322,-0.423046285361
ACH-001328,-0.7708806165790001
ACH-001332,-0.300839179411
ACH-001333,-0.846719060062
ACH-001336,-0.460275306661
ACH-001340,-0.537122807299
ACH-001346,-0.257532482678
ACH-001353,-0.31233886290199997
ACH-001354,-0.21236712389
ACH-001367,0.0252942648134
ACH-001368,-0.519298631097
ACH-001374,-0.5643502559470001
ACH-001375,-0.42696329120899995
ACH-001377,-0.5726845837160001
ACH-001380,-0.501620514582
ACH-001391,-0.498756930631
ACH-001407,-0.641928548924
ACH-001408,-0.381574288803
ACH-001413,-0.676501562558
ACH-001430,-1.0322659381200001
ACH-001431,-0.20756234598700002
ACH-001450,-0.103940942626
ACH-001496,-0.31498088384
ACH-001500,-0.39659710561399997
ACH-001521,-0.444835811431
ACH-001523,-0.560146003108
ACH-001532,-0.619303577695
ACH-001536,-0.309150666681
ACH-001550,-0.264019520311
ACH-001552,-0.681311015107
ACH-001554,-0.423038902121
ACH-001645,-0.44268822317100004
ACH-001654,-0.540359477988
ACH-001715,-0.524823574834
ACH-001735,-0.430511056359
ACH-001736,-0.447141471609
ACH-001737,-1.14746959929
ACH-001740,-0.458388551972
ACH-001745,-0.454461374231
ACH-001750,-0.803916557436
ACH-001765,-0.870263250485
ACH-001956,-0.44161419508599997
ACH-001957,-0.470904517644
