,NHLRC3 (387921)
ACH-000004,-0.315580035874
ACH-000007,-0.133762970275
ACH-000009,-0.14144611996099998
ACH-000011,-0.215860824173
ACH-000012,-0.09296628405200001
ACH-000013,-0.058050273283400004
ACH-000014,0.0126167203348
ACH-000015,-0.17795965634599997
ACH-000017,-0.22443289259399998
ACH-000018,-0.316009997751
ACH-000019,0.0394534048324
ACH-000021,-0.0365351593681
ACH-000022,0.07328049334850001
ACH-000025,-0.121421321754
ACH-000028,-0.0675111456777
ACH-000030,-0.125957321436
ACH-000035,-0.057273823262400006
ACH-000036,-0.0694795230182
ACH-000037,-0.12940324501800002
ACH-000039,-0.21155496563999998
ACH-000040,-0.0262270895348
ACH-000041,-0.04871966377180001
ACH-000042,-0.11085670715
ACH-000045,-0.129984647757
ACH-000047,-0.0249520326689
ACH-000052,-0.331211341421
ACH-000053,-0.0963334917756
ACH-000054,-0.0888321625375
ACH-000055,-0.117140026764
ACH-000060,-0.14603659247
ACH-000067,-0.322063139342
ACH-000070,0.016006381490400002
ACH-000075,-0.0691164511409
ACH-000078,-0.102394450889
ACH-000082,-0.162590540911
ACH-000085,-0.131565708281
ACH-000086,-0.21749701989599998
ACH-000087,-0.237131187838
ACH-000092,-0.09967812949470001
ACH-000095,-0.244921757702
ACH-000097,-0.162474969773
ACH-000098,-0.089427560603
ACH-000099,-0.127120630308
ACH-000108,-0.0333576062192
ACH-000113,-0.07790132436710001
ACH-000115,-0.30929209647
ACH-000116,-0.151486221758
ACH-000118,-0.136708204874
ACH-000120,0.12883185927899998
ACH-000123,-0.04960458399730001
ACH-000127,-0.147600695133
ACH-000128,-0.0937724159364
ACH-000132,-0.23787875782900003
ACH-000133,-0.0656235811309
ACH-000137,-0.0611766729219
ACH-000138,-0.14985435843699998
ACH-000142,-0.200839477471
ACH-000143,-0.0946924317678
ACH-000146,-0.202152480665
ACH-000148,-0.14312878623
ACH-000150,-0.19840967967099998
ACH-000152,-0.17072862526299998
ACH-000153,-0.45338983240900005
ACH-000159,-0.12318410296299999
ACH-000160,-0.014058593060299999
ACH-000163,-0.197378220627
ACH-000167,-0.05572390537380001
ACH-000168,0.0368899394396
ACH-000169,0.0630731532089
ACH-000178,-0.0928565885321
ACH-000182,0.0016784483084000001
ACH-000183,-0.070346969178
ACH-000188,-0.158818561085
ACH-000189,-0.0801855312751
ACH-000190,-0.0187171900493
ACH-000198,-0.0214204904777
ACH-000204,-0.108560613971
ACH-000206,-0.139009731118
ACH-000207,-0.0924212936717
ACH-000211,-0.17247851690000002
ACH-000215,-0.0707342880008
ACH-000221,0.0258263591517
ACH-000222,-0.06599406167960001
ACH-000223,-0.127495814702
ACH-000226,-0.145220257416
ACH-000227,0.0665008046943
ACH-000228,-0.211603203613
ACH-000231,-0.142433727091
ACH-000232,-0.148898972692
ACH-000233,-0.138294519321
ACH-000234,-0.00108744480775
ACH-000235,-0.0733303374196
ACH-000237,-0.09863778340110001
ACH-000238,0.116230605388
ACH-000243,-0.08548164660839999
ACH-000244,-0.0888135904711
ACH-000246,0.00826888011545
ACH-000248,-0.048516428451199994
ACH-000250,-0.09832358846389999
ACH-000251,-0.132473160905
ACH-000253,-0.0191796234871
ACH-000255,-0.120882071584
ACH-000256,-0.249217026224
