,ST20 (400410)
ACH-000004,-0.253813486777
ACH-000007,-0.100830181008
ACH-000009,-0.424797177674
ACH-000011,-0.150214017836
ACH-000012,-0.34598081415
ACH-000013,-0.547277064605
ACH-000014,-0.686641107549
ACH-000015,-0.607292512306
ACH-000017,-0.439068470534
ACH-000018,-0.20481338670200003
ACH-000019,-0.5495885589580001
ACH-000021,-0.440786527514
ACH-000022,-0.36531970395499996
ACH-000025,-0.348520263957
ACH-000028,-0.313987077449
ACH-000030,-0.524390737997
ACH-000035,-0.221366034592
ACH-000036,-0.325711684107
ACH-000037,-0.19192655442200002
ACH-000039,-0.49272258798600005
ACH-000040,-0.283345833077
ACH-000041,-0.30962475347
ACH-000042,-0.301826823391
ACH-000045,-0.220106631869
ACH-000047,-0.596106123715
ACH-000052,-0.312187273239
ACH-000053,-0.363165563594
ACH-000054,-0.339479220094
ACH-000055,-0.291712823898
ACH-000060,-0.252922379387
ACH-000067,-0.22105996231999997
ACH-000070,-0.521500934348
ACH-000075,-0.604006091354
ACH-000078,-0.387100615862
ACH-000082,-0.373900515137
ACH-000085,-0.616445015369
ACH-000086,-0.22531786141999996
ACH-000087,-0.20009640055999997
ACH-000092,-0.679703760482
ACH-000095,-0.51880451897
ACH-000097,-0.402588041641
ACH-000098,-0.219569652933
ACH-000099,-0.45233533571400003
ACH-000108,-0.39833145760899996
ACH-000113,-0.386762324356
ACH-000115,-0.571327433326
ACH-000116,-0.433153243302
ACH-000118,-0.378579212811
ACH-000120,-0.19677386193500002
ACH-000123,-0.443689399418
ACH-000127,-0.42595410908
ACH-000128,-0.445830487332
ACH-000132,-0.432004199041
ACH-000133,-0.200439456328
ACH-000137,-0.445419500373
ACH-000138,-0.45340372249899996
ACH-000142,-0.499150265489
ACH-000143,-0.61593957087
ACH-000146,-0.503808092236
ACH-000148,-0.373494507189
ACH-000150,-0.233227712856
ACH-000152,-0.232671135693
ACH-000153,-0.00908172969367
ACH-000159,-0.455600749103
ACH-000160,-0.8251251467440001
ACH-000163,-0.4044354659
ACH-000167,-0.5276143772199999
ACH-000168,-0.4479284681600001
ACH-000169,-0.43705269800499996
ACH-000178,-0.533501111194
ACH-000182,-0.562782429988
ACH-000183,-0.566842671877
ACH-000188,-0.39275178804300004
ACH-000189,-0.54636730808
ACH-000190,-0.244231002109
ACH-000198,-0.503685290011
ACH-000204,-0.49055061877899997
ACH-000206,-0.726473556345
ACH-000207,-0.238507022524
ACH-000211,-0.32617156214299997
ACH-000215,-0.439552815012
ACH-000221,-0.2538445143
ACH-000222,-0.43546424562299996
ACH-000223,-0.535816271844
ACH-000226,-0.49997898411799996
ACH-000227,-0.418304978019
ACH-000228,-0.697118877424
ACH-000231,-0.408558035738
ACH-000232,-0.349186665444
ACH-000233,-0.485902096941
ACH-000234,-0.312672276226
ACH-000235,-0.47133973195
ACH-000237,-0.279625876353
ACH-000238,-0.71184350846
ACH-000243,-0.382969555454
ACH-000244,-0.448990255062
ACH-000246,-0.30159287504
ACH-000248,0.010122733869299998
ACH-000250,-0.439736009823
ACH-000251,-0.42416225752400005
ACH-000253,-0.241564323095
ACH-000255,-0.321052357266
ACH-000256,-0.69570023316
ACH-000257,-0.521478863929
ACH-000258,-0.19611441863200002
ACH-000259,-0.528405465188
ACH-000260,-0.45687384331
ACH-000261,-0.35189822574
ACH-000262,-0.125698846199
ACH-000263,-0.581003768405
ACH-000264,-0.539422601152
ACH-000265,-0.40401682259099997
ACH-000266,-0.428781016585
ACH-000272,-0.300276608557
ACH-000273,-0.33981985466700004
ACH-000274,-0.512317451875
ACH-000277,-0.26863435634300004
ACH-000278,-0.399817189173
ACH-000279,-0.295741235413
ACH-000280,-0.430054306727
ACH-000281,-0.438519010137
ACH-000288,-0.417911025733
ACH-000291,-0.352569786035
ACH-000293,-0.879032550497
ACH-000294,0.41138468896499997
ACH-000295,-0.209688115817
ACH-000296,-0.536377971641
ACH-000302,-0.642275037612
ACH-000304,-0.46325249176600003
ACH-000307,-0.5962915943980001
ACH-000308,-0.547951930888
ACH-000310,-0.553670391092
ACH-000311,-0.6450282575649999
ACH-000312,-0.434252158643
ACH-000315,-0.45482491853999996
ACH-000316,-0.580938270035
ACH-000317,-0.579625181064
ACH-000318,-0.470444894841
ACH-000319,-0.34883378896899997
ACH-000320,-0.32962088713000004
ACH-000322,-0.21375717830200003
ACH-000323,-0.311500284745
ACH-000324,-0.271747590187
ACH-000329,-0.354844079006
ACH-000330,-0.292594325209
ACH-000331,-0.32914741350000004
ACH-000332,-0.433302327826
ACH-000334,-0.756515018642
ACH-000335,-0.20641531242800001
ACH-000336,-0.155570303735
ACH-000337,-0.278026722386
ACH-000339,-0.497623217431
ACH-000341,-0.352051089351
ACH-000348,-0.4020591363
ACH-000350,-0.661902072157
ACH-000352,-0.417902328157
