,PET100 (100131801)
ACH-000004,-0.07579767935460001
ACH-000007,0.258498780533
ACH-000009,-0.249339653273
ACH-000011,0.0819647655749
ACH-000012,-0.035006025722
ACH-000013,-0.264822731459
ACH-000014,-0.224416111248
ACH-000015,-0.20047437305399998
ACH-000017,-0.104572147011
ACH-000018,-0.332304165066
ACH-000019,-0.271547695305
ACH-000021,-0.318311424514
ACH-000022,-0.146751642333
ACH-000025,-0.0582883101875
ACH-000028,-0.579855730904
ACH-000030,-0.313847934801
ACH-000035,-0.377790689861
ACH-000036,0.0232605510233
ACH-000037,-0.12470758866800001
ACH-000039,-0.0636312123164
ACH-000040,0.0463899788732
ACH-000041,-0.379051425756
ACH-000042,-0.168514253858
ACH-000045,-0.286379322112
ACH-000047,-0.47281125282700004
ACH-000052,-0.120533837081
ACH-000053,-0.00814697922246
ACH-000054,-0.137678380963
ACH-000055,-0.232708050724
ACH-000060,-0.0295713538612
ACH-000067,-0.0836470265202
ACH-000070,-0.273566770671
ACH-000075,0.0111197590326
ACH-000078,-0.20201093579
ACH-000082,-0.07502823670560001
ACH-000085,-0.0855479548064
ACH-000086,-0.295958751371
ACH-000087,-0.32010388087200004
ACH-000092,-0.188812534873
ACH-000095,-0.0056384182513
ACH-000097,0.05124992345269999
ACH-000098,-0.09566373292269999
ACH-000099,-0.037617769693400006
ACH-000108,-0.282496539126
ACH-000113,-0.427498905436
ACH-000115,-0.278521804303
ACH-000116,-0.42053179330799995
ACH-000118,-0.257705045689
ACH-000120,-0.150158715795
ACH-000123,-0.24386320996
ACH-000127,-0.31106699829
ACH-000128,-0.28959970529
ACH-000132,-0.182016059212
ACH-000133,-0.122757049979
ACH-000137,-0.09042497933509999
ACH-000138,-0.261008516436
ACH-000142,-0.260785699925
ACH-000143,-0.10988222373600001
ACH-000146,-0.16148267445599998
ACH-000148,-0.288125865492
ACH-000150,-0.44493884518999993
ACH-000152,-0.08929446660460001
ACH-000153,-0.560440258274
ACH-000159,-0.13174353906199998
ACH-000160,-0.17465809552
ACH-000163,-0.162254547131
ACH-000167,0.0364010551579
ACH-000168,0.04614341716130001
ACH-000169,-0.0170485592773
ACH-000178,-0.07127140600239999
ACH-000182,-0.682704053388
ACH-000183,-0.19138029039
ACH-000188,-0.328441645449
ACH-000189,-0.324537866709
ACH-000190,-0.24768912003899998
ACH-000198,-0.278997224929
ACH-000204,-0.278451632219
ACH-000206,0.187499257578
ACH-000207,-0.634710083663
ACH-000211,-0.17829503704900002
ACH-000215,-0.129952723237
ACH-000221,-0.157398447512
ACH-000222,0.0692848066157
ACH-000223,-0.250272442767
ACH-000226,-0.203288548318
ACH-000227,-0.145082721474
ACH-000228,-0.061814482792400004
ACH-000231,0.103594370945
ACH-000232,-0.0261260482973
ACH-000233,-0.361001068728
ACH-000234,0.035123748385300003
ACH-000235,-0.240320675801
ACH-000237,-0.21805887300500001
ACH-000238,-0.0325170492886
ACH-000243,-0.00844265818576
ACH-000244,-0.379411129568
ACH-000246,-0.31359725182799997
ACH-000248,-0.440815689394
ACH-000250,0.0858882736644
ACH-000251,-0.323301919759
ACH-000253,-0.112297554617
ACH-000255,-0.17489965396899998
ACH-000256,0.07709156868919999
ACH-000257,-0.021905612261799996
ACH-000258,-0.0801093464893
ACH-000259,-0.24564597454999998
ACH-000260,-0.039472050171699996
ACH-000261,-0.242162757885
ACH-000262,-0.233545962837
ACH-000263,0.364468785718
ACH-000264,-0.188172503981
ACH-000265,-0.27417719768300003
ACH-000266,-0.100258487155
ACH-000272,-0.0771816794134
ACH-000273,-0.0532644598117
ACH-000274,-0.07833009698530001
ACH-000277,-0.326806776784
ACH-000278,-0.134738146403
ACH-000279,-0.234663956391
ACH-000280,-0.264443832988
ACH-000281,-0.09314051013350001
ACH-000288,-0.11896180683499999
ACH-000291,-0.274546688959
ACH-000293,-0.127280280952
ACH-000294,-0.0956817511304
ACH-000295,-0.62665862181
ACH-000296,-0.372847107334
ACH-000302,-0.111423331448
ACH-000304,-0.31905102387699996
ACH-000307,-0.134763062411
ACH-000308,0.09337284963369999
ACH-000310,-0.017295820481
ACH-000311,-0.118146469351
ACH-000312,-0.33743671775
ACH-000315,-0.36485971029200004
ACH-000316,-0.21588998446899998
ACH-000317,-0.42985386913
ACH-000318,0.0424885369484
ACH-000319,-0.297906268373
ACH-000320,-0.27081395535999997
