,KNG1 (3827)
ACH-000291,-0.040186197533
ACH-000293,-0.45090242054499996
ACH-000294,-0.305200339458
ACH-000295,-0.269719273069
ACH-000296,-0.225074070682
ACH-000302,-0.222472043128
ACH-000304,-0.37224529600699996
ACH-000307,-0.279650036989
ACH-000308,-0.216674371779
ACH-000310,-0.23822902670499999
ACH-000311,-0.308105097574
ACH-000312,-0.294814563967
ACH-000315,-0.17148121139400002
ACH-000316,-0.222477373077
ACH-000317,-0.21300175077300001
ACH-000318,-0.35457091294799997
ACH-000319,-0.109557965797
ACH-000320,-0.301521503824
ACH-000322,-0.15235760094
ACH-000323,-0.24773920574900002
ACH-000324,-0.276464146684
ACH-000329,-0.169423288839
ACH-000330,-0.42577757451399995
ACH-000331,-0.117994718723
ACH-000332,-0.260105844816
ACH-000334,-0.21865314494899998
ACH-000335,-0.153201836716
ACH-000336,-0.432495078714
ACH-000337,0.0143603732277
ACH-000339,-0.283036939082
ACH-000341,-0.00288788651552
ACH-000348,-0.0876274907697
ACH-000350,-0.324781179232
ACH-000352,-0.277750629921
ACH-000356,-0.43487649035899995
ACH-000361,-0.40777007708400004
ACH-000362,-0.39812042678599996
ACH-000363,-0.27308871688299996
ACH-000364,-0.262736521199
ACH-000365,-0.378231660614
ACH-000366,-0.21225303640999998
ACH-000368,-0.342790065119
ACH-000374,-0.0265462475019
ACH-000375,-0.0261998766989
ACH-000376,-0.290758146595
ACH-000381,-0.330607391506
ACH-000383,-0.316181691239
ACH-000387,-0.292706825605
ACH-000389,-0.225364845662
ACH-000390,-0.2109987582
ACH-000393,-0.237972768358
ACH-000395,-0.19841222938499997
ACH-000397,-0.5001537139760001
ACH-000401,-0.282781814373
ACH-000402,-0.257291815577
ACH-000403,-0.133518836168
ACH-000404,-0.0568553750029
ACH-000406,-0.153588402878
ACH-000407,-0.20559793102600002
ACH-000408,-0.28512241077100003
ACH-000410,-0.215606705864
ACH-000411,-0.0604951164654
ACH-000414,-0.271185235413
ACH-000415,-0.276698805759
ACH-000416,-0.183865206925
ACH-000420,-0.0628229804233
ACH-000421,-0.232123365891
ACH-000424,-0.17196772418099998
ACH-000425,-0.29017259909299997
ACH-000426,0.106610342085
ACH-000427,-0.154731419096
ACH-000433,-0.0402343722872
ACH-000436,-0.22040483764199997
ACH-000444,-0.146727445189
ACH-000445,-0.17607423577599998
ACH-000448,-0.33674226662
ACH-000450,-0.252790565287
ACH-000452,-0.288212617635
ACH-000454,-0.260261178806
ACH-000458,-0.300966662846
ACH-000459,-0.198715114091
ACH-000460,-0.405141560239
ACH-000461,-0.159328153699
ACH-000463,-0.289788511244
ACH-000464,-0.41345220033299995
ACH-000466,-0.310983069501
ACH-000467,-0.0667451483441
ACH-000468,-0.132361732079
ACH-000469,-0.19289313314399997
ACH-000470,-0.435434507435
ACH-000471,-0.139372349177
ACH-000472,-0.314391763068
ACH-000473,-0.180133094116
ACH-000475,-0.291718724125
ACH-000476,-0.193972284867
ACH-000477,-0.685101311238
ACH-000480,-0.122243332197
ACH-000481,-0.08819429317810001
ACH-000483,-0.0708616564744
ACH-000484,0.193995215875
ACH-000485,-0.516550083995
ACH-000486,-0.250192406927
ACH-000487,-0.22694320923300002
ACH-000488,-0.15795017323
ACH-000490,-0.35177522413900003
ACH-000491,-0.156911516918
ACH-000495,-0.43854844611999994
ACH-000496,-0.37361932714
ACH-000499,-0.0347011432391
ACH-000500,-0.30819925852200003
ACH-000502,-0.253723240653
ACH-000503,-0.139050887491
ACH-000505,-0.243031970392
ACH-000507,-0.14486616693600002
ACH-000510,-0.0920464148989
ACH-000511,-0.22094744589600002
ACH-000512,-0.364923958317
ACH-000516,-0.37124127234800003
ACH-000517,-0.24981228105999997
ACH-000518,-0.323343765796
ACH-000520,-0.34716489109899995
ACH-000521,-0.31994300626
ACH-000522,-0.324823891084
ACH-000524,-0.24370555106800001
ACH-000527,-0.200301852224
ACH-000528,-0.216196987865
ACH-000537,-0.16818949626899998
ACH-000541,-0.314582682614
ACH-000542,-0.264778666399
ACH-000544,-0.136370686337
ACH-000545,-0.250642228471
ACH-000547,-0.148954627141
ACH-000548,-0.341226142708
ACH-000549,-0.223774458875
ACH-000550,-0.27320250332199997
ACH-000552,-0.191782155887
ACH-000556,-0.0880328584936
ACH-000557,-0.190323631716
ACH-000570,-0.045832064075499994
ACH-000571,-0.19951843656800003
ACH-000573,-0.269879613141
ACH-000576,-0.22476704748399998
ACH-000580,-0.042800240101399996
ACH-000584,-0.256055214545
ACH-000585,-0.240334619261
ACH-000588,-0.197460017555
ACH-000589,-0.18478810841200002
ACH-000591,-0.519450266219
ACH-000593,-0.294827240802
ACH-000600,-0.34400527822800003
ACH-000601,-0.233341195882
ACH-000604,-0.338797719135
ACH-000605,-0.240613657274
ACH-000606,-0.142237599302
ACH-000608,-0.260720893204
ACH-000614,-0.38973966039
ACH-000616,0.0121492377302
ACH-000618,-0.246438851171
ACH-000619,-0.271217185547
ACH-000620,-0.284835804164
ACH-000621,-0.14762701836
ACH-000622,-0.270744215088
ACH-000623,-0.171770780938
ACH-000624,-0.18786486943
ACH-000627,-0.24808370614599998
ACH-000630,-0.328086013572
ACH-000632,-0.04802667834030001
ACH-000633,-0.151181982572
ACH-000637,-0.106897562186
ACH-000638,-0.304937081476
ACH-000646,-0.542927828047
ACH-000647,-0.16103170539
ACH-000648,-0.06410127166730001
ACH-000649,-0.26443264732599997
ACH-000651,-0.26333778813000003
ACH-000652,-0.293829556018
ACH-000653,-0.147570475923
ACH-000657,-0.35728435970399997
ACH-000658,-0.286673092659
ACH-000661,-0.09965414566530001
ACH-000662,-0.680903215075
ACH-000663,-0.230297525767
ACH-000665,-0.139365063159
ACH-000671,-0.271639882365
ACH-000673,-0.156132474563
ACH-000676,-0.194181720399
ACH-000677,-0.147176372208
ACH-000681,-0.10994602053300001
ACH-000682,-0.06804897831680001
ACH-000683,-0.279150843383
ACH-000684,-0.432215208259
ACH-000688,-0.194945126225
ACH-000693,-0.325610231421
ACH-000694,-0.195044992542
ACH-000695,-0.253243983976
ACH-000696,-0.23742324380899998
ACH-000697,-0.370830784696
ACH-000699,-0.268038667113
ACH-000701,-0.339000291658
ACH-000706,-0.334360991272
ACH-000711,-0.236932246832
ACH-000713,-0.307846738486
ACH-000714,-0.256242221005
ACH-000718,-0.314899751193
ACH-000720,-0.130433982782
ACH-000721,-0.250934986653
ACH-000724,-0.108644724123
ACH-000725,-0.232961527258
ACH-000732,-0.322922556802
ACH-000734,-0.189738962183
ACH-000735,-0.22193602083
ACH-000736,-0.196625931286
ACH-000738,-0.09573388557489998
ACH-000746,-0.442085141316
ACH-000747,-0.198126421148
ACH-000748,-0.210496691749
ACH-000753,-0.304006689893
ACH-000756,-0.26209916926300003
ACH-000757,-0.393762378679
ACH-000758,-0.202036991534
ACH-000760,-0.221630725902
ACH-000763,-0.230303862809
ACH-000764,-0.10119127888
ACH-000765,-0.171541302687
ACH-000766,-0.045859450043599995
ACH-000767,-0.0401917921137
ACH-000768,-0.197731179608
ACH-000769,-0.250905424332
ACH-000770,-0.305158558263
ACH-000771,-0.140897573265
ACH-000773,-0.274775653363
ACH-000776,-0.265148352951
ACH-000777,-0.20690383203499998
ACH-000778,-0.0865092507227
ACH-000781,-0.271977761546
ACH-000782,-0.07629447867339999
ACH-000783,-0.30560359686
ACH-000784,-0.252456031067
ACH-000785,-0.251450375754
ACH-000787,-0.292799729892
ACH-000788,-0.143610011799
ACH-000791,-0.257037127389
ACH-000792,-0.08518226408610001
ACH-000794,-0.421316556507
ACH-000796,-0.303188211218
ACH-000799,-0.13035513057
ACH-000800,-0.0347570980681
ACH-000802,-0.21486434778299998
ACH-000804,-0.367248111477
ACH-000805,0.120826465681
ACH-000809,-0.37108415105
ACH-000810,-0.228668529075
ACH-000811,-0.27821339003400003
ACH-000817,-0.0574339554256
ACH-000819,-0.22287691543699997
ACH-000820,-0.541632727824
ACH-000821,-0.0467688921079
ACH-000822,-0.21408662523
ACH-000823,-0.183946625112
ACH-000824,-0.248250770086
ACH-000827,-0.39561820300800005
ACH-000829,-0.200178546646
ACH-000831,-0.19909532956300002
ACH-000832,-0.481790547514
ACH-000833,-0.602457944905
ACH-000834,-0.13841822027
ACH-000835,-0.0863761586164
ACH-000836,-0.236273740213
ACH-000837,-0.261242859855
ACH-000838,-0.11308248123199999
ACH-000839,-0.478150663345
ACH-000840,-0.334091038043
ACH-000841,-0.257403701198
ACH-000843,-0.100340594629
ACH-000846,-0.08550519870930001
ACH-000847,-0.158085304889
ACH-000848,-0.11299126128499999
ACH-000849,-0.413516158955
ACH-000851,-0.221052844311
ACH-000855,-0.24203497841
ACH-000856,-0.320403615673
ACH-000858,-0.140690809902
ACH-000859,-0.20935125974
ACH-000861,-0.37780779840000006
ACH-000862,-0.217734992715
ACH-000865,-0.365312407275
ACH-000866,-0.188667116046
ACH-000867,-0.274705351292
ACH-000869,-0.568651581937
ACH-000872,-0.059389763517399996
ACH-000873,-0.245314447117
ACH-000876,-0.24133847809300002
ACH-000878,-0.143334081343
ACH-000880,-0.25842880234
ACH-000881,-0.316344306034
ACH-000882,-0.390058625446
ACH-000884,-0.473745109883
ACH-000885,-0.383319689396
ACH-000887,-0.261434731495
ACH-000888,-0.216000573314
ACH-000889,-0.249519209403
ACH-000890,0.0634366311767
ACH-000896,-0.091936875973
ACH-000898,-0.24391455680100002
ACH-000900,-0.214393790723
ACH-000901,-0.30284502063499996
ACH-000905,-0.336388295229
ACH-000906,-0.17383044625
ACH-000907,-0.389594265692
ACH-000910,-0.333460771297
ACH-000911,-0.243707588788
ACH-000912,-0.297000709095
ACH-000913,-0.309285201143
ACH-000915,-0.19402383356199998
ACH-000916,-0.35221151460600003
ACH-000917,-0.229951933262
ACH-000921,-0.142475743772
ACH-000924,-0.203900456134
ACH-000926,-0.449696927695
ACH-000928,-0.470977433213
ACH-000929,-0.456061080524
ACH-000932,-0.222685522421
ACH-000935,-0.692609667939
ACH-000936,-0.160749928111
ACH-000937,-0.146655182003
ACH-000938,-0.310631455551
ACH-000939,-0.0018754643304
ACH-000941,-0.205846883631
ACH-000943,-0.214911963301
ACH-000946,-0.200380238977
ACH-000947,-0.228131092335
ACH-000948,-0.32603924867600004
ACH-000950,-0.371874648621
ACH-000953,-0.214206247834
ACH-000957,-0.123602756008
ACH-000958,-0.280107981439
ACH-000960,-0.251657616076
ACH-000963,-0.372459314941
ACH-000968,-0.17656932654399998
ACH-000969,-0.24700088004700002
ACH-000973,-0.23507965473099998
ACH-000974,-0.365521907084
ACH-000975,-0.111626503966
ACH-000976,-0.305223628614
ACH-000978,-0.0984716706652
ACH-000980,-0.23015514331599998
ACH-000984,-0.287082894062
ACH-000986,-0.20315372661400002
ACH-000988,-0.271440088375
ACH-000993,-0.40490346317599996
ACH-000994,-0.301975492111
ACH-000996,-0.192759340238
ACH-001001,-0.414737291876
ACH-001020,-0.420045502386
ACH-001028,-0.311039485808
ACH-001031,-0.369530854749
ACH-001038,-0.19010195659200002
ACH-001048,-0.335439740274
ACH-001050,-0.20236108342599998
ACH-001053,-0.147829220515
ACH-001054,-0.122140488048
ACH-001061,-0.256168002605
ACH-001067,-0.430667361532
ACH-001075,-0.007437914941640001
ACH-001096,-0.192070690208
ACH-001128,-0.115351055252
ACH-001134,-0.252730734464
ACH-001151,-0.18689127447999998
ACH-001163,-0.232595876697
ACH-001164,-0.124879204361
ACH-001173,-0.263170026376
ACH-001183,-0.318739218491
ACH-001184,-0.349249294665
ACH-001190,-0.205613808446
ACH-001192,-0.133048843226
ACH-001193,-0.45684382098000004
ACH-001196,-0.114908196446
ACH-001197,-0.35922432852799996
ACH-001205,-0.280764812643
ACH-001211,-0.0894315741354
ACH-001212,-0.185442910187
ACH-001228,-0.413816712597
ACH-001232,-0.186032157068
ACH-001239,-0.12594251861300002
ACH-001274,-0.131962530334
ACH-001275,-0.205878931876
ACH-001277,0.0745563836598
ACH-001278,-0.0920551674001
ACH-001280,-0.264190613563
ACH-001283,-0.17109383126699998
ACH-001289,-0.299043375273
ACH-001295,-0.20904815439100002
ACH-001300,-0.100925612026
ACH-001301,-0.250884397008
ACH-001302,-0.27443927244800004
ACH-001303,-0.27902354363000004
ACH-001306,-0.150482154708
ACH-001318,-0.165201994916
ACH-001322,-0.393715298635
ACH-001328,-0.349526862579
ACH-001332,0.008958881536219999
ACH-001333,-0.21879464072500002
ACH-001336,-0.152270431881
ACH-001340,-0.283937510314
ACH-001346,-0.204275507131
ACH-001353,-0.21743966139
ACH-001354,0.080027733602
ACH-001367,-0.34190908792900004
ACH-001368,-0.156788874311
ACH-001374,-0.258139950961
ACH-001375,-0.483995289404
ACH-001377,-0.173187944664
ACH-001380,-0.248822326425
ACH-001391,-0.27317259631900004
ACH-001407,-0.233563999016
ACH-001408,-0.38261835828699997
ACH-001413,-0.165026050679
ACH-001430,-0.265250274423
ACH-001431,-0.05430487792619999
ACH-001450,-0.287095154539
ACH-001496,-0.330932769359
ACH-001500,-0.19454224076699997
ACH-001521,0.108315290755
ACH-001523,-0.156196870085
ACH-001532,-0.270060941299
ACH-001536,-0.131035783305
ACH-001550,-0.19063994549199997
ACH-001552,-0.18127366944200002
ACH-001554,-0.15248950913599998
ACH-001645,-0.222213473904
ACH-001654,-0.227463468009
ACH-001715,-0.34097326304700004
ACH-001735,-0.290745769773
ACH-001736,-0.18315709909400002
ACH-001737,-0.0209088028815
ACH-001740,-0.127903406246
ACH-001745,-0.266283127651
ACH-001750,-0.256060510423
ACH-001765,-0.18801287616
ACH-001956,-0.216347207313
ACH-001957,-0.177637753934
