,USP17L28 (728400)
ACH-000004,0.36201372694
ACH-000007,0.41642705466200003
ACH-000009,0.464221362267
ACH-000011,0.46109502449600004
ACH-000012,0.426319396959
ACH-000013,0.372338533811
ACH-000014,0.4129357104
ACH-000015,0.281124998356
ACH-000017,0.524735823077
ACH-000018,0.322989651174
ACH-000019,0.321123753561
ACH-000021,0.26064099727699996
ACH-000022,0.7012636843250001
ACH-000025,0.152361653344
ACH-000028,0.42205086628300004
ACH-000030,0.380702214069
ACH-000035,0.338156079444
ACH-000036,0.132080212696
ACH-000037,0.924667637888
ACH-000039,0.34052089650399997
ACH-000040,0.429737608684
ACH-000041,0.405147688877
ACH-000042,0.31970247029
ACH-000045,0.644020102856
ACH-000047,0.368525577621
ACH-000052,0.342988690276
ACH-000053,0.384532600144
ACH-000054,0.349346382473
ACH-000055,0.440218419019
ACH-000060,0.295828486813
ACH-000067,0.23500611245499997
ACH-000070,0.6934041507879999
ACH-000075,0.40197614424999994
ACH-000078,0.5475233060970001
ACH-000082,0.8313548613680001
ACH-000085,0.316857731692
ACH-000086,0.1323094842
ACH-000087,0.198584263165
ACH-000092,0.331843630542
ACH-000095,0.380141333627
ACH-000097,0.52987610865
ACH-000098,0.379658513535
ACH-000099,0.453720007018
ACH-000108,0.17736758164000002
ACH-000113,0.502075640365
ACH-000115,0.571487214585
ACH-000116,0.35122967431100005
ACH-000118,0.2215070734
ACH-000120,0.528458620994
ACH-000123,0.430779764285
ACH-000127,0.450565232393
ACH-000128,0.42084889994900004
ACH-000132,0.546843964358
ACH-000133,0.283758883222
ACH-000137,0.482956074643
ACH-000138,0.294327608303
ACH-000142,0.394223964513
ACH-000143,0.142341018122
ACH-000146,0.657739211477
ACH-000148,0.41210166406
ACH-000150,0.426899092063
ACH-000152,0.32226145461800004
ACH-000153,0.49896396393799997
ACH-000159,0.521204963122
ACH-000160,0.418824611098
ACH-000163,0.335747094175
ACH-000167,0.42162783921700003
ACH-000168,0.38076387459600003
ACH-000169,0.34528223563199995
ACH-000178,0.5051016493230001
ACH-000182,0.45830895727300003
ACH-000183,0.48875625789
ACH-000188,0.37028279970899997
ACH-000189,0.468530501586
ACH-000190,0.232307157718
ACH-000198,0.47827682935099997
ACH-000204,0.20460756684300002
ACH-000206,0.567808209288
ACH-000207,0.522927696945
ACH-000211,0.43270832641
ACH-000215,0.542393108997
ACH-000221,0.602892718874
ACH-000222,0.5488011236479999
ACH-000223,0.41102065195299997
ACH-000226,0.410435152716
ACH-000227,0.363035326979
ACH-000228,0.371342217633
ACH-000231,0.346418206923
ACH-000232,0.416164053035
ACH-000233,0.45476693039
ACH-000234,0.43921719916199997
ACH-000235,0.408011953006
ACH-000237,0.311423518676
ACH-000238,0.36571021735200004
ACH-000243,0.34723215445
ACH-000244,0.5755589213000001
ACH-000246,0.54095208321
ACH-000248,0.360905945449
ACH-000250,0.513364620791
ACH-000251,0.245865426435
ACH-000253,0.35063306936099997
ACH-000255,0.34625929475
ACH-000256,0.47227311969400004
ACH-000257,0.770117221116
ACH-000258,0.6055551206600001
ACH-000259,0.407889779662
ACH-000260,0.444550480819
ACH-000261,0.439154239715
ACH-000262,0.253839929278
ACH-000263,0.625642973275
ACH-000264,0.529123482003
ACH-000265,0.372615201954
ACH-000266,0.287647216073
ACH-000272,0.42099470215
ACH-000273,0.312073812076
ACH-000274,0.352949565672
ACH-000277,0.470004580384
ACH-000278,0.36228513217
ACH-000279,0.327537067014
ACH-000280,0.25976986124699997
ACH-000281,0.380534606618
ACH-000288,0.44493487538000004
ACH-000291,0.527968220652
ACH-000293,0.503231567235
ACH-000294,0.259747075327
ACH-000295,0.310385470219
ACH-000296,0.45823068624799995
ACH-000302,0.586096488091
ACH-000304,0.642302596951
ACH-000307,0.41365296899000004
ACH-000308,0.5137761014109999
ACH-000310,0.533185554238
ACH-000311,0.5144116317949999
ACH-000312,0.459681022589
ACH-000315,0.311364210948
ACH-000316,0.50463608357
ACH-000317,0.594480799296
ACH-000318,0.269368990054
ACH-000319,0.198287655601
ACH-000320,0.341863149319
ACH-000322,0.43347094780100004
ACH-000323,0.37004154095200004
ACH-000324,0.34831763681
ACH-000329,0.31597024781800004
ACH-000330,0.35262112575800003
ACH-000331,0.317040900407
ACH-000332,0.366791651067
ACH-000334,0.498055904008
ACH-000335,0.36182411442400003
ACH-000336,0.4250453004
ACH-000337,0.363112995475
ACH-000339,0.34942437488399997
ACH-000341,0.733576755104
ACH-000348,0.536699019349
ACH-000350,0.498117566404
ACH-000352,0.311209169717
ACH-000356,0.345178375925
ACH-000361,0.42404866157300003
ACH-000362,0.42136887415700003
ACH-000363,0.53186065811
ACH-000364,0.38064879240000005
ACH-000365,0.292662896228
ACH-000366,0.306062456225
ACH-000368,0.338478855138
ACH-000374,0.437411319757
ACH-000375,0.449557628239
ACH-000376,0.37755807655199997
ACH-000381,0.420757999818
ACH-000383,0.4448757789399999
ACH-000387,0.5377951562169999
ACH-000389,0.411778250941
ACH-000390,0.501873367033
ACH-000393,0.399575515662
ACH-000395,0.601662645731
ACH-000397,0.36711666600000004
ACH-000401,0.281323869831
ACH-000402,0.529537452307
ACH-000403,0.557765900463
ACH-000404,0.434483063586
ACH-000406,0.314319086215
ACH-000407,0.229799749608
ACH-000408,0.26784139835
ACH-000410,0.130796034967
ACH-000411,0.424455175951
ACH-000414,0.496641370606
ACH-000415,0.345325738381
ACH-000416,0.407266898823
ACH-000420,0.35946569744199997
ACH-000421,0.306575808146
ACH-000424,0.34484384563500003
ACH-000425,0.220261687151
ACH-000426,0.548970873701
ACH-000427,0.32982337974
ACH-000433,0.42483646648400003
ACH-000436,0.25621751100400003
ACH-000444,0.15678357782500002
ACH-000445,0.41781481219300004
ACH-000448,0.387843665316
ACH-000450,0.405504507661
ACH-000452,0.40277844489500003
ACH-000454,0.215422829643
ACH-000458,0.418873300519
ACH-000459,0.114326298947
ACH-000460,0.37127788255000005
ACH-000461,0.470682666935
ACH-000463,0.397559709626
ACH-000464,0.38265723713
ACH-000466,0.41383800459799996
ACH-000467,0.45794456409999995
ACH-000468,0.40727329097
ACH-000469,0.499226449886
ACH-000470,0.5560380975639999
ACH-000471,0.480832790452
ACH-000472,0.438714177475
ACH-000473,0.252917100224
ACH-000475,0.626225260115
ACH-000476,0.481217189008
ACH-000477,0.668834328277
ACH-000480,0.392228655273
ACH-000481,0.361628492598
ACH-000483,0.267039687633
ACH-000484,0.49412457707199997
ACH-000485,0.474755845986
ACH-000486,0.295905406551
ACH-000487,0.324757508627
ACH-000488,0.379920102604
ACH-000490,0.548642589129
ACH-000491,0.444312309714
ACH-000495,0.340343469534
ACH-000496,0.307868175276
ACH-000499,0.28244479640500003
ACH-000500,0.284579965013
ACH-000502,0.39675957954700003
ACH-000503,0.41076593742600004
ACH-000505,0.418476952962
ACH-000507,0.629271174587
ACH-000510,0.324934758279
ACH-000511,0.400736933132
ACH-000512,0.645328434179
ACH-000516,0.553338750708
ACH-000517,0.705388605261
ACH-000518,0.295933821303
ACH-000520,0.480693194995
ACH-000521,0.406186711642
ACH-000522,0.39867892430699997
ACH-000524,0.508442267456
ACH-000527,0.401043413391
ACH-000528,0.400893056913
ACH-000537,0.449671394577
ACH-000541,0.476185495044
ACH-000542,0.194992879596
ACH-000544,0.35676376085699996
ACH-000545,0.24637193735500001
ACH-000547,0.477049411801
ACH-000548,0.418180481504
ACH-000549,0.276572887701
ACH-000550,0.323656378038
ACH-000552,0.423986732542
ACH-000556,0.462859084717
ACH-000557,1.01623502527
ACH-000570,0.477809717977
ACH-000571,0.551082688485
ACH-000573,0.5950523114540001
ACH-000576,0.497265007969
ACH-000580,0.494325811128
ACH-000584,0.322256217966
ACH-000585,0.378997157183
ACH-000588,0.281908842955
ACH-000589,0.41458167826
ACH-000591,0.322301355492
ACH-000593,0.267133363076
ACH-000600,0.620555939759
ACH-000601,0.45073269448
ACH-000604,0.5567187562820001
ACH-000605,0.36304190601899994
ACH-000606,0.36405155879900003
ACH-000608,0.41108124817100006
ACH-000614,0.164350533913
ACH-000616,0.439225817896
ACH-000618,0.220998671731
ACH-000619,0.26450502821
ACH-000620,0.444779853482
ACH-000621,0.641742077663
ACH-000622,0.252295302396
ACH-000623,0.452370136538
ACH-000624,0.47064468014300004
ACH-000627,0.397783546717
ACH-000630,0.41342197655699997
ACH-000632,0.466605618574
ACH-000633,0.618953844361
ACH-000637,0.179703914252
ACH-000638,0.286437180086
ACH-000646,0.36512704510099997
ACH-000647,0.47827994332199997
ACH-000648,0.39730111282499997
ACH-000649,0.392318475044
ACH-000651,0.28075498882800004
ACH-000652,0.17750221174800002
ACH-000653,0.49321239990599997
ACH-000657,0.35636132930200004
ACH-000658,0.413654721721
ACH-000661,0.3680160233
ACH-000662,0.900979470323
ACH-000663,0.0971734749541
ACH-000665,0.291799561623
ACH-000671,0.49865025492299997
ACH-000673,0.540605179113
ACH-000676,0.397289369442
ACH-000677,0.5505061222950001
ACH-000681,0.508494095097
ACH-000682,0.286413150623
ACH-000683,0.44756864296899995
ACH-000684,0.23715722250100002
ACH-000688,0.190078351164
ACH-000693,0.40031475858300003
ACH-000694,0.244205963969
ACH-000695,0.573443687324
ACH-000696,0.378605759425
ACH-000697,0.504956516025
ACH-000699,0.276618706161
ACH-000701,0.338793518813
ACH-000706,0.425443305025
ACH-000711,0.550491780119
ACH-000713,0.215993294762
ACH-000714,0.505662592126
ACH-000718,0.573623605665
ACH-000720,0.339472755144
ACH-000721,0.22758399093899997
ACH-000724,0.83089720755
ACH-000725,0.6017351424
ACH-000732,0.230317064092
ACH-000734,0.553829409482
ACH-000735,0.404590618183
ACH-000736,0.48474437434900003
ACH-000738,0.35994767426700003
ACH-000746,0.5046832597249999
ACH-000747,0.339919871696
ACH-000748,0.42590581675800004
ACH-000753,0.38024038633699997
ACH-000756,0.312994667782
ACH-000757,0.42407608593699997
ACH-000758,0.434217519014
ACH-000760,0.38321118523500003
ACH-000763,0.456815533279
ACH-000764,0.111136372459
ACH-000765,0.338979399218
ACH-000766,0.592512539998
ACH-000767,0.480403990194
ACH-000768,0.305698492981
