,ITPA (3704)
ACH-000004,-0.21261837700599998
ACH-000007,0.0620424235658
ACH-000009,-0.19263817632599997
ACH-000011,-0.194503698196
ACH-000012,-0.18774618883900002
ACH-000013,-0.222530423216
ACH-000014,0.0558915279985
ACH-000015,-0.0711193833994
ACH-000017,-0.166784168927
ACH-000018,-0.224267210253
ACH-000019,0.24677148497499998
ACH-000021,-0.00445983124283
ACH-000022,0.0352669668399
ACH-000025,-0.24273711380999996
ACH-000028,-0.144066439926
ACH-000030,-0.189149848308
ACH-000035,0.00288508885045
ACH-000036,-0.0878278295417
ACH-000037,-0.116043251876
ACH-000039,-0.20505731919
ACH-000040,-0.175484220917
ACH-000041,-0.065518613422
ACH-000042,-0.247223712163
ACH-000045,0.0608937519223
ACH-000047,-0.0842140893269
ACH-000052,-0.179777741646
ACH-000053,-0.26539165507
ACH-000054,-0.130010729637
ACH-000055,-0.18038437226799997
ACH-000060,-0.34260952454300003
ACH-000067,-0.24784605791499997
ACH-000070,-0.159824380699
ACH-000075,-0.20795362667300002
ACH-000078,-0.235239112864
ACH-000082,-0.119299757115
ACH-000085,-0.470792455637
ACH-000086,-0.0752884176631
ACH-000087,-0.15000861299
ACH-000092,-0.047902874333300004
ACH-000095,-0.23168237733000002
ACH-000097,-0.08963645257539998
ACH-000098,-0.16978122962099998
ACH-000099,-0.34933747575
ACH-000108,-0.31356260555300003
ACH-000113,-0.005809684273390001
ACH-000115,-0.07575196982739998
ACH-000116,-0.0627796422057
ACH-000118,-0.206610547655
ACH-000120,0.00752836367708
ACH-000123,-0.072043719363
ACH-000127,-0.18573091128400002
ACH-000128,-0.0551756456718
ACH-000132,-0.0917184970185
ACH-000133,-0.12108319992999998
ACH-000137,-0.10062365794299999
ACH-000138,-0.31816083119800004
ACH-000142,-0.0333636013532
ACH-000143,0.056586705783400006
ACH-000146,-0.182763763711
ACH-000148,-0.191399953015
ACH-000150,-0.43528470569300004
ACH-000152,-0.0817134809858
ACH-000153,0.009124180962719998
ACH-000159,-0.350394676861
ACH-000160,-0.0656585401508
ACH-000163,-0.118552305866
ACH-000167,-0.188444485955
ACH-000168,-0.211166342207
ACH-000169,-0.160096437629
ACH-000178,-0.037258408072
ACH-000182,-0.0978391558144
ACH-000183,-0.6320564210890001
ACH-000188,-0.158504159639
ACH-000189,-0.0483070108156
ACH-000190,-0.140660192731
ACH-000198,-0.211827196547
ACH-000204,-0.0150358433811
ACH-000206,-0.12201080505
ACH-000207,-0.283300225806
ACH-000211,-0.276931709489
ACH-000215,-0.141875302579
ACH-000221,-0.296089349879
ACH-000222,-0.545845597281
ACH-000223,-0.300225068673
ACH-000226,-0.6215074384220001
ACH-000227,-0.266020376517
ACH-000228,-0.16822187735
ACH-000231,-0.386375292311
ACH-000232,-0.09493273648360001
ACH-000233,-0.156873107025
ACH-000234,-0.180066883951
ACH-000235,-0.153340696799
ACH-000237,-0.225294306996
ACH-000238,-0.0338473589408
ACH-000243,-0.298193745107
ACH-000244,0.117631193752
ACH-000246,-0.22394696012200002
ACH-000248,-0.009705937001709998
ACH-000250,-0.25914676484
ACH-000251,0.015767897740499998
ACH-000253,-0.261740133183
ACH-000255,-0.19994550241999998
ACH-000256,0.08804923455389999
ACH-000257,0.057790551415300005
ACH-000258,-0.0386015413034
ACH-000259,-0.19283803205400002
ACH-000260,-0.17073913971500002
ACH-000261,-0.0805884429104
ACH-000262,0.180372629404
ACH-000263,-0.194996900544
ACH-000264,-0.0802264899923
ACH-000265,-0.25070426017499997
ACH-000266,-0.149152814869
ACH-000272,-0.130159643658
ACH-000273,-0.115534654903
ACH-000274,-0.195219263757
ACH-000277,-0.0835938670406
ACH-000278,-0.252573683729
ACH-000279,-0.07589438785510001
ACH-000280,-0.106194416007
ACH-000281,-0.33818355809
ACH-000288,-0.29847652978100003
ACH-000291,-0.167513244207
ACH-000293,-0.17079043708099997
ACH-000294,-0.269447424628
ACH-000295,-0.053889786975600006
ACH-000296,-0.022704350918299997
ACH-000302,-0.143693541717
ACH-000304,-0.041330836788300004
ACH-000307,-0.0943088087938
ACH-000308,-0.154772920108
ACH-000310,-0.421064183812
ACH-000311,-0.136727272465
ACH-000312,-0.312458994946
ACH-000315,-0.464004239577
ACH-000316,-0.326755337449
ACH-000317,-0.24840021154800002
ACH-000318,-0.114962787068
ACH-000319,-0.037133003781800004
ACH-000320,-0.575206045618
ACH-000322,-0.238394864078
ACH-000323,-0.0948701034246
ACH-000324,-0.270682189933
ACH-000329,-0.41155534498
ACH-000330,-0.07854989255
ACH-000331,-0.140898949445
ACH-000332,-0.19804263405900002
ACH-000334,-0.40394164750100003
ACH-000335,-0.240965272523
ACH-000336,0.274461366957
ACH-000337,-0.121311197602
ACH-000339,-0.448166306663
ACH-000341,0.013929561609999998
ACH-000348,-0.0533941834495
ACH-000350,-0.269902963215
ACH-000352,-0.0759096816954
ACH-000356,-0.22558046009
ACH-000361,-0.233935422319
ACH-000362,-0.09558827337339999
ACH-000363,-0.115298523801
ACH-000364,-0.0511563171737
ACH-000365,-0.152237388961
ACH-000366,-0.243859193361
ACH-000368,-0.257679404742
ACH-000374,0.138173407794
ACH-000375,-0.248870760282
ACH-000376,-0.123424723759
ACH-000381,-0.351155135512
ACH-000383,-0.160462967793
ACH-000387,-0.212775631545
ACH-000389,-0.30435401771
ACH-000390,-0.07661537495
ACH-000393,-0.238009918896
ACH-000395,-0.0815859257285
ACH-000397,-0.178448072603
ACH-000401,-0.266542194434
ACH-000402,-0.366473734368
ACH-000403,-0.09327134974160001
ACH-000404,0.10891840111500001
ACH-000406,-0.274836297286
ACH-000407,-0.0646515968086
ACH-000408,-0.243732386061
ACH-000410,-0.355311823416
ACH-000411,-0.15821310475199998
ACH-000414,-0.30908674335499997
ACH-000415,-0.11891204526900001
ACH-000416,-0.11331198069399999
ACH-000420,-0.3167166735
ACH-000421,-0.199886836789
ACH-000424,-0.0532690260623
ACH-000425,-0.0329620985732
ACH-000426,-0.40518678882299997
ACH-000427,-0.259398440719
ACH-000433,-0.19747714485800003
ACH-000436,-0.0836714197372
ACH-000444,-0.020811981018099997
ACH-000445,-0.00666493345643
ACH-000448,-0.0701772830178
ACH-000450,-0.00855471678302
ACH-000452,-0.163125016407
ACH-000454,-0.042939902762
ACH-000458,-0.197434991834
ACH-000459,-0.145495466261
ACH-000460,-0.14290051067600001
ACH-000461,-0.0607595687806
ACH-000463,-0.06788813279900001
ACH-000464,-0.230215961256
ACH-000466,-0.296431613572
ACH-000467,-0.21333129778299997
ACH-000468,-0.23136961118500002
ACH-000469,-0.251435553302
ACH-000470,-0.540854003515
ACH-000471,-0.210127249948
ACH-000472,-0.32815322303399996
ACH-000473,-0.0449603015405
ACH-000475,-0.643183830916
ACH-000476,-0.232182550217
ACH-000477,-0.167642643486
ACH-000480,-0.241420827148
ACH-000481,-0.30013974438499996
ACH-000483,-0.315659374311
ACH-000484,-0.753996589431
ACH-000485,-0.129991243092
ACH-000486,-0.273713963396
ACH-000487,-0.14843180844
ACH-000488,-0.213983218123
ACH-000490,0.012843232246700002
ACH-000491,-0.059497446111199996
ACH-000495,0.0192619076837
ACH-000496,-0.25650968725
ACH-000499,-0.024094320605
ACH-000500,0.311111124066
ACH-000502,-0.0164799092206
ACH-000503,-0.0133502649343
ACH-000505,-0.18418917566399998
ACH-000507,-0.175573469722
ACH-000510,-0.0158566627139
ACH-000511,-0.24904848513500003
ACH-000512,-0.6246877576609999
ACH-000516,-0.170155198107
ACH-000517,-0.173215547429
ACH-000518,-0.0719040413096
ACH-000520,0.0155267766933
ACH-000521,-0.45203331118900003
ACH-000522,0.0286027009663
ACH-000524,-0.11113996375999999
ACH-000527,-0.04592658892300001
