,HPCA (3208)
ACH-000274,-0.38840247968900005
ACH-000277,-0.266040564888
ACH-000278,-0.186956380279
ACH-000279,-0.145674472356
ACH-000280,-0.037214770797900004
ACH-000281,-0.192710941831
ACH-000288,-0.5314012962899999
ACH-000291,-0.231025766063
ACH-000293,-0.165838434445
ACH-000294,-0.06606935484109999
ACH-000295,-0.49050398600199996
ACH-000296,0.015224678000600001
ACH-000302,-0.270779857863
ACH-000304,-0.07576280619239999
ACH-000307,-0.305144051733
ACH-000308,-0.149662729795
ACH-000310,-0.493684723617
ACH-000311,-0.275704644196
ACH-000312,-0.33659453830499997
ACH-000315,-0.154026416566
ACH-000316,-0.344912161184
ACH-000317,-0.165716544545
ACH-000318,-0.314618116377
ACH-000319,-0.138388573255
ACH-000320,-0.5669562467220001
ACH-000322,-0.268548270547
ACH-000323,-0.434091455875
ACH-000324,-0.181811561625
ACH-000329,-0.0994440902981
ACH-000330,-0.398639648901
ACH-000331,-0.249430719773
ACH-000332,-0.24956046553599998
ACH-000334,-0.143981845745
ACH-000335,-0.179760217534
ACH-000336,-0.0696213822305
ACH-000337,-0.302135366887
ACH-000339,-0.10774703067500001
ACH-000341,-0.153945601582
ACH-000348,-0.04402236392659999
ACH-000350,-0.21878451529800003
ACH-000352,-0.231530513464
ACH-000356,-0.13181386410499998
ACH-000361,-0.40452699601099995
ACH-000362,-0.234411086124
ACH-000363,-0.23528293081999999
ACH-000364,-0.382941378939
ACH-000365,-0.214312571342
ACH-000366,-0.273759756116
ACH-000368,-0.41038215153700003
ACH-000374,-0.197948831454
ACH-000375,-0.28492671076
ACH-000376,-0.22677324833700002
ACH-000381,-0.218913141283
ACH-000383,-0.245866473958
ACH-000387,0.0243487672117
ACH-000389,-0.0430923732266
ACH-000390,-0.176824239227
ACH-000393,-0.322598748193
ACH-000395,-0.268473059291
ACH-000397,-0.00679156457057
ACH-000401,-0.320928351107
ACH-000402,-0.246047746307
ACH-000403,-0.144176066295
ACH-000404,-0.22271352726799998
ACH-000406,-0.273190538677
ACH-000407,-0.165628336004
ACH-000408,-0.350675863112
ACH-000410,-0.22859671642299997
ACH-000411,-0.388494521386
ACH-000414,-0.249207573341
ACH-000415,-0.328538344418
ACH-000416,-0.174719220113
ACH-000420,-0.10898125488600001
ACH-000421,-0.219932745872
ACH-000424,-0.256553622755
ACH-000425,-0.208555027502
ACH-000426,0.0702932889652
ACH-000427,-0.37792391312
ACH-000433,-0.16899859929900002
ACH-000436,-0.363738337796
ACH-000444,-0.153723628192
ACH-000445,-0.34506203907300004
ACH-000448,-0.30407642918
ACH-000450,-0.189848949971
ACH-000452,-0.11665926434
ACH-000454,-0.366207198688
ACH-000458,-0.219596108226
ACH-000459,-0.158327872115
ACH-000460,-0.164121553474
ACH-000461,-0.493686390224
ACH-000463,-0.196974634281
ACH-000464,-0.289431630105
ACH-000466,-0.11457136219000001
ACH-000467,-0.15177567836
ACH-000468,-0.28490175874699997
ACH-000469,-0.396165117769
ACH-000470,0.0440142856295
ACH-000471,-0.142370597913
ACH-000472,-0.130726480153
ACH-000473,-0.23961473787300003
ACH-000475,-0.158748267503
ACH-000476,-0.184355603003
ACH-000477,-0.0830494791565
ACH-000480,-0.233629551495
ACH-000481,-0.166077142871
ACH-000483,-0.294084863207
ACH-000484,-0.19882365370400001
ACH-000485,-0.21559665917800003
ACH-000486,-0.285986443965
ACH-000487,-0.22494976225000002
ACH-000488,-0.278764183479
ACH-000490,-0.289335626845
ACH-000491,-0.234220587706
ACH-000495,-0.411218249401
ACH-000496,-0.237033166013
ACH-000499,-0.11971342186100001
ACH-000500,-0.328305861459
ACH-000502,-0.280586583811
ACH-000503,0.0869850520039
ACH-000505,-0.12169631528899999
ACH-000507,-0.305759436971
ACH-000510,-0.28867973254900003
ACH-000511,-0.202939214313
ACH-000512,-0.09614210353610002
ACH-000516,-0.07273933173380001
ACH-000517,-0.18488177998799998
ACH-000518,-0.146851496849
ACH-000520,-0.16066870079099999
ACH-000521,-0.211565683866
ACH-000522,-0.186977653428
ACH-000524,-0.231834284298
ACH-000527,-0.168023275939
ACH-000528,-0.22651666010899998
ACH-000537,-0.209863311351
ACH-000541,-0.11945171141899999
ACH-000542,-0.38138697684199996
ACH-000544,-0.270549830402
ACH-000545,-0.339639115481
ACH-000547,-0.119017684707
ACH-000548,-0.136457070395
ACH-000549,-0.239234196859
ACH-000550,-0.6004830533
ACH-000552,-0.138164402153
ACH-000556,-0.150848439931
ACH-000557,-0.13606562709
ACH-000570,-0.159095787155
ACH-000571,-0.0589436635503
ACH-000573,-0.308771079993
ACH-000576,-0.25918098293999997
ACH-000580,-0.0497011918896
ACH-000584,-0.0433865520118
ACH-000585,-0.274462731333
ACH-000588,-0.269192010594
ACH-000589,-0.165691013275
ACH-000591,-0.197123686402
ACH-000593,-0.498456424231
ACH-000600,-0.512173541533
ACH-000601,-0.297739232636
ACH-000604,-0.26288856043000003
ACH-000605,-0.23639375286699998
ACH-000606,-0.370627643119
ACH-000608,-0.219779553625
ACH-000614,-0.021798158169299996
ACH-000616,-0.273427264509
ACH-000618,-0.142665884657
ACH-000619,-0.22497947177400002
ACH-000620,-0.261391537061
ACH-000621,-0.286784794274
ACH-000622,-0.23445871136100002
ACH-000623,-0.350292268566
ACH-000624,-0.24588100390700002
ACH-000627,-0.34161062007700005
ACH-000630,-0.247340727504
ACH-000632,-0.39734012491400006
ACH-000633,-0.281195992755
ACH-000637,-0.0479206654911
ACH-000638,-0.389909580859
ACH-000646,-0.0656039408851
ACH-000647,-0.0491788618817
ACH-000648,-0.630240411786
ACH-000649,-0.295730815636
ACH-000651,-0.271072686546
ACH-000652,-0.377311476915
ACH-000653,-0.404959662181
ACH-000657,-0.322347608417
ACH-000658,-0.13740943468699998
ACH-000661,-0.197363066578
ACH-000662,-0.08975703515820001
ACH-000663,-0.169395867483
ACH-000665,-0.19569584943100002
ACH-000671,-0.029300766027599998
ACH-000673,-0.380158094417
ACH-000676,-0.309269004344
ACH-000677,-0.11995088421399999
ACH-000681,-0.38354508621699995
ACH-000682,-0.365770674005
ACH-000683,-0.41855578744800004
ACH-000684,-0.41774323907
ACH-000688,-0.09206774754210001
ACH-000693,-0.264664690589
ACH-000694,-0.145125362728
ACH-000695,-0.23621459419
ACH-000696,-0.161100169602
ACH-000697,-0.108101362389
ACH-000699,-0.318847730745
ACH-000701,-0.335432107856
ACH-000706,-0.280499188473
ACH-000711,-0.22657283281100002
ACH-000713,-0.578283634536
ACH-000714,-0.127063404566
ACH-000718,-0.101853021685
ACH-000720,-0.397605277013
ACH-000721,-0.30318168683
ACH-000724,-0.148607382489
ACH-000725,-0.312913516177
ACH-000732,-0.211404190326
ACH-000734,-0.191030782543
ACH-000735,-0.30334226452199997
ACH-000736,-0.00706746290192
ACH-000738,-0.308874813776
ACH-000746,-0.22672077074000002
ACH-000747,-0.228341076491
ACH-000748,-0.281078058798
ACH-000753,-0.300633057499
ACH-000756,-0.348252847738
ACH-000757,-0.502311546765
ACH-000758,-0.313084000353
ACH-000760,-0.29112185405900004
ACH-000763,-0.126619631067
ACH-000764,-0.29656720320999996
ACH-000765,-0.45547743555500003
ACH-000766,-0.167095247939
ACH-000767,-0.228860446571
ACH-000768,-0.214897420271
ACH-000769,-0.217246825183
ACH-000770,-0.274933021
ACH-000771,-0.19494430285
ACH-000773,-0.18474515045
ACH-000776,-0.144458412072
ACH-000777,-0.34134924226700003
ACH-000778,-0.138811317324
ACH-000781,-0.244168850703
ACH-000782,0.019383246084
ACH-000783,-0.41249731522
ACH-000784,-0.370017814836
ACH-000785,-0.325888904396
ACH-000787,-0.193089218528
ACH-000788,-0.158113894222
ACH-000791,-0.37920220749399997
ACH-000792,-0.289543021861
ACH-000794,-0.40932993876400003
ACH-000796,-0.170800656432
ACH-000799,-0.16528429826899999
ACH-000800,-0.10872529721100001
ACH-000802,-0.262004853391
ACH-000804,-0.275307043048
ACH-000805,-0.22936883619800003
ACH-000809,-0.160635942213
ACH-000810,-0.032521167455
ACH-000811,-0.258717201136
ACH-000817,-0.211342653963
ACH-000819,-0.149751641145
ACH-000820,-0.346134315484
ACH-000821,-0.171488866358
ACH-000822,-0.199774097157
ACH-000823,-0.369594987125
ACH-000824,-0.253214602837
ACH-000827,-0.189199775869
ACH-000829,-0.293234732065
ACH-000831,-0.11206113079600001
ACH-000832,-0.158872112327
ACH-000833,-0.33483743509799996
ACH-000834,-0.292039162168
ACH-000835,-0.08973662921110001
ACH-000836,-0.35218576461999995
ACH-000837,-0.31674870314
ACH-000838,-0.279644422564
ACH-000839,-0.30202358169599997
ACH-000840,-0.00615749614328
ACH-000841,-0.312902585456
ACH-000843,-0.18950746082699998
ACH-000846,-0.111185003751
ACH-000847,-0.127921337453
ACH-000848,-0.143819528423
ACH-000849,-0.48892715883
ACH-000851,-0.385580980063
ACH-000855,-0.485361979459
ACH-000856,-0.23616560457199998
ACH-000858,-0.19442751608199998
ACH-000859,-0.30989368644299997
ACH-000861,-0.27518889148200004
ACH-000862,-0.23266536945
ACH-000865,-0.171796829791
ACH-000866,-0.227511810829
ACH-000867,-0.120949186904
ACH-000869,-0.295558405271
ACH-000872,-0.269874218112
ACH-000873,-0.21584673863
ACH-000876,-0.0378012402271
ACH-000878,0.0501106792975
ACH-000880,-0.226386403431
ACH-000881,-0.11953027617
ACH-000882,-0.183962260846
ACH-000884,-0.48003660478699994
ACH-000885,-0.177691690642
ACH-000887,-0.3090283796
ACH-000888,-0.24472558740699998
ACH-000889,-0.209900425127
ACH-000890,-0.103617918991
ACH-000896,-0.10750277750999998
ACH-000898,-0.120498782081
ACH-000900,-0.218432320214
ACH-000901,-0.390682211746
ACH-000905,-0.22075047640099998
ACH-000906,-0.111608103305
ACH-000907,-0.134524724373
ACH-000910,-0.326575366574
ACH-000911,-0.30030995818100004
ACH-000912,-0.275121410559
ACH-000913,-0.35483899410400005
ACH-000915,-0.264150632692
ACH-000916,-0.650040149432
ACH-000917,-0.248116856909
ACH-000921,0.0380407839985
ACH-000924,-0.296218187448
ACH-000926,-0.08140987575780001
ACH-000928,-0.199319898938
ACH-000929,-0.16957577916400002
ACH-000932,-0.2319539314
ACH-000935,-0.35771177645499996
ACH-000936,-0.23624496520399998
ACH-000937,-0.365080122284
ACH-000938,-0.13436908192299998
ACH-000939,-0.37276287337499997
ACH-000941,-0.210460490215
ACH-000943,-0.264456476841
ACH-000946,-0.11385276611400001
ACH-000947,-0.1406826414
ACH-000948,-0.128597778179
ACH-000950,-0.20279914857999998
ACH-000953,-0.470184492919
ACH-000957,-0.370546627165
ACH-000958,-0.158534864704
ACH-000960,-0.20914190124899998
ACH-000963,-0.332687082257
ACH-000968,-0.129021938204
ACH-000969,-0.0316618764961
ACH-000973,-0.256735703845
ACH-000974,-0.184809186637
ACH-000975,-0.182787015315
ACH-000976,-0.22918777526999998
ACH-000978,-0.00348305864558
ACH-000980,-0.195694685456
ACH-000984,-0.11425073157
ACH-000986,-0.34925924318400003
ACH-000988,-0.21370389619000002
ACH-000993,-0.284823343665
ACH-000994,-0.518434176168
ACH-000996,-0.200649472896
ACH-001001,-0.300226049553
ACH-001020,-0.6014975714399999
ACH-001028,-0.273406697895
ACH-001031,-0.0642917666535
ACH-001038,-0.100459715877
ACH-001048,-0.257859496763
ACH-001050,-0.266371581526
ACH-001053,-0.0425109792439
ACH-001054,-0.06388019434640001
ACH-001061,-0.165598822822
ACH-001067,-0.483241690057
ACH-001075,-0.05947091558519999
ACH-001096,-0.251235333274
ACH-001128,-0.0123501335612
ACH-001134,-0.268457389066
ACH-001151,-0.223590224005
ACH-001163,-0.171668135525
ACH-001164,-0.210828786454
ACH-001173,-0.11506482674900001
ACH-001183,-0.17805894208200002
ACH-001184,-0.375655407921
ACH-001190,-0.218875305504
ACH-001192,-0.17155692142200002
ACH-001193,-0.23151420114500001
ACH-001196,-0.41263264729500004
ACH-001197,-0.236376198984
ACH-001205,-0.124228368158
ACH-001211,-0.166563135508
ACH-001212,-0.282290036122
ACH-001228,-0.340953739653
ACH-001232,-0.209779675665
ACH-001239,-0.342441538133
ACH-001274,-0.024356228243
ACH-001275,-0.20432645585499998
ACH-001277,-0.043458489237
ACH-001278,-0.317150767196
ACH-001280,-0.261367603933
ACH-001283,-0.08185506927069999
ACH-001289,-0.072504761675
ACH-001295,-0.306180219311
ACH-001300,-0.302486240457
ACH-001301,-0.0699555627302
ACH-001302,0.074996460784
ACH-001303,-0.182336136431
ACH-001306,-0.217409469064
ACH-001318,-0.229085013992
ACH-001322,-0.20384934335000002
ACH-001328,-0.304550913887
ACH-001332,-0.31009245532699997
ACH-001333,-0.184340714639
ACH-001336,-0.168237490546
ACH-001340,-0.181341407005
ACH-001346,-0.21224663104400002
ACH-001353,-0.110171413965
ACH-001354,-0.354691738944
ACH-001367,-0.257503698489
ACH-001368,-0.310904093775
ACH-001374,-0.565494660588
ACH-001375,-0.21302663612599998
ACH-001377,-0.278066319261
ACH-001380,-0.246695011297
ACH-001391,-0.10995453207999999
ACH-001407,-0.180960820966
ACH-001408,-0.308359918377
ACH-001413,-0.359571889743
ACH-001430,-0.022907200421099998
ACH-001431,-0.24218491853500002
ACH-001450,-0.301781570047
ACH-001496,-0.187280569333
ACH-001500,-0.476785400138
ACH-001521,-0.480512577011
ACH-001523,-0.283300395616
ACH-001532,-0.22969051271699997
ACH-001536,-0.212696899135
ACH-001550,-0.148010375092
ACH-001552,-0.347025626308
ACH-001554,-0.210683599641
ACH-001645,-0.14552090384400002
ACH-001654,-0.36424144266900005
ACH-001715,-0.0629877089942
ACH-001735,-0.148311847218
ACH-001736,-0.08075393693680001
ACH-001737,-0.304048390746
ACH-001740,-0.224329400758
ACH-001745,-0.321915546337
ACH-001750,-0.31257244766
ACH-001765,-0.204159329487
ACH-001956,-0.189543718656
ACH-001957,-0.18538403568599998
