,GCSAM (257144)
ACH-000004,0.028130771134
ACH-000007,0.101804048729
ACH-000009,0.00274851135457
ACH-000011,0.25996219477
ACH-000012,0.03772937250840001
ACH-000013,0.0821187684831
ACH-000014,0.08958349301439998
ACH-000015,0.14644825196900002
ACH-000017,0.187480936327
ACH-000018,0.106388388322
ACH-000019,-0.009631228941969999
ACH-000021,0.00875807267682
ACH-000022,0.155404250386
ACH-000025,0.01832519118
ACH-000028,0.036584377318
ACH-000030,0.0755166872977
ACH-000035,-0.165283758856
ACH-000036,-0.0756019138003
ACH-000037,0.204213238779
ACH-000039,-0.0832022891155
ACH-000040,0.11696651645
ACH-000041,0.206524079975
ACH-000042,-0.0198054742619
ACH-000045,0.020386838015299998
ACH-000047,0.0832952013848
ACH-000052,0.149133564274
ACH-000053,0.052832479828599996
ACH-000054,-0.043860040153400004
ACH-000055,0.0461744333811
ACH-000060,-0.137597743642
ACH-000067,-0.020088863778400003
ACH-000070,-0.0850251122617
ACH-000075,-0.03442773252319999
ACH-000078,0.02488813363
ACH-000082,0.09801977039380001
ACH-000085,0.12088818068700001
ACH-000086,0.00753762817447
ACH-000087,-0.0800044388067
ACH-000092,0.0242740691492
ACH-000095,-0.014390759763799998
ACH-000097,0.167242546374
ACH-000098,0.16176110875
ACH-000099,0.140717759458
ACH-000108,-0.00910958036129
ACH-000113,0.0718216213082
ACH-000115,0.117395549181
ACH-000116,0.23014435463799998
ACH-000118,0.0248596485983
ACH-000120,0.0718275712326
ACH-000123,0.013299962550299999
ACH-000127,0.0449090692291
ACH-000128,0.0606634828675
ACH-000132,0.0437844998722
ACH-000133,0.00859722818676
ACH-000137,0.159616248975
ACH-000138,0.017547805147799998
ACH-000142,0.0781272552588
ACH-000143,0.141412092273
ACH-000146,0.0200174245903
ACH-000148,0.15108924992999997
ACH-000150,0.0331699597104
ACH-000152,-0.0432184676138
ACH-000153,-0.08652739288860001
ACH-000159,0.0823710121779
ACH-000160,-0.055228839548300004
ACH-000163,0.0292969099868
ACH-000167,0.310570292884
ACH-000168,0.09145292867589999
ACH-000169,0.07710433946669999
ACH-000178,0.21970639656500002
ACH-000182,-0.0440985752277
ACH-000183,0.0978692972132
ACH-000188,0.194959904572
ACH-000189,-0.0575857454428
ACH-000190,-0.07850791673930001
ACH-000198,0.102241670935
ACH-000204,0.149917773886
ACH-000206,-0.07269502446039999
ACH-000207,-0.23793686090799998
ACH-000211,0.0963328973568
ACH-000215,0.107487207667
ACH-000221,0.0419514681767
ACH-000222,0.0198328050498
ACH-000223,0.0168407297603
ACH-000226,0.0694621064137
ACH-000227,-0.09496522011360001
ACH-000228,0.0981091832045
ACH-000231,-0.0062210197118900004
ACH-000232,0.158586713416
ACH-000233,0.109162779965
ACH-000234,0.272704775201
ACH-000235,-0.0153398178712
ACH-000237,0.0534655000277
ACH-000238,0.11396532977900001
ACH-000243,-0.0032317737890300005
ACH-000244,-0.26245231092099996
ACH-000246,-0.012294067096799999
ACH-000248,0.0614220124204
ACH-000250,0.07988480081720001
ACH-000251,0.020539277483
ACH-000253,0.009756285770719998
ACH-000255,0.209001062474
ACH-000256,0.170640036944
ACH-000257,-0.126751426616
ACH-000258,0.025612479202900003
ACH-000259,0.0140559925915
ACH-000260,0.00453951536162
ACH-000261,0.0342467026924
ACH-000262,-0.22227334040399999
ACH-000263,0.171369876296
ACH-000264,0.0758821609625
ACH-000265,-0.0156213509612
ACH-000266,0.0337000872377
ACH-000272,0.023844547852599998
ACH-000273,0.0889590667756
ACH-000274,-0.05877958397469999
ACH-000277,0.0308603510269
ACH-000278,-0.0247267883243
ACH-000279,0.130624116357
ACH-000280,-0.0073241539532500005
ACH-000281,-0.25913053940499997
ACH-000288,0.0272815289431
ACH-000291,0.04344495560619999
ACH-000293,0.166825868412
ACH-000294,0.115074846433
ACH-000295,0.101006906033
ACH-000296,-0.139634804844
ACH-000302,0.0567285136258
ACH-000304,0.111276335169
ACH-000307,0.07027368815519999
ACH-000308,0.14994276130999998
ACH-000310,-0.0508521854875
ACH-000311,-0.0819323496724
ACH-000312,-0.009593415770370001
ACH-000315,-0.274062283108
ACH-000316,0.11440633474000002
ACH-000317,0.138201674865
ACH-000318,0.164479629446
ACH-000319,-0.0459167545956
ACH-000320,0.018047644129900002
ACH-000322,-0.09266115590160001
ACH-000323,-0.19170053633
ACH-000324,0.016159639614600003
ACH-000329,0.129851539086
ACH-000330,0.0421059383713
ACH-000331,-0.013795559519599999
ACH-000332,-0.031002473272700004
ACH-000334,0.156790763665
ACH-000335,0.171403787708
ACH-000336,-0.0865846528635
ACH-000337,-0.00722839290986
ACH-000339,-0.07001291572030001
ACH-000341,0.0878656555851
ACH-000348,0.102778927191
ACH-000350,0.00141925795989
ACH-000352,0.09758844361310001
ACH-000356,0.26799661952799997
ACH-000361,0.047155889686699995
ACH-000362,0.0381146245456
ACH-000363,0.0728716722617
ACH-000364,-0.18133207159200002
ACH-000365,0.08914295521360001
ACH-000366,0.00776113259877
ACH-000368,0.009426970243
ACH-000374,0.22084471122
ACH-000375,0.19099332247499998
ACH-000376,0.106518714535
ACH-000381,-0.00768645814537
ACH-000383,0.167149546511
ACH-000387,0.0126135731843
ACH-000389,-0.0462650232063
ACH-000390,0.22039433145799997
ACH-000393,-0.00541630545144
ACH-000395,0.150533043158
ACH-000397,0.0084201140345
ACH-000401,0.0651989874818
ACH-000402,-0.253820145416
ACH-000403,-0.0606744175158
ACH-000404,0.134092229141
ACH-000406,0.0990556436023
ACH-000407,0.0693402302578
ACH-000408,0.263787626963
ACH-000410,-0.0451829571145
ACH-000411,0.07573912514339999
ACH-000414,-0.10177420821000001
ACH-000415,-0.0549445072745
ACH-000416,0.107885876502
ACH-000420,0.0804437111012
ACH-000421,0.0587187150205
ACH-000424,0.125834149242
ACH-000425,0.015097870948399999
ACH-000426,0.242725602551
ACH-000427,0.040202841546099995
ACH-000433,-0.08777311327189999
ACH-000436,-0.052760288475800006
ACH-000444,-0.0701740864313
ACH-000445,0.022428776139700003
ACH-000448,0.021309674995400003
ACH-000450,0.28452694414
ACH-000452,-0.0134194033864
ACH-000454,0.049663494184400005
ACH-000458,0.0020859283350799997
ACH-000459,0.45218015569
ACH-000460,0.0758097221187
ACH-000461,0.0965786959434
ACH-000463,0.138171009725
ACH-000464,0.0959766056044
ACH-000466,0.14566413337099998
ACH-000467,0.042016887903000004
ACH-000468,0.120553504766
ACH-000469,0.028078844539700002
ACH-000470,-0.163947127201
ACH-000471,0.0867822948202
ACH-000472,0.0536372869866
ACH-000473,0.210542963803
ACH-000475,0.0939451906174
ACH-000476,0.25984511568
ACH-000477,0.188311767902
ACH-000480,0.164875613635
ACH-000481,-0.0304683952082
ACH-000483,0.202781741017
ACH-000484,0.07102898559569999
ACH-000485,0.00247097066069
ACH-000486,-0.0199769421073
ACH-000487,0.0949846837245
ACH-000488,-0.0168006269654
ACH-000490,0.00103284788751
ACH-000491,0.15010274823300002
ACH-000495,0.047891420108900004
ACH-000496,-0.101498762818
ACH-000499,0.132582107419
ACH-000500,0.429072358911
ACH-000502,-0.053919246701800004
ACH-000503,-0.129018131746
ACH-000505,-0.11941158363500001
ACH-000507,-0.08508402607200001
ACH-000510,0.193308125359
ACH-000511,-0.0514645358
ACH-000512,0.110581416192
ACH-000516,0.028120827260699997
ACH-000517,0.022853037756099998
ACH-000518,-0.019526036885
ACH-000520,0.060256995516800006
ACH-000521,-0.0916599215777
ACH-000522,0.17066433697099997
ACH-000524,0.0314155673135
ACH-000527,0.07715680137019999
ACH-000528,-0.056394432654
ACH-000537,-0.008072357994939999
ACH-000541,0.021880957304599997
ACH-000542,-0.0335725122243
ACH-000544,-0.00426287194451
ACH-000545,0.0782270402532
ACH-000547,-0.0276731242797
ACH-000548,-0.057887864193199995
ACH-000549,0.274679994955
