,BRF2 (55290)
ACH-000004,-1.5436123875799999
ACH-000007,-1.37615778413
ACH-000009,-1.51399016715
ACH-000011,-1.7309424808900002
ACH-000012,-1.4038887881
ACH-000013,-1.60997610329
ACH-000014,-1.7071636562099999
ACH-000015,-1.36102600032
ACH-000017,-1.7762596531200001
ACH-000018,-1.50968531817
ACH-000019,-1.998959219
ACH-000021,-1.37383964787
ACH-000022,-1.4084658152399998
ACH-000025,-1.49294752486
ACH-000028,-1.5970225618399998
ACH-000030,-1.64589529236
ACH-000035,-1.5606941775999998
ACH-000036,-1.34489305856
ACH-000037,-0.612394973003
ACH-000039,-1.5736528953100002
ACH-000040,-1.4101423573299998
ACH-000041,-1.6140668495
ACH-000042,-1.5706819685
ACH-000045,-1.49820389926
ACH-000047,-1.53845064405
ACH-000052,-1.5460440349000002
ACH-000053,-1.7637806570299999
ACH-000054,-1.35812598323
ACH-000055,-1.7949597576400003
ACH-000060,-1.3705270608000002
ACH-000067,-1.20259113944
ACH-000070,-1.76460185161
ACH-000075,-1.4167803408700002
ACH-000078,-1.4941339046700002
ACH-000082,-1.35451734042
ACH-000085,-1.39018962808
ACH-000086,-1.4973226913799997
ACH-000087,-1.4643972447100002
ACH-000092,-1.26822779673
ACH-000095,-1.47923544938
ACH-000097,-1.4045573417
ACH-000098,-1.44980785959
ACH-000099,-1.48865621683
ACH-000108,-1.6608784608899998
ACH-000113,-1.5362253063299998
ACH-000115,-1.94195284838
ACH-000116,-1.4183660516
ACH-000118,-1.58687643003
ACH-000120,-1.31190880191
ACH-000123,-1.61727795049
ACH-000127,-1.73282953963
ACH-000128,-1.7745588098599998
ACH-000132,-1.69090865926
ACH-000133,-1.16055080604
ACH-000137,-1.5271802230899998
ACH-000138,-1.1941046578499999
ACH-000142,-1.46104720491
ACH-000143,-1.5821877204700001
ACH-000146,-1.6132968532299998
ACH-000148,-1.49470632465
ACH-000150,-1.8816558772799998
ACH-000152,-1.28843999928
ACH-000153,-1.68641343526
ACH-000159,-1.8408980863099997
ACH-000160,-1.9679577453000001
ACH-000163,-1.3760825993
ACH-000167,-1.44633480296
ACH-000168,-1.3367989259
ACH-000169,-1.5709427812299999
ACH-000178,-1.60723481526
ACH-000182,-1.85187150627
ACH-000183,-1.48874395701
ACH-000188,-1.5362058672
ACH-000189,-1.18469345315
ACH-000190,-1.76403499096
ACH-000198,-1.61421418231
ACH-000204,-1.5437605735100002
ACH-000206,-1.6550694736899998
ACH-000207,-1.5820655331
ACH-000211,-1.4929567530899999
ACH-000215,-1.5989621792500002
ACH-000221,-1.59049674869
ACH-000222,-1.32387830467
ACH-000223,-1.8131977522799998
ACH-000226,-1.4824968814700001
ACH-000227,-1.07495482484
ACH-000228,-1.7643945644099999
ACH-000231,-1.5130062087
ACH-000232,-1.5979826799099999
ACH-000233,-1.74967608711
ACH-000234,-1.58994289318
ACH-000235,-1.4146550235
ACH-000237,-1.56261964802
ACH-000238,-1.12786495351
ACH-000243,-1.0300807982100002
ACH-000244,-1.3829267758200001
ACH-000246,-1.49111445507
ACH-000248,-1.58063342014
ACH-000250,-1.5634154563100002
ACH-000251,-1.42641913005
ACH-000253,-1.5855442950999998
ACH-000255,-1.32580031011
ACH-000256,-1.64630521664
ACH-000257,-1.84068003428
ACH-000258,-1.41243680814
ACH-000259,-1.7130098829499998
ACH-000260,-1.4850731917500002
ACH-000261,-1.6811066074
ACH-000262,-2.03388040298
ACH-000263,-1.77614330211
ACH-000264,-1.6684038971700001
ACH-000265,-1.55338661533
ACH-000266,-1.32178109266
ACH-000272,-1.50232262032
ACH-000273,-1.3150650431200002
ACH-000274,-1.66678824936
ACH-000277,-1.8742201428099998
ACH-000278,-1.9671571023299999
ACH-000279,-1.50762338107
ACH-000280,-1.72615768991
ACH-000281,-1.38302699179
ACH-000288,-1.16001724033
ACH-000291,-1.60997371602
ACH-000293,-1.95192898838
ACH-000294,-1.52458778157
ACH-000295,-1.77750484902
ACH-000296,-1.62164257128
ACH-000302,-1.72553802159
ACH-000304,-1.7073003704799998
ACH-000307,-1.55445257541
ACH-000308,-1.71856381254
ACH-000310,-1.63558430019
ACH-000311,-1.286946875
ACH-000312,-1.52895844239
ACH-000315,-2.0543582241
ACH-000316,-1.65884513551
ACH-000317,-1.5175135259900001
ACH-000318,-1.51776728236
ACH-000319,-1.60847279505
ACH-000320,-1.29439794108
ACH-000322,-1.4051778223
ACH-000323,-1.42175524646
ACH-000324,-1.48761320466
ACH-000329,-1.58280465604
ACH-000330,-1.96064072195
ACH-000331,-1.50768993666
ACH-000332,-1.6126534505
ACH-000334,-1.81743953069
ACH-000335,-1.33495798336
ACH-000336,-1.8491617370700002
ACH-000337,-1.7739836278599999
ACH-000339,-1.5731292954
ACH-000341,-1.50665427562
ACH-000348,-1.55462385679
ACH-000350,-1.81896827309
ACH-000352,-1.72545056658
ACH-000356,-1.61340426553
ACH-000361,-1.1514522292
ACH-000362,-1.3798065625
ACH-000363,-1.81520724527
ACH-000364,-1.6563106907799998
ACH-000365,-1.5463941333700002
ACH-000366,-1.4825828110400001
ACH-000368,-1.4492093968700002
ACH-000374,-1.6006714925999999
ACH-000375,-1.78539562437
ACH-000376,-1.33771881248
ACH-000381,-1.75212679396
ACH-000383,-1.7013454035799997
ACH-000387,-1.5104727264700002
ACH-000389,-1.35556045562
ACH-000390,-1.70070147966
ACH-000393,-1.55913274295
ACH-000395,-1.5185160822
ACH-000397,-1.3158881738600001
ACH-000401,-1.5992769741
ACH-000402,-1.98677432597
ACH-000403,-1.65667348891
ACH-000404,-1.4990331004
ACH-000406,-1.6322048272
ACH-000407,-1.52569590238
ACH-000408,-1.22758584499
ACH-000410,-1.8212562664400003
ACH-000411,-1.37765442757
ACH-000414,-1.6206606250400002
ACH-000415,-1.44911007476
ACH-000416,-1.54276959931
ACH-000420,-1.2362586512
ACH-000421,-1.8112790598500002
ACH-000424,-1.8097593437000001
ACH-000425,-1.4604729950100002
ACH-000426,-1.8649339876900002
ACH-000427,-1.9126773495099998
ACH-000433,-1.46829411009
ACH-000436,-1.36616627368
ACH-000444,-1.7182455632599998
ACH-000445,-1.31420823588
ACH-000448,-1.50102933271
ACH-000450,-1.7287703607099998
ACH-000452,-1.7254206807199999
ACH-000454,-0.9334715490600001
ACH-000458,-1.46404078223
ACH-000459,-1.67303865718
ACH-000460,-1.5572749112399997
ACH-000461,-1.4127172747299999
ACH-000463,-1.5309290768700001
ACH-000464,-1.34349594257
ACH-000466,-1.76968597123
ACH-000467,-1.63124013023
ACH-000468,-1.4995486108000002
ACH-000469,-1.4257144030899997
ACH-000470,-1.6189001414200002
ACH-000471,-1.4949338978
ACH-000472,-1.55608758744
ACH-000473,-1.89283143436
ACH-000475,-1.60237454808
ACH-000476,-1.96692564724
ACH-000477,-1.5712060915700001
ACH-000480,-1.29256635684
ACH-000481,-1.47087307394
ACH-000483,-2.02804415444
ACH-000484,-1.76764730866
ACH-000485,-1.5584305542399999
ACH-000486,-1.7485070258099997
ACH-000487,-1.6447730269799998
ACH-000488,-1.5618895460299997
ACH-000490,-1.32584700427
ACH-000491,-1.69181189288
ACH-000495,-1.22625369669
ACH-000496,-1.48199097245
ACH-000499,-1.63077822534
ACH-000500,-1.54008491989
ACH-000502,-1.4292086785299998
ACH-000503,-1.79687372723
ACH-000505,-1.70828884796
ACH-000507,-1.57731721817
ACH-000510,-1.6938284327700002
ACH-000511,-1.5255200313
ACH-000512,-1.38796703046
ACH-000516,-1.54122355581
ACH-000517,-1.68437395451
ACH-000518,-1.67659028311
ACH-000520,-1.4269271142700002
ACH-000521,-1.7063276348299998
ACH-000522,-1.45453217806
ACH-000524,-1.88501938412
ACH-000527,-1.7983625348400003
ACH-000528,-1.60276024194
ACH-000537,-1.81191611479
ACH-000541,-1.67370423975
ACH-000542,-1.5342787315200002
ACH-000544,-1.44408944861
ACH-000545,-1.42577939623
ACH-000547,-1.3892895229100002
ACH-000548,-1.5608383807600001
ACH-000549,-1.28589590536
ACH-000550,-1.26616903366
ACH-000552,-1.7270019970200001
ACH-000556,-1.73133336353
ACH-000557,-1.7144343327399998
ACH-000570,-1.74390509028
ACH-000571,-1.58521114234
ACH-000573,-1.8710393380700001
ACH-000576,-1.62456969197
ACH-000580,-1.6232976733700002
ACH-000584,-1.75495784098
ACH-000585,-1.4288413952899999
ACH-000588,-1.7406237413699999
ACH-000589,-1.60759988886
ACH-000591,-1.55480838658
ACH-000593,-1.21795636919
ACH-000600,-1.46425215211
ACH-000601,-1.5610077261000002
ACH-000604,-1.34694519654
ACH-000605,-1.99132781662
ACH-000606,-1.41088689066
ACH-000608,-2.12332849178
ACH-000614,-1.55566647993
ACH-000616,-1.30954411016
ACH-000618,-1.86557088979
ACH-000619,-1.37951838419
ACH-000620,-1.4296728651
ACH-000621,-1.6107077526
ACH-000622,-1.66717980956
ACH-000623,-1.4569517440900002
ACH-000624,-1.64606374819
ACH-000627,-1.6830997644699999
ACH-000630,-1.5822790431600002
ACH-000632,-1.5715912483899999
ACH-000633,-1.52106931227
