,TM7SF2 (7108)
ACH-000004,-0.310824591936
ACH-000007,-0.40666850504600005
ACH-000009,-0.398518793152
ACH-000011,-0.504118413589
ACH-000012,-0.407329275331
ACH-000013,-0.401508555327
ACH-000014,-0.34751854043200003
ACH-000015,-0.39510577880000003
ACH-000017,-0.39173673749300003
ACH-000018,-0.48342029465899994
ACH-000019,-0.326935401389
ACH-000021,-0.47885397521399997
ACH-000022,-0.220863134529
ACH-000025,-0.562405202452
ACH-000028,-0.613866257954
ACH-000030,-0.47842686920500005
ACH-000035,-0.173671720995
ACH-000036,-0.453316398582
ACH-000037,-0.57711358904
ACH-000039,-0.498443616176
ACH-000040,-0.526816863886
ACH-000041,-0.477955334213
ACH-000042,-0.604591602445
ACH-000045,-0.476931923063
ACH-000047,-0.45800629109499996
ACH-000052,-0.39787412980400005
ACH-000053,-0.38506748997400003
ACH-000054,-0.357606028001
ACH-000055,-0.234239734707
ACH-000060,-0.400353074406
ACH-000067,-0.33895688281499997
ACH-000070,-0.203061533281
ACH-000075,-0.7141176364030001
ACH-000078,-0.590139114702
ACH-000082,-0.590518105196
ACH-000085,-0.5088320108259999
ACH-000086,-0.518553419136
ACH-000087,-0.47503479099299994
ACH-000092,-0.399871512029
ACH-000095,-0.318533566361
ACH-000097,-0.29478934139
ACH-000098,-0.40740161277099995
ACH-000099,-0.406132105741
ACH-000108,-0.48587963023999997
ACH-000113,-0.227029292004
ACH-000115,-0.331815245918
ACH-000116,-0.622279252003
ACH-000118,-0.639606055512
ACH-000120,-0.30860972292399996
ACH-000123,-0.45308062038400004
ACH-000127,-0.37154118503399997
ACH-000128,-0.42157533985699996
ACH-000132,-0.62749377492
ACH-000133,-0.36262666940899996
ACH-000137,-0.49323119248999997
ACH-000138,-0.638288452117
ACH-000142,-0.306163497021
ACH-000143,-0.485336156039
ACH-000146,-0.465062798323
ACH-000148,-0.418330374339
ACH-000150,-0.602808294655
ACH-000152,-0.39794231701399996
ACH-000153,-0.687555331231
ACH-000159,-0.313942652656
ACH-000160,-0.623381124432
ACH-000163,-0.351286586929
ACH-000167,-0.697306170798
ACH-000168,-0.615764918143
ACH-000169,-0.406636572539
ACH-000178,-0.47926722172799996
ACH-000182,-0.26413891759
ACH-000183,-0.526525853371
ACH-000188,-0.6268104817629999
ACH-000189,-0.119053851068
ACH-000190,-0.532580568507
ACH-000198,-0.238017651875
ACH-000204,-0.6761453931910001
ACH-000206,-0.6077061888699999
ACH-000207,-0.434650753659
ACH-000211,-0.592096638307
ACH-000215,-0.472428727599
ACH-000221,-0.38361588547
ACH-000222,-0.369340481959
ACH-000223,-0.55121792951
ACH-000226,-0.677404468809
ACH-000227,-0.7300648773489999
ACH-000228,-0.935981239686
ACH-000231,-0.38655415109700003
ACH-000232,-0.373084610123
ACH-000233,-0.543833949653
ACH-000234,-0.47000178448299995
ACH-000235,-0.48615354083400003
ACH-000237,-0.47395829934100003
ACH-000238,-0.45054299257299996
ACH-000243,-0.53796775506
ACH-000244,-0.67116036102
ACH-000246,-0.26145235281
ACH-000248,-0.39353775697400006
ACH-000250,-0.356353536796
ACH-000251,-0.445497620364
ACH-000253,-0.290331006517
ACH-000255,-0.504783538373
ACH-000256,-0.705319283045
ACH-000257,-0.303506331003
ACH-000258,-0.0488208289097
ACH-000259,-0.424044840946
ACH-000260,-0.483218242984
ACH-000261,-0.611130233125
ACH-000262,-0.709046862873
ACH-000263,-0.134032471243
ACH-000264,-0.403434300129
ACH-000265,-0.611023782524
ACH-000266,-0.568986329554
ACH-000272,-0.215360029919
ACH-000273,-0.695558904189
ACH-000274,-0.271124341753
ACH-000277,-0.504731423488
ACH-000278,-0.519605536573
ACH-000279,-0.40896011147100003
ACH-000280,-0.45803476403800003
ACH-000281,-0.742074635861
ACH-000288,-0.568797769369
ACH-000291,-0.311370051025
ACH-000293,-0.5484819781620001
ACH-000294,-0.47496856760300005
ACH-000295,-0.544214856417
ACH-000296,-0.523188593109
ACH-000302,-0.404292208034
ACH-000304,-0.107175273293
ACH-000307,-0.555370051824
ACH-000308,-0.6771250259550001
ACH-000310,-0.690411852895
ACH-000311,-0.394432128434
ACH-000312,-0.439964292605
ACH-000315,-0.574251510782
ACH-000316,-0.555720412802
ACH-000317,-0.560873394472
ACH-000318,-0.891717288001
ACH-000319,-0.531191363959
ACH-000320,-0.622715469154
ACH-000322,-0.576179599786
ACH-000323,-0.46965004397
ACH-000324,-0.470912481594
ACH-000329,-0.356818781918
ACH-000330,-0.332584100171
ACH-000331,-0.336677860684
ACH-000332,-0.5328749281930001
ACH-000334,-0.562824252408
ACH-000335,-0.7425603274079999
ACH-000336,-0.821489681997
ACH-000337,-0.486349332632
ACH-000339,-0.365617740472
ACH-000341,-0.6195797336810001
ACH-000348,-0.205884352152
ACH-000350,-0.384966912166
ACH-000352,-0.42889323229099996
ACH-000356,-0.420256710661
ACH-000361,-0.57340957486
ACH-000362,-0.42742635082900005
ACH-000363,-0.467233845733
ACH-000364,-0.333547613122
ACH-000365,-0.441798374085
ACH-000366,-0.783018707034
ACH-000368,-0.6560576731100001
ACH-000374,-0.423073859094
ACH-000375,-0.451979358387
ACH-000376,-0.532850605329
ACH-000381,-0.545659382063
ACH-000383,-0.43781987691200003
ACH-000387,-0.451643880692
ACH-000389,-0.569340258404
ACH-000390,-0.34759527059900003
ACH-000393,-0.41402260198
ACH-000395,-0.280072559511
ACH-000397,-0.621573462369
ACH-000401,0.0331724190045
ACH-000402,-0.27778940914
ACH-000403,-0.41377279618
ACH-000404,-0.6100864843399999
ACH-000406,-0.451295890079
ACH-000407,-0.489025056018
ACH-000408,-0.814010624274
ACH-000410,-0.560818535407
ACH-000411,-0.500503628433
ACH-000414,-0.29589219125
ACH-000415,-0.574882831943
ACH-000416,-0.382409033491
ACH-000420,-0.430880026544
ACH-000421,-0.36942291926200005
ACH-000424,-0.547521735533
ACH-000425,-0.385809792288
ACH-000426,-0.182760644333
ACH-000427,-0.44229431089599996
ACH-000433,-0.837551545756
ACH-000436,-0.286728023482
ACH-000444,-0.386403189441
ACH-000445,-0.725424903855
ACH-000448,-0.275285013603
ACH-000450,-0.35144520315399996
ACH-000452,-0.469235413203
ACH-000454,-0.540170732307
ACH-000458,-0.537018464477
ACH-000459,0.0837899248167
ACH-000460,-0.49956453499799996
ACH-000461,-0.789919102412
ACH-000463,-0.24337820167500002
ACH-000464,-0.435803191902
ACH-000466,-0.712943666534
ACH-000467,-0.27411478300000003
ACH-000468,-0.681281146596
ACH-000469,-0.50851865717
ACH-000470,-0.568084734047
ACH-000471,-0.473296899107
ACH-000472,-0.461341642774
ACH-000473,-0.654948374476
ACH-000475,-0.321567535305
