,KLRC3 (3823)
ACH-000004,0.552565554154
ACH-000007,0.20207858656
ACH-000009,0.348934314587
ACH-000011,0.34207150087
ACH-000012,0.31023174224100003
ACH-000013,0.255285338749
ACH-000014,0.43283740687
ACH-000015,0.276372070781
ACH-000017,0.13013842028300002
ACH-000018,0.113685179405
ACH-000019,0.346924455472
ACH-000021,0.276698904806
ACH-000022,0.28585745391
ACH-000025,0.252944827105
ACH-000028,0.235129278988
ACH-000030,0.37920441682499995
ACH-000035,0.3809907978
ACH-000036,0.287464205817
ACH-000037,0.30649203849
ACH-000039,0.147847185735
ACH-000040,0.224434641577
ACH-000041,0.5629902690990001
ACH-000042,0.382883138456
ACH-000045,0.159186454468
ACH-000047,0.23396029621599998
ACH-000052,0.40769621363499997
ACH-000053,0.43845923321
ACH-000054,0.20515626331
ACH-000055,0.317861649637
ACH-000060,0.362654616475
ACH-000067,0.41078408270499994
ACH-000070,0.417186719075
ACH-000075,0.376354131947
ACH-000078,0.34278462145099997
ACH-000082,0.299946438044
ACH-000085,0.10178090575200001
ACH-000086,0.23534950906
ACH-000087,0.6792338397059999
ACH-000092,0.318055933189
ACH-000095,0.285117153538
ACH-000097,0.296004896026
ACH-000098,0.313400682245
ACH-000099,0.227068770465
ACH-000108,0.314593210658
ACH-000113,0.41370936916900003
ACH-000115,0.334483879504
ACH-000116,0.304345830907
ACH-000118,0.297997527744
ACH-000120,0.26704852468199997
ACH-000123,0.180321262247
ACH-000127,0.330334815877
ACH-000128,0.235147055846
ACH-000132,0.31619778739
ACH-000133,0.344249661148
ACH-000137,0.47323914077
ACH-000138,0.212489532275
ACH-000142,0.261573859726
ACH-000143,0.293209558501
ACH-000146,0.39654436646799995
ACH-000148,0.40593174985799996
ACH-000150,0.48321178083599997
ACH-000152,0.274097915677
ACH-000153,0.6616253044479999
ACH-000159,0.285104344848
ACH-000160,0.11916187915899999
ACH-000163,0.423429416345
ACH-000167,-0.204215737148
ACH-000168,0.402305924427
ACH-000169,0.340928550401
ACH-000178,0.368060383027
ACH-000182,0.374423118481
ACH-000183,0.468042134844
ACH-000188,0.397571007902
ACH-000189,0.538098560897
ACH-000190,0.38268781266999996
ACH-000198,0.38576992733599996
ACH-000204,0.306181959085
ACH-000206,0.5736176048699999
ACH-000207,0.46503999021000003
ACH-000211,0.304846071787
ACH-000215,0.36147139346999996
ACH-000221,0.315803617155
ACH-000222,0.21641289840199998
ACH-000223,0.351313003289
ACH-000226,0.391170283006
ACH-000227,0.33093269412799997
ACH-000228,0.0582468018386
ACH-000231,0.367448885248
ACH-000232,0.20854112679900003
ACH-000233,0.22542917712699997
ACH-000234,0.307996859568
ACH-000235,0.265664980201
ACH-000237,0.223691353827
ACH-000238,0.269505656348
ACH-000243,0.29695513183
ACH-000244,0.3281402214
ACH-000246,0.39972284721199997
ACH-000248,0.382948915546
ACH-000250,0.300358737278
ACH-000251,0.459561731538
ACH-000253,0.387953541834
ACH-000255,0.308642071856
ACH-000256,0.338460426739
ACH-000257,0.61294376166
ACH-000258,0.14254835841900002
ACH-000259,0.35279247287199994
ACH-000260,0.33027348347
ACH-000261,0.361465318732
ACH-000262,0.009344064583020001
ACH-000263,0.3151322983
ACH-000264,0.341597438007
ACH-000265,0.335549582508
ACH-000266,0.29696555808200004
ACH-000272,0.265879330804
ACH-000273,0.271870600991
ACH-000274,0.26507098883200003
ACH-000277,0.520128108984
ACH-000278,0.160934998498
ACH-000279,0.368217429037
ACH-000280,0.268499518692
ACH-000281,0.486943867045
ACH-000288,0.333714350844
ACH-000291,0.337052280469
ACH-000293,0.353092066484
ACH-000294,0.415995919409
ACH-000295,0.05961537679600001
ACH-000296,0.125849217229
ACH-000302,0.265896742416
ACH-000304,0.21735011417800001
ACH-000307,0.330228782234
ACH-000308,0.237514957527
ACH-000310,0.395532038675
ACH-000311,0.17440445671100002
ACH-000312,0.372732442508
ACH-000315,0.326016818565
ACH-000316,0.468918749815
ACH-000317,0.226293674638
ACH-000318,0.38629985664000005
ACH-000319,0.44855628490599997
ACH-000320,0.223558398894
ACH-000322,0.468755646104
ACH-000323,0.301494507538
ACH-000324,0.38541264174199996
ACH-000329,0.462798577595
ACH-000330,0.492855959952
ACH-000331,0.37376578775200003
ACH-000332,0.281902140559
ACH-000334,0.406344197189
ACH-000335,0.279077951266
ACH-000336,0.414177020608
ACH-000337,0.437294230849
ACH-000339,0.227444640868
ACH-000341,0.314979984209
ACH-000348,0.32637591579
ACH-000350,0.210699079758
ACH-000352,0.227103425183
ACH-000356,0.601284760938
ACH-000361,0.41563126407300005
ACH-000362,0.388414037236
ACH-000363,0.178721791118
ACH-000364,0.436503371726
