,POLR3F (10621)
ACH-000259,-1.14641065668
ACH-000260,-1.06659299304
ACH-000261,-1.2241502741299999
ACH-000262,-1.0827235948799998
ACH-000263,-1.24571926548
ACH-000264,-1.3602127534900001
ACH-000265,-1.2118318515100002
ACH-000266,-1.35424995324
ACH-000272,-1.1371936491299999
ACH-000273,-1.16016272952
ACH-000274,-0.981619456064
ACH-000277,-1.5820518380200002
ACH-000278,-1.3475244894100002
ACH-000279,-1.34099232851
ACH-000280,-1.24131391912
ACH-000281,-1.13771139428
ACH-000288,-1.09287970813
ACH-000291,-1.2253478386799999
ACH-000293,-1.19057801171
ACH-000294,-1.14612517241
ACH-000295,-1.18313474294
ACH-000296,-1.31167184754
ACH-000302,-0.953193668952
ACH-000304,-1.02087987858
ACH-000307,-0.9763326003039999
ACH-000308,-1.71287784753
ACH-000310,-1.2481316010799999
ACH-000311,-1.21075455675
ACH-000312,-1.14744342716
ACH-000315,-0.868768865666
ACH-000316,-1.05043459674
ACH-000317,-0.9462938854340001
ACH-000318,-1.16251755021
ACH-000319,-1.29550963006
ACH-000320,-1.34156635667
ACH-000322,-1.11357875042
ACH-000323,-1.27704771229
ACH-000324,-1.09371492658
ACH-000329,-1.04137720594
ACH-000330,-1.20324021028
ACH-000331,-1.16050597549
ACH-000332,-1.38768500114
ACH-000334,-1.2103032255700001
ACH-000335,-1.07769782021
ACH-000336,-0.731516936999
ACH-000337,-1.15873678075
ACH-000339,-1.2095979846200002
ACH-000341,-0.842425424216
ACH-000348,-0.879775461015
ACH-000350,-1.02364773004
ACH-000352,-1.15066818567
ACH-000356,-1.29833550614
ACH-000361,-1.48600053915
ACH-000362,-0.9901383183499999
ACH-000363,-0.797927577694
ACH-000364,-0.973572692308
ACH-000365,-1.31649364658
ACH-000366,-0.942862407019
ACH-000368,-1.1829546211700002
ACH-000374,-0.9791789350799999
ACH-000375,-0.8802095460230001
ACH-000376,-1.0714361964299999
ACH-000381,-1.23564319595
ACH-000383,-1.08195506941
ACH-000387,-1.13025568821
ACH-000389,-1.09324593589
ACH-000390,-0.7774884233670001
ACH-000393,-1.31373770402
ACH-000395,-1.4633058462900002
ACH-000397,-1.00792519933
ACH-000401,-0.95381346669
ACH-000402,-1.27072034453
ACH-000403,-1.6212728217899999
ACH-000404,-1.01720777315
ACH-000406,-0.8912854897600001
ACH-000407,-1.11802575394
ACH-000408,-1.1663532512399999
ACH-000410,-1.18259390688
ACH-000411,-1.05934014516
ACH-000414,-1.1981265540700001
ACH-000415,-1.07636348303
ACH-000416,-1.2119055124
ACH-000420,-1.09056554036
ACH-000421,-1.22486578034
ACH-000424,-1.12874609309
ACH-000425,-0.996027884506
ACH-000426,-1.1443730156
ACH-000427,-1.78899017531
ACH-000433,-1.34734346116
ACH-000436,-1.08065843064
ACH-000444,-1.06594638666
ACH-000445,-1.3617113272
ACH-000448,-0.8680145197820001
ACH-000450,-0.980930846142
ACH-000452,-1.26475933554
ACH-000454,-0.976667569247
ACH-000458,-0.9281700993709999
ACH-000459,-0.980591355096
ACH-000460,-1.0498685264899998
ACH-000461,-0.9713156611299999
ACH-000463,-1.21973301862
ACH-000464,-1.18730902353
ACH-000466,-1.0787817424400001
ACH-000467,-1.15392428231
ACH-000468,-0.9121393625299999
ACH-000469,-1.32679224466
ACH-000470,-1.41135240326
ACH-000471,-1.18637209927
ACH-000472,-1.21928636718
ACH-000473,-1.07858527239
ACH-000475,-1.3176067532
ACH-000476,-1.10529112478
ACH-000477,-0.9681317030230001
ACH-000480,-1.04767959112
ACH-000481,-1.10703995975
ACH-000483,-1.0662251065700001
ACH-000484,-1.7095005807499999
ACH-000485,-1.5978956514700002
ACH-000486,-1.14117148963
ACH-000487,-1.34415148903
ACH-000488,-1.2486974321700002
ACH-000490,-1.32016543383
ACH-000491,-0.8401970627349999
ACH-000495,-0.985999887402
ACH-000496,-1.2848198929799999
ACH-000499,-1.25983955495
ACH-000500,-1.4542889003400001
ACH-000502,-1.2632139378799998
ACH-000503,-1.34321971391
ACH-000505,-1.10464440319
ACH-000507,-1.00756460223
ACH-000510,-1.34009392567
ACH-000511,-1.00261736568
ACH-000512,-1.5206100267899998
ACH-000516,-1.2575237983299998
ACH-000517,-1.1057488263700002
ACH-000518,-0.9340257585289999
ACH-000520,-1.30192131978
ACH-000521,-1.4553712235
ACH-000522,-1.09836808574
ACH-000524,-1.29372115568
ACH-000527,-0.936731201502
ACH-000528,-1.11254636847
ACH-000537,-1.0378290102
ACH-000541,-1.1698280545200002
ACH-000542,-1.24692435056
ACH-000544,-1.04839537764
ACH-000545,-1.10591422685
ACH-000547,-1.12475060501
ACH-000548,-0.9763934097429999
ACH-000549,-0.822124555942
ACH-000550,-1.08577141205
ACH-000552,-1.13186669026
ACH-000556,-1.1045020101799998
ACH-000557,-0.907574837343
ACH-000570,-0.848614094566
ACH-000571,-1.1991099161399998
ACH-000573,-1.39134733843
ACH-000576,-1.05055733676
ACH-000580,-0.9267810999799999
ACH-000584,-1.13015257691
ACH-000585,-0.944201513451
ACH-000588,-0.8675407133670001
ACH-000589,-1.25587345854
ACH-000591,-0.9983490632529999
ACH-000593,-0.913427456503
ACH-000600,-0.969268215299
ACH-000601,-1.26003376003
ACH-000604,-1.25477720349
ACH-000605,-1.19797879796
ACH-000606,-1.0364772234
ACH-000608,-1.4225853565399997
ACH-000614,-0.696105988361
ACH-000616,-1.52651034662
ACH-000618,-0.811667216169
ACH-000619,-1.02790012281
ACH-000620,-0.941070310929
ACH-000621,-1.1211928195799998
ACH-000622,-1.43259524171
ACH-000623,-1.09575437476
ACH-000624,-1.23991820106
ACH-000627,-1.19771777687
ACH-000630,-1.05265806639
ACH-000632,-1.0662332487100001
ACH-000633,-0.973212638988
ACH-000637,-0.628239527774
ACH-000638,-1.1920448000000001
ACH-000646,-1.2302644641299998
ACH-000647,-1.41404374445
ACH-000648,-1.35839383863
ACH-000649,-1.1557858412
ACH-000651,-1.2367828172700002
ACH-000652,-1.29731677719
ACH-000653,-0.9441172948209999
ACH-000657,-1.26963476439
ACH-000658,-1.3500509694
ACH-000661,-0.9404688407330001
ACH-000662,-1.05871223588
ACH-000663,-0.781716045457
ACH-000665,-1.2799694967200002
ACH-000671,-0.762115684791
ACH-000673,-1.12830411983
ACH-000676,-1.17760303989
ACH-000677,-0.7578621552670001
ACH-000681,-1.0218140014100001
ACH-000682,-1.17694194323
ACH-000683,-1.23834284144
ACH-000684,-1.0
ACH-000688,-1.21860505434
ACH-000693,-1.17847755814
ACH-000694,-1.32302711432
ACH-000695,-1.44541616879
ACH-000696,-1.19508278866
ACH-000697,-1.1076611352099999
ACH-000699,-1.13569255886
ACH-000701,-1.5678336877599999
ACH-000706,-0.973076186631
ACH-000711,-1.4379313278799999
ACH-000713,-1.3210215161799999
ACH-000714,-1.41774200153
ACH-000718,-1.83396601521
ACH-000720,-1.00479167134
ACH-000721,-1.5577284171599999
ACH-000724,-1.2357768898700001
ACH-000725,-1.55966081744
ACH-000732,-1.07999683956
ACH-000734,-1.0989238564700001
ACH-000735,-0.875128859263
ACH-000736,-1.2014456992799998
ACH-000738,-0.867745897337
ACH-000746,-1.2185228676100002
ACH-000747,-1.2000614543700001
ACH-000748,-1.11810572157
ACH-000753,-1.17228793473
ACH-000756,-1.10520107605
ACH-000757,-1.4800040676
ACH-000758,-1.1664284336
ACH-000760,-1.3198810780299999
ACH-000763,-1.0767637972
ACH-000764,-1.2040489382700001
ACH-000765,-0.7436778920899999
ACH-000766,-1.5713249178600002
ACH-000767,-1.0580635628
ACH-000768,-1.1034649153
ACH-000769,-1.20505810892
ACH-000770,-1.12123152473
ACH-000771,-0.959847116294
ACH-000773,-1.1116417369
ACH-000776,-0.887315181604
ACH-000777,-1.04257712756
ACH-000778,-1.06270845043
ACH-000781,-1.04901887481
ACH-000782,-1.12518725225
ACH-000783,-1.6221361668
ACH-000784,-1.1020593375399999
ACH-000785,-1.49161905592
ACH-000787,-1.12661977311
ACH-000788,-1.27510732725
ACH-000791,-1.10943977936
ACH-000792,-0.736838211517
ACH-000794,-1.2064573655600002
ACH-000796,-1.56982042613
ACH-000799,-0.9857665202320001
ACH-000800,-1.08226393181
ACH-000802,-0.941916446961
ACH-000804,-1.06546646643
ACH-000805,-1.0079246509200002
ACH-000809,-1.26239613298
ACH-000810,-1.05216057797
ACH-000811,-1.46362540881
ACH-000817,-1.0309202583600001
ACH-000819,-1.18786759591
ACH-000820,-1.26131629497
ACH-000821,-1.08606402586
ACH-000822,-1.51761151905
ACH-000823,-1.3560841978100002
ACH-000824,-1.22265126197
ACH-000827,-1.01623456703
ACH-000829,-1.1118015493200002
ACH-000831,-1.0862610300700002
ACH-000832,-1.14702505944
ACH-000833,-0.892643705276
ACH-000834,-0.985598359569
ACH-000835,-0.945083777524
ACH-000836,-0.7020148265530001
ACH-000837,-1.25500057168
ACH-000838,-0.928209121499
ACH-000839,-1.1818672858100001
ACH-000840,-0.7847092312080001
ACH-000841,-1.19719268625
ACH-000843,-1.10863916718
ACH-000846,-1.31654627131
ACH-000847,-1.19339868718
ACH-000848,-1.00960545297
ACH-000849,-1.18958755284
ACH-000851,-1.4186512141499998
ACH-000855,-0.8290430222759999
ACH-000856,-1.1488301854
ACH-000858,-1.0664572910799999
ACH-000859,-1.35218227236
ACH-000861,-1.0834626592299998
ACH-000862,-1.23571416154
ACH-000865,-1.09100310413
ACH-000866,-1.2408215234
ACH-000867,-1.1188705221700002
ACH-000869,-0.870202634932
ACH-000872,-1.06385960562
ACH-000873,-1.2371844792
ACH-000876,-0.932717163137
ACH-000878,-1.16296671914
ACH-000880,-1.06565092647
ACH-000881,-0.9471032760950001
ACH-000882,-1.12353611995
ACH-000884,-1.27765514756
ACH-000885,-1.10394856759
ACH-000887,-1.1160404515200002
ACH-000888,-1.66501937285
ACH-000889,-0.6274616413490001
ACH-000890,-1.0203824098
ACH-000896,-0.9699737741680001
ACH-000898,-1.32523347384
ACH-000900,-1.28719922753
ACH-000901,-1.25826278062
ACH-000905,-1.25913576537
ACH-000906,-1.17142581128
ACH-000907,-1.24779371754
ACH-000910,-1.1513961149
ACH-000911,-0.9152707537070001
ACH-000912,-1.0822894196500001
ACH-000913,-1.12402364446
ACH-000915,-1.33933742375
ACH-000916,-1.77458707737
ACH-000917,-0.8843657894689999
ACH-000921,-1.06373735373
ACH-000924,-1.21921135747
ACH-000926,-1.6037165378600002
ACH-000928,-1.26181875203
ACH-000929,-1.27132983729
ACH-000932,-1.10251628949
ACH-000935,-0.7480727909479999
ACH-000936,-1.0036852942799999
ACH-000937,-1.2223089716600002
ACH-000938,-1.0425084383499998
ACH-000939,-0.823979641797
ACH-000941,-1.00492844701
ACH-000943,-0.842562656702
ACH-000946,-1.2590273406399999
ACH-000947,-1.1480568660200001
ACH-000948,-1.05831377207
ACH-000950,-1.16858091001
ACH-000953,-1.05420089519
ACH-000957,-1.26473536754
ACH-000958,-1.03869459505
ACH-000960,-0.953083614582
ACH-000963,-1.04153221787
ACH-000968,-1.01760538983
ACH-000969,-1.0205842656
ACH-000973,-1.07639605783
ACH-000974,-1.1959371790100002
ACH-000975,-1.34163646343
ACH-000976,-1.1311351921600001
ACH-000978,-1.13939526075
ACH-000980,-1.18344524341
ACH-000984,-1.8602579086500002
ACH-000986,-1.17910559098
ACH-000988,-1.04937253177
ACH-000993,-0.997296101343
ACH-000994,-1.31371032704
ACH-000996,-1.3150823975700001
ACH-001001,-1.18712410018
ACH-001020,-1.2161423626999999
ACH-001028,-1.3900103396399999
ACH-001031,-1.04226773442
ACH-001038,-1.4198509314200003
ACH-001048,-1.3536481867200003
ACH-001050,-0.93042765828
ACH-001053,-1.1555492123200002
ACH-001054,-1.3370227519700002
ACH-001061,-1.34063562438
ACH-001067,-1.28359606566
ACH-001075,-1.4683463861300001
ACH-001096,-1.18020800371
ACH-001128,-0.520443285413
ACH-001134,-0.9791585816399999
ACH-001151,-1.14385021687
ACH-001163,-1.3929386661200003
ACH-001164,-1.09632373692
ACH-001173,-1.19846511638
ACH-001183,-1.34771397012
ACH-001184,-1.0811079414799998
ACH-001190,-1.25947700005
ACH-001192,-1.08291470109
ACH-001193,-1.11385856079
ACH-001196,-0.9736450781899999
ACH-001197,-1.32216943862
ACH-001205,-1.3473303352300001
ACH-001211,-1.00860520189
ACH-001212,-1.40621669917
ACH-001228,-1.1905875399299999
ACH-001232,-1.03006826156
ACH-001239,-1.09352881253
ACH-001274,-1.05955459763
ACH-001275,-1.32717098921
ACH-001277,-1.06461574958
ACH-001278,-1.37083099873
ACH-001280,-1.2812348363
ACH-001283,-1.1003781639899999
ACH-001289,-1.0774662850299999
ACH-001295,-1.42779859604
ACH-001300,-1.21999832283
ACH-001301,-1.20885128252
ACH-001302,-1.28572052452
ACH-001303,-1.30445986099
ACH-001306,-1.13103349039
ACH-001318,-1.1718161431899998
ACH-001322,-1.1022628481299999
ACH-001328,-0.982589299297
ACH-001332,-1.30344965092
ACH-001333,-1.0872439311700002
ACH-001336,-1.18081094389
ACH-001340,-1.2424678465299999
ACH-001346,-1.00612351649
ACH-001353,-1.15484953334
ACH-001354,-0.981394917598
ACH-001367,-1.10482144939
ACH-001368,-1.3674810283899999
ACH-001374,-1.0995396278799998
ACH-001375,-1.1027334219299998
ACH-001377,-1.12463592593
ACH-001380,-1.06638150218
ACH-001391,-1.7048362656099998
ACH-001407,-1.04399375052
ACH-001408,-0.925445879639
ACH-001413,-1.53431157105
ACH-001430,-1.1965808556200002
ACH-001431,-1.25199337956
ACH-001450,-0.865177061461
ACH-001496,-0.807895882096
ACH-001500,-1.0944414228100001
ACH-001521,-0.9369577337200001
ACH-001523,-0.9215442642799999
ACH-001532,-1.1281074377200002
ACH-001536,-1.29378046205
ACH-001550,-1.0234424363099999
ACH-001552,-1.11825901601
ACH-001554,-1.14597608153
ACH-001645,-1.1486983323200002
ACH-001654,-1.14481983765
ACH-001715,-1.11485277634
ACH-001735,-1.1690140623899998
ACH-001736,-1.0389801322399999
ACH-001737,-1.46605114954
ACH-001740,-0.799035405649
ACH-001745,-0.798083481972
ACH-001750,-1.2805781283700002
ACH-001765,-0.8684345787919999
ACH-001956,-1.2571685296100001
ACH-001957,-1.09021875679
