,GH2 (2689)
ACH-000004,-0.0369897269562
ACH-000007,-0.171590579705
ACH-000009,-0.143522735028
ACH-000011,-0.11504461404300001
ACH-000012,-0.14693563225
ACH-000013,-0.058528497485400004
ACH-000014,-0.102861076306
ACH-000015,0.0405657558245
ACH-000017,-0.219220052835
ACH-000018,-0.20150941045499998
ACH-000019,-0.986265299227
ACH-000021,-0.10924552746300001
ACH-000022,-0.161730344022
ACH-000025,-0.0876779001389
ACH-000028,-0.510340682841
ACH-000030,-0.18398142320099997
ACH-000035,0.0835595839491
ACH-000036,-0.200757494929
ACH-000037,-0.19054401630800002
ACH-000039,-0.063987261428
ACH-000040,-0.209865376696
ACH-000041,0.0283015778239
ACH-000042,0.028213048533999998
ACH-000045,-0.106636105309
ACH-000047,-0.324217195259
ACH-000052,-0.265063642072
ACH-000053,0.0205982148032
ACH-000054,-0.303872361775
ACH-000055,0.068082778092
ACH-000060,-0.0570988619101
ACH-000067,-0.0375966703093
ACH-000070,-0.394701976513
ACH-000075,-0.366873611661
ACH-000078,-0.141548602694
ACH-000082,-0.249370336681
ACH-000085,-0.0080822922782
ACH-000086,-0.33774224564800004
ACH-000087,-0.024507849961900002
ACH-000092,-0.0907871345348
ACH-000095,-0.136253595681
ACH-000097,-0.148921791951
ACH-000098,-0.120948034991
ACH-000099,-0.248529194348
ACH-000108,0.00433007835955
ACH-000113,-0.0726482996821
ACH-000115,-0.144397866943
ACH-000116,-0.24372157755999999
ACH-000118,-0.433773853253
ACH-000120,-0.233138349402
ACH-000123,-0.0436119665606
ACH-000127,-0.133766355158
ACH-000128,-0.18635956292999997
ACH-000132,-0.306760233039
ACH-000133,-0.143372975457
ACH-000137,-0.161874450451
ACH-000138,-0.18736436583799998
ACH-000142,-0.421504677041
ACH-000143,-0.23636154840799997
ACH-000146,0.00892055575872
ACH-000148,-0.133622668561
ACH-000150,-0.212637698836
ACH-000152,-0.23981128795
ACH-000153,-0.434783517369
ACH-000159,-0.301284044445
ACH-000160,-0.12367982306500001
ACH-000163,-0.116531545465
ACH-000167,-0.087734108213
ACH-000168,0.00169587981301
ACH-000169,-0.12306195955
ACH-000178,-0.236444318129
ACH-000182,0.00919507739631
ACH-000183,0.0463160555123
ACH-000188,-0.26438651534
ACH-000189,-0.32857673220100003
ACH-000190,-0.134859899708
ACH-000198,-0.0306710783856
ACH-000204,0.0265799955353
ACH-000206,-0.0349120431085
ACH-000207,-0.0684853828218
ACH-000211,-0.249043792968
ACH-000215,-0.125085073389
ACH-000221,-0.053014091694
ACH-000222,0.04122327664330001
ACH-000223,-0.139318407167
ACH-000226,0.0585838937696
ACH-000227,-0.21059573394099998
ACH-000228,-0.0350081745008
ACH-000231,-0.256594472267
ACH-000232,0.0363388039789
ACH-000233,-0.040335049637800005
ACH-000234,0.00613987465093
ACH-000235,-0.162717149438
ACH-000237,-0.15880740208900002
ACH-000238,-0.359316002278
ACH-000243,-0.298437793173
ACH-000244,-0.3075297218
ACH-000246,-0.254393155035
ACH-000248,-0.341523988303
ACH-000250,-0.24922371409299998
ACH-000251,-0.617636183557
ACH-000253,-0.148951451228
ACH-000255,-0.205633365614
ACH-000256,-0.367253063024
ACH-000257,-0.141291007184
ACH-000258,-0.130223726134
ACH-000259,-0.15931672436
ACH-000260,-0.171968079799
ACH-000261,-0.199148530003
ACH-000262,-0.109944790164
ACH-000263,-0.622218160161
ACH-000264,-0.16943162410999998
ACH-000265,0.0266667785594
ACH-000266,-0.12055197728499999
ACH-000272,-0.196875534867
ACH-000273,-0.185826540257
ACH-000274,-0.185326168871
ACH-000277,-0.154920067516
ACH-000278,-0.11319076723200001
ACH-000279,-0.039947254182699996
ACH-000280,-0.012349236024499999
ACH-000281,-0.012601973660200001
ACH-000288,-0.265448378341
ACH-000291,-0.211400047275
ACH-000293,0.081299008816
ACH-000294,0.0693510657735
ACH-000295,0.033392460596
ACH-000296,-0.198616344348
ACH-000302,-0.156887369828
ACH-000304,0.10011823817099999
ACH-000307,-0.118461810407
ACH-000308,-0.17505474410100003
ACH-000310,-0.102047739775
ACH-000311,-0.00192683791133
ACH-000312,-0.0809040056125
ACH-000315,-0.013066099897100001
ACH-000316,-0.159400902834
ACH-000317,0.059823946574599995
ACH-000318,-0.12166437887499999
ACH-000319,-0.17008222096900003
ACH-000320,-0.06347351394930001
ACH-000322,-0.10722516746300001
ACH-000323,-0.119169109787
ACH-000324,-0.21802082241700002
ACH-000329,-0.13435942435999998
ACH-000330,0.0123848752504
ACH-000331,-0.15765663143
ACH-000332,-0.18263942853300003
ACH-000334,-0.035185874300599995
ACH-000335,-0.0459868643631
ACH-000336,-0.39755626365099994
ACH-000337,-0.448593346273
ACH-000339,-0.10271267510099999
ACH-000341,0.109371136193
ACH-000348,-0.150735605768
ACH-000350,-0.164846737963
ACH-000352,-0.0781156753526
ACH-000356,-0.24083887913600002
ACH-000361,-0.106411213733
ACH-000362,-0.0464834887605
ACH-000363,-0.190218179318
ACH-000364,0.00813081229895
ACH-000365,-0.0785465815773
ACH-000366,-0.119652812277
ACH-000368,-0.324063056068
ACH-000374,-0.23264155407900003
ACH-000375,-0.20278287068700002
ACH-000376,-0.0570281150861
ACH-000381,-0.0690130638952
ACH-000383,-0.0637202871951
ACH-000387,-0.199610289353
ACH-000389,-0.17748735692099998
ACH-000390,-0.2307444997
ACH-000393,-0.0644646619747
ACH-000395,-0.33109443632
ACH-000397,-0.15040143512
ACH-000401,-0.388722960646
ACH-000402,-0.21063855897199998
ACH-000403,-0.31761218709600003
ACH-000404,-0.334629477915
ACH-000406,-0.0530571767911
ACH-000407,-0.27665550878199996
ACH-000408,-0.0147177766875
ACH-000410,-0.17272435587499999
ACH-000411,-0.337954996174
ACH-000414,-0.20341217378100002
ACH-000415,-0.25991615064199997
ACH-000416,-0.173739914143
ACH-000420,-0.0803853254807
ACH-000421,-0.11048352100400001
ACH-000424,-0.35390902704300004
ACH-000425,-0.227286096149
ACH-000426,-0.08768069435289999
ACH-000427,0.010278123303700001
ACH-000433,-0.370229927128
ACH-000436,-0.27619726151
ACH-000444,-0.09988722979119999
ACH-000445,-0.413930651285
ACH-000448,-0.122650872932
ACH-000450,-0.147776858765
ACH-000452,-0.0801888365917
ACH-000454,-0.060345350044599996
ACH-000458,-0.353065070488
ACH-000459,0.0694154120335
ACH-000460,-0.0521118336757
ACH-000461,-0.17257951140799999
ACH-000463,-0.13938274426
ACH-000464,-0.07245331382680001
ACH-000466,-0.283730202451
ACH-000467,-0.17045928325100002
ACH-000468,-0.0349242450665
ACH-000469,-0.179537025662
ACH-000470,-0.17110030950199998
ACH-000471,-0.129643984142
ACH-000472,-0.130736665927
ACH-000473,-0.184316800392
ACH-000475,-0.08325615664250001
ACH-000476,-0.220974715018
ACH-000477,-0.150538322236
ACH-000480,-0.217116473776
ACH-000481,-0.0909135507078
ACH-000483,-0.10452097841600001
ACH-000484,-0.13525583373800001
ACH-000485,-0.198039960229
ACH-000486,0.0030980534971
ACH-000487,-0.0279855425997
ACH-000488,-0.281253175081
ACH-000490,-0.06033657273469999
ACH-000491,-0.0755741720515
ACH-000495,-0.258502512115
ACH-000496,-0.14356313746899999
ACH-000499,-0.0893962402369
ACH-000500,-0.8903850700579999
ACH-000502,-0.134286985462
ACH-000503,0.0967401319104
ACH-000505,-0.144325958148
ACH-000507,-0.13543520511399998
ACH-000510,-0.0482259543765
ACH-000511,-0.26288769016999997
ACH-000512,-0.013335100904
ACH-000516,-0.23362407436000002
ACH-000517,-0.11896057249500001
ACH-000518,0.102165615631
ACH-000520,-0.124944888017
ACH-000521,-0.20176264546599998
ACH-000522,-0.182366706288
ACH-000524,-0.0921746428107
ACH-000527,-0.321114429293
ACH-000528,-0.12174445449200001
ACH-000537,-0.0543446160214
ACH-000541,-0.168061435663
ACH-000542,-0.060346752159400004
ACH-000544,-0.163789959922
ACH-000545,-0.049796907099900006
ACH-000547,-0.155777544299
ACH-000548,-0.203009152048
ACH-000549,-0.148385268466
ACH-000550,-0.019799459890700002
ACH-000552,-0.06650617642130001
ACH-000556,-0.177792429753
ACH-000557,0.0206806665867
ACH-000570,-0.326733012509
ACH-000571,-0.059537078654699996
ACH-000573,-0.0377506583833
ACH-000576,-0.14732938331700002
ACH-000580,-0.07934902276210001
ACH-000584,-0.11478548638800001
ACH-000585,-0.190323902095
ACH-000588,-0.166842306081
ACH-000589,-0.20618367646400002
ACH-000591,-0.0026943333685100004
ACH-000593,-0.0642604793128
ACH-000600,-0.535748582394
ACH-000601,-0.17291279730999998
ACH-000604,-0.280988660834
ACH-000605,-0.0059967817170599996
ACH-000606,-0.24777395516399997
ACH-000608,-0.110975412577
ACH-000614,0.04455159397609999
ACH-000616,-0.062236529010800005
ACH-000618,-0.0666221293445
ACH-000619,-0.054929289349300005
ACH-000620,-0.238047576688
ACH-000621,-0.361749693996
ACH-000622,-0.0133929580969
ACH-000623,-0.205918805224
ACH-000624,-0.296057431141
ACH-000627,-0.139898967897
ACH-000630,-0.12064119287799999
ACH-000632,-0.24959972709199998
ACH-000633,-0.23740225519699998
ACH-000637,-0.301000210033
ACH-000638,-0.217725713715
ACH-000646,-0.08461651515259999
ACH-000647,-0.22319881392700003
ACH-000648,0.0767099482052
ACH-000649,-0.166590823982
ACH-000651,-0.0452767565558
ACH-000652,0.108155993377
ACH-000653,0.0268827926536
ACH-000657,-0.0983963199461
ACH-000658,0.02001156439
ACH-000661,-0.24900335572299997
ACH-000662,-0.162813423363
ACH-000663,-0.16599187081800001
ACH-000665,-0.0765991526033
ACH-000671,-0.08973248139319999
ACH-000673,-0.197110325561
ACH-000676,-0.33674816621200004
ACH-000677,0.09092835318169999
ACH-000681,-0.10335217881799999
ACH-000682,-0.128733093881
ACH-000683,-0.14482455931399998
ACH-000684,-0.37152703327
ACH-000688,-0.193993376925
ACH-000693,-0.132106807797
ACH-000694,-0.140218768464
