,SEMA5B (54437)
ACH-000004,-0.197717290718
ACH-000007,-0.23473638364
ACH-000009,-0.21414446512899998
ACH-000011,-0.0648380991518
ACH-000012,-0.15300876193600002
ACH-000013,-0.229607631822
ACH-000014,-0.22896756092599999
ACH-000015,-0.180816122346
ACH-000017,-0.298105537082
ACH-000018,0.0877176932673
ACH-000019,-0.400495226581
ACH-000021,-0.279876153512
ACH-000022,-0.22621725791900002
ACH-000025,-0.316334630796
ACH-000028,-0.11274225539999999
ACH-000030,-0.18843004306400002
ACH-000035,-0.541588115307
ACH-000036,-0.252761111579
ACH-000037,-0.290142877162
ACH-000039,-0.213376575551
ACH-000040,-0.182931478343
ACH-000041,-0.167657567098
ACH-000042,-0.22778085707100001
ACH-000045,-0.27362401263
ACH-000047,-0.227729337603
ACH-000052,-0.20823159319600001
ACH-000053,-0.212707839786
ACH-000054,-0.20243245553300002
ACH-000055,-0.25468277293
ACH-000060,-0.252265885524
ACH-000067,-0.317806897237
ACH-000070,-0.470564702346
ACH-000075,-0.361404732063
ACH-000078,-0.11683902724300001
ACH-000082,-0.0356397470646
ACH-000085,-0.39697166057899996
ACH-000086,-0.320270490975
ACH-000087,-0.0267390953532
ACH-000092,-0.127504199645
ACH-000095,-0.345565629472
ACH-000097,-0.16899745346700001
ACH-000098,-0.268236452698
ACH-000099,-0.24990753908000005
ACH-000108,-0.197379433822
ACH-000113,-0.126928306874
ACH-000115,-0.0679087095925
ACH-000116,-0.0795163560594
ACH-000118,-0.218054099247
ACH-000120,-0.0296495302969
ACH-000123,-0.22482952739700002
ACH-000127,-0.247826686964
ACH-000128,-0.373587083162
ACH-000132,-0.35913552085999995
ACH-000133,-0.028934616506699998
ACH-000137,-0.264257557105
ACH-000138,-0.274691640653
ACH-000142,-0.163407070613
ACH-000143,-0.243709252659
ACH-000146,-0.11792364972899999
ACH-000148,-0.0802348567655
ACH-000150,-0.22770934301999998
ACH-000152,-0.332756117703
ACH-000153,-0.417140357449
ACH-000159,-0.19681509993700003
ACH-000160,-0.31682180875
ACH-000163,-0.44956577330200004
ACH-000167,-0.378312415282
ACH-000168,0.0027449695073600002
ACH-000169,-0.125672795476
ACH-000178,-0.249907843563
ACH-000182,-0.184070452695
ACH-000183,-0.383748550202
ACH-000188,-0.235132336997
ACH-000189,0.0565974617254
ACH-000190,-0.231313039886
ACH-000198,-0.22687050164
ACH-000204,-0.614275514177
ACH-000206,-0.260177986017
ACH-000207,-0.40725768341799995
ACH-000211,-0.214515564802
ACH-000215,-0.111195501714
ACH-000221,-0.282786099354
ACH-000222,-0.14794335575099998
ACH-000223,-0.289471446765
ACH-000226,-0.216377905826
ACH-000227,-0.338175516163
ACH-000228,-0.364185928358
ACH-000231,-0.252368184066
ACH-000232,-0.375904425223
ACH-000233,-0.134559647843
ACH-000234,-0.194672516128
ACH-000235,-0.187399426167
ACH-000237,-0.129277372709
ACH-000238,-0.117395377255
ACH-000243,-0.261871154916
ACH-000244,-0.173867108429
ACH-000246,-0.147957817175
ACH-000248,-0.43122567784599997
ACH-000250,-0.284327691695
ACH-000251,-0.0645045981348
ACH-000253,-0.157865376054
ACH-000255,-0.16195428232
ACH-000256,0.08940167114330001
ACH-000257,-0.46054469157300004
ACH-000258,-0.57247194116
ACH-000259,-0.203059743563
ACH-000260,-0.156170649954
ACH-000261,-0.217338705785
ACH-000262,-0.256399808702
ACH-000263,-0.33850727560500005
ACH-000264,-0.185038637422
ACH-000265,-0.261768500955
ACH-000266,-0.24493467707199998
ACH-000272,-0.18612515758499998
ACH-000273,-0.23315494128400002
ACH-000274,-0.275487066195
ACH-000277,-0.431107778442
ACH-000278,-0.10254165261800001
ACH-000279,-0.276871405828
ACH-000280,-0.185698420463
ACH-000281,-0.39149271883500003
ACH-000288,-0.20779489452
ACH-000291,-0.27337181571400004
ACH-000293,-0.128650402375
ACH-000294,-0.21757899281100002
ACH-000295,0.025042973134499998
ACH-000296,-0.303389213498
ACH-000302,-0.326340536805
ACH-000304,-0.23003017587400001
ACH-000307,-0.269180936162
ACH-000308,-0.144278768956
ACH-000310,-0.23894959640500002
ACH-000311,-0.24229641582199998
ACH-000312,-0.22356099840799998
ACH-000315,-0.273325250128
ACH-000316,0.00657236789432
ACH-000317,-0.18321717904399998
ACH-000318,-0.114249029298
ACH-000319,-0.09693267095210001
ACH-000320,-0.296394509974
ACH-000322,-0.254802068011
ACH-000323,-0.37702209875500003
ACH-000324,-0.26872542748399997
ACH-000329,-0.230679713801
ACH-000330,-0.320164276091
ACH-000331,-0.181993680059
ACH-000332,-0.22376826127500002
ACH-000334,0.0908333702523
ACH-000335,-0.359092063587
ACH-000336,-0.0992719302494
ACH-000337,-0.457578348512
ACH-000339,-0.145066303901
ACH-000341,-0.270782912452
ACH-000348,-0.128096747327
ACH-000350,-0.264100594646
ACH-000352,-0.45935438178599997
ACH-000356,-0.33241346569499997
ACH-000361,-0.590250400255
ACH-000362,-0.08584862167189998
ACH-000363,-0.29749506866500003
ACH-000364,-0.274855060684
ACH-000365,-0.211124742214
ACH-000366,-0.253802576932
ACH-000368,-0.270801246919
ACH-000374,-0.154420899763
ACH-000375,0.0658791478932
ACH-000376,-0.210345957958
ACH-000381,-0.25853636229800003
ACH-000383,-0.45521109829800005
ACH-000387,-0.24710093859499999
ACH-000389,-0.35619703801200003
ACH-000390,-0.346863106317
ACH-000393,-0.3499433778
ACH-000395,-0.21397675597899998
ACH-000397,-0.550700372212
ACH-000401,-0.129259763192
ACH-000402,-0.24498805446400002
ACH-000403,-0.175373540862
ACH-000404,-0.0691938533924
ACH-000406,-0.104466815344
ACH-000407,-0.244549961008
ACH-000408,-0.0446571821573
ACH-000410,-0.297460425358
ACH-000411,-0.251760680816
ACH-000414,-0.088558566319
ACH-000415,-0.31138423668000004
ACH-000416,-0.08220531452560001
ACH-000420,-0.162715762135
ACH-000421,-0.200814669009
ACH-000424,-0.250153304905
ACH-000425,-0.179288177066
ACH-000426,-0.0823027425394
ACH-000427,-0.508067928688
ACH-000433,-0.0864523999409
ACH-000436,0.0255073941143
ACH-000444,-0.289495175579
ACH-000445,-0.133745416047
ACH-000448,-0.20130021270799997
ACH-000450,-0.214202401238
ACH-000452,-0.138914065015
ACH-000454,-0.041414394921400005
ACH-000458,-0.166053323554
ACH-000459,0.0470464342449
ACH-000460,-0.113884733009
ACH-000461,-0.130771173112
ACH-000463,-0.12492820204600001
ACH-000464,-0.192955614077
ACH-000466,-0.30597483726
ACH-000467,-0.245095852326
ACH-000468,-0.36282417475400003
ACH-000469,-0.188188465337
ACH-000470,-0.428708302063
ACH-000471,-0.181738192855
ACH-000472,-0.211289295143
ACH-000473,-0.101554281753
ACH-000475,-0.20651020401700002
ACH-000476,-0.286209135207
ACH-000477,-0.39230614595700003
ACH-000480,-0.145996868552
ACH-000481,-0.206082313809
ACH-000483,-0.23572040135400002
ACH-000484,-0.33635886258000003
ACH-000485,-0.357491687847
ACH-000486,-0.161063048017
ACH-000487,-0.14828426181
ACH-000488,-0.26595655677900004
ACH-000490,-0.24429387518100001
ACH-000491,-0.13211669528699999
ACH-000495,-0.46507305090000006
ACH-000496,-0.304330863948
ACH-000499,-0.16978050688700003
ACH-000500,0.16543032804899999
ACH-000502,-0.227486373283
ACH-000503,-0.308324111312
ACH-000505,-0.214234948144
ACH-000507,-0.201736327657
ACH-000510,0.00275241139955
ACH-000511,-0.264512434857
ACH-000512,-0.353707664674
ACH-000516,-0.202720358684
ACH-000517,-0.287642238044
ACH-000518,-0.177714023792
ACH-000520,-0.297428765253
ACH-000521,-0.341785467311
ACH-000522,-0.160564287753
ACH-000524,-0.216682656479
ACH-000527,-0.149903009508
ACH-000528,-0.336551848713
ACH-000537,-0.352611224947
ACH-000541,-0.23345748057799998
ACH-000542,-0.17380956792
ACH-000544,-0.209306325742
ACH-000545,-0.31665771043900004
ACH-000547,-0.19994151467399998
ACH-000548,-0.07228392393739999
ACH-000549,-0.21298279246399998
ACH-000550,-0.29169111957
ACH-000552,-0.321166987758
ACH-000556,-0.206166403167
ACH-000557,-0.13038472137
ACH-000570,-0.266609999884
ACH-000571,-0.0420641138361
ACH-000573,-0.356469820375
ACH-000576,-0.29775671651
ACH-000580,0.10361348940500001
ACH-000584,-0.139677821957
ACH-000585,-0.18998001802
ACH-000588,-0.22198908882100002
ACH-000589,-0.271847646096
ACH-000591,-0.0766420955214
ACH-000593,-0.21462364099599998
ACH-000600,-0.132624692848
ACH-000601,-0.264203260748
ACH-000604,-0.323581998107
ACH-000605,-0.297490787191
ACH-000606,-0.135927587511
ACH-000608,-0.103570360101
ACH-000614,-0.280926957844
ACH-000616,-0.19679654049800002
ACH-000618,-0.19882386563700002
ACH-000619,-0.23489808229200002
ACH-000620,-0.06126830915709999
ACH-000621,-0.09940744449729999
ACH-000622,-0.277594034213
ACH-000623,-0.144027249961
ACH-000624,-0.17416716820099998
ACH-000627,-0.184626947894
ACH-000630,-0.573356207534
ACH-000632,-0.19089512234
ACH-000633,-0.177106095074
ACH-000637,-0.156516177598
ACH-000638,-0.210224468723
ACH-000646,-0.32105186513
ACH-000647,-0.15429410858200002
ACH-000648,-0.318727598328
ACH-000649,-0.170508991495
ACH-000651,-0.449795728234
ACH-000652,-0.45006343325000003
ACH-000653,-0.278213082535
ACH-000657,-0.243516605838
ACH-000658,-0.369624078768
ACH-000661,-0.136106592437
ACH-000662,-0.0763138133918
ACH-000663,-0.09234163881560002
ACH-000665,-0.168605703493
ACH-000671,-0.282382372561
ACH-000673,-0.17984629579
ACH-000676,-0.287744610243
ACH-000677,-0.0685203696309
ACH-000681,-0.161894432456
ACH-000682,-0.208211133041
ACH-000683,-0.255775480098
ACH-000684,0.09293194100169999
ACH-000688,-0.161122504043
ACH-000693,-0.20331818785
ACH-000694,-0.316257270214
ACH-000695,-0.254949968892
ACH-000696,-0.29024565788199996
ACH-000697,-0.339496470785
ACH-000699,-0.0724420257061
ACH-000701,-0.23478641977899997
ACH-000706,-0.153487671551
ACH-000711,-0.319347117846
ACH-000713,-0.355630576563
ACH-000714,-0.460226987571
ACH-000718,-0.25244658716999996
ACH-000720,-0.227018667349
ACH-000721,-0.191786902181
ACH-000724,-0.404361599243
ACH-000725,-0.824724332426
ACH-000732,-0.554427278537
ACH-000734,-0.17782830040800002
ACH-000735,-0.336238708578
ACH-000736,-0.211119887272
ACH-000738,-0.0699079365839
ACH-000746,-0.160396662994
ACH-000747,-0.290496238151
ACH-000748,-0.245574266501
ACH-000753,-0.283500152781
ACH-000756,-0.38593459967699995
ACH-000757,-0.385788443409
ACH-000758,-0.293332303241
ACH-000760,-0.104009314004
ACH-000763,-0.352063773772
ACH-000764,-0.12481231688
ACH-000765,-0.0319248575906
ACH-000766,-0.14527143099
ACH-000767,-0.376670349463
ACH-000768,-0.427975562555
ACH-000769,-0.148714580603
ACH-000770,-0.0572702834483
ACH-000771,-0.305223762657
ACH-000773,-0.22144796467500003
ACH-000776,0.026112240019099998
ACH-000777,0.00552561550558
ACH-000778,-0.33092392874800003
ACH-000781,-0.205088847931
ACH-000782,-0.015894029035200003
ACH-000783,-0.114292067639
ACH-000784,-0.189766545323
ACH-000785,-0.10389402794399999
ACH-000787,-0.18961968548500002
ACH-000788,-0.245403543408
ACH-000791,-0.240280729602
ACH-000792,-0.2061851199
ACH-000794,-0.19758784180999997
ACH-000796,-0.24738540063900002
ACH-000799,-0.054822770252599996
ACH-000800,-0.027709902800099998
ACH-000802,-0.18911411656899998
ACH-000804,-0.00740355472221
ACH-000805,-0.6802102182430001
ACH-000809,-0.722374495675
ACH-000810,-0.623492254503
ACH-000811,-0.43575100346900003
ACH-000817,-0.023597060567299998
ACH-000819,-0.137801271451
ACH-000820,-0.39838539998499994
ACH-000821,-0.040468512169499996
ACH-000822,-0.16040838192
ACH-000823,-0.126671689306
ACH-000824,-0.131222033482
ACH-000827,-0.136772561459
ACH-000829,-0.0275521361925
ACH-000831,-0.252498763799
ACH-000832,-0.219770836455
ACH-000833,-0.664653596101
ACH-000834,-0.08587293037100001
ACH-000835,-0.236799230414
ACH-000836,-0.291967799639
ACH-000837,-0.07152780239749999
ACH-000838,-0.117590266456
ACH-000839,0.00375716086338
ACH-000840,-0.22369169591
ACH-000841,-0.38952768647
ACH-000843,-0.496593726444
ACH-000846,-0.201800844921
ACH-000847,-0.399816277493
ACH-000848,-0.156239485238
ACH-000849,-0.416533189618
ACH-000851,-0.249983761443
ACH-000855,-0.15785386980399999
ACH-000856,-0.323745386543
ACH-000858,-0.35271745586900005
ACH-000859,-0.29331202513099996
ACH-000861,-0.230785552869
ACH-000862,-0.280385053482
ACH-000865,-0.108332831208
ACH-000866,-0.228010753634
ACH-000867,-0.174181325135
ACH-000869,-0.113031043096
ACH-000872,-0.16297144000299998
ACH-000873,-0.17170805436
ACH-000876,-0.28406229447799997
ACH-000878,-0.330947497752
ACH-000880,-0.364093300064
ACH-000881,-0.255345352793
ACH-000882,-0.00319514318264
ACH-000884,-0.175594831523
ACH-000885,-0.265098425773
ACH-000887,-0.189180772701
ACH-000888,-0.169829940841
ACH-000889,-0.292899695131
ACH-000890,-0.22508374963000002
ACH-000896,-0.320862291173
ACH-000898,-0.054576412312
ACH-000900,-0.18097989172600001
ACH-000901,-0.125698757628
ACH-000905,-0.21950531397
ACH-000906,-0.16570002029
ACH-000907,0.0359349105132
ACH-000910,-0.255604928339
ACH-000911,-0.297166222815
ACH-000912,-0.222364045749
ACH-000913,-0.2525391852
ACH-000915,-0.290539997977
ACH-000916,-0.27996753357
ACH-000917,-0.544720366707
ACH-000921,-0.08547844709139998
ACH-000924,-0.192553053374
ACH-000926,-0.111367126666
ACH-000928,-0.244858273645
ACH-000929,0.178322192399
ACH-000932,-0.273862702269
ACH-000935,-0.179376696204
ACH-000936,-0.31094640148499997
ACH-000937,-0.272468643253
ACH-000938,-0.37518496495
ACH-000939,-0.0763384523775
ACH-000941,-0.165907671493
ACH-000943,-0.147968077785
ACH-000946,-0.128576504836
ACH-000947,-0.18849927116
ACH-000948,-0.28877173838799997
ACH-000950,-0.19864391441799997
ACH-000953,-0.07941742367039999
ACH-000957,-0.209975550427
ACH-000958,-0.149987390087
ACH-000960,-0.289776405544
ACH-000963,-0.42533342542499997
ACH-000968,-0.191860906644
ACH-000969,-0.211018834322
ACH-000973,-0.21893761312100002
ACH-000974,-0.137479753965
ACH-000975,-0.319070336379
ACH-000976,-0.356632007122
ACH-000978,-0.23748934693000004
ACH-000980,-0.202490303155
ACH-000984,-0.316299167413
ACH-000986,-0.21874182153000002
ACH-000988,-0.33641414690899996
ACH-000993,0.009891123637620002
ACH-000994,-0.315264153387
ACH-000996,-0.137967033112
ACH-001001,-0.225904989697
ACH-001020,-0.233501572788
ACH-001028,-0.24332902300999998
ACH-001031,-0.125387494498
ACH-001038,-0.265031307408
ACH-001048,-0.20903391012699998
ACH-001050,-0.26132811053000005
ACH-001053,-0.363678663568
ACH-001054,-0.35308737041199995
ACH-001061,-0.160815605505
ACH-001067,-0.285951857574
ACH-001075,-0.18958493915199998
ACH-001096,-0.170218572149
ACH-001128,0.112159937304
ACH-001134,-0.147850607377
ACH-001151,-0.221369808275
ACH-001163,-0.16086328891100002
ACH-001164,-0.21558656348400002
ACH-001173,-0.103954807843
ACH-001183,-0.425123711147
ACH-001184,-0.24996366344
ACH-001190,-0.21718020455899997
ACH-001192,-0.248101206778
ACH-001193,-0.305763047051
ACH-001196,-0.271965571856
ACH-001197,-0.277888543611
ACH-001205,-0.295189135025
ACH-001211,-0.160164572247
ACH-001212,-0.025471229076400002
ACH-001228,-0.29228999328099997
ACH-001232,-0.299210051477
ACH-001239,-0.273765491683
ACH-001274,-0.171700666388
ACH-001275,-0.232509061972
ACH-001277,-0.435821601141
ACH-001278,-0.118024942443
ACH-001280,0.0707825891783
ACH-001283,-0.260671900244
ACH-001289,-0.379598274218
ACH-001295,-0.306237874332
ACH-001300,-0.20642791278099998
ACH-001301,-0.163763496929
ACH-001302,-0.22807025575
ACH-001303,-0.35408950313
ACH-001306,-0.326216571699
ACH-001318,-0.14424474107000002
ACH-001322,-0.221401474824
ACH-001328,-0.122639743912
ACH-001332,-0.23360930104299998
ACH-001333,-0.39772406856200004
ACH-001336,-0.141586781798
ACH-001340,-0.337855501465
ACH-001346,-0.222994030334
ACH-001353,-0.249793883201
ACH-001354,-0.16379827325899998
ACH-001367,-0.17431919301100002
ACH-001368,-0.25168618206300003
ACH-001374,-0.27862914169799996
ACH-001375,-0.19312156408
ACH-001377,-0.22686159039099998
ACH-001380,-0.28399510009
ACH-001391,-0.250067608459
ACH-001407,-0.110163862431
ACH-001408,-0.09589275011949999
ACH-001413,-0.188816403946
ACH-001430,-0.466302981915
ACH-001431,-0.397334652812
ACH-001450,-0.324511260234
ACH-001496,-0.514610486285
ACH-001500,-0.12457283941299999
ACH-001521,-0.238502133242
ACH-001523,-0.045818250443900005
ACH-001532,-0.200848064282
ACH-001536,0.18344828514800002
ACH-001550,-0.41222753798199996
ACH-001552,-0.298339083101
ACH-001554,-0.22009694061
ACH-001645,-0.08935826422910001
ACH-001654,-0.202250794144
ACH-001715,-0.013888171189099999
ACH-001735,-0.239814572458
ACH-001736,-0.25462547831599996
ACH-001737,0.143544127414
ACH-001740,-0.11932785174900001
ACH-001745,-0.19112955028700002
ACH-001750,-0.199276742033
ACH-001765,-0.052104758898
ACH-001956,-0.2387938142
ACH-001957,-0.35052755150700005
