,HCRT (3060)
ACH-000004,-0.200678910453
ACH-000007,0.0050655268623900004
ACH-000009,-0.0488688406985
ACH-000011,0.048542444339800005
ACH-000012,-0.0716837684108
ACH-000013,0.00415359932744
ACH-000014,-0.04836716394180001
ACH-000015,0.0204431754213
ACH-000017,-0.0830963557145
ACH-000018,-0.0539291442929
ACH-000019,-0.134766917992
ACH-000021,0.0498777720584
ACH-000022,0.14313257932700002
ACH-000025,0.0474123782713
ACH-000028,0.0797441620832
ACH-000030,0.07675911827200001
ACH-000035,0.031990115875
ACH-000036,0.105244130814
ACH-000037,-0.268927663034
ACH-000039,-0.335897729957
ACH-000040,-0.0618458041979
ACH-000041,-0.00290298617979
ACH-000042,0.0381226515471
ACH-000045,0.013876894587299998
ACH-000047,-0.128013849243
ACH-000052,-0.0714485726118
ACH-000053,0.0953407738216
ACH-000054,-0.0431261763609
ACH-000055,-0.246807548427
ACH-000060,-0.041348425632300005
ACH-000067,-0.0195655107436
ACH-000070,-0.019673482660099998
ACH-000075,-0.0208526695329
ACH-000078,-0.120303255264
ACH-000082,-0.0323198675396
ACH-000085,0.033380686433000004
ACH-000086,0.100647983128
ACH-000087,-0.0317875765729
ACH-000092,-0.0770798792449
ACH-000095,0.0446842177701
ACH-000097,0.143268426995
ACH-000098,0.0813129765542
ACH-000099,0.101231059265
ACH-000108,0.0511327741873
ACH-000113,0.0548372834521
ACH-000115,0.282528002367
ACH-000116,0.0869149890633
ACH-000118,0.0268876173369
ACH-000120,-0.190249688946
ACH-000123,0.144254051138
ACH-000127,0.08097231041849999
ACH-000128,0.005954997432039999
ACH-000132,0.163222536618
ACH-000133,0.22571570805500002
ACH-000137,0.0378548835874
ACH-000138,0.0124765031651
ACH-000142,-0.139416274215
ACH-000143,0.00940190634433
ACH-000146,0.041121851326800005
ACH-000148,-0.050409920256
ACH-000150,-0.0514578237096
ACH-000152,-0.0490606623325
ACH-000153,-0.17336170756900002
ACH-000159,0.0281365843726
ACH-000160,0.13006914224000002
ACH-000163,0.06405021047790001
ACH-000167,0.234471925939
ACH-000168,0.103148542328
ACH-000169,-0.256088812449
ACH-000178,0.124402755004
ACH-000182,0.159486287643
ACH-000183,-0.10910657890999999
ACH-000188,-0.0557940407481
ACH-000189,0.165701562125
ACH-000190,0.36052913578400003
ACH-000198,0.00666470273885
ACH-000204,0.137307469472
ACH-000206,-0.16612749223099998
ACH-000207,-0.229801143977
ACH-000211,0.0637132044404
ACH-000215,-0.0374728470975
ACH-000221,-0.0811218596495
ACH-000222,0.165962385159
ACH-000223,0.173166962506
ACH-000226,0.0147281759231
ACH-000227,0.257426450564
ACH-000228,0.0620317969608
ACH-000231,-0.0230687867173
ACH-000232,0.0350768514874
ACH-000233,-0.041899560359800005
ACH-000234,-0.08659664802000001
ACH-000235,0.0327962547016
ACH-000237,-0.0714654570467
ACH-000238,-0.259561170744
ACH-000243,-0.0757995912695
ACH-000244,-0.28747176417
ACH-000246,0.176191018076
ACH-000248,0.051081676514
ACH-000250,-0.0806809648817
ACH-000251,-0.026414574115599998
ACH-000253,0.09964801875849999
ACH-000255,-0.11315488574799999
ACH-000256,-0.10862057281700001
ACH-000257,0.06260099961400001
ACH-000258,0.160125127773
ACH-000259,-0.043083188020900005
ACH-000260,1.56399618603e-05
ACH-000261,-0.015933067715100002
ACH-000262,-0.013527501975100002
ACH-000263,0.650855606217
ACH-000264,-0.03576675148669999
ACH-000265,0.074699244564
ACH-000266,0.145309968313
ACH-000272,-0.06918062902080001
ACH-000273,0.043094395911800004
ACH-000274,0.046650503305800006
ACH-000277,0.0888584890615
ACH-000278,0.007178441623469999
ACH-000279,-0.00298050543557
ACH-000280,0.0160923232761
ACH-000281,0.200401362511
ACH-000288,-0.0131115731926
ACH-000291,-0.0873185411115
ACH-000293,0.0654872057323
ACH-000294,0.340547471471
ACH-000295,0.130767782193
ACH-000296,-0.0440829988624
ACH-000302,0.04453386206619999
ACH-000304,-0.0148844243441
ACH-000307,-0.025825821161599996
ACH-000308,-0.0735441924702
ACH-000310,0.145607467363
ACH-000311,0.24621812089
ACH-000312,0.0194357695454
ACH-000315,0.111702417895
ACH-000316,0.09441722404899999
ACH-000317,0.083169010354
ACH-000318,0.10424238686699999
ACH-000319,0.0428531733316
ACH-000320,0.40854252558399995
ACH-000322,0.106563510103
ACH-000323,-0.047593104983
ACH-000324,0.142773078493
ACH-000329,-0.048060412005000004
ACH-000330,-0.14367249843399998
ACH-000331,0.039393544161499996
ACH-000332,0.0989347386156
ACH-000334,0.203927762843
ACH-000335,0.271151798055
ACH-000336,0.12049493231599999
ACH-000337,0.121023414997
ACH-000339,0.010691143731500001
ACH-000341,0.191542528118
ACH-000348,0.034696573094000004
ACH-000350,0.06243063780619999
ACH-000352,-0.147707589797
ACH-000356,-0.24083407596200002
ACH-000361,-0.0376148803763
ACH-000362,0.0202763505964
ACH-000363,-0.161310464955
ACH-000364,0.104314301018
ACH-000365,0.0973704345135
ACH-000366,0.08276649265739999
