,KITLG (4254)
ACH-000004,0.321722981069
ACH-000007,0.272319050786
ACH-000009,0.139573698794
ACH-000011,0.09748299998739998
ACH-000012,0.22378263928800002
ACH-000013,0.189305071637
ACH-000014,0.209782868426
ACH-000015,0.16863923041700002
ACH-000017,0.132321250264
ACH-000018,0.137183820145
ACH-000019,0.302190783123
ACH-000021,-0.09954531273119999
ACH-000022,0.316453030768
ACH-000025,0.126501907806
ACH-000028,0.126356536046
ACH-000030,0.26674005419
ACH-000035,0.08431762756660001
ACH-000036,0.204766051333
ACH-000037,0.289436975227
ACH-000039,0.377860964092
ACH-000040,0.159023066523
ACH-000041,0.0738280803708
ACH-000042,0.0345408237877
ACH-000045,0.178707670916
ACH-000047,0.173721776162
ACH-000052,-0.0150111289155
ACH-000053,0.194060012846
ACH-000054,0.12404970823799999
ACH-000055,0.37713859267300004
ACH-000060,0.27480287506400003
ACH-000067,0.36076374260399996
ACH-000070,0.0327434757614
ACH-000075,0.106775281872
ACH-000078,0.23154945089600001
ACH-000082,0.07263538479569999
ACH-000085,0.39490901767399994
ACH-000086,0.24967743628000003
ACH-000087,0.576145186244
ACH-000092,0.191806176393
ACH-000095,0.279236923913
ACH-000097,0.18160209362100002
ACH-000098,0.175304912707
ACH-000099,0.214111371895
ACH-000108,0.038969351816599995
ACH-000113,0.23297754943399998
ACH-000115,0.133845285418
ACH-000116,0.0928122552786
ACH-000118,0.155662492258
ACH-000120,0.29769334446
ACH-000123,0.23108139502900002
ACH-000127,0.197380043962
ACH-000128,0.157592347692
ACH-000132,0.199298581213
ACH-000133,0.12372557909399999
ACH-000137,-0.05024756099430001
ACH-000138,0.102597588286
ACH-000142,0.30274436098
ACH-000143,0.215138520191
ACH-000146,0.235148784679
ACH-000148,0.209592747296
ACH-000150,0.248038286417
ACH-000152,0.0994502302742
ACH-000153,0.192747105075
ACH-000159,0.15836800856
ACH-000160,0.0918430182488
ACH-000163,0.171453657071
ACH-000167,-0.035825490530199997
ACH-000168,0.10734817636399999
ACH-000169,0.131782471512
ACH-000178,0.263103483569
ACH-000182,0.13783826454
ACH-000183,0.21272226247
ACH-000188,0.17882034992899998
ACH-000189,0.588911385217
ACH-000190,0.167268311581
ACH-000198,0.131395813882
ACH-000204,0.0320086568096
ACH-000206,0.29647306548
ACH-000207,0.241189347031
ACH-000211,0.122615965044
ACH-000215,0.200755476203
ACH-000221,0.226494729329
ACH-000222,0.103697944773
ACH-000223,0.162047217407
ACH-000226,0.079363216097
ACH-000227,0.0401552343437
ACH-000228,0.20950073614300002
ACH-000231,0.228666700395
ACH-000232,0.153007042159
ACH-000233,0.242609934523
ACH-000234,0.150540565026
ACH-000235,0.112508414081
ACH-000237,-0.0224756519002
ACH-000238,0.14980766214500002
ACH-000243,0.19221140743700002
ACH-000244,0.0018675759883499997
ACH-000246,0.0835756587104
ACH-000248,0.14142694586100002
ACH-000250,0.19735851013
ACH-000251,0.0213022299079
ACH-000253,0.207136075612
ACH-000255,0.20523250785799999
ACH-000256,0.18776968869199998
ACH-000257,0.191574162986
ACH-000258,-0.052655932603699995
ACH-000259,0.0630485243306
ACH-000260,0.287012635862
ACH-000261,0.128586369432
ACH-000262,0.298381307544
ACH-000263,0.317890310603
ACH-000264,0.125480292573
ACH-000265,0.0863361395118
ACH-000266,0.108855710493
ACH-000272,0.20793541610999997
ACH-000273,0.06862851448009999
ACH-000274,0.238117428019
ACH-000277,0.208406183211
ACH-000278,0.0476426169416
ACH-000279,0.311375099501
ACH-000280,0.160755507914
ACH-000281,-0.0340800440636
ACH-000288,0.20116162654199998
ACH-000291,0.256043660188
ACH-000293,0.220330788972
ACH-000294,0.19599996321199997
ACH-000295,-0.00019466026584700002
ACH-000296,0.05370673761
ACH-000302,0.18779998089699998
ACH-000304,0.0760409924127
ACH-000307,0.1511450642
ACH-000308,0.138435779483
ACH-000310,0.223854410513
ACH-000311,0.10020390805099999
ACH-000312,0.0328162128346
ACH-000315,0.15461302095
ACH-000316,0.312030360981
ACH-000317,0.13715738438
ACH-000318,0.142671668851
ACH-000319,0.0896905436428
ACH-000320,-0.04586573429140001
ACH-000322,0.145339830961
ACH-000323,0.197616817262
ACH-000324,0.0829783166198
ACH-000329,0.151309429927
ACH-000330,0.291462051681
ACH-000331,0.122199517423
ACH-000332,0.13030986875199999
ACH-000334,0.10306809952899999
ACH-000335,0.173017940207
ACH-000336,0.054732378584400006
ACH-000337,0.15637592297800001
ACH-000339,0.213872665346
ACH-000341,0.0145180908068
ACH-000348,0.11772372570800001
ACH-000350,0.232776391787
ACH-000352,0.238071398046
ACH-000356,0.184430771829
ACH-000361,0.278561390199
ACH-000362,0.12796026041300002
ACH-000363,0.100672634759
ACH-000364,0.20385499989999997
ACH-000365,0.122383013519
ACH-000366,0.132370334122
ACH-000368,0.304778006056
ACH-000374,0.246676608176
ACH-000375,0.2429683168
ACH-000376,0.271291525681
ACH-000381,0.36950393624899996
ACH-000383,0.161394908311
ACH-000387,0.134122116214
ACH-000389,0.337753051731
ACH-000390,0.14759355228
ACH-000393,0.050115871805
ACH-000395,0.26582117655299997
ACH-000397,0.21860572914999998
ACH-000401,0.07817861517689999
ACH-000402,0.315214973375
ACH-000403,0.10976036343800001
ACH-000404,0.172719685845
ACH-000406,0.171016608193
ACH-000407,0.041380806192
ACH-000408,0.18601221546900001
ACH-000410,0.0726817468162
ACH-000411,0.19598857089699998
ACH-000414,0.062064660800400004
ACH-000415,0.0804721609618
ACH-000416,0.00169818235306
ACH-000420,0.17083022428
ACH-000421,0.15486124060599998
ACH-000424,0.22389507556999996
ACH-000425,0.171961069367
