,CCNL2 (81669)
ACH-000004,-0.340069079067
ACH-000007,-0.377912354819
ACH-000009,-0.43286993514100003
ACH-000011,-0.505771317405
ACH-000012,-0.251740884837
ACH-000013,-0.283266906396
ACH-000014,-0.52476327958
ACH-000015,-0.151602187842
ACH-000017,-0.40117619648599995
ACH-000018,-0.35764488408100004
ACH-000019,-0.202799543211
ACH-000021,-0.287803946619
ACH-000022,-0.351780642178
ACH-000025,-0.413233142611
ACH-000028,-0.279425790846
ACH-000030,-0.174223859042
ACH-000035,-0.261669127759
ACH-000036,-0.36493640891199997
ACH-000037,-0.535054359766
ACH-000039,-0.502307303412
ACH-000040,-0.561057590517
ACH-000041,-0.5116949039940001
ACH-000042,-0.36944405352799997
ACH-000045,-0.5274639025869999
ACH-000047,-0.516021336004
ACH-000052,-0.533898456863
ACH-000053,-0.40776629566399997
ACH-000054,-0.418227067158
ACH-000055,-0.025769108221299998
ACH-000060,-0.486881666092
ACH-000067,-0.138000995955
ACH-000070,-0.37835140646300003
ACH-000075,-0.30475972947200003
ACH-000078,-0.30260030191599996
ACH-000082,-0.41274253928599997
ACH-000085,-0.00759063432653
ACH-000086,-0.44388641791100003
ACH-000087,-0.123335973507
ACH-000092,-0.439246380708
ACH-000095,-0.298678789441
ACH-000097,-0.320720369317
ACH-000098,-0.379689639973
ACH-000099,-0.379846087899
ACH-000108,-0.408948537976
ACH-000113,-0.13862587311799998
ACH-000115,-0.44021926880900003
ACH-000116,-0.15061561588199998
ACH-000118,-0.256529746194
ACH-000120,-0.30664048157900003
ACH-000123,-0.207440337331
ACH-000127,-0.275627843731
ACH-000128,-0.342452583067
ACH-000132,-0.34508830172399996
ACH-000133,-0.352652660644
ACH-000137,-0.00025925170413900004
ACH-000138,-0.179161182339
ACH-000142,-0.181592419106
ACH-000143,-0.645214494371
ACH-000146,-0.438580303507
ACH-000148,-0.31234466855
ACH-000150,-0.776263961313
ACH-000152,-0.47179696346699995
ACH-000153,-0.325722468147
ACH-000159,-0.324032991714
ACH-000160,-0.21337236376
ACH-000163,-0.313557844732
ACH-000167,-0.927552267509
ACH-000168,-0.19563713252700002
ACH-000169,-0.268769382485
ACH-000178,-0.32486154502
ACH-000182,-0.216190310559
ACH-000183,-0.230754697282
ACH-000188,-0.441609406498
ACH-000189,-0.52907428443
ACH-000190,-0.472510638753
ACH-000198,-0.408227283252
ACH-000204,-0.314736971799
ACH-000206,-0.544479797479
ACH-000207,-0.08079802549330001
ACH-000211,-0.36777116377700003
ACH-000215,-0.540793147936
ACH-000221,-0.391100357214
ACH-000222,-0.1880945865
ACH-000223,-0.207803350305
ACH-000226,-0.291515344186
ACH-000227,-0.0698310108293
ACH-000228,-0.150402593324
ACH-000231,-0.354302287781
ACH-000232,-0.511076527593
ACH-000233,-0.391670065181
ACH-000234,-0.447156900443
ACH-000235,-0.25172168223
ACH-000237,-0.500027513806
ACH-000238,-0.377543371922
ACH-000243,-0.15481478718299999
ACH-000244,-0.43483516650700005
