,CIITA (4261)
ACH-000004,0.0957534234527
ACH-000007,0.0561803572725
ACH-000009,0.16828544785900001
ACH-000011,-0.12102670176899999
ACH-000012,0.0213017185891
ACH-000013,-0.0835250451133
ACH-000014,0.11820253333799999
ACH-000015,0.0432366799385
ACH-000017,0.09442950619560002
ACH-000018,0.0862704476724
ACH-000019,0.170265194364
ACH-000021,-0.222611100469
ACH-000022,0.190241796145
ACH-000025,0.133318350958
ACH-000028,0.157366217892
ACH-000030,0.106057235241
ACH-000035,-0.0926448355617
ACH-000036,0.168376326165
ACH-000037,-0.09520985467830001
ACH-000039,0.031015235597599996
ACH-000040,0.151763294888
ACH-000041,0.257937892046
ACH-000042,0.058320079635500004
ACH-000045,-0.0197145843143
ACH-000047,0.07602744743819999
ACH-000052,0.203805318695
ACH-000053,0.126536120292
ACH-000054,0.0687368257775
ACH-000055,-0.033618093092400006
ACH-000060,0.192952539065
ACH-000067,0.09174324531580001
ACH-000070,0.152258518747
ACH-000075,0.126914318877
ACH-000078,0.0535357844716
ACH-000082,0.112928224313
ACH-000085,-0.169496910513
ACH-000086,0.29240032666099997
ACH-000087,0.0712778239356
ACH-000092,0.190530701811
ACH-000095,0.0182288895184
ACH-000097,0.0853237309912
ACH-000098,0.044454330200399995
ACH-000099,0.0723023338513
ACH-000108,0.034077237971099995
ACH-000113,0.05091952543869999
ACH-000115,0.138236338098
ACH-000116,-0.00258483037232
ACH-000118,0.05849917537280001
ACH-000120,0.018076753757499998
ACH-000123,0.0960899534891
ACH-000127,0.11172761739800001
ACH-000128,0.19106134049400003
ACH-000132,0.0410141702941
ACH-000133,0.144612566546
ACH-000137,-0.0582617864633
ACH-000138,0.123629078807
ACH-000142,-0.0076799004358
ACH-000143,0.141675229518
ACH-000146,0.104778952366
ACH-000148,0.076666172567
ACH-000150,0.0259553852369
ACH-000152,0.24970487785300002
ACH-000153,0.11568209625600001
ACH-000159,0.11386492724099999
ACH-000160,0.527784218125
ACH-000163,0.15627915949
ACH-000167,0.687892088143
ACH-000168,0.0600189890467
ACH-000169,0.0530377017318
ACH-000178,0.00607698660344
ACH-000182,0.0836584453176
ACH-000183,-0.11165609773099999
ACH-000188,0.21886645654
ACH-000189,0.327632804441
ACH-000190,0.416744445079
ACH-000198,0.0143393878751
ACH-000204,-0.12377009226800001
ACH-000206,-0.0240581225185
ACH-000207,0.152388682376
ACH-000211,0.158191258896
ACH-000215,0.0663154920264
ACH-000221,0.15005443207900002
ACH-000222,0.129542179869
ACH-000223,0.12061502524800001
ACH-000226,0.114328340919
ACH-000227,0.004493752301189999
ACH-000228,0.147967782292
ACH-000231,0.10209754971000001
ACH-000232,0.10171290211100001
ACH-000233,-0.0346851031306
ACH-000234,0.101596875012
ACH-000235,0.125981246209
ACH-000237,0.0842797391017
ACH-000238,0.324802189083
ACH-000243,-0.041432175288699996
ACH-000244,0.308539848209
ACH-000246,0.111459913981
ACH-000248,0.116488033712
ACH-000250,-0.005765135040710001
ACH-000251,0.06397200354299999
ACH-000253,0.0452207138828
ACH-000255,0.17541225217599998
ACH-000256,0.266329802246
ACH-000257,-0.0545419215058
ACH-000258,0.0850533999223
ACH-000259,0.036650272375300004
ACH-000260,0.03909265243019999
ACH-000261,0.0406847559512
ACH-000262,-0.160440414778
ACH-000263,0.19213269440900002
ACH-000264,0.0577441217395
ACH-000265,-0.0241976365886
ACH-000266,0.147728389084
ACH-000272,0.21988750397300003
ACH-000273,0.14885006429
ACH-000274,-0.24705745800599999
ACH-000277,0.0388694751233
ACH-000278,0.171880467261
ACH-000279,0.111822211621
ACH-000280,0.0572075598872
ACH-000281,0.27883444407200003
ACH-000288,0.0633692586913
ACH-000291,-0.0117478777135
ACH-000293,0.252216159471
ACH-000294,0.178881461216
ACH-000295,0.280332431379
ACH-000296,0.106132257177
ACH-000302,0.186714354319
ACH-000304,-0.0132031478458
ACH-000307,0.11256639196599999
ACH-000308,0.108987694862
ACH-000310,0.0139065748318
ACH-000311,0.09114259330360001
ACH-000312,0.08610158702
ACH-000315,-0.27163075985199997
ACH-000316,0.0439334479824
ACH-000317,0.254240081983
ACH-000318,0.00814738687639
ACH-000319,0.0636975732541
ACH-000320,0.157130865125
ACH-000322,-0.09794176607510001
ACH-000323,-0.00619522486989
ACH-000324,-0.10043320974099999
ACH-000329,0.0986504700105
ACH-000330,-0.0029493389323300002
ACH-000331,0.00803716369712
ACH-000332,0.0988947772322
ACH-000334,0.20832308736299998
ACH-000335,0.131835915524
ACH-000336,0.137613737003
ACH-000337,0.129433451149
ACH-000339,0.051453696129400005
ACH-000341,0.356273402569
ACH-000348,-0.06436053702069999
ACH-000350,-0.0595589477348
ACH-000352,0.22360307466200002
ACH-000356,-0.154296335676
ACH-000361,0.151793174565
ACH-000362,0.0361732050282
ACH-000363,0.0564373574139
ACH-000364,0.236321659035
ACH-000365,0.010107904799299999
ACH-000366,0.0529816238841
ACH-000368,0.166745801407
ACH-000374,0.134395798431
ACH-000375,0.106488752514
ACH-000376,0.0946969884963
ACH-000381,0.165820086571
ACH-000383,0.18965462957600002
ACH-000387,-0.0017939585079200001
ACH-000389,-0.11204196095
ACH-000390,0.241138065126
ACH-000393,0.11454877976399999
ACH-000395,0.27482462684799996
ACH-000397,0.08094406754689999
ACH-000401,0.0355793012671
ACH-000402,0.151694301688
ACH-000403,0.105819056575
ACH-000404,0.309714512645
ACH-000406,0.0489973168118
ACH-000407,-0.204443498737
ACH-000408,0.0818320088291
ACH-000410,0.07881483699
ACH-000411,-0.00935807012669
ACH-000414,0.0541605787413
ACH-000415,0.0181138406428
ACH-000416,0.0629540523365
ACH-000420,0.0034932132618099997
ACH-000421,0.049003430735099995
ACH-000424,-0.09723656970200001
ACH-000425,-0.0767115010175
ACH-000426,-0.46415618692500005
ACH-000427,-0.014431768990499999
ACH-000433,0.10157719977099999
ACH-000436,0.100418206614
ACH-000444,0.14708386928099998
ACH-000445,0.129700195364
ACH-000448,0.0490591240079
ACH-000450,-0.150405112217
ACH-000452,0.11820428509299999
ACH-000454,0.158554521155
ACH-000458,-0.0721482511525
ACH-000459,-0.22543883000700002
ACH-000460,0.031882814415700005
ACH-000461,0.168131043327
ACH-000463,0.0047387287423
ACH-000464,0.201681530737
ACH-000466,0.127240709421
ACH-000467,0.105210696785
ACH-000468,0.215784091202
ACH-000469,0.244478835991
ACH-000470,0.243206352057
ACH-000471,-0.014474801656899999
ACH-000472,0.041672364487
ACH-000473,0.15379845351
ACH-000475,0.08591958626489998
ACH-000476,0.232162804097
ACH-000477,0.0188741258362
ACH-000480,-0.00973077571367
ACH-000481,0.0612994976374
ACH-000483,-0.12788683419299998
ACH-000484,0.066963359503
ACH-000485,0.015347331773899998
ACH-000486,0.15889363199
ACH-000487,-0.0338233907168
ACH-000488,-0.15486773583799998
ACH-000490,0.106762531237
ACH-000491,-0.055305098419000005
