,WHAMM (123720)
ACH-000331,-0.438437299282
ACH-000332,-0.200905084135
ACH-000334,-0.31601394485
ACH-000335,-0.429810245047
ACH-000336,-0.7893054351209999
ACH-000337,-0.22616277208000002
ACH-000339,-0.517838634566
ACH-000341,-0.40294430893100003
ACH-000348,-0.390963282289
ACH-000350,-0.374022751308
ACH-000352,-0.235992326563
ACH-000356,-0.466400761441
ACH-000361,-0.40066655198600004
ACH-000362,-0.36618612292499997
ACH-000363,-0.126230208085
ACH-000364,-0.33635587249399995
ACH-000365,-0.443659739935
ACH-000366,-0.363513208293
ACH-000368,-0.35163242335199996
ACH-000374,-0.0763873208412
ACH-000375,-0.317894721532
ACH-000376,-0.597973662245
ACH-000381,-0.31776032024
ACH-000383,-0.378077655048
ACH-000387,-0.24623047496300002
ACH-000389,-0.49271927861500003
ACH-000390,-0.295242204728
ACH-000393,-0.326065908429
ACH-000395,-0.150785050323
ACH-000397,-0.295892154616
ACH-000401,-0.36372223104999996
ACH-000402,-0.403808238886
ACH-000403,-0.46709739441799997
ACH-000404,-0.433866249581
ACH-000406,-0.154689521419
ACH-000407,-0.610219223214
ACH-000408,-0.509005126059
ACH-000410,-0.420961710335
ACH-000411,-0.440956853261
ACH-000414,-0.43400696401
ACH-000415,-0.416467227834
ACH-000416,-0.315085309189
ACH-000420,-0.282057865904
ACH-000421,-0.326710653761
ACH-000424,-0.700519771701
ACH-000425,-0.49540084623899994
ACH-000426,-0.721149075486
ACH-000427,-0.7184485439480001
ACH-000433,-0.573266096812
ACH-000436,-0.664831069133
ACH-000444,-0.411228822479
ACH-000445,-0.619874234939
ACH-000448,-0.238183320143
ACH-000450,-0.757806825831
ACH-000452,-0.45497665575199997
ACH-000454,-0.37581603317400003
ACH-000458,-0.525536687047
ACH-000459,-0.32439683661999996
ACH-000460,-0.477928674394
ACH-000461,-0.556890677807
ACH-000463,-0.7344279958200001
ACH-000464,-0.875515418816
ACH-000466,-0.464170983718
ACH-000467,-0.12592525405
ACH-000468,-0.313637424131
ACH-000469,-0.26397978803100003
ACH-000470,-0.39768037711800003
ACH-000471,-0.300679182252
ACH-000472,-0.45954965718400004
ACH-000473,-0.393954548377
ACH-000475,-0.399385540049
ACH-000476,-0.25352689110599996
ACH-000477,-0.634565371927
ACH-000480,-0.499672445547
ACH-000481,-0.576962343741
ACH-000483,-0.43334789100500004
ACH-000484,-0.5478532789639999
ACH-000485,-0.686978059446
ACH-000486,-0.577171931475
ACH-000487,-0.479484060545
ACH-000488,-0.32314472995099996
ACH-000490,-0.651128099793
ACH-000491,-0.339254642029
ACH-000495,-1.11633523771
ACH-000496,-0.7031835574609999
ACH-000499,-0.197371460374
ACH-000500,-0.379257232416
ACH-000502,-0.41148584997500004
ACH-000503,-0.831089971702
ACH-000505,-0.834588666196
ACH-000507,-0.334541603242
ACH-000510,-0.452071197435
ACH-000511,-0.407447254757
ACH-000512,-0.7817882422910001
ACH-000516,-0.120531420297
ACH-000517,-0.549143077619
ACH-000518,-0.537865024119
ACH-000520,-0.410213877551
ACH-000521,-0.0506626045766
ACH-000522,-0.426512209407
ACH-000524,-0.366504258155
ACH-000527,-0.335395627535
ACH-000528,-0.239139603864
ACH-000537,-0.637431732244
ACH-000541,-0.238039685911
ACH-000542,-0.41268075146
ACH-000544,-0.383436038256
ACH-000545,-0.8100908732709999
ACH-000547,-0.0314597836868
ACH-000548,-0.374847617457
ACH-000549,-0.428866425014
ACH-000550,-0.479516783705
ACH-000552,-0.097935783061
ACH-000556,-0.366126705176
ACH-000557,-0.25435799031100004
ACH-000570,-0.668129951022
ACH-000571,-0.4446844829
ACH-000573,-0.48722572761200006
ACH-000576,-0.228090977892
ACH-000580,-0.56535383706
ACH-000584,-0.647167154921
ACH-000585,-0.394407586765
ACH-000588,-0.40696475168799995
ACH-000589,-0.401530816261
ACH-000591,-0.361145651196
ACH-000593,-0.349847517188
ACH-000600,-0.402404824243
ACH-000601,-0.30787435242600003
ACH-000604,-0.253351703508
ACH-000605,-0.222516213177
ACH-000606,-0.309869376699
ACH-000608,-0.41038857806199996
ACH-000614,-0.45188916013999997
ACH-000616,-0.15257180904
ACH-000618,-0.468367333162
ACH-000619,-0.49898732809600005
ACH-000620,-0.44563641969800005
ACH-000621,-0.228260502837
ACH-000622,-0.300071096584
ACH-000623,-0.538668464714
ACH-000624,-0.5173396677100001
ACH-000627,-0.44941733050899996
ACH-000630,-0.35491733037100004
ACH-000632,-0.556260008196
ACH-000633,-0.524612550583
ACH-000637,-0.335534025113
ACH-000638,-0.477077241356
ACH-000646,-0.518156003011
ACH-000647,-0.347313493785
ACH-000648,-0.335234011864
ACH-000649,-0.42430259567699996
ACH-000651,-0.35578292475100004
ACH-000652,-0.206111810625
ACH-000653,-0.364705645033
ACH-000657,-0.292909609393
ACH-000658,-0.10632163841499999
ACH-000661,-0.42831557981799995
ACH-000662,-0.413595149433
ACH-000663,-0.5066942090600001
ACH-000665,-0.573360133165
ACH-000671,-0.683170767969
ACH-000673,-0.468499189784
ACH-000676,-0.301894464205
ACH-000677,-0.454139430491
ACH-000681,-0.266543467461
ACH-000682,-0.48251783350500005
ACH-000683,-0.28486139485100004
ACH-000684,-0.661163869719
ACH-000688,-0.753517919761
ACH-000693,-0.402179852
ACH-000694,-0.295032472386
ACH-000695,-0.604703946523
ACH-000696,-0.35761648794699996
ACH-000697,-0.398207203714
ACH-000699,-0.279052654021
ACH-000701,-0.118883026993
ACH-000706,-0.47566051459700004
ACH-000711,-0.44524080143100003
ACH-000713,-0.592981089965
ACH-000714,-0.706021070851
ACH-000718,-0.645305004254
ACH-000720,-0.463901961717
ACH-000721,-0.51846199347
ACH-000724,-0.631404870743
ACH-000725,-0.0807818600346
ACH-000732,-0.5891896328399999
ACH-000734,-0.42762173360399997
ACH-000735,-0.637176787737
ACH-000736,-0.312117793006
ACH-000738,-0.709381520212
ACH-000746,-0.16494829312999998
ACH-000747,-0.311454126597
ACH-000748,-0.31666610588000005
ACH-000753,-0.419572873201
ACH-000756,-0.420460739723
ACH-000757,-0.516217540988
ACH-000758,-0.554191550309
ACH-000760,-0.627989118265
ACH-000763,-0.6712239894320001
ACH-000764,-0.44018828033600005
ACH-000765,-0.32397005802400003
ACH-000766,-0.38581134855300003
ACH-000767,-0.35213998386
ACH-000768,-0.512222733661
ACH-000769,-0.171726608159
ACH-000770,-0.443512253027
ACH-000771,-0.601886252955
ACH-000773,-0.46157736803800004
ACH-000776,-0.380972064309
ACH-000777,-0.24864054066100003
ACH-000778,-0.378222682221
ACH-000781,-0.39001788637199997
ACH-000782,-0.49942489141400004
ACH-000783,-0.532068520228
ACH-000784,-0.319082316577
ACH-000785,-0.42730488105400005
ACH-000787,-0.38026773806100006
ACH-000788,-0.346151855058
ACH-000791,-0.6136180022209999
ACH-000792,-0.324205808075
ACH-000794,-0.416708555987
ACH-000796,-0.417596205228
ACH-000799,-0.697106281122
ACH-000800,-0.589153964648
ACH-000802,-0.363843595141
ACH-000804,-0.261392387392
ACH-000805,-0.474357162662
ACH-000809,-0.364922491707
ACH-000810,-0.8602871511660001
ACH-000811,-0.361494560208
ACH-000817,-0.0318332719597
ACH-000819,-0.393479410608
ACH-000820,-0.667705926536
ACH-000821,-0.33899144916599994
ACH-000822,-0.443105708046
ACH-000823,-0.269984096283
ACH-000824,-0.262614005697
ACH-000827,-0.346251451021
ACH-000829,-0.6495110735499999
ACH-000831,-0.387205503744
ACH-000832,-0.5416686185790001
ACH-000833,-0.341250499037
ACH-000834,-0.46465419976000005
ACH-000835,-0.347541312579
ACH-000836,-0.319391666255
ACH-000837,-0.35977512858800004
ACH-000838,-0.39256277467399997
ACH-000839,-0.47420644080700003
ACH-000840,-0.427435812363
ACH-000841,-0.397622288961
ACH-000843,-0.494965144842
ACH-000846,-0.45822152692199997
ACH-000847,-0.6843060455589999
ACH-000848,-0.574117314929
ACH-000849,-0.31480817415600004
ACH-000851,-0.451901190361
ACH-000855,-0.440938586202
ACH-000856,-0.368796078628
ACH-000858,-0.185715412188
ACH-000859,-0.284600094153
ACH-000861,-0.611235553135
ACH-000862,-0.34445358108699997
ACH-000865,-0.316779522879
ACH-000866,-0.532787578196
ACH-000867,-0.325411971661
ACH-000869,-0.334608222507
ACH-000872,-0.419487535606
ACH-000873,-0.479617769653
ACH-000876,-0.47613184388
ACH-000878,-0.39650714864500003
ACH-000880,-0.668091774772
ACH-000881,-0.40075788214100005
ACH-000882,-0.214766396014
ACH-000884,-0.402711782857
ACH-000885,-0.384877439831
ACH-000887,-0.243940190351
ACH-000888,-0.32964759844999997
ACH-000889,-0.0626576533285
ACH-000890,-0.462954244319
ACH-000896,-0.404455815148
ACH-000898,-0.120518335765
ACH-000900,-0.476389529348
ACH-000901,-0.190681057794
ACH-000905,-0.48639049778300003
ACH-000906,-0.39021111426
ACH-000907,-0.250703767016
ACH-000910,-0.457674426328
ACH-000911,-0.5817138791390001
ACH-000912,-0.348695275888
ACH-000913,-0.377257944666
ACH-000915,-0.453262136859
ACH-000916,-0.34506084934000003
ACH-000917,-0.22828966855500002
ACH-000921,-0.38639244221999997
ACH-000924,-0.268549741312
ACH-000926,-0.36835782416100005
ACH-000928,-0.24531585639400003
ACH-000929,-0.656367520998
ACH-000932,-0.45227314592699996
ACH-000935,-0.442783191222
ACH-000936,-0.45388770388599997
ACH-000937,-0.515858417644
ACH-000938,-0.11819752416200001
ACH-000939,-0.201078097326
ACH-000941,-0.36201391212300005
ACH-000943,-0.324745433031
ACH-000946,-0.318221962949
ACH-000947,-0.398992670633
ACH-000948,-0.275238136974
ACH-000950,-0.41572030855
ACH-000953,-0.5137843854
ACH-000957,-0.356471332671
ACH-000958,-0.506901588968
ACH-000960,-0.530685330747
ACH-000963,-0.0577830896115
ACH-000968,-0.48100966399499995
ACH-000969,-0.277637353657
ACH-000973,-0.722284404573
ACH-000974,-0.42129161688699995
ACH-000975,-0.389587910901
ACH-000976,-0.300091815393
ACH-000978,-0.109259600523
ACH-000980,-0.35208787563500005
ACH-000984,-0.39044552763499996
ACH-000986,-0.379122194921
ACH-000988,-0.304228288203
ACH-000993,-0.316477658682
ACH-000994,-0.553160761232
ACH-000996,-0.6320444387690001
ACH-001001,-0.407650088754
ACH-001020,-0.38225036854500005
ACH-001028,-0.369598711886
ACH-001031,-0.551653349921
ACH-001038,-0.298778737042
ACH-001048,-0.390442689802
ACH-001050,-0.504199817423
ACH-001053,-0.5706246546639999
ACH-001054,-0.27768988746
ACH-001061,-0.398035921453
ACH-001067,-0.277147065825
ACH-001075,-0.709830261596
ACH-001096,-0.25301626615
ACH-001128,-0.41049045071999996
ACH-001134,-0.240283425007
ACH-001151,-0.45155424322400006
ACH-001163,-0.588860039894
ACH-001164,-0.528179479493
ACH-001173,-0.46780406945200004
ACH-001183,-0.558557167513
ACH-001184,-0.7255418475100001
ACH-001190,-0.684026297564
ACH-001192,-0.35128477876
ACH-001193,0.022551484096300003
ACH-001196,-0.29543343400600003
ACH-001197,-0.465969841105
ACH-001205,-0.62689262666
ACH-001211,-0.206439257077
ACH-001212,-0.441432727248
ACH-001228,-0.398312647645
ACH-001232,-0.41395139907899997
ACH-001239,-0.415640574676
ACH-001274,-0.527713642217
ACH-001275,-0.333043369654
ACH-001277,-0.546931712394
ACH-001278,-0.258057350999
ACH-001280,-0.434650913909
ACH-001283,-0.322240812378
ACH-001289,-0.5459622186
ACH-001295,-0.5126111121600001
ACH-001300,-0.30749197879
ACH-001301,-0.6888833516480001
ACH-001302,-0.0399160823878
ACH-001303,-0.057360198393199995
ACH-001306,-0.535592506142
ACH-001318,-0.38110468425099997
ACH-001322,-0.689806935994
ACH-001328,-0.19675545745499998
ACH-001332,-0.704299593279
ACH-001333,-0.22464930077599998
ACH-001336,-0.28471340908000004
ACH-001340,-0.407307078165
ACH-001346,-0.476431357961
ACH-001353,-0.47746331979400003
ACH-001354,-0.198551244588
ACH-001367,-0.20660954478799998
ACH-001368,-0.408120066516
ACH-001374,-0.450858335871
ACH-001375,-0.0960010061276
ACH-001377,-0.656673855908
ACH-001380,-0.307921203765
ACH-001391,-0.495920558464
ACH-001407,-0.528952864211
ACH-001408,-0.326520947181
ACH-001413,-0.48114384473899996
ACH-001430,-0.32527092571800004
ACH-001431,-0.636551238383
ACH-001450,-0.44139718174
ACH-001496,-0.147713845501
ACH-001500,-0.451333789799
ACH-001521,-0.31413613386399997
ACH-001523,-0.29132101676
ACH-001532,-0.478665055532
ACH-001536,-0.519941916598
ACH-001550,-0.48102975016000005
ACH-001552,-0.45533162549999995
ACH-001554,-0.6087447376349999
ACH-001645,-0.473274283166
ACH-001654,-0.582357624684
ACH-001715,-0.219027714241
ACH-001735,-0.381758181144
ACH-001736,-0.422568029423
ACH-001737,-0.41294079340400003
ACH-001740,-0.447407262278
ACH-001745,-0.622097908999
ACH-001750,-0.578563646016
ACH-001765,-0.474511468636
ACH-001956,-0.479384491444
ACH-001957,-0.5149157793620001
