,TIFA (92610)
ACH-000004,0.0967162512749
ACH-000007,0.112570354362
ACH-000009,0.185805677522
ACH-000011,0.0827149384865
ACH-000012,0.132367617152
ACH-000013,0.06687845713440001
ACH-000014,0.201982512874
ACH-000015,0.0993409278191
ACH-000017,0.0670686315432
ACH-000018,-0.09254779802110001
ACH-000019,-0.012820667398600001
ACH-000021,0.09664671354360001
ACH-000022,0.08594792643009999
ACH-000025,0.14329735148199998
ACH-000028,-0.0715850032526
ACH-000030,0.123664332114
ACH-000035,0.0720873118932
ACH-000036,0.136374542011
ACH-000037,0.1168989316
ACH-000039,0.0517900321349
ACH-000040,-0.08968948780269999
ACH-000041,0.0417561063165
ACH-000042,0.0322286210476
ACH-000045,0.108574067474
ACH-000047,0.123889594499
ACH-000052,-0.0657493876456
ACH-000053,0.162878171491
ACH-000054,0.0679470828206
ACH-000055,-0.08378491873810001
ACH-000060,-0.0341962453641
ACH-000067,0.045309623185900004
ACH-000070,0.219294032123
ACH-000075,0.347607822928
ACH-000078,-0.0400771201989
ACH-000082,0.023909181358400002
ACH-000085,0.102375907254
ACH-000086,0.19194086739500002
ACH-000087,-0.00377347885014
ACH-000092,0.0191559851697
ACH-000095,0.0764599937438
ACH-000097,0.0855399878008
ACH-000098,0.0914028905175
ACH-000099,0.0592856751678
ACH-000108,-0.0960042672135
ACH-000113,0.04570203959559999
ACH-000115,0.189665597508
ACH-000116,-0.0067641969543800005
ACH-000118,0.166583520981
ACH-000120,0.0664191450499
ACH-000123,0.0577744974226
ACH-000127,-0.0343211413539
ACH-000128,-0.11155991629
ACH-000132,-0.053945403743000005
ACH-000133,0.142680892655
ACH-000137,0.287351231888
ACH-000138,0.17416826335299998
ACH-000142,0.188824724652
ACH-000143,0.0426353235497
ACH-000146,0.158943549959
ACH-000148,0.152628193211
ACH-000150,0.080323979297
ACH-000152,0.0760826804938
ACH-000153,0.149902777493
ACH-000159,0.1312463184
ACH-000160,0.020263341253099997
ACH-000163,0.00408639653825
ACH-000167,0.170996001489
ACH-000168,0.230568702333
ACH-000169,0.17485838360599998
ACH-000178,-0.0274346618916
ACH-000182,0.234716496058
ACH-000183,0.0193552046886
ACH-000188,-0.0281675457585
ACH-000189,0.260232568369
ACH-000190,0.0411708232694
ACH-000198,0.139418579571
ACH-000204,0.12050875008400001
ACH-000206,0.11935429298800002
ACH-000207,0.40083773393
ACH-000211,-0.00868522400642
ACH-000215,0.0337845351793
ACH-000221,0.0270767360486
ACH-000222,0.185141507604
ACH-000223,-0.108743736334
ACH-000226,0.107424402178
ACH-000227,-0.025238421332900003
ACH-000228,-0.0604143264167
ACH-000231,0.128203914815
ACH-000232,-0.0162017245426
