,EMP1 (2012)
ACH-000004,0.301903862852
ACH-000007,-0.29117010843
ACH-000009,-0.04781628132119999
ACH-000011,0.148454886464
ACH-000012,0.13813661048
ACH-000013,0.133761984817
ACH-000014,0.0645485095983
ACH-000015,-0.0352571797961
ACH-000017,0.216919524397
ACH-000018,0.0761258815912
ACH-000019,0.047714542975500006
ACH-000021,0.028396374911500002
ACH-000022,-0.019703081482900002
ACH-000025,0.13438845505000002
ACH-000028,0.023443691558
ACH-000030,0.032577122063
ACH-000035,0.163012004242
ACH-000036,0.0534877452692
ACH-000037,0.206886155548
ACH-000039,0.10813495773800001
ACH-000040,0.151372341104
ACH-000041,-0.117922900387
ACH-000042,0.08623674419119999
ACH-000045,0.170131007
ACH-000047,0.034936666926400003
ACH-000052,-0.0154063136797
ACH-000053,-0.08234318055960001
ACH-000054,0.131048153727
ACH-000055,0.286725795861
ACH-000060,-0.0486934713746
ACH-000067,0.0339881998595
ACH-000070,0.168284171816
ACH-000075,0.272566814157
ACH-000078,0.0410107880596
ACH-000082,0.051038632053500003
ACH-000085,0.338744692876
ACH-000086,0.16200698894
ACH-000087,-0.22173958254999998
ACH-000092,0.20748004198199999
ACH-000095,0.17523976035900002
ACH-000097,0.122946005644
ACH-000098,0.166338423103
ACH-000099,0.038453562069000004
ACH-000108,-0.030861782551700002
ACH-000113,0.12238204856200001
ACH-000115,0.0626314346662
ACH-000116,0.07662275372380001
ACH-000118,-0.011938219856200001
ACH-000120,-0.0888436863119
ACH-000123,0.0727383943655
ACH-000127,0.08294774104660001
ACH-000128,0.270297826886
ACH-000132,0.387574408336
ACH-000133,0.0361352037291
ACH-000137,0.111471338524
ACH-000138,-0.00427145486616
ACH-000142,-0.018259264358299998
ACH-000143,0.0696950253175
ACH-000146,0.11419687827099999
ACH-000148,0.11144082277999999
ACH-000150,0.149541351056
ACH-000152,0.171654098965
ACH-000153,0.25305926453899996
ACH-000159,0.126785143461
ACH-000160,0.0521374601715
ACH-000163,0.22443692889199998
ACH-000167,0.055551255296300006
ACH-000168,0.291768477404
ACH-000169,0.120547147575
ACH-000178,0.18365209003400002
ACH-000182,0.151318570353
ACH-000183,0.20848209743700002
ACH-000188,0.0566660443496
ACH-000189,0.459067448632
ACH-000190,0.0711408876673
ACH-000198,0.14049261979900002
ACH-000204,-0.0322391403357
ACH-000206,0.15963870303799998
