,GRSF1 (2926)
ACH-000004,-0.580919856511
ACH-000007,-0.737716447799
ACH-000009,-0.333365340349
ACH-000011,-0.338798300546
ACH-000012,-0.477965009534
ACH-000013,-0.6885661641949999
ACH-000014,-0.546435713829
ACH-000015,-0.8119629966240001
ACH-000017,-0.476671552487
ACH-000018,-0.349018399336
ACH-000019,-0.8541834509690001
ACH-000021,-0.67720902343
ACH-000022,-0.496258932628
ACH-000025,-0.8135869033419999
ACH-000028,-1.05284619273
ACH-000030,-0.32733589528900003
ACH-000035,-0.9390095538
ACH-000036,-0.262704535076
ACH-000037,-0.601545145295
ACH-000039,-0.632500387087
ACH-000040,-0.265233490781
ACH-000041,-0.38492060144100004
ACH-000042,-0.43966806934600006
ACH-000045,-0.716893589696
ACH-000047,-0.9994261816269999
ACH-000052,-0.591188032373
ACH-000053,-0.508505065235
ACH-000054,-0.451697392202
ACH-000055,-0.668381293247
ACH-000060,-0.62054057674
ACH-000067,-0.562276024998
ACH-000070,-0.409404183032
ACH-000075,-0.5235765105160001
ACH-000078,-0.449116644013
ACH-000082,-0.41970729939900003
ACH-000085,-0.518702539593
ACH-000086,-0.499947303146
ACH-000087,-0.900178550556
ACH-000092,-0.435643465604
ACH-000095,-0.235682173598
ACH-000097,-0.36650241428900004
ACH-000098,-0.48953306647399997
ACH-000099,-0.44799795228699996
ACH-000108,-0.541017592659
ACH-000113,-0.9488480266410001
ACH-000115,-0.312448738638
ACH-000116,-0.45319762896899995
ACH-000118,-1.1393027484
ACH-000120,-0.568669781055
ACH-000123,-0.637762419745
ACH-000127,-0.584613070943
ACH-000128,-0.836855584247
ACH-000132,-0.346791990119
ACH-000133,-0.42628614960999994
ACH-000137,-0.571584041815
ACH-000138,-0.469029451286
ACH-000142,-0.43779579474299996
ACH-000143,-0.601450915698
ACH-000146,-0.45404563528
ACH-000148,-0.637194463768
ACH-000150,-0.38979108211900004
ACH-000152,-0.32774290208
ACH-000153,-0.786288718738
ACH-000159,-0.5329987249539999
ACH-000160,-1.16127716574
ACH-000163,-0.550447355304
ACH-000167,-0.19604543306699998
ACH-000168,-0.254276733594
ACH-000169,-0.38086702789800003
ACH-000178,-0.326191006383
ACH-000182,-1.02807243907
ACH-000183,-0.685966729538
ACH-000188,-0.45739340048999994
ACH-000189,-0.766068061699
ACH-000190,-0.900692626402
ACH-000198,-0.610078882309
ACH-000204,-0.7623227048160001
ACH-000206,-0.473158110994
ACH-000207,-0.516207336669
ACH-000211,-0.512467804718
ACH-000215,-0.47051523518
ACH-000221,-0.7695400491609999
ACH-000222,-0.90582277375
ACH-000223,-0.800586339886
ACH-000226,-0.564107529228
ACH-000227,-0.5680971396769999
ACH-000228,-0.6224415914679999
ACH-000231,-0.260374225161
ACH-000232,-0.30635909350900004
ACH-000233,-0.571658927274
ACH-000234,-0.369797422774
ACH-000235,-0.390350684476
ACH-000237,-0.403474279855
ACH-000238,-0.622102884558
ACH-000243,-0.636184799531
ACH-000244,-0.212217449945
ACH-000246,-0.738318848449
ACH-000248,-0.45832920134099997
ACH-000250,-0.24495173279500002
ACH-000251,-0.161002834727
ACH-000253,-0.4749882617
ACH-000255,-0.544510842481
ACH-000256,-0.414396686719
ACH-000257,-0.9139247289519999
ACH-000258,-0.58194152234
ACH-000259,-0.778135030369
ACH-000260,-0.294323492157
ACH-000261,-0.371112687514
ACH-000262,-0.58812131796
ACH-000263,-0.703723804876
ACH-000264,-0.359334481457
ACH-000265,-0.9383201136239999
ACH-000266,-0.468490764789
ACH-000272,-0.645120046906
ACH-000273,-0.38275529016000004
ACH-000274,-0.505714293958
ACH-000277,-0.620472298486
ACH-000278,-0.390381326635
ACH-000279,-0.645631906245
ACH-000280,-0.484538989489
ACH-000281,-0.741983001584
ACH-000288,-0.441329298965
ACH-000291,-0.52325490232
ACH-000293,-0.512844657975
ACH-000294,0.128473601732
ACH-000295,-0.459664791865
ACH-000296,-0.436763047069
ACH-000302,-0.601450036539
ACH-000304,-0.42231130135399997
ACH-000307,-0.401727414993
ACH-000308,-0.41516617057300004
ACH-000310,-0.5992013442840001
ACH-000311,-0.67952742964
ACH-000312,-0.47228157241
ACH-000315,-0.24483159285300002
ACH-000316,-0.7252692338719999
ACH-000317,-0.867525867804
ACH-000318,-0.518019110148
ACH-000319,-0.448452921901
ACH-000320,-0.741471903201
ACH-000322,-1.08979227214
ACH-000323,-0.490000067333
ACH-000324,-0.206985178343
ACH-000329,-0.559589718688
ACH-000330,-0.705238706438
ACH-000331,-0.7403369772499999
ACH-000332,-0.470561023763
ACH-000334,-0.545131590784
ACH-000335,-0.527246237583
ACH-000336,-0.717852507528
ACH-000337,-0.673875756114
ACH-000339,-0.540740574557
ACH-000341,-0.5838369388229999
ACH-000348,-0.6647575301290001
ACH-000350,-0.49882541515199996
ACH-000352,-0.748226200664
ACH-000356,-0.414414773544
ACH-000361,-0.453229974439
ACH-000362,-0.317519547696
ACH-000363,-0.640981634112
ACH-000364,-0.8230470790000001
ACH-000365,-0.444048223278
ACH-000366,-0.243287827869
ACH-000368,-0.459225875738
ACH-000374,-1.04678850658
ACH-000375,-0.5646870230259999
ACH-000376,-0.579299762082
ACH-000381,-0.656200369915
ACH-000383,-0.524846883507
ACH-000387,-0.48693548815899995
ACH-000389,-0.08902532516060001
ACH-000390,-0.588620389451
ACH-000393,-0.341776132345
ACH-000395,-0.158538361455
ACH-000397,-0.378458405991
ACH-000401,-0.359059628144
ACH-000402,-0.21446116878600002
ACH-000403,-0.500319351078
ACH-000404,-0.509293933548
ACH-000406,-0.913552301448
ACH-000407,-0.7328174848710001
ACH-000408,-0.702654253715
ACH-000410,-0.548138404565
ACH-000411,-0.293030752566
ACH-000414,-0.6716767436069999
ACH-000415,-0.646646873922
ACH-000416,-0.431399306025
ACH-000420,-0.558579791534
ACH-000421,-0.470356360625
ACH-000424,-0.7552731118520001
ACH-000425,-0.636392979221
ACH-000426,-0.210086937658
ACH-000427,-0.7328953222769999
ACH-000433,-0.256816017354
ACH-000436,-0.280614340246
ACH-000444,-0.707800669498
ACH-000445,-0.5774298550720001
ACH-000448,-0.366281432442
ACH-000450,-0.74590766621
ACH-000452,-0.5466199538059999
ACH-000454,-1.0347119951200001
ACH-000458,-0.396832351871
ACH-000459,-1.25560533911
ACH-000460,-0.323055269052
ACH-000461,-0.986706863513
ACH-000463,-0.459850839
ACH-000464,-0.285419265607
ACH-000466,-0.44925420391599996
ACH-000467,-0.983345456996
ACH-000468,-0.5014875012919999
ACH-000469,-0.644814815339
ACH-000470,-0.307588722773
ACH-000471,-0.39759024047700003
ACH-000472,-0.39256697873
ACH-000473,-0.7269292610860001
ACH-000475,-0.779762634718
ACH-000476,-0.74490156672
ACH-000477,-0.535597252165
ACH-000480,-0.8997635425630001
ACH-000481,-0.520676864551
ACH-000483,-0.381556525321
ACH-000484,-0.39008926619
ACH-000485,-0.506883859412
ACH-000486,-0.42729836745800004
ACH-000487,-0.912039368908
ACH-000488,-1.0400398792299999
ACH-000490,-0.655911813348
ACH-000491,-0.6390310177849999
ACH-000495,-0.217159092466
ACH-000496,-0.33393583171
ACH-000499,-0.895955583909
ACH-000500,-0.740599174033
ACH-000502,-0.301579323547
ACH-000503,-0.47638018653499997
ACH-000505,-0.452976281546
ACH-000507,-0.585739196353
ACH-000510,-0.524002992893
ACH-000511,-0.28093346974
ACH-000512,-0.8303901272669999
ACH-000516,-0.350906454692
ACH-000517,-0.33918504957199996
ACH-000518,-0.264517748504
ACH-000520,-0.331778431356
ACH-000521,-0.387812832634
ACH-000522,-0.707184094333
ACH-000524,-0.6957807184129999
ACH-000527,-0.680197513911
ACH-000528,-0.7790462002699999
ACH-000537,-0.676290136388
ACH-000541,-0.813224744461
ACH-000542,-0.42645754919600004
ACH-000544,-0.750966291655
ACH-000545,-0.619459282099
ACH-000547,-0.854184296726
ACH-000548,-0.335754785674
ACH-000549,-0.826829621551
ACH-000550,-0.327669553825
ACH-000552,-0.560100936422
ACH-000556,-0.514513107784
ACH-000557,-0.295812199391
ACH-000570,-0.695105533118
ACH-000571,-0.390037503941
ACH-000573,-0.636187676901
ACH-000576,-0.29480550998599997
ACH-000580,-0.236303886598
ACH-000584,-0.365209788763
ACH-000585,-0.30552984002300004
ACH-000588,-0.772499980911
ACH-000589,-1.06629720769
ACH-000591,-0.573315518767
ACH-000593,-0.596215112281
ACH-000600,-1.04214983233
ACH-000601,-0.68012693801
ACH-000604,-0.9272653063490001
ACH-000605,-0.672345797931
ACH-000606,-0.5972037077660001
ACH-000608,-0.6051571572950001
ACH-000614,-0.923786515251
ACH-000616,-0.5095003745319999
ACH-000618,-1.0508870858700001
ACH-000619,-0.467112222817
ACH-000620,-0.563041982882
ACH-000621,-0.48517267028000005
ACH-000622,-0.222381948635
ACH-000623,-0.307203216387
ACH-000624,-0.27935212635
ACH-000627,-0.454479016003
ACH-000630,-0.44460095772299996
ACH-000632,-0.589530830683
ACH-000633,-1.7709042125599999
ACH-000637,-0.7188594710639999
ACH-000638,-0.693735599363
ACH-000646,-0.419346142093
ACH-000647,-0.634072990786
ACH-000648,-0.701406361468
ACH-000649,-0.383768285528
ACH-000651,-0.8875166250900001
ACH-000652,-0.348289404719
ACH-000653,-0.837674253432
ACH-000657,-0.744302812297
ACH-000658,-0.45637300503
ACH-000661,-0.595576931681
ACH-000662,-1.07085832563
ACH-000663,-0.528380517169
ACH-000665,-0.570444321347
ACH-000671,-0.749255619597
ACH-000673,-0.28110343941599997
ACH-000676,-0.8203352129100001
ACH-000677,-0.766202513645
ACH-000681,-0.7352554821770001
ACH-000682,-0.49331061221600003
ACH-000683,-0.6304493485989999
ACH-000684,-0.394261724084
ACH-000688,-0.412496588841
ACH-000693,-0.89406642116
ACH-000694,-1.11799499433
ACH-000695,-0.29882280791099997
ACH-000696,-0.462544225846
ACH-000697,-0.672245063883
ACH-000699,-0.435028145017
ACH-000701,-0.817917195485
ACH-000706,-0.7754251736929999
ACH-000711,-0.46777980600900004
ACH-000713,-0.402791823467
ACH-000714,-0.179492203821
ACH-000718,-0.623736586498
ACH-000720,-0.540812106009
ACH-000721,-0.538531066587
ACH-000724,-0.628656749639
ACH-000725,-0.845671599874
ACH-000732,-0.583366232753
ACH-000734,-0.83056327479
ACH-000735,-0.448409697607
ACH-000736,-0.276578579342
ACH-000738,-0.99368341329
ACH-000746,-1.01691551572
ACH-000747,-0.8023126196799999
ACH-000748,-0.43745934983199997
ACH-000753,-0.516828482997
ACH-000756,-0.322967610111
ACH-000757,-1.1100687795200002
ACH-000758,-0.885077184358
ACH-000760,-0.672771799446
ACH-000763,-0.822035814448
ACH-000764,-0.448536552787
ACH-000765,-0.664440402503
ACH-000766,-0.466861974372
ACH-000767,-0.432743713455
ACH-000768,-0.655820928146
ACH-000769,-0.709921050272
ACH-000770,-0.201642745695
ACH-000771,-0.510284452563
ACH-000773,-0.44265182644400003
ACH-000776,-0.460317102336
ACH-000777,-0.422225605642
ACH-000778,-0.707108337826
ACH-000781,-0.417581306282
ACH-000782,-0.370582407306
ACH-000783,-0.206156671471
ACH-000784,-0.948577668934
ACH-000785,-0.422557722889
ACH-000787,-0.624881404217
ACH-000788,-0.467431787192
ACH-000791,-0.6006942232329999
ACH-000792,-0.5387598237219999
ACH-000794,-0.35882433438100003
ACH-000796,-0.35790647753399996
ACH-000799,-0.48663158194600004
ACH-000800,-0.794868734759
ACH-000802,-0.7487777462199999
ACH-000804,-0.851534218357
ACH-000805,-0.613095808927
ACH-000809,-0.694678723532
ACH-000810,-0.19834438561700002
ACH-000811,-0.46964842700099996
ACH-000817,-0.5840665686159999
ACH-000819,-0.273931089496
ACH-000820,-0.625775978625
ACH-000821,-0.8792483463899999
ACH-000822,-0.29356582493
ACH-000823,-0.694045057471
ACH-000824,-0.33888042913500005
ACH-000827,-0.267253786926
ACH-000829,-0.175434333314
ACH-000831,-0.944803647426
ACH-000832,-0.594503424852
ACH-000833,-0.554421217327
ACH-000834,-0.8076893651579999
ACH-000835,-0.756365617854
ACH-000836,-0.33378551290999997
ACH-000837,-0.6309457067409999
ACH-000838,-0.165974851915
ACH-000839,-0.396193597927
ACH-000840,-0.751229590845
ACH-000841,-0.32905531906
ACH-000843,-0.623595081212
ACH-000846,-0.423865825849
ACH-000847,-0.9432412560019999
ACH-000848,-0.358131619582
ACH-000849,-0.759470295209
ACH-000851,-0.47849973853699995
ACH-000855,-1.24559985913
ACH-000856,-0.523429381502
ACH-000858,-1.13903696645
ACH-000859,-0.465848619862
ACH-000861,-0.48230952701000007
ACH-000862,-0.8628334810789999
ACH-000865,-0.49494360147
ACH-000866,-0.463337077429
ACH-000867,-0.450944048742
ACH-000869,-0.638396958666
ACH-000872,-0.533891319557
ACH-000873,-0.6356108566550001
ACH-000876,-0.94002789654
ACH-000878,-0.591612963519
ACH-000880,-0.32524022656
ACH-000881,-0.6176553158770001
ACH-000882,-0.566616265095
ACH-000884,-0.681439712951
ACH-000885,-0.8627330580410001
ACH-000887,-0.614251239477
ACH-000888,-0.49195974830899997
ACH-000889,-1.3772045585600001
ACH-000890,-0.603137459692
ACH-000896,-0.314975623463
ACH-000898,-0.9259200771100001
ACH-000900,-0.954795119456
ACH-000901,-0.39579151744400004
ACH-000905,-0.582015953204
ACH-000906,-0.7957958587180001
ACH-000907,-0.34921558873
ACH-000910,-1.09028570918
ACH-000911,-0.516782353346
ACH-000912,-0.265821006899
ACH-000913,-0.54633511015
ACH-000915,-0.683144586971
ACH-000916,-0.49741553718000003
ACH-000917,-0.7614199091399999
ACH-000921,-0.8247910812360001
ACH-000924,-0.874636476785
ACH-000926,-0.368899139841
ACH-000928,-0.641767079296
ACH-000929,-0.598774760059
ACH-000932,-0.7002770771119999
ACH-000935,-0.777704954844
ACH-000936,-0.671071950374
ACH-000937,-0.120356748337
ACH-000938,-0.871941449972
ACH-000939,-0.7011615322750001
ACH-000941,-0.6988713311020001
ACH-000943,-1.1861217799600001
ACH-000946,-0.538750966388
ACH-000947,-0.8494538944050001
ACH-000948,-0.9031387518520001
ACH-000950,-0.369507609383
ACH-000953,-0.23717611207199998
ACH-000957,-0.844865874736
ACH-000958,-0.59303940889
ACH-000960,-0.401793612979
ACH-000963,-0.899772364857
ACH-000968,-0.5861982835149999
ACH-000969,-0.935972501198
ACH-000973,-0.232049216739
ACH-000974,-0.597083310126
ACH-000975,-0.761134655571
ACH-000976,-0.20309555553800002
ACH-000978,-0.35217299108000005
ACH-000980,-0.796809619652
ACH-000984,-0.47164247009300003
ACH-000986,-0.48816864593000003
ACH-000988,-0.303634643475
ACH-000993,-0.21501504307100003
ACH-000994,-1.01635308102
ACH-000996,-0.483999300242
ACH-001001,-0.848014292888
ACH-001020,-0.476158245243
ACH-001028,-0.74564198338
ACH-001031,-0.47662285834299994
ACH-001038,-0.785599152614
ACH-001048,-0.5811287808869999
ACH-001050,-0.259686249948
ACH-001053,-0.422569953473
ACH-001054,-0.6114737483780001
ACH-001061,-0.563779886836
ACH-001067,-0.44504783477399995
ACH-001075,-0.615539861462
ACH-001096,-0.6161726223830001
ACH-001128,-0.311383370364
ACH-001134,-0.507685148635
ACH-001151,-0.246883306477
ACH-001163,-0.563048488085
ACH-001164,-0.351084905133
ACH-001173,-0.63082917586
ACH-001183,-0.415774651598
ACH-001184,-0.312293163214
ACH-001190,-0.475797271609
ACH-001192,-0.34085338297
ACH-001193,-0.152500442249
ACH-001196,-0.369728896707
ACH-001197,-0.35777836495399995
ACH-001205,-0.5059863331560001
ACH-001211,-0.341337496452
ACH-001212,-0.580674257271
ACH-001228,-0.323614535985
ACH-001232,-0.46499153085699996
ACH-001239,-0.642740262353
ACH-001274,-0.216143471068
ACH-001275,-0.9145387040999999
ACH-001277,-0.80353711979
ACH-001278,-1.07076653136
ACH-001280,-0.341533124436
ACH-001283,-0.769829104901
ACH-001289,-0.323226930843
ACH-001295,-0.19123790504299998
ACH-001300,-0.43481048307899994
ACH-001301,-0.214681095628
ACH-001302,-0.147703787625
ACH-001303,-0.453072344079
ACH-001306,-0.296992121327
ACH-001318,-1.11669121484
ACH-001322,-0.493648809028
ACH-001328,-0.630609205912
ACH-001332,-0.920267479071
ACH-001333,-0.931136822512
ACH-001336,-0.752277601947
ACH-001340,-0.299455484717
ACH-001346,-0.46453962686899997
ACH-001353,-0.26664393367899997
ACH-001354,-0.33096890597399997
ACH-001367,-0.43551507505500003
ACH-001368,-0.482343471689
ACH-001374,-0.522059219831
ACH-001375,-0.472226026085
ACH-001377,-0.834863168277
ACH-001380,-0.8028271718279999
ACH-001391,-0.44812545343599997
ACH-001407,-0.46530545918899996
ACH-001408,-0.12090388088199999
ACH-001413,-0.25365767651099996
ACH-001430,-0.658611671379
ACH-001431,-0.396923825997
ACH-001450,-0.280278418318
ACH-001496,-0.413215791442
ACH-001500,-1.00311304093
ACH-001521,-0.5580141175819999
ACH-001523,-0.610087558526
ACH-001532,-0.496484677747
ACH-001536,-0.46273572045199995
ACH-001550,-1.19389450863
ACH-001552,-0.33620204048
ACH-001554,-0.755079440213
ACH-001645,-0.548304173777
ACH-001654,-0.352509605815
ACH-001715,-0.5971045871580001
ACH-001735,-0.134616767498
ACH-001736,-0.742520011066
ACH-001737,-0.14127780303600002
ACH-001740,-0.46108151536200004
ACH-001745,-0.520516158539
ACH-001750,-0.5788062872640001
ACH-001765,-0.5778674591049999
ACH-001956,-0.28478057967
ACH-001957,-0.410101059608
