,ZDHHC16 (84287)
ACH-000004,-0.408728994446
ACH-000007,-0.106382554339
ACH-000009,-0.192678623841
ACH-000011,-0.099260386226
ACH-000012,-0.181482580171
ACH-000013,-0.18788960452
ACH-000014,-0.35158222723399996
ACH-000015,-0.30680380293000004
ACH-000017,-0.147542136155
ACH-000018,-0.35943670981700004
ACH-000019,-0.479521784758
ACH-000021,-0.21273354614700002
ACH-000022,-0.194010990593
ACH-000025,-0.285303402687
ACH-000028,-0.265794276056
ACH-000030,-0.333604949646
ACH-000035,-0.298516489461
ACH-000036,-0.519613572358
ACH-000037,-0.398572665908
ACH-000039,-0.233835009453
ACH-000040,-0.515928808557
ACH-000041,-0.638628989756
ACH-000042,-0.249631714512
ACH-000045,-0.22617854183000002
ACH-000047,-0.252511644279
ACH-000052,-0.645472223409
ACH-000053,-0.320775401265
ACH-000054,-0.31962375780900004
ACH-000055,-0.22860783403700002
ACH-000060,-0.193318094677
ACH-000067,-0.592759310221
ACH-000070,-0.328528142428
ACH-000075,-0.613720803949
ACH-000078,-0.41314988264200003
ACH-000082,-0.20072680298
ACH-000085,-0.422893987761
ACH-000086,-0.481235260984
ACH-000087,-0.0202671375509
ACH-000092,-0.34176833325000006
ACH-000095,-0.356980224939
ACH-000097,-0.29723591456799997
ACH-000098,-0.265044139796
ACH-000099,-0.32106296317899996
ACH-000108,-0.329635393192
ACH-000113,-0.349306586322
ACH-000115,-0.105207930941
ACH-000116,-0.433869599531
ACH-000118,-0.136709681489
ACH-000120,-0.198264522069
ACH-000123,-0.303628609817
ACH-000127,-0.358655529114
ACH-000128,-0.22881566821999996
ACH-000132,-0.239238709358
ACH-000133,-0.411668730831
ACH-000137,-0.108808078673
ACH-000138,-0.17394625507800002
ACH-000142,0.06693747174430001
ACH-000143,-0.534758820988
ACH-000146,-0.37187180903399997
ACH-000148,-0.48217452371799996
ACH-000150,-0.34433530213
ACH-000152,-0.401494554445
ACH-000153,0.08312095930289999
ACH-000159,-0.361551342648
ACH-000160,-0.183041934813
ACH-000163,-0.370116444398
ACH-000167,0.041334388319800006
ACH-000168,-0.550339294086
ACH-000169,-0.38798028009700003
ACH-000178,-0.328589486698
ACH-000182,-0.353573287468
ACH-000183,-0.29620863059700003
ACH-000188,-0.33186211171999996
ACH-000189,-0.42963931618100004
ACH-000190,-0.37677687224399997
ACH-000198,-0.265790144354
ACH-000204,-0.330396027486
ACH-000206,-0.426724485044
ACH-000207,-0.52282897918
ACH-000211,-0.33298429059900003
ACH-000215,-0.30453124461
ACH-000221,-0.386641706531
ACH-000222,-0.16889018503699998
ACH-000223,-0.306189161305
ACH-000226,-0.32980471934300004
ACH-000227,-0.429069083684
ACH-000228,-0.237509340674
ACH-000231,-0.309363207412
ACH-000232,-0.335160630818
ACH-000233,-0.26860326973299997
ACH-000234,-0.245303990212
ACH-000235,-0.38218209354099997
ACH-000237,-0.287670168066
ACH-000238,-0.258740569743
ACH-000243,-0.07634875128810001
ACH-000244,-0.0959520386162
ACH-000246,-0.336294588066
ACH-000248,-0.17134861933899997
ACH-000250,-0.369082749014
ACH-000251,-0.48883166328199995
ACH-000253,-0.268972825724
ACH-000255,-0.232795650357
ACH-000256,-0.24676524045899997
ACH-000257,-0.373523514849
ACH-000258,-0.457027117336
ACH-000259,-0.232787101494
ACH-000260,-0.0965841167496
ACH-000261,-0.33263961489599997
ACH-000262,-0.238151657744
ACH-000263,-0.677154132554
ACH-000264,-0.368371216832
ACH-000265,-0.198744060482
ACH-000266,-0.200023484399
ACH-000272,-0.135963733113
ACH-000273,-0.326693923208
ACH-000274,-0.39802496184600006
ACH-000277,-0.163907591553
ACH-000278,-0.304538754712
ACH-000279,-0.388138400486
ACH-000280,-0.244343341538
ACH-000281,-0.346491793434
ACH-000288,-0.378726460105
ACH-000291,-0.24326355449499998
ACH-000293,-0.518417681744
ACH-000294,-0.351715186657
ACH-000295,-0.37391586782499997
