,RTN4RL1 (146760)
ACH-000004,0.11812304351700001
ACH-000007,-0.246166564782
ACH-000009,-0.33154743680300003
ACH-000011,-0.273901629267
ACH-000012,-0.18603332054000002
ACH-000013,-0.160893610366
ACH-000014,-0.24608785686299997
ACH-000015,-0.163402820642
ACH-000017,0.0392377852742
ACH-000018,-0.20958357758499999
ACH-000019,0.10096394585799999
ACH-000021,-0.155903891756
ACH-000022,-0.128154952921
ACH-000025,-0.206561355419
ACH-000028,-0.0021996212157
ACH-000030,-0.164816879656
ACH-000035,-0.0613598159472
ACH-000036,-0.0862195469302
ACH-000037,-0.389665615822
ACH-000039,-0.12491999604000001
ACH-000040,-0.313288278411
ACH-000041,-0.0378191417779
ACH-000042,-0.264046063456
ACH-000045,-0.169691947799
ACH-000047,-0.211081205129
ACH-000052,-0.0345330896033
ACH-000053,-0.17104119292599998
ACH-000054,-0.15333193380899998
ACH-000055,-0.26863661803000005
ACH-000060,-0.120051185778
ACH-000067,-0.170359694651
ACH-000070,-0.0471972642921
ACH-000075,-0.153670003037
ACH-000078,0.0663703236672
ACH-000082,-0.35848460097499996
ACH-000085,-0.311489935219
ACH-000086,-0.224337151919
ACH-000087,-0.166540378999
ACH-000092,-0.0379612947204
ACH-000095,0.00646434933464
ACH-000097,-0.117116855015
ACH-000098,-0.223228140007
ACH-000099,-0.18897880692299998
ACH-000108,-0.0304673229783
ACH-000113,0.0465904147829
ACH-000115,-0.249349709298
ACH-000116,-0.0816936349453
ACH-000118,-0.155162448651
ACH-000120,-0.268270360168
ACH-000123,-0.150939495985
ACH-000127,-0.0485617048791
ACH-000128,-0.219886695555
ACH-000132,-0.161965515915
ACH-000133,-0.289861049316
ACH-000137,-0.170511856147
ACH-000138,-0.12033819952
ACH-000142,-0.165534553139
ACH-000143,-0.0805667114186
ACH-000146,-0.0109059870894
ACH-000148,-0.139321660155
ACH-000150,-0.286039577233
ACH-000152,-0.175538203003
ACH-000153,-0.353969988102
ACH-000159,-0.166728524079
ACH-000160,-0.11892734727700001
ACH-000163,-0.05729909800369999
ACH-000167,-0.481780182043
ACH-000168,-0.111004276847
ACH-000169,-0.253011706197
ACH-000178,-0.150270129649
ACH-000182,-0.241917595023
ACH-000183,-0.10172869846100001
ACH-000188,0.006554094942410001
ACH-000189,-0.356715397183
ACH-000190,-0.0313761860841
ACH-000198,-0.128022744388
ACH-000204,-0.0646846027691
ACH-000206,-0.17656148774900002
ACH-000207,-0.040051386917
ACH-000211,-0.08553398060310001
ACH-000215,-0.189063876364
ACH-000221,-0.156558948544
ACH-000222,-0.264968503954
ACH-000223,-0.040583143419199996
ACH-000226,-0.17392286371399998
ACH-000227,-0.21012022487999998
ACH-000228,-0.12307447974000002
ACH-000231,-0.23682600371800003
ACH-000232,-0.168671688439
ACH-000233,-0.07535761870419999
ACH-000234,-0.29443248840999997
ACH-000235,-0.11457650965399999
ACH-000237,-0.13344646452
ACH-000238,-0.310380123272
ACH-000243,-0.0587531639482
ACH-000244,-0.46586757006499996
ACH-000246,-0.23407394362599998
ACH-000248,0.047140720107500006
ACH-000250,-0.332431120701
ACH-000251,0.18505924016
ACH-000253,-0.058443265164199995
ACH-000255,-0.0700510114344
ACH-000256,-0.165518425846
ACH-000257,-0.0399423201429
ACH-000258,-0.266478410377
ACH-000259,-0.10662418336400001
ACH-000260,-0.14598798674799998
ACH-000261,-0.08072015703839999
ACH-000262,-0.0599347137342
ACH-000263,-0.00875342142495
ACH-000264,-0.122214531762
ACH-000265,-0.146671095542
ACH-000266,-0.20983276442
ACH-000272,-0.07824608423280001
ACH-000273,-0.277160881488
ACH-000274,-0.214704998443
ACH-000277,-0.024467873134
ACH-000278,-0.30438035702300004
ACH-000279,-0.261381127955
ACH-000280,-0.257445869426
ACH-000281,-0.194694507691
ACH-000288,-0.244912335893
