,TNRC18 (84629)
ACH-000004,0.0846884593925
ACH-000007,0.22205493199
ACH-000009,0.00465362265243
ACH-000011,-0.40531583889
ACH-000012,-0.09718550873260001
ACH-000013,-0.319792192314
ACH-000014,-0.171522725953
ACH-000015,0.122546685648
ACH-000017,0.281569866238
ACH-000018,-0.337896330638
ACH-000019,-0.530309967357
ACH-000021,0.060210947242099994
ACH-000022,-0.144349226498
ACH-000025,-0.0569877920093
ACH-000028,-0.09945128491360002
ACH-000030,0.07599676153080001
ACH-000035,-0.09293140847829999
ACH-000036,-0.112755152116
ACH-000037,-0.295493228666
ACH-000039,0.0907146267378
ACH-000040,-0.47057396773500004
ACH-000041,0.0441477624857
ACH-000042,-0.139492317493
ACH-000045,-0.136758813677
ACH-000047,-0.135172143924
ACH-000052,0.18321506700399998
ACH-000053,0.118614632269
ACH-000054,-0.250090812621
ACH-000055,-0.44608564237099996
ACH-000060,-0.446094152954
ACH-000067,-0.282089104554
ACH-000070,-0.0343669275456
ACH-000075,-0.30807089563400003
ACH-000078,0.314987921294
ACH-000082,-0.181990387904
ACH-000085,-0.48323276520499997
ACH-000086,-0.09294413804719999
ACH-000087,-0.210040449058
ACH-000092,-0.209646904733
ACH-000095,-0.045876915669400005
ACH-000097,-0.0410457748362
ACH-000098,-0.335820421672
ACH-000099,0.177579678147
ACH-000108,0.10483522242999999
ACH-000113,-0.061658685400900005
ACH-000115,0.164650808534
ACH-000116,-0.17268681307199998
ACH-000118,0.114797450928
ACH-000120,0.17449567130600002
ACH-000123,-0.274987950162
ACH-000127,-0.109272445523
ACH-000128,-0.225982314108
ACH-000132,-0.07229468563189999
ACH-000133,-0.139788979668
ACH-000137,-0.224806808981
ACH-000138,0.211794526775
ACH-000142,0.179557243031
ACH-000143,0.0841260552277
ACH-000146,-0.0696432075133
ACH-000148,-0.11069024777799999
ACH-000150,-0.188575687678
ACH-000152,-0.07190797876
ACH-000153,-0.052734332370999996
ACH-000159,0.122954846747
ACH-000160,-0.135124002693
ACH-000163,0.23406356106600001
ACH-000167,-0.495153230956
ACH-000168,-0.024528465223
ACH-000169,-0.0728883355012
ACH-000178,-0.281189100932
ACH-000182,-0.139395282908
ACH-000183,0.106783972844
ACH-000188,-0.292947428598
ACH-000189,-0.04329180821280001
ACH-000190,-0.46681165479099995
ACH-000198,0.0166922320719
ACH-000204,-0.19998649689599998
ACH-000206,-0.470740150031
ACH-000207,0.20686691545699998
ACH-000211,-0.255559957675
ACH-000215,-0.0386690252471
ACH-000221,-0.12914049531400001
ACH-000222,-0.0488044514917
ACH-000223,-0.09458031536019999
ACH-000226,-0.361615923087
ACH-000227,0.203883835631
ACH-000228,0.0186026671214
ACH-000231,-0.202088737273
ACH-000232,-0.11268581309299999
ACH-000233,-0.041590947832499996
ACH-000234,-0.138757114856
ACH-000235,-0.120876525433
ACH-000237,-0.221012638935
ACH-000238,-0.0248660483145
ACH-000243,0.295026435319
ACH-000244,-0.378699562781
ACH-000246,-0.266175014391
ACH-000248,-0.552270183406
ACH-000250,-0.048654520142599994
ACH-000251,-0.534673953813
ACH-000253,-0.197451868664
ACH-000255,-0.138443339571
ACH-000256,-0.0520999580391
ACH-000257,0.53493479783
ACH-000258,0.142006594408
ACH-000259,0.029093951510799996
ACH-000260,0.0934303602706
ACH-000261,-0.135702172122
ACH-000262,-0.0282861073166
ACH-000263,-0.734648791433
ACH-000264,-0.278047729576
ACH-000265,0.09975760062010001
ACH-000266,-0.375524496428
ACH-000272,0.19955114502500002
ACH-000273,-0.188446187306
ACH-000274,-0.265647838156
ACH-000277,-0.065232454231
ACH-000278,-0.251623823223
ACH-000279,-0.10572773968900001
ACH-000280,-0.0763785007962
ACH-000281,-0.320536062172
ACH-000288,-0.342303058473
ACH-000291,0.0250271678304
ACH-000293,0.137599161444
ACH-000294,-0.041923006431400005
ACH-000295,-0.478045768272
ACH-000296,-0.122723213038
ACH-000302,-0.35358722902199996
ACH-000304,0.19995348040199998
ACH-000307,-0.208134470428
ACH-000308,-0.035927067216199995
ACH-000310,0.536681956971
ACH-000311,0.15643538944399998
ACH-000312,0.0909250486331
ACH-000315,-0.21568496089699998
ACH-000316,-0.228431422745
ACH-000317,-0.21188481991099997
ACH-000318,-0.29561056457
ACH-000319,-0.306956440532
ACH-000320,0.34422122594099996
ACH-000322,-0.184834796166
ACH-000323,-0.0288680154023
ACH-000324,0.158151123628
ACH-000329,-0.151178681565
ACH-000330,-0.33727404012199996
ACH-000331,-0.42314097495499997
ACH-000332,-0.19020820109499997
ACH-000334,0.0902263316652
ACH-000335,-0.037885749604800005
ACH-000336,-0.326025949127
ACH-000337,-0.672951692093
ACH-000339,-0.029617528571099998
ACH-000341,-0.144824393859
ACH-000348,-0.11268920306199999
ACH-000350,-0.193256904899
ACH-000352,-0.358490044077
ACH-000356,-0.20676670633400002
ACH-000361,0.178689741514
ACH-000362,-0.176086617701
ACH-000363,-0.160365664034
ACH-000364,-0.34104977380199997
ACH-000365,-0.0271575718193
ACH-000366,-0.00608174803109
ACH-000368,-0.239872272343
ACH-000374,0.117076947309
ACH-000375,-0.0187777705263
ACH-000376,-0.148449582343
ACH-000381,0.258582027983
ACH-000383,0.0059808281947099995
ACH-000387,-0.199565423262
ACH-000389,-0.59523370474
ACH-000390,0.08484697317230001
ACH-000393,-0.083701781189
ACH-000395,-0.254363310993
ACH-000397,0.001802846953
ACH-000401,-0.049176660787000004
ACH-000402,-0.208479211332
ACH-000403,-0.521040406906
ACH-000404,-0.35796954933700004
ACH-000406,0.0108019547251
ACH-000407,-0.0257293377552
ACH-000408,-0.213934278935
ACH-000410,0.026544898334599998
ACH-000411,-0.08417251106789998
ACH-000414,0.0302829627442
ACH-000415,-0.164414006218
ACH-000416,-0.235809136881
ACH-000420,-0.0957011916588
ACH-000421,-0.122277501179
ACH-000424,-0.0661304286845
ACH-000425,-0.267374866449
ACH-000426,-0.25742527712499996
ACH-000427,-0.421026156765
ACH-000433,-0.37022964894599997
ACH-000436,-0.193125280539
ACH-000444,-0.17834002124099999
ACH-000445,-0.540583965896
ACH-000448,-0.17642171220699998
ACH-000450,-0.397271310665
ACH-000452,-0.24232996028700002
ACH-000454,-0.360304488508
ACH-000458,-0.0582915292362
ACH-000459,-0.172246366259
ACH-000460,0.08350255636739999
ACH-000461,-0.247157494027
ACH-000463,-0.168921257148
ACH-000464,-0.107882715937
ACH-000466,-0.237558729223
ACH-000467,-0.107714638095
ACH-000468,-0.2033537966
ACH-000469,-0.381125707453
ACH-000470,-0.149674784172
ACH-000471,-0.163546257666
ACH-000472,0.0657035456337
ACH-000473,0.0694876196901
ACH-000475,-0.12760772736
ACH-000476,-0.0925056819692
ACH-000477,-0.560850279994
ACH-000480,-0.017563725862099998
ACH-000481,0.146422171686
ACH-000483,-0.0571215000752
ACH-000484,-0.156325646855
ACH-000485,-0.106270152358
ACH-000486,-0.128149456557
ACH-000487,-0.40771672545500004
ACH-000488,-0.187901305073
ACH-000490,-0.039374406124699994
ACH-000491,-0.157023381105
ACH-000495,-0.0983601733633
