,RRS1 (23212)
ACH-000260,-1.2853609559399999
ACH-000261,-1.19286000099
ACH-000262,-1.22389716223
ACH-000263,-1.03084658161
ACH-000264,-0.974443575522
ACH-000265,-1.39797091118
ACH-000266,-1.2354647469700002
ACH-000272,-1.3756231995200001
ACH-000273,-1.62644933087
ACH-000274,-1.3744166701700002
ACH-000277,-1.05852493635
ACH-000278,-1.17574698641
ACH-000279,-0.9629155260660001
ACH-000280,-1.27438040081
ACH-000281,-1.22985808093
ACH-000288,-0.6629361348089999
ACH-000291,-1.4608446408899998
ACH-000293,-1.10609788334
ACH-000294,-1.7698087793900001
ACH-000295,-1.07806610723
ACH-000296,-1.05998296346
ACH-000302,-1.1979916883600001
ACH-000304,-1.3545417389899999
ACH-000307,-1.33580753025
ACH-000308,-1.37761630717
ACH-000310,-1.4530383423500002
ACH-000311,-1.1474469362200002
ACH-000312,-1.0581253315999999
ACH-000315,-0.849860250709
ACH-000316,-1.53775495692
ACH-000317,-1.1894377072700002
ACH-000318,-1.46366747832
ACH-000319,-0.931366912814
ACH-000320,-1.2347489909
ACH-000322,-1.15867794067
ACH-000323,-1.1204129611700002
ACH-000324,-1.2734904325799998
ACH-000329,-1.6612580740399998
ACH-000330,-1.37468608764
ACH-000331,-1.13025581338
ACH-000332,-1.19282859979
ACH-000334,-1.3039055578399998
ACH-000335,-1.071364867
ACH-000336,-1.08811876539
ACH-000337,-1.06214802556
ACH-000339,-1.39280706335
ACH-000341,-1.3719453822799998
ACH-000348,-1.4107779808399998
ACH-000350,-1.8368545591299998
ACH-000352,-1.2198105662799998
ACH-000356,-1.31987009915
ACH-000361,-1.33906741652
ACH-000362,-1.0283306772799998
ACH-000363,-0.839739175987
ACH-000364,-1.10443821116
ACH-000365,-1.1545822625
ACH-000366,-1.26238956456
ACH-000368,-1.36345290195
ACH-000374,-0.443240578469
ACH-000375,-1.31446876621
ACH-000376,-1.2210680709200001
ACH-000381,-1.07076115332
ACH-000383,-1.42902154315
ACH-000387,-1.1415028548000001
ACH-000389,-1.32234903099
ACH-000390,-1.36294640704
ACH-000393,-0.950240755736
ACH-000395,-1.18187814162
ACH-000397,-0.87316270635
ACH-000401,-1.3762167074200002
ACH-000402,-0.206641164119
ACH-000403,-1.14606856111
ACH-000404,-1.4192529033399999
ACH-000406,-0.994516028388
ACH-000407,-1.21268777391
ACH-000408,-1.62215350361
ACH-000410,-1.22289817884
ACH-000411,-1.19731259673
ACH-000414,-1.07263660927
ACH-000415,-1.27463163707
ACH-000416,-1.15256783972
ACH-000420,-1.16687930573
ACH-000421,-1.05524252717
ACH-000424,-1.3153806496
ACH-000425,-0.960671753735
ACH-000426,-0.9258230251719999
ACH-000427,-0.727344534683
ACH-000433,-0.969345219741
ACH-000436,-1.2947205453100001
ACH-000444,-1.28324262501
ACH-000445,-1.56843662776
ACH-000448,-1.01697752371
ACH-000450,-1.4067182859399998
ACH-000452,-1.27094927247
ACH-000454,-1.3431092391600001
ACH-000458,-1.4040577321899999
ACH-000459,-1.2861964533299999
ACH-000460,-1.1640033456
ACH-000461,-0.786272598794
ACH-000463,-1.1970092189000001
ACH-000464,-1.19523938173
ACH-000466,-1.0172357577700002
ACH-000467,-1.2769106454
ACH-000468,-1.34557991472
ACH-000469,-1.42541174144
ACH-000470,-1.08960910911
ACH-000471,-1.49870168869
ACH-000472,-1.22664657729
ACH-000473,-1.23615419425
ACH-000475,-1.04721641391
ACH-000476,-0.983385411174
ACH-000477,-1.4785566427399999
ACH-000480,-1.4578357765
ACH-000481,-1.4153737987600001
ACH-000483,-1.25495535956
ACH-000484,-0.860569768479
ACH-000485,-1.1442187431200002
ACH-000486,-1.2869874219
ACH-000487,-1.06990896761
ACH-000488,-1.2872679939700002
ACH-000490,-1.35529390669
ACH-000491,-0.9930618846189999
ACH-000495,-1.4460746416999999
ACH-000496,-1.2829692695700001
ACH-000499,-1.3136209764
ACH-000500,-1.11245999951
ACH-000502,-1.1288614240600001
ACH-000503,-1.4616848069600001
ACH-000505,-1.40430063243
ACH-000507,-0.9400956075040001
ACH-000510,-1.22836215329
ACH-000511,-1.27420343025
ACH-000512,-1.19230273111
ACH-000516,-1.21368781518
ACH-000517,-0.85348994381
ACH-000518,-1.19119634775
ACH-000520,-1.33562667171
ACH-000521,-0.943027241171
ACH-000522,-1.0562782994700002
ACH-000524,-1.0155027782200001
ACH-000527,-1.0679546842899998
ACH-000528,-1.07180610142
ACH-000537,-1.48970660288
ACH-000541,-0.781479124739
ACH-000542,-1.3387991533299999
ACH-000544,-1.14375809031
ACH-000545,-1.25144914477
ACH-000547,-1.2035688847600001
ACH-000548,-0.8473718771809999
ACH-000549,-1.4736195558399998
ACH-000550,-1.05810842361
ACH-000552,-1.12561343412
ACH-000556,-1.55478490674
ACH-000557,-0.6958193916259999
ACH-000570,-1.13024320562
ACH-000571,-0.8064699661660001
ACH-000573,-1.00238694514
ACH-000576,-1.06146400686
ACH-000580,-1.55570320788
ACH-000584,-0.902438920685
ACH-000585,-1.00577715252
ACH-000588,-1.1910551844600001
ACH-000589,-1.10775316081
ACH-000591,-1.4600532178799999
ACH-000593,-1.24650378942
ACH-000600,-1.42540907824
ACH-000601,-1.1888608771200002
ACH-000604,-1.05970600969
ACH-000605,-1.0423928141399998
ACH-000606,-1.32376886006
ACH-000608,-1.0184886718100001
ACH-000614,-1.5815689581099999
ACH-000616,-1.14651524815
ACH-000618,-1.3645569875299999
ACH-000619,-0.784582852091
ACH-000620,-0.7963104481380001
ACH-000621,-1.07700413151
ACH-000622,-1.20223227421
ACH-000623,-1.2139780414499999
ACH-000624,-1.2902244221799999
ACH-000627,-1.3255742907999999
ACH-000630,-1.31799459706
ACH-000632,-1.20671844987
ACH-000633,-0.9453646128200001
ACH-000637,-1.0549902343200002
ACH-000638,-1.04763749935
ACH-000646,-1.02317512368
ACH-000647,-1.4102912684600002
ACH-000648,-1.4672687430700002
ACH-000649,-1.31475846892
ACH-000651,-1.3122046226100001
ACH-000652,-1.47783902303
ACH-000653,-0.761462762788
ACH-000657,-1.35537513162
ACH-000658,-0.566286612711
ACH-000661,-1.49324212671
ACH-000662,-0.956288223721
ACH-000663,-1.57191331113
ACH-000665,-1.17417253033
ACH-000671,-1.25395594721
ACH-000673,-0.7777495063869999
ACH-000676,-1.19078081289
ACH-000677,-1.23060605988
ACH-000681,-1.39079409118
ACH-000682,-1.23060610386
ACH-000683,-1.32642926219
ACH-000684,-1.2740283833600001
ACH-000688,-1.09357246241
ACH-000693,-1.2167004862200002
ACH-000694,-1.18327695765
ACH-000695,-0.9512177979559999
ACH-000696,-1.14295103464
ACH-000697,-1.17944802634
ACH-000699,-1.09789988562
ACH-000701,-1.09568593016
ACH-000706,-0.969938099959
ACH-000711,-0.715110462311
ACH-000713,-1.24020827316
ACH-000714,-1.25700723757
ACH-000718,-1.15147293041
ACH-000720,-0.7806360197069999
ACH-000721,-1.05355913177
ACH-000724,-0.705797026171
ACH-000725,-0.7696000138019999
ACH-000732,-1.06014983422
ACH-000734,-1.46286146023
ACH-000735,-1.3441780858899999
ACH-000736,-1.02530457982
ACH-000738,-1.2197762331
ACH-000746,-0.9901219760719999
ACH-000747,-1.0390645732700001
ACH-000748,-1.25017522411
ACH-000753,-1.10053394309
ACH-000756,-1.32209983052
ACH-000757,-1.41239330291
ACH-000758,-1.19306475535
ACH-000760,-1.19149029517
ACH-000763,-1.12498581394
ACH-000764,-1.2313082331999998
ACH-000765,-1.32950747073
ACH-000766,-1.03517095515
ACH-000767,-1.13656127366
ACH-000768,-1.2922592443799998
ACH-000769,-1.29979683297
ACH-000770,-1.3760714722
ACH-000771,-1.01009737764
ACH-000773,-1.4894183990399998
ACH-000776,-1.3771348050999999
ACH-000777,-1.08578008538
ACH-000778,-0.9104094499690001
ACH-000781,-1.07382425594
ACH-000782,-1.16171179483
ACH-000783,-1.1046900424700001
ACH-000784,-1.33673162003
ACH-000785,-0.995003388665
ACH-000787,-1.15826936113
ACH-000788,-1.07829283136
ACH-000791,-1.02791138811
ACH-000792,-1.25867803869
ACH-000794,-1.3829549109000001
ACH-000796,-0.7705232608499999
ACH-000799,-1.3753634467200002
ACH-000800,-1.31232165381
ACH-000802,-1.0681470208600001
ACH-000804,-1.17813311669
ACH-000805,-1.61464463678
ACH-000809,-1.32865596157
ACH-000810,-0.355768025955
ACH-000811,-1.1796887758299999
ACH-000817,-1.56701452882
ACH-000819,-1.29026964082
ACH-000820,-1.17130385467
ACH-000821,-0.8862666732690001
ACH-000822,-0.9293729573459999
ACH-000823,-1.34731127832
ACH-000824,-1.32697611894
ACH-000827,-1.3677060701100001
ACH-000829,-1.1965509412200002
ACH-000831,-1.11775739504
ACH-000832,-1.51788222746
ACH-000833,-1.33552506096
ACH-000834,-1.27651657164
ACH-000835,-1.27577560527
ACH-000836,-1.42655168854
ACH-000837,-1.26138362225
ACH-000838,-0.814650361673
ACH-000839,-1.2986272325700001
ACH-000840,-1.2803068055
ACH-000841,-1.12307831381
ACH-000843,-1.16469255704
ACH-000846,-1.03920941529
ACH-000847,-1.2324768013
ACH-000848,-1.1837058679999999
ACH-000849,-1.1277911675299999
ACH-000851,-0.962851800976
ACH-000855,-1.40894477326
ACH-000856,-1.1912518704700001
ACH-000858,-1.31989168199
ACH-000859,-1.48145208604
ACH-000861,-0.967029919853
ACH-000862,-1.07018212829
ACH-000865,-1.3134011181799998
ACH-000866,-1.16458292167
ACH-000867,-1.30330059432
ACH-000869,-1.16327600839
ACH-000872,-1.4367005856200001
ACH-000873,-0.818575390035
ACH-000876,-1.02839141177
ACH-000878,-1.140198749
ACH-000880,-1.2716837744299998
ACH-000881,-1.56504149438
ACH-000882,-1.36870768489
ACH-000884,-1.53995874669
ACH-000885,-1.2672437409000001
ACH-000887,-1.0812163698200001
ACH-000888,-1.1543172878799999
ACH-000889,-1.3612380142700002
ACH-000890,-1.20826174588
ACH-000896,-1.0776602261
ACH-000898,-1.1969349228
ACH-000900,-1.11948934439
ACH-000901,-1.28030600755
ACH-000905,-1.0608620756799998
ACH-000906,-1.28321267793
ACH-000907,-1.3160526678
ACH-000910,-1.1376701893
ACH-000911,-1.50508936657
ACH-000912,-1.3044908355299998
ACH-000913,-1.3292968924600002
ACH-000915,-1.35993881303
ACH-000916,-0.867785768594
ACH-000917,-1.2923221988200002
ACH-000921,-1.1100758259299999
ACH-000924,-1.3407479735899999
ACH-000926,-1.32578563238
ACH-000928,-0.996071043615
ACH-000929,-1.5646392941299998
ACH-000932,-1.10851568723
ACH-000935,-1.30097718572
ACH-000936,-1.4608281064
ACH-000937,-1.4038393197999999
ACH-000938,-1.3477476128900001
ACH-000939,-1.14030331667
ACH-000941,-0.935282150714
ACH-000943,-1.0663491475700002
ACH-000946,-1.16354277868
ACH-000947,-1.3772028202899997
ACH-000948,-1.16204668639
ACH-000950,-1.0296315283700002
ACH-000953,-1.00855659259
ACH-000957,-1.4164601789500002
ACH-000958,-1.27322580608
ACH-000960,-1.55217192787
ACH-000963,-1.6844166131
ACH-000968,-1.4241009835499998
ACH-000969,-1.11402761085
ACH-000973,-1.27451656514
ACH-000974,-1.1347806307
ACH-000975,-1.3122635991299998
ACH-000976,-1.24333721469
ACH-000978,-1.81628984998
ACH-000980,-1.3028854323
ACH-000984,-1.16939475498
ACH-000986,-1.0858893192499999
ACH-000988,-1.39399687121
ACH-000993,-1.45507189493
ACH-000994,-1.4677500148500002
ACH-000996,-0.9581250242630001
ACH-001001,-1.3579291228
ACH-001020,-1.3839787473899998
ACH-001028,-1.00242397862
ACH-001031,-1.26850248903
ACH-001038,-0.8339005009430001
ACH-001048,-1.30940431318
ACH-001050,-1.2705554721799999
ACH-001053,-1.42762740728
ACH-001054,-1.21076684386
ACH-001061,-1.3035110118100002
ACH-001067,-0.880920273503
ACH-001075,-1.53806489929
ACH-001096,-1.1386582142100001
ACH-001128,-1.54870016998
ACH-001134,-1.2121627938700001
ACH-001151,-1.25057473025
ACH-001163,-1.00030227716
ACH-001164,-0.918661686433
ACH-001173,-1.22217117532
ACH-001183,-1.13811006281
ACH-001184,-1.22642975544
ACH-001190,-0.961319746341
ACH-001192,-1.1415055347
ACH-001193,-1.42746038695
ACH-001196,-1.4210449492
ACH-001197,-1.21234317361
ACH-001205,-1.12771327889
ACH-001211,-1.0614422107400001
ACH-001212,-0.7528041948469999
ACH-001228,-1.0043794879299999
ACH-001232,-1.35875755271
ACH-001239,-1.3292531155
ACH-001274,-1.45023829889
ACH-001275,-1.0236830367799998
ACH-001277,-1.14529538656
ACH-001278,-1.2645695946
ACH-001280,-1.1946142872299998
ACH-001283,-1.21004181959
ACH-001289,-1.12900875044
ACH-001295,-1.0942347248200002
ACH-001300,-1.3678143208000002
ACH-001301,-1.30341165825
ACH-001302,-1.05876707926
ACH-001303,-1.7132126930899998
ACH-001306,-1.44070014175
ACH-001318,-0.995987527078
ACH-001322,-1.31740003185
ACH-001328,-1.31901030367
ACH-001332,-1.53397038349
ACH-001333,-1.01476512266
ACH-001336,-1.28379935498
ACH-001340,-1.09837927253
ACH-001346,-1.30715840206
ACH-001353,-0.75222184965
ACH-001354,-1.2213201602500001
ACH-001367,-1.03239624225
ACH-001368,-0.879652459791
ACH-001374,-1.2709913475599999
ACH-001375,-0.9061229944589999
ACH-001377,-1.19701019328
ACH-001380,-1.16846711039
ACH-001391,-1.0222518593799998
ACH-001407,-0.9090102061650001
ACH-001408,-1.32174613243
ACH-001413,-1.1816469442
ACH-001430,-0.82453935338
ACH-001431,-1.00576702136
ACH-001450,-1.05188388679
ACH-001496,-1.1381881484
ACH-001500,-1.2902662116099999
ACH-001521,-1.5725211075
ACH-001523,-1.33212198448
ACH-001532,-1.20642994653
ACH-001536,-1.11452150544
ACH-001550,-1.41146448711
ACH-001552,-1.33316856196
ACH-001554,-1.24735968854
ACH-001645,-1.25028883894
ACH-001654,-1.12249358916
ACH-001715,-1.3938009029499998
ACH-001735,-0.9938988436139999
ACH-001736,-1.1949199931399999
ACH-001737,-1.15389958605
ACH-001740,-1.1983890962000001
ACH-001745,-1.18846190209
ACH-001750,-1.04458316865
ACH-001765,-1.3687501876700001
ACH-001956,-1.04113173043
ACH-001957,-1.3892723537399998
