,PEX16 (9409)
ACH-000004,0.0567569397136
ACH-000007,0.286859394913
ACH-000009,0.0846580993444
ACH-000011,0.049781781352199996
ACH-000012,-0.24622268188299998
ACH-000013,-0.100297260668
ACH-000014,-0.055232441612
ACH-000015,0.174988601562
ACH-000017,0.035750569852199994
ACH-000018,0.10480546417000002
ACH-000019,0.010664057996
ACH-000021,-0.119227957464
ACH-000022,0.232026541516
ACH-000025,0.030673796781599996
ACH-000028,-0.034117376511400004
ACH-000030,-0.260016930406
ACH-000035,-0.0168775257167
ACH-000036,0.176302430908
ACH-000037,0.28233037118099996
ACH-000039,-0.0616770665007
ACH-000040,0.038834089763800005
ACH-000041,-0.0018495363878699997
ACH-000042,-0.009783251590370001
ACH-000045,0.59077156791
ACH-000047,-0.05921616254980001
ACH-000052,0.231062117925
ACH-000053,0.23736845571600002
ACH-000054,0.0250470197622
ACH-000055,0.121633310843
ACH-000060,0.11117839052000002
ACH-000067,0.08421028192050001
ACH-000070,-0.110616340355
ACH-000075,0.0638437792097
ACH-000078,0.258103148993
ACH-000082,-0.0564066585878
ACH-000085,0.121938616303
ACH-000086,-0.0187442737307
ACH-000087,-0.00570917186324
ACH-000092,0.17089865831700002
ACH-000095,0.280709370384
ACH-000097,0.0333618468316
ACH-000098,0.191646620503
ACH-000099,0.213535720225
ACH-000108,0.299049319198
ACH-000113,-0.0591933839603
ACH-000115,0.22176713053000002
ACH-000116,0.105421781413
ACH-000118,-0.37132348265
ACH-000120,-0.060275127379599995
ACH-000123,0.12980422115999998
ACH-000127,-0.110170817893
ACH-000128,0.0982598205215
ACH-000132,0.013791054492999999
ACH-000133,0.030407127741
ACH-000137,0.0101495003685
ACH-000138,-0.22119076295
ACH-000142,0.119907266965
ACH-000143,0.085362211413
ACH-000146,0.11057210497000002
ACH-000148,0.06379071556390001
ACH-000150,0.27187148481600004
ACH-000152,0.0629853968624
ACH-000153,-0.103149771736
ACH-000159,-0.130923786688
ACH-000160,-0.0659553778919
ACH-000163,-0.273286929673
ACH-000167,-0.274201272145
ACH-000168,0.123609458082
ACH-000169,-0.0410611320552
ACH-000178,-0.0261754096245
ACH-000182,-0.101308576371
ACH-000183,-0.0121522976991
ACH-000188,-0.0283674872627
ACH-000189,-0.177322095212
ACH-000190,-0.08703839418460001
ACH-000198,0.0615916323558
ACH-000204,0.22950648966499998
ACH-000206,-0.178020191615
ACH-000207,-0.197650204736
ACH-000211,0.100676819863
ACH-000215,0.154995115681
ACH-000221,0.190218955887
ACH-000222,0.35780685809699997
ACH-000223,-0.0164957908179
ACH-000226,0.106540308236
ACH-000227,0.0138113633537
ACH-000228,0.020085683848900002
ACH-000231,0.12501721254599998
ACH-000232,0.09505859035900001
ACH-000233,-0.0351711609301
ACH-000234,-0.0414472051217
ACH-000235,0.0161996381407
ACH-000237,-0.0398808473772
ACH-000238,-0.0246610503178
ACH-000243,0.156254075564
ACH-000244,-0.0104521278423
ACH-000246,0.21275578727699998
ACH-000248,0.26909038221500003
ACH-000250,-0.23096912803800002
ACH-000251,-0.150504606426
ACH-000253,0.135471434956
ACH-000255,-0.0184757577088
ACH-000256,-0.0763714419849
ACH-000257,0.08185627455960001
ACH-000258,0.094699171641
ACH-000259,0.216960285711
ACH-000260,0.319743659407
ACH-000261,0.0254282380651
ACH-000262,0.0288743699851
ACH-000263,-0.22323206408399998
ACH-000264,-0.16159410308900002
ACH-000265,-0.11501882829500001
ACH-000266,0.126273007475
ACH-000272,0.10427116973400001
ACH-000273,0.00039972268495699995
ACH-000274,-0.043180349011699995
ACH-000277,-0.0043023280747600005
ACH-000278,-0.0767839115251
ACH-000279,0.037373725761599995
ACH-000280,0.08985116049689999
ACH-000281,0.22038817499299998
ACH-000288,0.125629477444
ACH-000291,0.030315272363100002
ACH-000293,-0.333838437824
ACH-000294,-0.09127898410910001
ACH-000295,0.0910097254153
ACH-000296,0.234281939128
ACH-000302,0.116153790068
ACH-000304,0.478369956192
ACH-000307,-0.118829895398
ACH-000308,0.0981432256717
ACH-000310,0.137516531379
ACH-000311,0.222341799318
ACH-000312,0.150952273297
ACH-000315,0.210176150474
ACH-000316,0.0157862852397
ACH-000317,-0.0318428516565
ACH-000318,-0.022961669262799998
ACH-000319,-0.16481864009199998
ACH-000320,0.37377040456999994
ACH-000322,0.10816255028300001
ACH-000323,-0.0215254687297
ACH-000324,-0.262446290232
ACH-000329,0.14517296236899999
ACH-000330,0.050126335184000004
ACH-000331,0.0708890713405
ACH-000332,0.17916034232500003
ACH-000334,-0.0650295251296
ACH-000335,0.12427177753900001
ACH-000336,0.263308264663
ACH-000337,0.0515465424393
ACH-000339,0.0602137427752
ACH-000341,-0.09742381498239999
ACH-000348,-0.0600988614669
ACH-000350,-0.14463040009000003
ACH-000352,0.145248107036
ACH-000356,-0.239239814067
ACH-000361,0.20016338728799998
ACH-000362,0.116392282862
ACH-000363,0.0728960525748
ACH-000364,-0.07653922496719999
ACH-000365,0.0293141169239
ACH-000366,0.13398041619999998
ACH-000368,-0.06946590717000001
ACH-000374,0.029351211544400003
ACH-000375,0.0138900394994
ACH-000376,0.09946474065850001
ACH-000381,-0.00672272428404
ACH-000383,0.080509597689
ACH-000387,-0.030448735134700002
ACH-000389,-0.16368209912599999
ACH-000390,0.0601240287354
ACH-000393,-0.0392147756004
ACH-000395,-0.28748681303
ACH-000397,-0.00243171289006
ACH-000401,-0.0455736522819
ACH-000402,-0.282043510151
ACH-000403,0.0998810875742
ACH-000404,0.0211604879544
ACH-000406,0.118935884989
ACH-000407,0.0764939253767
ACH-000408,0.117745315109
ACH-000410,0.110219909939
ACH-000411,0.0415738479182
ACH-000414,0.20911002803599998
ACH-000415,-0.130708641056
ACH-000416,0.0879524152112
ACH-000420,0.12071729850099999
ACH-000421,-0.140597549552
ACH-000424,-0.0658360677491
ACH-000425,-0.016830296632999998
ACH-000426,-0.154644970115
ACH-000427,-0.144765524396
ACH-000433,0.22375572312699998
ACH-000436,0.0993127998092
ACH-000444,0.213887346628
ACH-000445,0.23903794372099998
ACH-000448,0.160283336821
ACH-000450,-0.04364251024540001
ACH-000452,0.0450355812151
ACH-000454,-0.00979742954208
ACH-000458,-0.117461117972
ACH-000459,0.271030040546
ACH-000460,-0.0624867313896
ACH-000461,0.118627020352
ACH-000463,0.145242695761
ACH-000464,-0.14781825732599999
ACH-000466,0.0837615855401
ACH-000467,0.122877732301
ACH-000468,0.138815296353
ACH-000469,0.0607091831475
ACH-000470,-0.0888942999962
ACH-000471,-0.0407218290358
ACH-000472,0.0164609572186
ACH-000473,-0.0714095415572
ACH-000475,0.014612012305299998
ACH-000476,0.009309989159209999
ACH-000477,-0.195766285078
ACH-000480,0.09745487270739998
ACH-000481,0.041608282280099995
ACH-000483,-0.18575989070300003
ACH-000484,0.21994502393800003
ACH-000485,-0.128603520731
ACH-000486,-0.058839070515199994
ACH-000487,-0.0023198680533000004
ACH-000488,-0.0294367211246
ACH-000490,0.0792375962724
ACH-000491,0.00342377017698
ACH-000495,0.11628530303099999
ACH-000496,0.013712104370600001
ACH-000499,-0.313814986091
ACH-000500,0.44125364703000003
ACH-000502,0.216729260009
ACH-000503,0.0123780523881
ACH-000505,0.0505845587744
ACH-000507,0.0891736283892
ACH-000510,-0.163134254386
ACH-000511,0.0003721220939269999
ACH-000512,-0.113915594266
ACH-000516,0.0589442178131
ACH-000517,0.111239671833
ACH-000518,-0.00819581366288
ACH-000520,0.12934411401100002
ACH-000521,0.172310106789
ACH-000522,0.20587244250300002
ACH-000524,0.185780443317
ACH-000527,-0.062938036665
ACH-000528,0.241632282486
ACH-000537,-0.0373989749517
ACH-000541,-0.109704400639
ACH-000542,0.060193984485999996
ACH-000544,-0.13100252151900002
ACH-000545,0.00698949984187
ACH-000547,0.019672604942299998
ACH-000548,0.282842884917
ACH-000549,-0.0736692973573
ACH-000550,0.321393865092
ACH-000552,0.19728403511700002
ACH-000556,-0.0405948986049
ACH-000557,0.103793333002
ACH-000570,0.0500257956282
ACH-000571,-0.0349818061769
ACH-000573,0.22672940022399998
ACH-000576,-0.0525197970931
ACH-000580,-0.008075157871870001
ACH-000584,0.110192303629
ACH-000585,0.09598035352
ACH-000588,0.11158436874199999
ACH-000589,-0.0117028109776
ACH-000591,0.235712655592
ACH-000593,0.0586172969925
ACH-000600,0.0077255775918000005
ACH-000601,0.0332295012291
ACH-000604,-0.16184171438
ACH-000605,0.0851016006665
ACH-000606,0.134077126201
ACH-000608,-0.270956002232
ACH-000614,-0.166742522209
ACH-000616,0.0169609791711
ACH-000618,0.06998453735169999
