,TSKU (25987)
ACH-000004,-0.263017936017
ACH-000007,0.024519087457499998
ACH-000009,-0.0614789570125
ACH-000011,0.0956700670026
ACH-000012,-0.07560922184060001
ACH-000013,-0.063426816044
ACH-000014,0.157475849563
ACH-000015,-0.123012693083
ACH-000017,-0.07338250362030001
ACH-000018,-0.17524463263700002
ACH-000019,-0.353799944525
ACH-000021,-0.039811317368999996
ACH-000022,-0.00223560199177
ACH-000025,0.09329735323869999
ACH-000028,-0.037662428039300005
ACH-000030,-0.0880829434489
ACH-000035,0.005291305240260001
ACH-000036,-0.06859463741960001
ACH-000037,-0.278410892168
ACH-000039,0.0041207557227600005
ACH-000040,-0.149755372697
ACH-000041,-0.0929795278804
ACH-000042,-0.162677078044
ACH-000045,-0.17490753338799997
ACH-000047,-0.039339541175099996
ACH-000052,0.0159320698586
ACH-000053,-0.00426794554879
ACH-000054,-0.146013847161
ACH-000055,0.0227825543073
ACH-000060,0.026007794995300003
ACH-000067,-0.020865783968499998
ACH-000070,-0.366882160441
ACH-000075,-0.180881306094
ACH-000078,-0.191054322779
ACH-000082,0.04676024152219999
ACH-000085,-1.06786785593e-05
ACH-000086,-0.322058952881
ACH-000087,-0.27437801056
ACH-000092,-0.130253552127
ACH-000095,-0.0039611583869299995
ACH-000097,-0.06838006893109999
ACH-000098,-0.0175500172555
ACH-000099,-0.15354805225600002
ACH-000108,-0.197692944396
ACH-000113,-0.146570508541
ACH-000115,-0.177569647792
ACH-000116,-0.12703217515999998
ACH-000118,-0.168172119729
ACH-000120,-0.0159104223942
ACH-000123,0.0438565795591
ACH-000127,0.010705677152200001
ACH-000128,-0.128218665579
ACH-000132,-0.042158030324
ACH-000133,-0.0803364869345
ACH-000137,-0.234817702145
ACH-000138,-0.24840938786
ACH-000142,-0.09943282254939999
ACH-000143,-0.187322320966
ACH-000146,-0.131778112304
ACH-000148,-0.023367494531900002
ACH-000150,-0.101714260811
ACH-000152,-0.08909219118869999
ACH-000153,-0.340565421708
ACH-000159,-0.0131858581651
ACH-000160,-0.05692523243369999
ACH-000163,-0.00365217787449
ACH-000167,-0.0739060497721
ACH-000168,-0.195492693074
ACH-000169,-0.105132961643
ACH-000178,-0.0731513432326
ACH-000182,0.00347765854122
ACH-000183,-0.20319916000100002
ACH-000188,-0.23794826474599998
ACH-000189,0.16183246403100002
ACH-000190,-0.112670519998
ACH-000198,-0.07744005737269999
ACH-000204,-0.429827679535
ACH-000206,0.0384056331681
ACH-000207,-0.420019898742
ACH-000211,-0.0004647316218
ACH-000215,-0.16191318548
ACH-000221,-0.21261265759700002
ACH-000222,0.00716522996306
ACH-000223,0.026301982190900002
ACH-000226,-0.036162163753699995
ACH-000227,-0.1203114644
ACH-000228,-0.390714944736
ACH-000231,-0.048458021478800004
ACH-000232,-0.040763530035199995
ACH-000233,-0.03008165295
ACH-000234,0.14555012875700002
ACH-000235,-0.10952636240000001
ACH-000237,-0.199026713245
ACH-000238,0.00684497088669
ACH-000243,0.054734289718800004
ACH-000244,-0.180921363915
ACH-000246,-0.0520740517586
ACH-000248,0.042516324583900006
ACH-000250,-0.0781296532173
ACH-000251,0.234229000993
ACH-000253,-0.0738262516614
ACH-000255,-0.0343356853702
ACH-000256,-0.305199846327
ACH-000257,0.171905657806
ACH-000258,-0.0268317301936
ACH-000259,-0.0439359059959
ACH-000260,-0.126626910747
ACH-000261,-0.16006667743
ACH-000262,0.0342194429886
ACH-000263,-0.0465028598864
ACH-000264,-0.15633481757099998
ACH-000265,-0.07732722392810001
ACH-000266,-0.0386246086234
ACH-000272,0.141166254847
ACH-000273,-0.0404439144437
ACH-000274,-0.39506442391
ACH-000277,-0.0567914652869
ACH-000278,-0.21930196867600002
ACH-000279,-0.060647421929900004
ACH-000280,-0.0163335035879
ACH-000281,-0.0237096958343
ACH-000288,-0.0978452488461
ACH-000291,0.0624414762333
ACH-000293,0.0838016077196
ACH-000294,-0.07805468397910001
ACH-000295,-0.33806706959399996
ACH-000296,-0.141589835005
ACH-000302,0.027467087359700004
ACH-000304,0.0569998955916
ACH-000307,0.147029022476
ACH-000308,-0.114377404098
ACH-000310,-0.021903617621499998
ACH-000311,0.0782568224737
ACH-000312,-0.19408448805999998
ACH-000315,0.025946877434700002
ACH-000316,-0.222846121886
ACH-000317,-0.0982456154919
ACH-000318,-0.087910548637
ACH-000319,-0.05716407420030001
ACH-000320,-0.0960340296755
ACH-000322,0.118012133903
ACH-000323,-0.17689296722199999
ACH-000324,-0.0964183373642
ACH-000329,0.09505380340510002
ACH-000330,-0.041659621165300004
ACH-000331,0.058960454182699996
ACH-000332,-0.0954314069204
ACH-000334,-0.132340200225
ACH-000335,0.19908245476199998
ACH-000336,-0.21599191395700001
ACH-000337,-0.198821982653
ACH-000339,0.00678753593555
ACH-000341,-0.0907571503156
ACH-000348,-0.014867063662799999
ACH-000350,-0.087138115616
ACH-000352,-0.08932905353939999
ACH-000356,-0.260607963988
