,YWHAZ (7534)
ACH-000004,-0.29988506142099997
ACH-000007,-0.578970130067
ACH-000009,-0.310238684125
ACH-000011,-0.45046383497299997
ACH-000012,-0.418956186034
ACH-000013,-0.547355501345
ACH-000014,-0.272387060358
ACH-000015,-0.244027237397
ACH-000017,-0.686099564303
ACH-000018,-0.514421883573
ACH-000019,-0.880956960836
ACH-000021,-0.540556697948
ACH-000022,-0.371167587046
ACH-000025,-0.53384628991
ACH-000028,-0.328095839267
ACH-000030,-0.39139685523100004
ACH-000035,-0.448718776198
ACH-000036,-0.626344612231
ACH-000037,-0.7317286086839999
ACH-000039,-0.47259887205799994
ACH-000040,-0.70736079125
ACH-000041,-0.553395217286
ACH-000042,-0.16545922807900001
ACH-000045,-0.150576008568
ACH-000047,-0.42887161443800004
ACH-000052,-0.214666520851
ACH-000053,-0.6120020298219999
ACH-000054,-0.529796388842
ACH-000055,-0.48731840224
ACH-000060,-0.895430146612
ACH-000067,-0.183674194807
ACH-000070,-0.517271954107
ACH-000075,-0.214430989667
ACH-000078,-0.196478557407
ACH-000082,-0.388714374045
ACH-000085,-0.6127329935
ACH-000086,-0.453961390788
ACH-000087,-0.579929604365
ACH-000092,-0.661438938006
ACH-000095,-0.410922386152
ACH-000097,-0.354232534267
ACH-000098,-0.5479863583829999
ACH-000099,-0.380798608706
ACH-000108,-0.34973101549900004
ACH-000113,-0.331219976006
ACH-000115,-0.581245290889
ACH-000116,-0.0629883190766
ACH-000118,-0.559093455034
ACH-000120,-0.288002069048
ACH-000123,-0.439542373454
ACH-000127,-0.41424219885700003
ACH-000128,-0.625690565228
ACH-000132,-0.387851767864
ACH-000133,-0.399863526985
ACH-000137,-0.449118713928
ACH-000138,-0.25597113171700003
ACH-000142,-0.519147290645
ACH-000143,-0.160308921867
ACH-000146,-0.056724755123899996
ACH-000148,-0.30518118421100005
ACH-000150,-0.625137960516
ACH-000152,-0.374500123201
ACH-000153,-0.49507008132799996
ACH-000159,-0.573170214392
ACH-000160,-0.25689953266300003
ACH-000163,-0.555925266488
ACH-000167,-0.627839993815
ACH-000168,-0.418632235435
ACH-000169,-0.345797944605
ACH-000178,-0.607985168384
ACH-000182,-0.631016206697
ACH-000183,-0.46718128075800003
ACH-000188,-0.273746898394
ACH-000189,-0.34090520862499996
ACH-000190,-0.47011545340800004
ACH-000198,-0.350286878243
ACH-000204,-0.738962580363
ACH-000206,-0.0853432341083
ACH-000207,-0.274916380754
ACH-000211,-0.305936876142
ACH-000215,-0.514162823596
ACH-000221,-0.325898682803
ACH-000222,-0.7260775393500001
ACH-000223,-0.495373984813
ACH-000226,-0.302363949046
ACH-000227,-0.585704037727
ACH-000228,-0.223816398545
ACH-000231,-0.273391205639
ACH-000232,-0.39424878277099995
ACH-000233,-0.416827875905
ACH-000234,-0.7729883866539999
ACH-000235,-0.3755366914
ACH-000237,-0.529723561972
ACH-000238,-0.282975203139
ACH-000243,-0.478539417681
ACH-000244,-0.620103669742
ACH-000246,-0.8174084622550001
ACH-000248,-0.48826094258999997
ACH-000250,-0.5763281971399999
ACH-000251,-0.21301233925500002
ACH-000253,-0.379804317954
ACH-000255,-0.19847091313700002
ACH-000256,-0.549480185521
ACH-000257,-0.365296999748
ACH-000258,-0.103245175425
ACH-000259,-0.395117873608
ACH-000260,-0.39107733799000005
ACH-000261,-0.458233422268
ACH-000262,-0.569763814677
ACH-000263,-0.20866147789700001
ACH-000264,-0.642145489129
ACH-000265,-0.505879896037
ACH-000266,-0.377737100353
ACH-000272,-0.7505646641600001
ACH-000273,-0.451521944279
ACH-000274,-0.363394941467
ACH-000277,-0.889520298055
ACH-000278,-0.469258850329
ACH-000279,-0.5953822362160001
ACH-000280,-0.407063069496
ACH-000281,-0.634358152753
ACH-000288,-0.399446177917
ACH-000291,-0.348226653665
ACH-000293,-0.32330971375399997
ACH-000294,-0.0027810842588900002
ACH-000295,-0.40890196123800004
ACH-000296,-0.503603663208
ACH-000302,-0.637415499167
ACH-000304,-0.167665608439
ACH-000307,-0.25584551718000004
ACH-000308,-0.5895095237610001
ACH-000310,-0.5859235171989999
ACH-000311,-0.475993584059
ACH-000312,-0.573455492708
ACH-000315,-0.473512895823
ACH-000316,-0.234702631324
ACH-000317,-0.6006938182429999
ACH-000318,-0.25313510246
ACH-000319,-0.320414710132
ACH-000320,-0.8950401064139999
ACH-000322,-0.513820413364
ACH-000323,-0.7160215475130001
ACH-000324,-0.6020877498
ACH-000329,-0.0020828404913
ACH-000330,-0.157930934881
ACH-000331,-0.642412652729
ACH-000332,-0.449715819274
ACH-000334,-0.5120785694250001
ACH-000335,-0.309523683702
ACH-000336,-0.195007934709
ACH-000337,-0.436829538477
ACH-000339,-0.265832735288
ACH-000341,-0.402626127287
ACH-000348,-0.536196307572
ACH-000350,-0.171744912771
ACH-000352,-0.682667117538
ACH-000356,-0.207666098722
ACH-000361,-0.39985048788000005
ACH-000362,-0.252670262593
ACH-000363,-0.659053757119
ACH-000364,-0.318379144604
ACH-000365,-0.492700340607
ACH-000366,-0.42524011867
ACH-000368,-0.489232646588
ACH-000374,-0.452303002316
ACH-000375,-0.697547355213
ACH-000376,-0.5313374843909999
ACH-000381,-0.465163769732
ACH-000383,-0.0793327158763
ACH-000387,-0.520184749006
ACH-000389,-0.304472208577
ACH-000390,-0.326108861944
ACH-000393,-0.5510687917399999
ACH-000395,-1.2078405751899999
ACH-000397,-0.517610109282
ACH-000401,-0.836718996593
ACH-000402,-0.167845468545
ACH-000403,-0.336104007884
ACH-000404,-0.730051355658
ACH-000406,-0.38380741846999994
ACH-000407,-0.39307055338
ACH-000408,-0.608522245011
ACH-000410,-0.382961366737
ACH-000411,-0.523747219183
ACH-000414,-0.581778824904
ACH-000415,-0.387168693956
ACH-000416,-0.426495789002
ACH-000420,-0.19207201363499998
ACH-000421,-0.42447080020800004
ACH-000424,-0.648522400378
ACH-000425,-0.626542496181
ACH-000426,-0.615433349689
ACH-000427,-0.401295522351
ACH-000433,-0.335817968869
ACH-000436,-0.42003734736500004
ACH-000444,-0.41201706661799997
ACH-000445,-0.643831229162
ACH-000448,-0.511495263204
ACH-000450,-0.5100572609189999
ACH-000452,-0.20966124982999998
ACH-000454,-0.33760782396300004
ACH-000458,-0.595080495307
ACH-000459,-0.305535721737
ACH-000460,-0.40983746104999996
ACH-000461,-0.73635216942
ACH-000463,-0.358025420357
ACH-000464,-0.430265316554
ACH-000466,-0.48636174693800005
ACH-000467,-0.455614155537
ACH-000468,-0.487597794698
ACH-000469,-0.347861198628
ACH-000470,-0.46958443721500004
ACH-000471,-0.255271853082
ACH-000472,-0.5526882390860001
ACH-000473,-0.371948194451
ACH-000475,-0.343268656152
ACH-000476,-0.408238571548
ACH-000477,-0.683410834932
ACH-000480,-0.392830142009
ACH-000481,-0.23377623669199998
ACH-000483,-0.32981739374499996
ACH-000484,-1.0652040313200002
ACH-000485,-0.40919337609300005
ACH-000486,-0.544791214214
ACH-000487,-0.209451492549
ACH-000488,-0.157571973571
ACH-000490,-0.37689110049400004
ACH-000491,-0.605407757888
ACH-000495,-0.691883432735
ACH-000496,-0.208538943923
ACH-000499,-0.200927702509
ACH-000500,-0.43383746715599997
ACH-000502,-0.36878317462800003
ACH-000503,-0.260005859317
ACH-000505,-0.646400633396
ACH-000507,-0.5221237060399999
ACH-000510,-0.49321607119599997
ACH-000511,-0.5422987424719999
ACH-000512,-0.5385420562300001
ACH-000516,-0.359346862288
ACH-000517,-0.36195508964900003
ACH-000518,0.00019079027169699998
ACH-000520,-0.236266948867
ACH-000521,-0.525522593861
ACH-000522,-0.44201581012100005
ACH-000524,-0.29243170919399997
ACH-000527,-0.275456871318
ACH-000528,-0.606951476697
ACH-000537,-0.285633442808
ACH-000541,-0.527027470944
ACH-000542,-0.7049545808959999
ACH-000544,-0.196655739304
ACH-000545,-0.521412415928
ACH-000547,-0.549233025233
ACH-000548,-0.453406782402
ACH-000549,-0.334821645707
ACH-000550,-0.333955061365
ACH-000552,-0.540945311837
ACH-000556,-0.464945989494
ACH-000557,-0.0125034394169
ACH-000570,-0.37317255388899995
ACH-000571,-0.370445002897
ACH-000573,-0.594898449051
ACH-000576,-0.582468351691
ACH-000580,-0.52850601019
