,ADRA2C (152)
ACH-000004,0.047393297880999996
ACH-000007,0.148121120394
ACH-000009,0.12708200179
ACH-000011,0.103663808555
ACH-000012,0.0833330213363
ACH-000013,0.136418486716
ACH-000014,0.0360077833616
ACH-000015,0.05515310502180001
ACH-000017,0.05414127304269999
ACH-000018,-0.06480929300890001
ACH-000019,0.00251360494931
ACH-000021,0.10246366620899999
ACH-000022,0.0710215794183
ACH-000025,0.10693882785
ACH-000028,0.255481316907
ACH-000030,0.153584647015
ACH-000035,0.355348032259
ACH-000036,0.193660115454
ACH-000037,0.0727434044817
ACH-000039,0.292038963831
ACH-000040,0.08155805622210001
ACH-000041,-0.14098471811899999
ACH-000042,0.06601807627
ACH-000045,0.0676737963718
ACH-000047,-0.0114406942235
ACH-000052,-0.249361541213
ACH-000053,0.0452507713918
ACH-000054,0.24317861421
ACH-000055,-0.051950526108
ACH-000060,-0.00795248174871
ACH-000067,0.06220471145769999
ACH-000070,0.0514876189439
ACH-000075,-0.0342665947154
ACH-000078,0.08025717238369999
ACH-000082,0.150210168356
ACH-000085,0.148401619813
ACH-000086,0.09902433516789999
ACH-000087,0.0741812087814
ACH-000092,0.18009404862599998
ACH-000095,0.0646845847146
ACH-000097,0.0652896551283
ACH-000098,0.129515093702
ACH-000099,-0.17435420553300002
ACH-000108,0.012065085872400001
ACH-000113,0.124063627269
ACH-000115,-0.093336305043
ACH-000116,0.020181183556099998
ACH-000118,0.0184960794659
ACH-000120,0.140767249057
ACH-000123,0.07449682718780001
ACH-000127,-0.037457433958400004
ACH-000128,0.21814353398800002
ACH-000132,0.132838268983
ACH-000133,-0.0146975102937
ACH-000137,0.09503722145349999
ACH-000138,0.143314523431
ACH-000142,0.150033285013
ACH-000143,0.008428366264029999
ACH-000146,0.0408514642078
ACH-000148,0.11303199332399999
ACH-000150,-0.026885431629
ACH-000152,0.0856588841416
ACH-000153,0.0462340979935
ACH-000159,-0.011454003609200002
ACH-000160,0.0407958981652
ACH-000163,-0.0228055502806
ACH-000167,0.299874140489
ACH-000168,0.06984767742810001
ACH-000169,0.004314906642960001
ACH-000178,0.0721401050836
ACH-000182,-0.0732287679323
ACH-000183,0.17600813863499998
ACH-000188,0.143856471656
ACH-000189,-0.0216814926915
ACH-000190,0.060485711407300004
ACH-000198,0.11978373346400001
ACH-000204,0.459701087482
ACH-000206,0.23568971343400003
ACH-000207,0.295391451703
ACH-000211,0.0274756267972
ACH-000215,-0.03761682702480001
ACH-000221,0.203402308032
ACH-000222,0.000568962800921
ACH-000223,0.025979441364899998
ACH-000226,0.132942815331
ACH-000227,0.16869089355500003
ACH-000228,-0.0246598095542
ACH-000231,-0.07375035001889998
ACH-000232,0.127555726343
ACH-000233,0.06675860044319999
ACH-000234,0.11531872084799999
ACH-000235,0.0636470428039
ACH-000237,0.0166666936631
ACH-000238,-0.015465491009799999
ACH-000243,0.10024501566400001
ACH-000244,0.181444952724
ACH-000246,0.0232662284729
ACH-000248,0.035755522025099996
ACH-000250,0.0566450860089
ACH-000251,-0.27833486949499997
ACH-000253,0.11627126065400001
ACH-000255,0.13796581330399998
ACH-000256,0.12735197879000001
ACH-000257,0.033546091529900006
ACH-000258,-0.275077820773
ACH-000259,0.07309720765760001
ACH-000260,0.028717050364099998
ACH-000261,0.0206616311159
ACH-000262,0.0651831069522
ACH-000263,-0.258563641364
ACH-000264,-0.06562478469039999
ACH-000265,0.142980131669
ACH-000266,0.131198187428
ACH-000272,0.132951436581
ACH-000273,0.106689550592
ACH-000274,0.0697989693778
ACH-000277,0.030071868281999998
ACH-000278,0.154197417216
ACH-000279,0.0248028749334
ACH-000280,0.07393462290630001
ACH-000281,0.10021872026699999
ACH-000288,0.12349773483200001
ACH-000291,-0.014736866841799999
ACH-000293,0.021485489452900002
ACH-000294,0.23204005454999999
ACH-000295,0.0255182051739
ACH-000296,0.210132349443
ACH-000302,0.0652073600697
ACH-000304,0.073444678183
ACH-000307,0.089907374517
ACH-000308,0.0425525497473
ACH-000310,-0.09463364216939998
ACH-000311,0.17266528572599998
ACH-000312,-0.025120856960400003
ACH-000315,-0.1576160308
ACH-000316,0.12982343766100002
ACH-000317,0.229743715165
ACH-000318,0.0500224120402
ACH-000319,0.12164240742900001
ACH-000320,0.242996225455
ACH-000322,0.23312375171900002
ACH-000323,0.166676657387
ACH-000324,0.157627483139
ACH-000329,0.07450583626410001
ACH-000330,0.09983510585380001
ACH-000331,0.21450357645799997
ACH-000332,0.25952080357900004
ACH-000334,0.232165443537
ACH-000335,0.218072467575
ACH-000336,-0.338548161874
ACH-000337,0.077953135383
ACH-000339,0.0401123766476
ACH-000341,0.137366711765
ACH-000348,0.0665558827572
